0011150545334;http://world-en.openfoodfacts.org/product/0011150545334/roundy-s-sliced-strawberries;usda-ndb-import;1489055893;2017-03-09T10:38:13Z;1587573499;2020-04-22T16:38:19Z;Roundy's, sliced strawberries;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Strawberries.;;;;;;1 cup (140 g);140;;0;;;;0;;;0;;;-7;a;1;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:fruits-based-foods;Fruits based foods;;;;;;;;151;151;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9.29;4.29;;;;;;;;;2.1;;;0;;;;0;0;;0;;;;;0.0386;;;;;;;;;;;;;;0.014;;0.00051;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0011150545341;http://world-en.openfoodfacts.org/product/0011150545341/roundy-s-berry-medley;usda-ndb-import;1489141157;2017-03-10T10:19:17Z;1587633757;2020-04-23T09:22:37Z;Roundy's, berry medley;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Strawberries, blackberries, red raspberries and blueberries.;;;;;;1 cup (140 g);140;;0;;;;0;;;0;;;-7;a;1;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:fruits-based-foods;Fruits based foods;;;;;;;;209;209;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12.14;7.86;;;;;;;;;3.6;;;0;;;;0;0;;0;;;;;0.0257;;;;;;;;;;;;;;0.014;;0.00051;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0011150545402;http://world-en.openfoodfacts.org/product/0011150545402/roundy-s-red-raspberries;usda-ndb-import;1489055897;2017-03-09T10:38:17Z;1587573501;2020-04-22T16:38:21Z;Roundy's, red raspberries;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Raspberries, sugar, and water;;;;;;0.5 cup (140 g);140;;0;;;;0;;;0;;;-1;a;3;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:fruits-based-foods;Fruits based foods;;;;;;;;448;448;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;28.57;21.43;;;;;;;;;1.4;;;0.71;;;;0;0;;0;;;;;0.0026;;;;;;;;;;;;;;0;;0.00051;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0011150545495;http://world-en.openfoodfacts.org/product/0011150545495/roundy-s-pineapple-chunks;usda-ndb-import;1489052670;2017-03-09T09:44:30Z;1587572180;2020-04-22T16:16:20Z;Roundy's, pineapple chunks;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Pineapple.;;;;;;0.75 cup (140 g);140;;0;;;;0;;;0;;;-4;a;1;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:fruits-based-foods;Fruits based foods;;;;;;;;209;209;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;13.57;10;;;;;;;;;1.4;;;0.71;;;;0.0175;0.007;;0.0000213;;;;;0.0107;;;;;;;;;;;;;;0.014;;0.00026;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0011150545556;http://world-en.openfoodfacts.org/product/0011150545556/roundy-s-grade-a-fancy-wild-blueberries;usda-ndb-import;1489055890;2017-03-09T10:38:10Z;1587573498;2020-04-22T16:38:18Z;Roundy's, grade a fancy wild blueberries;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Wild blueberries.;;;;;;1 cup (140 g);140;;0;;;;0;;;0;;;-8;a;1;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:fruits-based-foods;Fruits based foods;;;;;;;;209;209;;0.71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12.14;5;;;;;;;;;4.3;;;0.71;;;;0.0275;0.011;;0.0000213;;;;0.0000171;0.0026;;;;;;;;;;;;;;0.014;;0.00026;;;;0;;;;;;;;;;;;;;;;;-8;;;;;0.0000171;;;
0011150546652;http://world-en.openfoodfacts.org/product/0011150546652/farm-fresh-chopped-kale;org-database-usda;1587660258;2020-04-23T16:44:18Z;1587660259;2020-04-23T16:44:19Z;Farm fresh chopped kale;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Kale.;;;;;;1 cup (85 g);85;;0;;;;0;;;0;;;-7;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDYS;en:frozen-vegetables;Frozen vegetables;;;;;;;;146;146;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;4.71;1.18;;;;;;;;;1.2;;;2.35;;;;0.045;0.018;;;;;;;0.0106;;;;;;;;;;;;;;0.094;;0.00071;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0011150547840;http://world-en.openfoodfacts.org/product/0011150547840/mixed-vegetables;org-database-usda;1587657753;2020-04-23T16:02:33Z;1587657753;2020-04-23T16:02:33Z;Mixed vegetables;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Carrots, corn, green beans, peas.;;;;;;0.66 cup (90 g);90;;0;;;;0;;;0;;;-9;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:frozen-vegetables;Frozen vegetables;;;;;;;;234;234;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12.22;4.44;;;;;;;;;3.3;;;2.22;;;;0.0425;0.017;;;;;;;0.0033;;;;;;;;;;;;;;0;;0.00056;;;;;;;;;;;;;;;;;;;;;-9;;;;;;;;
0011150548878;http://world-en.openfoodfacts.org/product/0011150548878/peas-and-carrots-roundy-s;usda-ndb-import;1489050402;2017-03-09T09:06:42Z;1587571376;2020-04-22T16:02:56Z;Peas And Carrots;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Fruits and vegetables based foods, Legumes, Canned plant-based foods, Vegetables based foods, Canned vegetables, Canned legumes, Canned peas and carrots, Frozen foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:fruits-and-vegetables-based-foods,en:legumes,en:canned-plant-based-foods,en:frozen-foods,en:vegetables-based-foods,en:canned-vegetables,en:frozen-plant-based-foods,en:frozen-vegetables,en:canned-legumes,en:canned-peas-and-carrots;Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Frozen foods,Vegetables based foods,Canned vegetables,Frozen plant-based foods,Frozen vegetables,Canned legumes,Canned peas and carrots;;;;;;;;;;;;;;;United States;en:united-states;United States;Peas, carrots.;;;;;;0.66 cup (90 g);90;;0;;;;0;;;0;;;-9;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:canned-peas-and-carrots;Canned peas and carrots;;;;;;;;280;280;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10;4.44;;;;;;;;;3.3;;;2.22;;;;0.0825;0.033;;0.0005001;;;;;0.0053;;;;;;;;;;;;;;0;;0.0008;;;;;;;;;;;;;;;;;;;;;-9;;;;;;;;
0011150548885;http://world-en.openfoodfacts.org/product/0011150548885/broccoli-cuts-roundy-s;usda-ndb-import;1489050402;2017-03-09T09:06:42Z;1587571376;2020-04-22T16:02:56Z;Broccoli Cuts;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Broccoli.;;;;;;1 cup (90 g);90;;0;;;;0;;;0;;;-7;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:frozen-vegetables;Frozen vegetables;;;;;;;;117;117;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;4.44;1.11;;;;;;;;;2.2;;;1.11;;;;0.055;0.022;;0.0000666;;;;;0.0333;;;;;;;;;;;;;;0.022;;0;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0011150548908;http://world-en.openfoodfacts.org/product/0011150548908/italian-blend-roundy-s;usda-ndb-import;1489050402;2017-03-09T09:06:42Z;1587571376;2020-04-22T16:02:56Z;Italian Blend;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Zucchini, cauliflower, carrots, italian beans, lima beans.;;;;;;0.75 cup (85 g);85;;0;;;;0;;;0;;;-7;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:frozen-vegetables;Frozen vegetables;;;;;;;;172;172;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;7.06;2.35;;;;;;;;;2.4;;;1.18;;;;0.0875;0.035;;0.0002646;;;;;0.0071;;;;;;;;;;;;;;0.024;;0.00042;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
