0023923300330;http://world-en.openfoodfacts.org/product/0023923300330/green-beans-rice-earth-s-best;usda-ndb-import;1489062411;2017-03-09T12:26:51Z;1489062411;2017-03-09T12:26:51Z;Green Beans & Rice;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic green beans, water, organic brown rice.;;;;;;113 g (113 g);113;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;184;184;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;8.85;0.88;;;;;;;;;0.9;;;1.77;;;;0.03302;0.013208;;0.0000399;;;;;0;;;;;;;;;;;;;;0.032;;0.00053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300347;http://world-en.openfoodfacts.org/product/0023923300347/organic-winter-squash-earth-s-best;usda-ndb-import;1489061518;2017-03-09T12:11:58Z;1489061518;2017-03-09T12:11:58Z;Organic Winter Squash;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic winter squash and water necessary for processing.;;;;;;113 g (113 g);113;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;146;146;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;7.08;4.42;;;;;;;;;1.8;;;0.88;;;;0.12446;0.049784;;0.0003981;;;;;0.0062;;;;;;;;;;;;;;0.021;;0.00027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300354;http://world-en.openfoodfacts.org/product/0023923300354/corn-butternut-squash-earth-s-best;usda-ndb-import;1489056373;2017-03-09T10:46:13Z;1489056373;2017-03-09T10:46:13Z;Corn & Butternut Squash;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic corn, organic butternut squash, water.;;;;;;113 g (113 g);113;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;259;259;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;11.5;2.65;;;;;;;;;0.9;;;0.88;;;;0.0889;0.03556;;0.0001593;;;;;0;;;;;;;;;;;;;;0.021;;0.00027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300378;http://world-en.openfoodfacts.org/product/0023923300378/organic-spinach-potato-no-manufracturer;usda-ndb-import;1489061926;2017-03-09T12:18:46Z;1489061926;2017-03-09T12:18:46Z;Organic Spinach & Potato;;;;;No Manufracturer;no-manufracturer;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, organic spinach, organic potatoes, organic carrots, organic barley flour, organic brown rice.;;;;;;113 g (113 g);113;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;222;222;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;10.62;0.88;;;;;;;;;1.8;;;1.77;;;;0.06858;0.027432;;0.0006636;;;;;0;;;;;;;;;;;;;;0.053;;0.00064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300712;http://world-en.openfoodfacts.org/product/0023923300712/organic-banana-mango-earth-s-best;usda-ndb-import;1489058652;2017-03-09T11:24:12Z;1489058652;2017-03-09T11:24:12Z;Organic, Banana Mango;;;;;Earth's Best,  Earth's Best Organic;earth-s-best,earth-s-best-organic;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic bananas, organic mangos, water, ascorbic acid (vitamin c), citric acid.;;;;;;113 g (113 g);113;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;297;297;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;15.93;14.16;;;;;;;;;1.8;;;0.88;;;;0.02286;0.009144;;0.0000795;;;;;0.0124;;;;;;;;;;;;;;0.011;;0.00027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300729;http://world-en.openfoodfacts.org/product/0023923300729/organic-apple-butternut-squash-earth-s-best;usda-ndb-import;1489061927;2017-03-09T12:18:47Z;1489061927;2017-03-09T12:18:47Z;Organic Apple Butternut Squash;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic apples, organic butternut squash, water, ascorbic acid (vitamin c), citric acid.;;;;;;113 g (113 g);113;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;222;222;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;12.39;7.08;;;;;;;;;1.8;;;0.88;;;;0.01016;0.004064;;0.0003981;;;;;0.0124;;;;;;;;;;;;;;0.021;;0.00027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300736;http://world-en.openfoodfacts.org/product/0023923300736/organic-veggie-fruit-blends-earth-s-best;usda-ndb-import;1489050391;2017-03-09T09:06:31Z;1489050391;2017-03-09T09:06:31Z;Organic Veggie & Fruit Blends;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic sweet potatoes, water, organic apricots, ascorbic acid (vitamin c), citric acid.;;;;;;113 g (113 g);113;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;297;297;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;16.81;5.31;;;;;;;;;0.9;;;0.88;;;;0.01016;0.004064;;0.0050442;;;;;0.0133;;;;;;;;;;;;;;0.035;;0.00032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923300835;http://world-en.openfoodfacts.org/product/0023923300835/gourmet-meals-organic-creamy-chicken-apple-compote-earth-s-best;usda-ndb-import;1489059072;2017-03-09T11:31:12Z;1489059072;2017-03-09T11:31:12Z;Gourmet Meals, Organic Creamy Chicken Apple Compote;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, organic carrots, organic finely ground chicken, organic apples, organic whole grain brown rice flour, calcium carbonate.;;;;;;113 g (113 g);113;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;335;335;;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;10.62;2.65;;;;;;;;;0.9;;;3.54;;;;0.06858;0.027432;;0.000531;;;;;0.0053;;;;;;;;;;;;;;0.442;;0.00064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923320017;http://world-en.openfoodfacts.org/product/0023923320017/organic-baby-food-puree-pear-carrot-apricot-earth-s-best;usda-ndb-import;1489061520;2017-03-09T12:12:00Z;1489061520;2017-03-09T12:12:00Z;Organic Baby Food Puree, Pear Carrot Apricot;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic pear, organic carrot puree, water, organic apricot, citric acid, vitamin a palmitate, mixed tocopherols (vitamin e), zinc sulfate, ascorbic acid.;;;;;;120 g (120 g);120;;2;;en:e306,en:e330;E306 - Tocopherol-rich extract,E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;243;243;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;12.5;10;;;;;;;;;2.5;;;0.83;;;;0.0635;0.0254;;0.0000936;;;;;0.0131;;;;;;;;;;;;;;0.02;;0.00025;;0.00104;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023923320116;http://world-en.openfoodfacts.org/product/0023923320116/fruit-grain-puree-earth-s-best;usda-ndb-import;1489061520;2017-03-09T12:12:00Z;1586382478;2020-04-08T21:47:58Z;Fruit & grain puree;;;;;Earth's Best;earth-s-best;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic apples, water, organic peaches, organic whole grain oat flour, citric acid, vitamin a palmitate, mixed tocopherols, (vitamin e), zinc sulfate, ascorbic acid, (vitamin c).;;;;;;120 g (120 g);120;;2;;en:e306,en:e330;E306 - Tocopherol-rich extract,E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;;;https://static.openfoodfacts.org/images/products/002/392/332/0116/nutrition_en.6.400.jpg;https://static.openfoodfacts.org/images/products/002/392/332/0116/nutrition_en.6.200.jpg;;279;279;;0.82999999324481;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;13.330000241597;11.666666666667;;;;;;;;;1.7;;;0.82999999324481;;;;0;0;;0.0000936;;;;;0.0131;;;;;;;;;;;;;;0;;0.00025;;0.00104;;;;;;;;;;;;;;;;;;;;;;;;;;;
