0015100000447;http://world-en.openfoodfacts.org/product/0015100000447/creamette-thin-spaghetti;usda-ndb-import;1489133388;2017-03-10T08:09:48Z;1587596422;2020-04-22T23:00:22Z;Creamette, thin spaghetti;;;;;Creamette,  New World Pasta Company;creamette,new-world-pasta-company;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Spaghetti;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Spaghetti;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;2 ONZ (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:spaghetti;Spaghetti;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;0;;;;;0;0.001;0.000304;0.005357;;;0.000179;;;;;;0.188;;0;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000478;http://world-en.openfoodfacts.org/product/0015100000478/mafalda-enriched-macaroni-product-creamette;usda-ndb-import;1489133327;2017-03-10T08:08:47Z;1587596375;2020-04-22T22:59:35Z;Mafalda enriched macaroni product;;;;;Creamette,  New World Pasta Company;creamette,new-world-pasta-company;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;1 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;;0.000179;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000485;http://world-en.openfoodfacts.org/product/0015100000485/vermicelli-enriched-macaroni-product-creamette;usda-ndb-import;1489133384;2017-03-10T08:09:44Z;1587596418;2020-04-22T23:00:18Z;Vermicelli, Enriched Macaroni Product;;;;;Creamette,  New World Pasta Company;creamette,new-world-pasta-company;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;2 ONZ (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;0;;;;;0;0.001;0.000304;0.005357;;;;;;;;;0.188;;0;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000492;http://world-en.openfoodfacts.org/product/0015100000492/creamette-manicotti-enriched-macaroni-product;usda-ndb-import;1489065208;2017-03-09T13:13:28Z;1587579832;2020-04-22T18:23:52Z;Creamette, manicotti, enriched macaroni product;;;;;Creamette,  Nwpc;creamette,nwpc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;3 PIECES (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;0;;;;;0;0.001;0.000304;0.005357;;0.000056;0.000179;;;;;;0.188;;0;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000652;http://world-en.openfoodfacts.org/product/0015100000652/creamette-ziti;usda-ndb-import;1489065213;2017-03-09T13:13:33Z;1587579836;2020-04-22T18:23:56Z;Creamette, ziti;;;;;Creamette,  Nwpc;creamette,nwpc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;0.75 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;0.000056;;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000690;http://world-en.openfoodfacts.org/product/0015100000690/creamette-cavatappi-enriched-macaroni-product;usda-ndb-import;1489065208;2017-03-09T13:13:28Z;1587579832;2020-04-22T18:23:52Z;Creamette, cavatappi, enriched macaroni product;;;;;Creamette,  Nwpc;creamette,nwpc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;0.66 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;0.000056;;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000713;http://world-en.openfoodfacts.org/product/0015100000713/creamette-small-shells;usda-ndb-import;1489065213;2017-03-09T13:13:33Z;1587579835;2020-04-22T18:23:55Z;Creamette, small shells;;;;;Creamette,  Nwpc;creamette,nwpc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;0.5 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;0.000056;;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100000737;http://world-en.openfoodfacts.org/product/0015100000737/creamette-medium-shells-pasta-enriched-macaroni-product;usda-ndb-import;1489065214;2017-03-09T13:13:34Z;1587579837;2020-04-22T18:23:57Z;Creamette, medium shells pasta, enriched macaroni product;;;;;Creamette,  Nwpc;creamette,nwpc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;0.75 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;;0.000179;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100001321;http://world-en.openfoodfacts.org/product/0015100001321/creamette-acini-di-pepe;usda-ndb-import;1489133326;2017-03-10T08:08:46Z;1587596374;2020-04-22T22:59:34Z;Creamette, acini di pepe;;;;;Creamette,  New World Pasta Company;creamette,new-world-pasta-company;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;0.33 cup (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;;0.000179;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015100001604;http://world-en.openfoodfacts.org/product/0015100001604/creamette-jumbo-shells-enriched-macaroni-product;usda-ndb-import;1489133322;2017-03-10T08:08:42Z;1587596369;2020-04-22T22:59:29Z;Creamette, jumbo shells, enriched macaroni product;;;;;Creamette,  New World Pasta Company;creamette,new-world-pasta-company;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Semolina (wheat), durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.;;;;;;7 PIECES (56 g);56;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;New World Pasta Company;en:pastas;Pastas;;;;;;;;1494;1494;;1.79;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;3.6;;;12.5;;;;0;0;;;;;;;;0.001;0.000304;0.005357;;;0.000179;;;;;;0.188;;;;0.00321;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
