0018000102310;http://world-en.openfoodfacts.org/product/0018000102310/toaster-strudel-pastries-pillsbury;foodvisor;1561570699;2019-06-26T17:38:19Z;1587660814;2020-04-23T16:53:34Z;Toaster strudel pastries;;;;;Pillsbury;pillsbury;Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Toaster pastries, Pastries;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:pastries,en:toaster-pastries;Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Pastries,Toaster pastries;;;;;;;;;;;;;;;us;en:united-states;United States;Enriched flour bleached (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), water, sugar, palm and soybean oil, corn syrup, high fructose corn syrup. contains 2% or less of: corn starch, modified corn starch, hydrogenated palm oil, salt, dry yeast, fractionated palm kernel and palm oil, baking powder (sodium acid pyrophosphate, baking soda), dextrose, nonfat dry milk, xanthan gum, guar gum, color added, mono and diglycerides, sodium bisulfate, preservatives (potassium sorbate, tbhq, sodium benzoate), agar, sodium citrate, natural and artificial flavor, gellan gum, polysorbate 60, yellow 5 & 6, locust bean gum, carrageenan, invert sugar, canola oil, citric acid.;en:gluten;;;;;1 PASTRY WITH ICING (55 g);55;;14;;en:e202,en:e211,en:e319,en:e330,en:e331,en:e406,en:e407,en:e410,en:e412,en:e415,en:e418,en:e435,en:e450,en:e471;E202 - Potassium sorbate,E211 - Sodium benzoate,E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E331 - Sodium citrates,E406 - Agar,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E418 - Gellan gum,E435 - Polyoxyethylene sorbitan monostearate,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;13;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;DONUT SHOP;en:toaster-pastries;Toaster pastries;https://static.openfoodfacts.org/images/products/001/800/010/2310/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/800/010/2310/front_en.3.200.jpg;;;;;;1293;1293;;10.91;4.55;;;;;;;;;;;;;;;3.64;1.82;;;;;;;;;;;;;;;;;0;0;49.09;18.18;;;;;;;;;1.8;;;3.64;;;;0.7725;0.309;;0;;;;;0;;;;;;;;;;;;;;0;;0.00131;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0018000103393;http://world-en.openfoodfacts.org/product/0018000103393/pillsbury-cinnamon-toast-crunch-toaster-strudel-pastries-12-count;org-database-usda;1587661805;2020-04-23T17:10:05Z;1587661806;2020-04-23T17:10:06Z;Pillsbury Cinnamon Toast Crunch Toaster Strudel Pastries 12 Count;;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), water, palm and/or soybean oil, sugar, high fructose corn syrup, brown sugar, maltodextrin. contains 2% or less of: corn starch, corn syrup solids, maltitol syrup, polydextrose, modified corn starch, salt, hydrogenated palm oil, cinnamon, whey powder, dry yeast, mono and diglycerides, baking powder (sodium acid pyrophosphate, baking soda), dextrose, glycerin, xanthan gum, sodium bisulfate, sodium citrate, polysorbate 60, preservatives (potassium sorbate, sodium benzoate, tbhq, citric acid), natural and artificial flavor, colored with (artificial color, red 40), guar gum, locust bean gum, sucralose.;en:gluten;;;;;1 pastry with icing (55 g) (55 g);55;;16;;en:e1200,en:e129,en:e202,en:e211,en:e319,en:e330,en:e331,en:e410,en:e412,en:e415,en:e422,en:e435,en:e450,en:e471,en:e955,en:e965,en:e965ii;E1200 - Polydextrose,E129 - Allura red ac,E202 - Potassium sorbate,E211 - Sodium benzoate,E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E331 - Sodium citrates,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E422 - Glycerol,E435 - Polyoxyethylene sorbitan monostearate,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E955 - Sucralose,E965 - Maltitol,E965ii - Maltitol syrup;0;;;0;;;14;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:pastries;Pastries;;;;;;;;1368;1368;;12.73;5.45;;;;;;;;;;;;;;;4.55;2.73;;;;;;;;;;;;;;;;;0;0;50.91;16.36;;;;;;;;;1.8;;;3.64;;;;0.8175;0.327;;0;;;;;0;;;;;;;;;;;;;;0;;0.00196;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0018000103416;http://world-en.openfoodfacts.org/product/0018000103416/pillsbury-trix-toaster-strudel-pastries-12-count;org-database-usda;1587661804;2020-04-23T17:10:04Z;1587661804;2020-04-23T17:10:04Z;Pillsbury Trix Toaster Strudel Pastries 12 Count;;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), water, palm and/or soybean oil, sugar, corn syrup, maltodextrin. contains 2% or less of: corn starch, modified corn starch, hydrogenated palm oil, salt, dry yeast, dextrose, maltitol syrup, baking powder (baking soda, sodium acid pyrophosphate), mono and diglycerides, whey powder, corn syrup solids, natural and artificial flavor, citric acid, polysorbate 60, sodium citrate, strawberry juice concentrate, preservatives (potassium sorbate, tbhq, citric acid), blueberry juice concentrate, xanthan gum, guar gum, locust bean gum, colored with (red 40, blue 1).;en:gluten;;;;;1 pastry with icing (55 g) (55 g);55;;13;;en:e129,en:e133,en:e202,en:e319,en:e330,en:e331,en:e410,en:e412,en:e415,en:e435,en:e450,en:e471,en:e965,en:e965ii;E129 - Allura red ac,E133 - Brilliant blue FCF,E202 - Potassium sorbate,E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E331 - Sodium citrates,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E435 - Polyoxyethylene sorbitan monostearate,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E965 - Maltitol,E965ii - Maltitol syrup;0;;;0;;;13;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:pastries;Pastries;;;;;;;;1368;1368;;12.73;4.55;;;;;;;;;;;;;;;3.64;2.73;;;;;;;;;;;;;;;;;0;0;49.09;16.36;;;;;;;;;1.8;;;3.64;;;;0.8175;0.327;;0;;;;;0;;;;;;;;;;;;;;0;;0.00131;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0018000105168;http://world-en.openfoodfacts.org/product/0018000105168/shape-sugar-cookies;org-database-usda;1587661784;2020-04-23T17:09:44Z;1587661784;2020-04-23T17:09:44Z;Shape sugar cookies;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pie dough;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, palm oil, water, canola oil. contains 2% or less of: tricalcium phosphate, wheat protein isolate, baking powder (sodium aluminum phosphate, baking soda), eggs, salt, red 3 & 40, artificial flavor, blue 1.;en:eggs,en:gluten;;;;;2 COOKIES (26 g);26;;2;;en:e133,en:e541;E133 - Brilliant blue FCF,E541 - Sodium aluminium phosphate;0;;;0;;;22;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;MARVEL;en:pie-dough;Pie dough;;;;;;;;1770;1770;;17.31;7.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.019;61.54;34.62;;;;;;;;;0;;;3.85;;;;0.8175;0.327;;0;;;;;0;;;;;;;;;;;;;;0.385;;0.00138;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0018000106813;http://world-en.openfoodfacts.org/product/0018000106813/pillsbury-ready-to-bake-reese-s-peanut-butter-cookies-24-count;org-database-usda;1587660827;2020-04-23T16:53:47Z;1587660827;2020-04-23T16:53:47Z;Pillsbury Ready To Bake! Reese's Peanut Butter Cookies 24 Count;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), reese's peanut butter (peanuts, sugar, monoglycerides, peanut oil, salt, molasses, corn starch), water, palm oil, canola and/or soybean oil. contains 2% or less of: molasses, eggs, salt, baking powder (baking soda, sodium aluminum phosphate), natural flavor.;en:eggs,en:gluten,en:peanuts;;;;;2 cookies (38 g) (38 g);38;;1;;en:e541;E541 - Sodium aluminium phosphate;0;;;0;;;20;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1761;1761;;18.42;5.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.026;60.53;36.84;;;;;;;;;2.6;;;5.26;;;;1.1175;0.447;;0;;;;;0;;;;;;;;;;;;;;0;;0.00095;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0018000107636;http://world-en.openfoodfacts.org/product/0018000107636/pillsbury-chocolate-chip-cookie-dough;org-database-usda;1587664238;2020-04-23T17:50:38Z;1587664238;2020-04-23T17:50:38Z;Pillsbury Chocolate Chip Cookie Dough;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, natural flavor), palm oil, water, canola oil. contains 2% or less of: molasses, eggs, baking powder (baking soda, sodium aluminum phosphate), salt, natural flavor.;en:eggs,en:gluten;;;;;1 Tablespoon (28 g) (28 g);28;;2;;en:e322,en:e322i,en:e541;E322 - Lecithins,E322i - Lecithin,E541 - Sodium aluminium phosphate;0;;;0;;;24;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1941;1941;;21.43;8.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.018;60.71;39.29;;;;;;;;;0;;;3.57;;;;0.715;0.286;;0;;;;;0;;;;;;;;;;;;;;0;;0.00257;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0018000107773;http://world-en.openfoodfacts.org/product/0018000107773/pillsbury-elf-shape-sugar-cookies-24-count;org-database-usda;1587664602;2020-04-23T17:56:42Z;1587664603;2020-04-23T17:56:43Z;Pillsbury Elf Shape Sugar Cookies 24 Count;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, palm oil, water, canola and/or soybean oil. contains 2% or less of: tricalcium phosphate, wheat protein isolate, baking powder (sodium aluminum phosphate, baking soda), eggs, salt, artificial flavor, yellow 5 & 6, blue 1.;en:eggs,en:gluten;;;;;2 cookies (26 g) (26 g);26;;2;;en:e133,en:e541;E133 - Brilliant blue FCF,E541 - Sodium aluminium phosphate;0;;;0;;;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1770;1770;;17.31;7.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.019;61.54;34.62;;;;;;;;;0;;;3.85;;;;0.8175;0.327;;0;;;;;0;;;;;;;;;;;;;;0.385;;0.00138;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0018000107810;http://world-en.openfoodfacts.org/product/0018000107810/pillsbury-mini-bagels-filled-with-strawberry-neufchatel-cheese-14-count;org-database-usda;1587664240;2020-04-23T17:50:40Z;1587664240;2020-04-23T17:50:40Z;Pillsbury Mini Bagels Filled with Strawberry Neufchatel Cheese 14 Count;;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole wheat flour, water, enriched flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), neufchatel cheese (milk, cream, cheese culture, salt, carob bean gum), sugar, maltodextrin, soybean oil. contains less than 2% of: nonfat milk, yeast, salt, modified corn starch, corn starch, cream of tartar, methylcellulose, strawberry powder, beet powder color, natural flavor.;en:gluten,en:milk;;;;;1 package (69 g) (85 g);69;;2;;en:e410,en:e461;E410 - Locust bean gum,E461 - Methyl cellulose;0;;;0;;;4;c;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:pastries;Pastries;;;;;;;;1180;1180;;7.06;2.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;48.24;15.29;;;;;;;;;2.4;;;7.06;;;;0.56;0.224;;;;;;;;;;;;;;;;;;;0.165;;0.035;;0.00188;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0018000109715;http://world-en.openfoodfacts.org/product/0018000109715/pillsbury-ready-to-bake-pokemon-shape-sugar-cookies-24-count;org-database-usda;1587669639;2020-04-23T19:20:39Z;1587669640;2020-04-23T19:20:40Z;Pillsbury Ready to Bake! Pokemon Shape Sugar Cookies 24 Count;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, palm oil, water, canola oil. contains 2% or less of: tricalcium phosphate, wheat protein isolate, baking powder (sodium aluminum phosphate, baking soda), eggs, salt, red 40, artificial flavor, yellow 5 & 6, sodium benzoate (preservative), citric acid.;en:eggs,en:gluten;;;;;2 cookies (26 g) (26 g);26;;4;;en:e129,en:e211,en:e330,en:e541;E129 - Allura red ac,E211 - Sodium benzoate,E330 - Citric acid,E541 - Sodium aluminium phosphate;0;;;0;;;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1770;1770;;17.31;7.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.019;61.54;34.62;;;;;;;;;0;;;3.85;;;;0.8175;0.327;;0;;;;;0;;;;;;;;;;;;;;0.385;;0.00138;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0018000109784;http://world-en.openfoodfacts.org/product/0018000109784;openfoodfacts-contributors;1571864766;2019-10-23T21:06:06Z;1571864770;2019-10-23T21:06:10Z;;;;;;;;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/001/800/010/9784/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/800/010/9784/front_en.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
