0021140022554;http://world-en.openfoodfacts.org/product/0021140022554/roasted-salted-cashews-halves-pieces-winn-dixie;usda-ndb-import;1489135308;2017-03-10T08:41:48Z;1587627180;2020-04-23T07:33:00Z;Roasted & Salted Cashews Halves & Pieces;;;;;Winn Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews, peanut oil, salt.;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;16;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;46.67;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;3.33;;;;;;;;;3.3;;;16.67;;;;1;0.4;;0;;;;;0;;;;;;;;;;;;;;0.067;;0.006;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0021140022561;http://world-en.openfoodfacts.org/product/0021140022561/cashews-halves-pieces-winn-dixie;usda-ndb-import;1489135308;2017-03-10T08:41:48Z;1587627180;2020-04-23T07:33:00Z;Cashews Halves & Pieces;;;;;Winn Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews, peanuts oil, salt.;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;14;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;46.67;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;3.33;;;;;;;;;3.3;;;16.67;;;;0.5;0.2;;0;;;;;0;;;;;;;;;;;;;;0.067;;0.006;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021140022585;http://world-en.openfoodfacts.org/product/0021140022585/mixed-nuts-winn-dixie;usda-ndb-import;1489135308;2017-03-10T08:41:48Z;1587627180;2020-04-23T07:33:00Z;Mixed Nuts;;;;;Winn-Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Peanuts (peanuts, peanut oil, salt), cashews (cashews, peanut oil, salt), almonds (almonds, peanut oil, salt), hazelnuts (hazelnuts, peanut oil), pecans (pecans, peanut oil, salt), brazil nuts.;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;9;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2510;2510;;53.33;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;3.33;;;;;;;;;6.7;;;20;;;;0.4175;0.167;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0024;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0021140022592;http://world-en.openfoodfacts.org/product/0021140022592/in-shell-pistachios-roasted-salted-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627180;2020-04-23T07:33:00Z;In-shell pistachios, roasted & salted;;;;;Winn Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Pistachios, sea salt;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;11;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;43.33;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;6.67;;;;;;;;;10;;;20;;;;1.25;0.5;;0.0000999;;;;;0.004;;;;;;;;;;;;;;0.133;;0.0036;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0021140022608;http://world-en.openfoodfacts.org/product/0021140022608/pecan-pefection-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627180;2020-04-23T07:33:00Z;Pecan Pefection;;;;;Winn-Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Pecans (pecans, peanut oil, salt), cashews (cashews, peanut oil, salt), pistachios (pistachios, maltodextrin, salt).;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;12;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2648;2648;;60;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;3.33;;;;;;;;;6.7;;;13.33;;;;1;0.4;;0;;;;;0;;;;;;;;;;;;;;0.067;;0.0036;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0021140022615;http://world-en.openfoodfacts.org/product/0021140022615/pistachio-perfection-nuts-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627180;2020-04-23T07:33:00Z;Pistachio Perfection Nuts;;;;;Winn Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Pistachios (pistachios, maltodextrin, salt), cashews (cashews, peanut oil, salt), almonds (almonds, peanut oil, salt).;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;13;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;46.67;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;26.67;6.67;;;;;;;;;6.7;;;20;;;;1;0.4;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0048;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021140022622;http://world-en.openfoodfacts.org/product/0021140022622/cashew-perfection-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627180;2020-04-23T07:33:00Z;Cashew Perfection;;;;;Winn Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews (cashews, peanut oil, salt), almonds (almonds, peanut oil, salt), pecans (pecans, peanut oil, salt).;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;12;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2510;2510;;56.67;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;23.33;3.33;;;;;;;;;6.7;;;16.67;;;;1;0.4;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0048;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0021140022639;http://world-en.openfoodfacts.org/product/0021140022639/trail-mix-winn-dixie;usda-ndb-import;1489136699;2017-03-10T09:04:59Z;1587628665;2020-04-23T07:57:45Z;Trail Mix;;;;;Winn-Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;White chocolate drops (sugar, cocoa butter, whole milk powder, nonfat milk powder, soy lecithin [an emulsifier], vanilla [natural flavor], natural flavor), pistachios (pistachios, salt, maltodextin), dried cranberries (cranberries, sugar, citric acid, sunflower oil [processing aid], elderberry juice concentrate [color]), almonds (almonds, peanut oil, salt), cashews, (cashews, peanut oil, salt), dried cherries (cherries, sugar, sunflower oil [processing aid]).;en:nuts;;;;;0.25 cup (30 g);30;;2;;en:e322,en:e322i,en:e330;E322 - Lecithins,E322i - Lecithin,E330 - Citric acid;0;;;0;;;19;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2092;2092;;33.33;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;50;36.67;;;;;;;;;6.7;;;13.33;;;;0.5825;0.233;;0.0000999;;;;;0;;;;;;;;;;;;;;0.133;;0.0024;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0021140022646;http://world-en.openfoodfacts.org/product/0021140022646/sunflower-seeds-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627181;2020-04-23T07:33:01Z;Sunflower Seeds;;;;;Winn-Dixie;winn-dixie;Plant-based foods and beverages, Plant-based foods, Seeds, Sunflower seeds and their products, Sunflower seeds, Snacks;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds;Plant-based foods and beverages,Plant-based foods,Snacks,Seeds,Sunflower seeds and their products,Sunflower seeds;;;;;;;;;;;;;;;United States;en:united-states;United States;Sunflower seeds, salt.;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;11;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:sunflower-seeds;Sunflower seeds;;;;;;;;2372;2372;;50;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;23.33;3.33;;;;;;;;;10;;;20;;;;1.25;0.5;;0;;;;;0;;;;;;;;;;;;;;0.067;;0.0036;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0021140022653;http://world-en.openfoodfacts.org/product/0021140022653/mixed-nuts-winn-dixie;usda-ndb-import;1489135309;2017-03-10T08:41:49Z;1587627181;2020-04-23T07:33:01Z;Mixed Nuts;;;;;Winn-Dixie;winn-dixie;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Peanuts (peanuts, peanut oil, sea salt), almonds (almonds, peanut oil, sea salt), pistachios (pistachios, maltodextrin, sea salt), hazelnuts (hazelnuts, peanut oil), walnuts, pecans (pecans, peanut oil, sea salt).;;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;7;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Winn-Dixie Stores, Inc.;en:snacks;Snacks;;;;;;;;2510;2510;;53.33;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;3.33;;;;;;;;;10;;;23.33;;;;0.3325;0.133;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0024;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;
