0014500017208;http://world-en.openfoodfacts.org/product/0014500017208/organic-cut-green-beans-birds-eye;usda-ndb-import;1489140032;2017-03-10T10:00:32Z;1587632631;2020-04-23T09:03:51Z;Organic Cut Green Beans;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic green beans.;;;;;;0.75 cup (83 g);83;;0;;;;0;;;0;;;-7;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-vegetables;Frozen vegetables;;;;;;;;151;151;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;7.23;3.61;;;;;;;;;2.4;;;1.2;;;;0;0;;0.0001806;;;;;0.0145;;;;;;;;;;;;;;0.048;;0.00087;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0014500017215;http://world-en.openfoodfacts.org/product/0014500017215/organic-mixed-vegetables-birds-eye;usda-ndb-import;1489140033;2017-03-10T10:00:33Z;1587632633;2020-04-23T09:03:53Z;Organic Mixed Vegetables;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic corn, organic carrots, organic green beans, organic sweet peas.;;;;;;0.67 cup (88 g);88;;0;;;;0;;;0;;;-8;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-vegetables;Frozen vegetables;;;;;;;;238;238;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12.5;3.41;;;;;;;;;2.3;;;2.27;;;;0.07;0.028;;0.0015342;;;;;0.0068;;;;;;;;;;;;;;0;;0.00041;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;
0014500017222;http://world-en.openfoodfacts.org/product/0014500017222/organic-sweet-peas-birds-eye;usda-ndb-import;1489140033;2017-03-10T10:00:33Z;1587632633;2020-04-23T09:03:53Z;Organic Sweet Peas;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic sweet peas.;;;;;;0.67 cup (89 g);89;;0;;;;0;;;0;;;-11;a;;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-vegetables;Frozen vegetables;;;;;;;;331;331;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;13.48;4.49;;;;;;;;;4.5;;;4.49;;;;0.0275;0.011;;0.0001347;;;;;0.0101;;;;;;;;;;;;;;0;;0.00121;;;;;;;;;;;;;;;;;;;;;-11;;;;;;;;
0014500017239;http://world-en.openfoodfacts.org/product/0014500017239/organic-super-sweet-corn-birds-eye;usda-ndb-import;1489140040;2017-03-10T10:00:40Z;1588542023;2020-05-03T21:40:23Z;Organic Super Sweet Corn;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables, en:corn;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:seeds,en:cereals-and-their-products,en:frozen-foods,en:vegetables-based-foods,en:cereal-grains,en:frozen-plant-based-foods,en:frozen-vegetables,en:corn;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Fruits and vegetables based foods,Seeds,Cereals and their products,Frozen foods,Vegetables based foods,Cereal grains,Frozen plant-based foods,Frozen vegetables,Corn;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic corn.;;;;;;2/3 cup (95 g);95;;0;;;;0;;;0;;;-6;a;1;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:corn;Corn;;;;;;;;397;397;;0.53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;21.05;2.11;;;;;;;;;1.1;;;3.16;;;;0;0;;0.0000633;;;;;0.0063;;;;;;;;;;;;0.211;;0;;0.00042;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;
0014500017246;http://world-en.openfoodfacts.org/product/0014500017246/barley-kale-power-blend-with-broccoli-carrots-brown-rice-and-red-beans-in-a-light-roasted-garlic-sauce-barley-kale-power-blend-birds-eye;usda-ndb-import;1489140032;2017-03-10T10:00:32Z;1587632632;2020-04-23T09:03:52Z;Barley & kale power blend with broccoli, carrots, brown rice and red beans in a light roasted garlic sauce, barley & kale power blend;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Broccoli, kale, cooked barley (water, barley), cooked brown rice (water, brown rice), cooked kidney beans (water, kidney beans), water, carrots, less than 2% of mushroom powder, salt, onion powder, garlic powder, sugar, yeast extract, gum arabic, natural flavor, onion broth, roasted garlic, canola oil, vinegar, rice starch, garlic, basil.;;;;;;1 BAG (283.5 g);283.5;;1;;en:e414;E414 - Acacia gum;0;;;0;;;-6;a;4;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-vegetables;Frozen vegetables;;;;;;;;356;356;;1.23;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;14.11;2.47;;;;;;;;;3.2;;;2.82;;;;0.5125;0.205;;0.0002646;;;;;0.0106;;;;;;;;;;;;0.166;;0.063;;0.00169;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;
0014500017253;http://world-en.openfoodfacts.org/product/0014500017253/black-rice-edamame-power-blend-with-brown-rice-red-peppers-and-mango-in-a-light-garlic-soy-sauce-black-rice-edamame-power-blend-bird-eye;usda-ndb-import;1489141010;2017-03-10T10:16:50Z;1587633610;2020-04-23T09:20:10Z;Black rice & edamame power blend with brown rice, red peppers and mango in a light garlic soy sauce, black rice & edamame power blend;;;;;Bird Eye;bird-eye;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Cooked black rice (water, black rice), cooked brown rice (water, brown rice), soybeans, red peppers, mango, water, soy sauce (water, soybeans, wheat, salt, vinegar, alcohol, sugar), less than 2% of hoisin sauce [water, sugar, miso (water, soybeans, rice, salt), vinegar, rice wine, soy sauce (water, soy beans, wheat, salt), rice starch, tomato paste, salt, vegetable oil (sesame oil, rice oil), garlic, pepper, natural flavor, paprika extract (color)], sugar, salt, ginger, yeast extract, chillies, canola oil, tapioca starch, garlic, sesame oil, rice vinegar.;en:gluten,en:soybeans;;;;;1 BAG (283.5 g);283.5;;1;;en:e160c;E160c - Paprika extract;0;;;0;;;-1;a;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-foods;Frozen foods;;;;;;;;456;456;;1.76;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.99;3.53;;;;;;;;;2.1;;;3.53;;;;0.52;0.208;;0.0001323;;;;;0.0106;;;;;;;;;;;;0.254;;0.035;;0.00159;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0014500017260;http://world-en.openfoodfacts.org/product/0014500017260/power-blend-chickpeas-spinach-with-sweet-potatoes-brown-rice-and-barley-in-a-light-olive-oil-lemon-sauce-chickpeas-spinach-birds-eye;usda-ndb-import;1489141011;2017-03-10T10:16:51Z;1587633611;2020-04-23T09:20:11Z;Power blend chickpeas & spinach with sweet potatoes, brown rice and barley in a light olive oil & lemon sauce, chickpeas & spinach;;;;;Birds Eye;birds-eye;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Cooked barley (water, barley), cooked brown rice (water, brown rice), spinach, sweet potato, chickpeas, water, less than 2% of lemon juice concentrate, olive oil, salt, sugar, onion powder, black pepper, canola oil, rice starch, lemon peel, roasted garlic, basil, thyme.;;;;;;1 BAG (283.5 g);283.5;;0;;;;0;;;0;;;0;b;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-foods;Frozen foods;;;;;;;;473;473;;2.47;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.99;1.06;;;;;;;;;2.5;;;2.82;;;;0.4675;0.187;;0.0003705;;;;;0.0063;;;;;;;;;;;;0.131;;0.046;;0.00229;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0014500017277;http://world-en.openfoodfacts.org/product/0014500017277/power-blend-quinoa-spinach-with-brown-rice-cranberries-and-red-peppers-in-a-light-red-wine-vinaigrette-sauce-power-blend-birds-eye;usda-ndb-import;1489140032;2017-03-10T10:00:32Z;1587632633;2020-04-23T09:03:53Z;Power blend quinoa & spinach with brown rice, cranberries and red peppers in a light red wine vinaigrette sauce, power blend;;;;;Birds Eye;birds-eye;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Vegetables based foods, Frozen plant-based foods, Frozen vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-vegetables;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Cooked brown rice (water, brown rice), spinach, cooked quinoa (water, quinoa), red peppers, water, dried cranberries (sugar, cranberries, sunflower oil), cooked red quinoa (water, red quinoa), red wine vinegar, less than 2% of canola oil, garlic, sugar, salt, mushroom powder, yeast extract, onion powder, natural flavor, black pepper, rice starch, basil, thyme.;;;;;;1 BAG (283.5 g);283.5;;0;;;;0;;;0;;;-4;a;4;fruits-and-vegetables;vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-vegetables;Frozen vegetables;;;;;;;;456;456;;1.76;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20.11;5.29;;;;;;;;;2.1;;;2.82;;;;0.5125;0.205;;0.0002115;;;;;0.0148;;;;;;;;;;;;0.183;;0.039;;0.00109;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0014500017307;http://world-en.openfoodfacts.org/product/0014500017307/veggie-made-alfredo-chicken;org-database-usda;1587667730;2020-04-23T18:48:50Z;1587667731;2020-04-23T18:48:51Z;Veggie made alfredo chicken;;;;;;;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetables (carrots, broccoli, peas), sauce (water, cream flavor (water, vegetable oil [canola and/or soybean], buttermilk, less than 2% of: guar gum, mono and diglycerides, natural flavors, nonfat milk, xanthan gum), vegetable oil, natural flavors, salt, water, dried garlic, contains less than 2% of the following: parmesan cheese [pasteurized milk, cheese cultures, salt, enzymes], guar gum, mono and diglycerides, sodium phosphate, sugar, xanthan gum, torula yeast, yeast extract, modified food starch, spices). cooked green lentil zucchini penne (green lentil flour, water, zucchini), cooked white meat chicken (chicken breast meat with rib meat, water, isolated soy protein, seasoning [sugar, garlic, romano cheese (part skim cow's milk, cheese culture, salt, enzymes), dehydrated onion], salt, sodium phosphates, natural flavor. coated with corn flour, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), salt, corn starch, spices, paprika, maltodextrin, caramel color, garlic powder, extractives of paprika).;en:gluten;;;;;1 1/2 cup (204 g);204;;4;;en:e150c,en:e412,en:e415,en:e471;E150c - Ammonia caramel,E412 - Guar gum,E415 - Xanthan gum,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;1;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-foods;Frozen foods;;;;;;;;473;473;;3.92;1.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;11.76;1.96;;;;;;;;;1.5;;;6.86;;;;0.9075;0.363;;;;;;;;;;;;;;;;;;;0.24;;0.025;;0.00127;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0014500017321;http://world-en.openfoodfacts.org/product/0014500017321/garlic-white-meat-chicken-zucchini-lentil-rotini-broccoli-carrots-corn-in-sauce-garlic-chicken;org-database-usda;1587673070;2020-04-23T20:17:50Z;1587673071;2020-04-23T20:17:51Z;Garlic white meat chicken, zucchini-lentil rotini, broccoli, carrots & corn in sauce, garlic chicken;;;;;;;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetables (broccoli, carrots, corn), cooked green lentil zucchini rotini (green lentil flour, water, zucchini), garlic sauce (water, garlic seasoning (whey, salt, garlic powder, enriched bleached wheat flour [bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], sugar, dehydrated parsley, yeast extract, spices, lactic acid, natural flavors, horseradish powder, grill flavor [from sunflower oil], extractives of annatto and turmeric [color]), soybean oil, corn starch, xanthan gum), cooked white meat chicken (chicken breast meat with rib meat, water, isolated soy protein, seasoning [sugar, garlic, romano cheese (part skim cow's milk, cheese culture, salt, enzymes), dehydrated onion], salt, sodium phosphates, natural flavor. coated with corn flour, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), salt, corn starch, spices, paprika, maltodextrin, caramel color, garlic powder, extractives of paprika).;en:gluten,en:milk;;;;;1 3/4 cup (200 g);200;;3;;en:e150c,en:e270,en:e415;E150c - Ammonia caramel,E270 - Lactic acid,E415 - Xanthan gum;0;;;0;;;-1;a;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Pinnacle Foods Group LLC;en:frozen-foods;Frozen foods;;;;;;;;523;523;;4;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.008;14.5;4;;;;;;;;;1.5;;;7;;;;0.9;0.36;;;;;;;;;;;;;;;;;;;0.635;;0.04;;0.0013;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
