0021130185184;http://world-en.openfoodfacts.org/product/0021130185184/wheat-sandwich-bread;org-database-usda;1587644465;2020-04-23T12:21:05Z;1587644465;2020-04-23T12:21:05Z;Wheat sandwich bread;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, whole wheat flour, honey, high fructose corn syrup, wheat gluten, wheat bran, contains 2% or less of each of the following: yeast, soy flour, salt, cultured wheat flour, soybean oil, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides, mono - and diglycerides, distilled monoglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono - and diglycerides, enzymes, ascorbic acid), calcium sulfate, monocalcium phosphate, soy lecithin, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, calcium carbonate.;en:gluten;;;;;2 SLICES (47 g);47;;10;;en:e170,en:e300,en:e322,en:e322i,en:e341,en:e341i,en:e471,en:e472e,en:e481,en:e516,en:e916,en:e930;E170 - Calcium carbonate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E916 - Calcium iodate,E930 - Calcium peroxide;0;;;0;;;1;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1067;1067;;3.19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;51.06;6.38;;;;;;;;;2.1;;;10.64;;;;1.065;0.426;;;;;;;;0.001;0.000426;0.004894;;0.000117;;;;;;;0;;0.191;;0.00383;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0021130185191;http://world-en.openfoodfacts.org/product/0021130185191/honey-wheat-bread;org-database-usda;1587657887;2020-04-23T16:04:47Z;1587657887;2020-04-23T16:04:47Z;Honey wheat bread;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamine mononitrate, riboflavin, folic acid), water, honey, yeast, wheat gluten, sugar, wheat bran, whole wheat flour, soybean oil, salt, calcium propionate (preservative), grain vinegar, datem, ethoxylated mono - and diglycerides, monoglycerides, monocalcium phosphate, soy lecithin, calcium sulfate, citric acid, potassium iodate.;;;;;;2 SLICES (52 g);52;;6;;en:e282,en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e471,en:e472e;E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;-1;a;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1125;1125;;2.88;0;;;;;;;;;;;;;;;0;1.92;;;;;;;;;;;;;;;;;0;0;50;5.77;;;;;;;;;3.8;;;9.62;;;;1.105;0.442;;;;;;;;;;;;;;;;;;;0.096;;0.096;;0.00288;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0021130185214;http://world-en.openfoodfacts.org/product/0021130185214/hamburger-buns-signature-kitchens;usda-ndb-import;1489094027;2017-03-09T21:13:47Z;1587593396;2020-04-22T22:09:56Z;Hamburger Buns;;;;;Signature Kitchens;signature-kitchens;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Hamburger buns;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:hamburger-buns;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, sugar, yeast, wheat gluten, potato flakes, soybean oil, salt, calcium propionate (preservative), monoglycerides, grain vinegar, corn flour, datem, calcium sulfate, spice & coloring, citric acid, potassium iodate, soy lecithin.;;;;;;1 BUN (53 g);53;;4;;en:e282,en:e322,en:e322i,en:e330,en:e472e;E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;3;c;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:hamburger-buns;Hamburger buns;;;;;;;;1105;1105;;2.83;0;;;;;;;;;;;;;;;0;0.94;;;;;;;;;;;;;;;;;0;0;52.83;5.66;;;;;;;;;1.9;;;7.55;;;;1.085;0.434;;0;;;;;0;0;0.000377;0.003774;;0.000094;;;;;;;0.094;;0.094;;0.00283;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130185221;http://world-en.openfoodfacts.org/product/0021130185221/potato-hot-dog-buns-signature-kitchens;usda-ndb-import;1489094026;2017-03-09T21:13:46Z;1587657404;2020-04-23T15:56:44Z;Potato hot dog buns;;;;;Signature Kitchens;signature-kitchens;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Hot dog buns;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:hot-dog-buns;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hot dog buns;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, sugar, yeast, wheat gluten, potato flakes, soybean oil, salt, calcium propionate (preservative), monoglycerides, grain vinegar, corn flour, datem, calcium sulfate, spice & coloring, citric acid, potassium iodate, soy lecithin.;;;;;;1 BUN (53 g);53;;4;;en:e282,en:e322,en:e322i,en:e330,en:e472e;E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;3;c;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:hot-dog-buns;Hot dog buns;;;;;;;;1105;1105;;2.83;0;;;;;;;;;;;;;;;0;0.94;;;;;;;;;;;;;;;;;0;0;52.83;5.66;;;;;;;;;1.9;;;7.55;;;;1.085;0.434;;0;;;;;0;0;0.000377;0.003774;;0.000094;;;;;;;0.094;;0.094;;0.00283;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130185238;http://world-en.openfoodfacts.org/product/0021130185238/country-potato-bread-signature-kitchens;usda-ndb-import;1489078057;2017-03-09T16:47:37Z;1587589482;2020-04-22T21:04:42Z;Country Potato Bread;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamine mononitrate, riboflavin, folic acid), water, sugar, yeast, potato flakes, soybean oil, salt, calcium sulfate, wheat gluten, enrichment (calcium sulfate, vitamin e acetate, vitamin a palmitate, vitamin d3), calcium propionate (preservative), monoglycerides, corn flour, datem, soy lecithin, spice & coloring, citric acid, grain vinegar, potassium iodate.;;;;;;1 SLICE (33 g);33;;4;;en:e282,en:e322,en:e322i,en:e330,en:e472e;E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;2;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1142;1142;;3.03;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;51.52;6.06;;;;;;;;;3;;;6.06;;;;1.06;0.424;;0.0004545;;0.000003025;;;0;0;0.000303;0.003939;;0.000091;;;;;;;0.091;;0.364;;0.00273;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0021130185245;http://world-en.openfoodfacts.org/product/0021130185245/country-italian-enriched-bread-signature-kitchens;usda-ndb-import;1489078058;2017-03-09T16:47:38Z;1587589483;2020-04-22T21:04:43Z;Country Italian Enriched Bread;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamine mononitrate, riboflavin, folic acid), water, sugar, yeast, salt, soybean oil, calcium propionate (preservative), monoglycerides, datem, calcium sulfate, soy lecithin, citric acid, grain vinegar, wheat gluten, potassium iodate.;;;;;;1 SLICE (30 g);30;;4;;en:e282,en:e322,en:e322i,en:e330,en:e472e;E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;2;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1117;1117;;3.33;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;50;3.33;;;;;;;;;3.3;;;6.67;;;;1.4175;0.567;;0;;;;;0;0;0.000333;0.004;;0.0001;;;;;;;0.067;;0.1;;0.003;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0021130185276;http://world-en.openfoodfacts.org/product/0021130185276/oven-joy-white-enriched-sandwich-bread-safeway-inc;usda-ndb-import;1489078059;2017-03-09T16:47:39Z;1587589483;2020-04-22T21:04:43Z;Oven Joy, White Enriched Sandwich Bread;;;;;Safeway  Inc.;safeway-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:white-breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, liquid sugar, yeast, soybean oil and/or canola oil, contains 2 percent or less of: sea salt, wheat gluten, dough conditioners (may contain one or more of: sodium stearoyl lactylate, ethoxylated mono - and diglycerides, monocalcium phosphate, calcium sulfate, ascorbic acid), mono-and diglycerides, calcium propionate (added to retard spoilage), cultured wheat, vinegar, enzymes.;;;;;;2 SLICES (48 g);48;;6;;en:e282,en:e300,en:e341,en:e341i,en:e471,en:e481,en:e516;E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate;0;;;0;;;0;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:white-breads;White breads;;;;;;;;1134;1134;;3.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;45.83;4.17;;;;;;;;;2.1;;;8.33;;;;1.0425;0.417;;0;;;;;0;0;0.000283;0.003333;;;0.000083;;;;;;;;0.083;;0.003;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0021130185283;http://world-en.openfoodfacts.org/product/0021130185283/oven-joy-wheat-enriched-sandwich-bread-safeway-inc;usda-ndb-import;1489078059;2017-03-09T16:47:39Z;1587589483;2020-04-22T21:04:43Z;Oven Joy, Wheat Enriched Sandwich Bread;;;;;Safeway  Inc.;safeway-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, whole wheat flour, liquid sugar, yeast, contains 2 percent or less of: wheat gluten, soybean oil and/or canola oil, sea salt, molasses, caramel color, dough conditioners (may contain one or more of: sodium stearoyl lactylate, ethoxylated mono-and diglycerides, monocalcium phosphate, calcium sulfate, ascorbic acid), mono-and diglycerides, calcium propionate (added to retard spoilage), cultured wheat, vinegar, enzymes.;;;;;;2 SLICES (48 g);48;;7;;en:e150c,en:e282,en:e300,en:e341,en:e341i,en:e471,en:e481,en:e516;E150c - Ammonia caramel,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate;0;;;0;;;0;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1046;1046;;3.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;41.67;4.17;;;;;;;;;2.1;;;8.33;;;;0.99;0.396;;0;;;;;0;0;0.000212;0.0025;;;0.000067;;;;;;;;0.083;;0.00225;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0021130185290;http://world-en.openfoodfacts.org/product/0021130185290/hamburger-buns;org-database-usda;1587668668;2020-04-23T19:04:28Z;1587668668;2020-04-23T19:04:28Z;Hamburger buns;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, liquid sugar, highly refined soybean oil and/or canola oil, wheat gluten, contains 2% or less of: sea salt, dough conditioners (may contain one or more of the following: sodium stearoyl lactylate, ethoxylated mono - and diglycerides, calcium sulfate, monocalcium phosphate, ascorbic acid), mono - and diglycerides, calcium propionate and sorbic acid (to retard spoilage), cultured wheat, vinegar, enzymes.;en:gluten;;;;;1 BUN (50 g);50;;7;;en:e200,en:e282,en:e300,en:e341,en:e341i,en:e471,en:e481,en:e516;E200 - Sorbic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate;0;;;0;;;3;c;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1088;1088;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;52;8;;;;;;;;;2;;;8;;;;1.2;0.48;;;;;;;;;;;;;;;;;;;0.1;;0.14;;0.002;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130185306;http://world-en.openfoodfacts.org/product/0021130185306/hot-dog-buns;org-database-usda;1587668671;2020-04-23T19:04:31Z;1587668671;2020-04-23T19:04:31Z;Hot dog buns;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, liquid sugar, highly refined soybean oil and/or canola oil, wheat gluten, contains 2% or less of: sea salt, dough conditioners (may contain one or more of the following: sodium stearoyl lactylate, ethoxylated mono - and diglycerides, calcium sulfate, monocalcium phosphate, ascorbic acid), mono - and diglycerides, calcium propionate and sorbic acid (to retard spoilage), cultured wheat, vinegar, enzymes.;en:gluten;;;;;1 BUN (46 g);46;;7;;en:e200,en:e282,en:e300,en:e341,en:e341i,en:e471,en:e481,en:e516;E200 - Sorbic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate;0;;;0;;;2;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1092;1092;;3.26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;52.17;6.52;;;;;;;;;2.2;;;8.7;;;;1.195;0.478;;;;;;;;;;;;;;;;;;;0.087;;0.13;;0.00217;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
