0020176302623;http://world-en.openfoodfacts.org/product/0020176302623/96-trendy-shell-square-choco-2-75;org-database-usda;1587673594;2020-04-23T20:26:34Z;1587673594;2020-04-23T20:26:34Z;"96 trendy shell square choco 2.75""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched WHEAT flour (WHEAT flour, malted BARLEY flour, niacin, iron,thiamin mononitrate, riboflavin, folic acid), palmfat, sugar, cocoapowder 3%, EGG, water, natural flavour, salt, vanilla flavour;en:eggs,en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2117;2117;;23.21;11.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.41;;;;;;;;;2.7;;;8.64;;;;;;;;;;;;0;;;;;;;;;;;;0.179;;0.009;;0.00317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176303606;http://world-en.openfoodfacts.org/product/0020176303606/96-trendy-shell-round-neutral-2-75;org-database-usda;1587673584;2020-04-23T20:26:24Z;1587673584;2020-04-23T20:26:24Z;"96 trendy shell round neutral 2.75""";;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;WHEAT flour (GLUTEN), palmfat, corn flour, water, rice starch, salt,inactive yeast;en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:breads;Breads;;;;;;;;2255;2255;;31.71;15.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;1.5;;;5.9;;;;;;;;;;;;0;;;;;;;;;;;;0.112;;0.012;;0.00101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176303613;http://world-en.openfoodfacts.org/product/0020176303613/96-trendy-shell-round-sweet-butter-2-75;org-database-usda;1587673577;2020-04-23T20:26:17Z;1587673577;2020-04-23T20:26:17Z;"96 trendy shell round sweet butter 2.75""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched WHEAT flour (WHEAT flour, malted BARLEY flour, niacin, iron,thiamin mononitrate, riboflavin, folic acid), BUTTER 26.71%, sugar, EGG,invert sugar syrup, salt;en:eggs,en:gluten,en:milk;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2201;2201;;25.97;16.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.61;;;;;;;;;1.8;;;7.9;;;;;;;;;;;;0;;;;;;;;;;;;0.072;;0.004;;0.00279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176303637;http://world-en.openfoodfacts.org/product/0020176303637/96-trendy-shell-round-choco-2-75;org-database-usda;1587673589;2020-04-23T20:26:29Z;1587673589;2020-04-23T20:26:29Z;"96 trendy shell round choco 2.75""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched WHEAT flour (WHEAT flour, malted BARLEY flour, niacin, iron,thiamin mononitrate, riboflavin, folic acid), palmfat, sugar, cocoapowder 3%, EGG, water, natural flavour, salt, vanilla flavour;en:eggs,en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2117;2117;;23.21;11.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.41;;;;;;;;;2.7;;;8.64;;;;;;;;;;;;0;;;;;;;;;;;;0.179;;0.009;;0.00317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176312011;http://world-en.openfoodfacts.org/product/0020176312011/240-mini-trendy-sh-square-choco-1-5;org-database-usda;1587673574;2020-04-23T20:26:14Z;1587673575;2020-04-23T20:26:15Z;"240 mini trendy sh.square choco 1.5""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;enriched WHEAT flour (WHEAT flour, malted BARLEY flour, vitamin B1& B2, nicotinamide, folic acid, iron), palmfat, sugar, cocoapowder, EGG, water, natural flavour, salt, vanilla flavour;en:eggs,en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2113;2113;;23.21;11.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.43;;;;;;;;;2.6;;;8.63;;;;;;;;;;;;0;;;;;;;;;;;;;;0.009;;0.00377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176312059;http://world-en.openfoodfacts.org/product/0020176312059/240-mini-trendy-sh-sq-sweet-butter-1-5;org-database-usda;1587673584;2020-04-23T20:26:24Z;1587673584;2020-04-23T20:26:24Z;"240 mini trendy sh.sq.sweet butter 1.5""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched WHEAT flour (WHEAT flour, malted BARLEY flour, vitamin B1 & B2, nicotinamide, folic acid, iron), BUTTER 26.71%, sugar, EGG,invert sugar syrup, salt;en:eggs,en:gluten,en:milk;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2201;2201;;25.97;16.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.61;;;;;;;;;1.8;;;7.9;;;;;;;;;;;;0;;;;;;;;;;;;0.072;;0.004;;0.00279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176312073;http://world-en.openfoodfacts.org/product/0020176312073/240-mini-trendy-sh-sq-neutral-1-5;org-database-usda;1587673573;2020-04-23T20:26:13Z;1587673573;2020-04-23T20:26:13Z;"240 mini trendy sh.sq.neutral 1.5""";;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;WHEAT flour (GLUTEN), palmfat, corn flour, water, rice starch, salt,inactive yeast;en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:breads;Breads;;;;;;;;2151;2151;;30.22;14.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;1.5;;;5.62;;;;;;;;;;;;0;;;;;;;;;;;;;;0.011;;0.00096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176313001;http://world-en.openfoodfacts.org/product/0020176313001/240-mini-trendy-sh-round-choco-1-5;org-database-usda;1587673573;2020-04-23T20:26:13Z;1587673574;2020-04-23T20:26:14Z;"240 mini trendy sh.round choco 1.5""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;enriched WHEAT flour (WHEAT flour, malted BARLEY flour, vitamin B1& B2, nicotinamide, folic acid, iron), palmfat, sugar, cocoapowder, EGG, water, natural flavour, salt, vanilla flavour;en:eggs,en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2113;2113;;23.21;11.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.43;;;;;;;;;2.6;;;8.63;;;;;;;;;;;;0;;;;;;;;;;;;;;0.009;;0.00377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176313018;http://world-en.openfoodfacts.org/product/0020176313018/240-mini-trendy-sh-round-sw-butter-1-5;org-database-usda;1587673583;2020-04-23T20:26:23Z;1587673583;2020-04-23T20:26:23Z;"240 mini trendy sh.round sw.butter 1.5""";;;;;;;Biscuits and cakes, Pastries;en:biscuits-and-cakes,en:pastries;Biscuits and cakes,Pastries;;;;;;;;;;;;;;;United States;en:united-states;United States;enriched WHEAT flour (WHEAT flour, malted BARLEY flour, vitamin B1& B2, nicotinamide, folic acid, iron), BUTTER 26.75%, sugar, EGG,invert sugar syrup, salt;en:eggs,en:gluten,en:milk;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:pastries;Pastries;;;;;;;;2159;2159;;26.11;16.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.86;;;;;;;;;1.7;;;7.73;;;;;;;;;;;;0;;;;;;;;;;;;;;0.01;;0.00261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0020176313025;http://world-en.openfoodfacts.org/product/0020176313025/240-mini-trendy-sh-round-neutral-1-5;org-database-usda;1587673594;2020-04-23T20:26:34Z;1587673594;2020-04-23T20:26:34Z;"240 mini trendy sh.round neutral 1.5""";;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;WHEAT flour (GLUTEN), palmfat, corn flour, water, rice starch, salt,inactive yeast;en:gluten;;;;;100 g;100;;0;;;;0;;;0;;;;;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:breads;Breads;;;;;;;;2151;2151;;30.22;14.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;1.5;;;5.62;;;;;;;;;;;;0;;;;;;;;;;;;0.106;;0.011;;0.00096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
