0021130316168;http://world-en.openfoodfacts.org/product/0021130316168/vegetable-juice-safeway-kitchens;openfoodfacts-contributors;1441655438;2015-09-07T19:50:38Z;1587660049;2020-04-23T16:40:49Z;Vegetable juice;vegetable juice;64 fl oz;bottle;bottle;Safeway kitchens;safeway-kitchens;Plant-based foods and beverages, Beverages, Plant-based beverages, Juices and nectars, Vegetable-based foods and beverages, Vegetable-based beverages, Vegetable juices, Unsweetened beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:juices-and-nectars,en:vegetable-based-beverages,en:vegetable-juices,en:unsweetened-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages,Vegetable-based foods and beverages,Juices and nectars,Vegetable-based beverages,Vegetable juices,Unsweetened beverages;;;;;;;;;;;;;Seattle,Wasington,United States;Safeway;United States;en:united-states;United States;Tomato juice from concentrate (filtered water, tomato concentrate), reconstituted vegetable juice blend (filtered water and concentrated juices of carrots, celery, beets, parsley, lettuce, watercress, spinach), salt, ascorbic acid (vitamin c), natural flavors, citric acid.;;;;;;8 OZA (240 ml);240;;1;;en:e330;E330 - Citric acid;0;;;0;;;-3;b;4;Beverages;Unsweetened beverages;en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;Safeway, Inc.;en:unsweetened-beverages;Unsweetened beverages;https://static.openfoodfacts.org/images/products/002/113/031/6168/front_en.9.400.jpg;https://static.openfoodfacts.org/images/products/002/113/031/6168/front_en.9.200.jpg;https://static.openfoodfacts.org/images/products/002/113/031/6168/ingredients_en.11.400.jpg;https://static.openfoodfacts.org/images/products/002/113/031/6168/ingredients_en.11.200.jpg;https://static.openfoodfacts.org/images/products/002/113/031/6168/nutrition_en.12.400.jpg;https://static.openfoodfacts.org/images/products/002/113/031/6168/nutrition_en.12.200.jpg;;88;88;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;4.17;3.33;;;;;;;;;0.8;;;0.83;;;;0.4375;0.175;0;0.0006;;;;;0.03;;;;;;;;;;;;0.196;;0.017;;0.00029;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0021130317035;http://world-en.openfoodfacts.org/product/0021130317035/100-juice-prune-juice-signature-kitchens;usda-ndb-import;1489075891;2017-03-09T16:11:31Z;1587587946;2020-04-22T20:39:06Z;100% juice prune juice;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Prune juice from concentrate (filtered water, prune juice concentrate).;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;16;e;;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:plant-based-beverages;Plant-based beverages;;;;;;;;314;314;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.92;9.58;;;;;;;;;1.2;;;0.42;;;;0.03;0.012;;0;;;;;0.0005;;;;;;;;;;;;0.179;;0.008;;0.00058;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0021130317042;http://world-en.openfoodfacts.org/product/0021130317042/prune-juice-safeway-inc;usda-ndb-import;1489071337;2017-03-09T14:55:37Z;1587584783;2020-04-22T19:46:23Z;Prune Juice;;;;;Safeway  Inc.;safeway-inc;Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Prune juice;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:prune-juice;Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Prune juice;;;;;;;;;;;;;;;United States;en:united-states;United States;Prune juice (a water extract of dried prunes).;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;4;c;1;Beverages;Fruit juices;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:prune-juice;Prune juice;;;;;;;;297;297;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.92;7.08;;;;;;;;;1.2;;;0.42;;;;0.0375;0.015;;0;;;;;0.0005;;;;;;;;;;;;0.225;;0.008;;0.00075;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0021130318025;http://world-en.openfoodfacts.org/product/0021130318025/tomato-juice;org-database-usda;1587661548;2020-04-23T17:05:48Z;1587661549;2020-04-23T17:05:49Z;Tomato juice;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Filtered water, tomato concentrate, salt, citric acid, ascorbic acid (vitamin c).;;;;;;8 OZA (240 ml);240;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;3;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:plant-based-beverages;Plant-based beverages;;;;;;;;88;88;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.17;2.5;;;;;;;;;0.4;;;0.83;;;;0.625;0.25;;;;;;;0.03;;;;;;;;;;;;0.192;;0.008;;0.00029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130320042;http://world-en.openfoodfacts.org/product/0021130320042/apple-sauce;org-database-usda;1587644112;2020-04-23T12:15:12Z;1587644112;2020-04-23T12:15:12Z;Apple sauce;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Apples, corn syrup, high fructose corn syrup, water, ascorbic acid (vitamin c).;;;;;;0.5 cup (124 g);124;;0;;;;0;;;0;;;4;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;339;339;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;18.55;16.94;;;;;;;;;0.8;;;0;;;;0.03;0.012;;0;;;;;0.0484;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0021130320080;http://world-en.openfoodfacts.org/product/0021130320080/apple-sauce;org-database-usda;1587660740;2020-04-23T16:52:20Z;1587660740;2020-04-23T16:52:20Z;Apple sauce;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Apples, corn syrup, high fructose corn syrup, sugar, water, cinnamon, ascorbic acid (vitamin c).;;;;;;0.5 cup (124 g);124;;0;;;;0;;;0;;;3;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;339;339;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19.35;16.94;;;;;;;;;1.6;;;0.81;;;;0.04;0.016;;0;;;;;0.0484;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130320134;http://world-en.openfoodfacts.org/product/0021130320134/gravenstein-apple-sauce;org-database-usda;1587658883;2020-04-23T16:21:23Z;1587658884;2020-04-23T16:21:24Z;Gravenstein apple sauce;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic gravenstein apples, organic cane sugar, water, ascorbic acid added to protect color.;;;;;;0.5 cup (118 g);118;;0;;;;0;;;0;;;2;b;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;318;318;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19.49;15.25;;;;;;;;;1.7;;;0;;;;0.0425;0.017;;0;;;;;0.0508;;;;;;;;;;;;0.097;;0;;0;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0021130320172;http://world-en.openfoodfacts.org/product/0021130320172/apple-sauce-safeway-kitchens;usda-ndb-import;1489094088;2017-03-09T21:14:48Z;1587593432;2020-04-22T22:10:32Z;Apple Sauce;;;;;Safeway Kitchens;safeway-kitchens;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Apples, water, ascorbic acid (vitamin c).;;;;;;0.5 cup (124 g);124;;0;;;;0;;;0;;;1;b;1;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;167;167;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10.48;8.87;;;;;;;;;0.8;;;0;;;;0.03;0.012;;0;;;;;0.0484;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0021130320196;http://world-en.openfoodfacts.org/product/0021130320196/apple-sauce-safeway-kitchen;usda-ndb-import;1489094088;2017-03-09T21:14:48Z;1587593432;2020-04-22T22:10:32Z;Apple Sauce;;;;;Safeway Kitchen;safeway-kitchen;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Apples, corn syrup, high fructose corn syrup, water, ascorbic acid (vitamin c).;;;;;;0.5 cup (124 g);124;;0;;;;0;;;0;;;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;305;305;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;18.55;14.52;;;;;;;;;1.6;;;0.81;;;;0.03;0.012;;0;;;;;0.0484;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0021130320202;http://world-en.openfoodfacts.org/product/0021130320202/apple-sauce;org-database-usda;1587644078;2020-04-23T12:14:38Z;1587644078;2020-04-23T12:14:38Z;Apple sauce;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Apples, high fructose corn syrup, water, cinnamon, ascorbic acid (vitamin c), natural cinnamon flavoring.;;;;;;0.5 cup (140 g);140;;0;;;;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:snacks;Snacks;;;;;;;;331;331;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;15.71;;;;;;;;;2.9;;;0.71;;;;0;0;;;;;;;0.0529;;;;;;;;;;;;0.091;;0.005;;0.00071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
