0021130266340;http://world-en.openfoodfacts.org/product/0021130266340/semi-sweet-chocolate-chips-signature-kitchens;usda-ndb-import;1489078059;2017-03-09T16:47:39Z;1587589484;2020-04-22T21:04:44Z;Semi-sweet chocolate chips;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Baking decorations;en:baking-decorations;Baking-decorations;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, chocolate liquor, cocoa butter, butterfat (milk), soy lecithin, natural flavor.;;;;;;1 Tbsp (15 g);15;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;20;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:baking-decorations;Baking-decorations;;;;;;;;1954;1954;;26.67;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;66.67;53.33;;;;;;;;;6.7;;;6.67;;;;0;0;;0;;;;;0;;;;;;;;;;;;0;;0;;0.00267;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0021130266371;http://world-en.openfoodfacts.org/product/0021130266371/iodized-salt-pepper-set-signature-kitchens;usda-ndb-import;1489090442;2017-03-09T20:14:02Z;1587591398;2020-04-22T21:36:38Z;Iodized Salt & Pepper Set;;;;;Signature Kitchens;signature-kitchens;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Salt, sodium silicoaluminate, dextrose, potassium iodide. pepper: black pepper.;;;;;;0.25 tsp (1.5 g);1.5;;1;;en:e554;E554 - Sodium aluminium silicate;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:condiments;Condiments;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;98.3325;39.333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0045;;;;;;;;;;;;;;;;;;;;
0021130266388;http://world-en.openfoodfacts.org/product/0021130266388/vegetable-oil;org-database-usda;1587643790;2020-04-23T12:09:50Z;1587643790;2020-04-23T12:09:50Z;Vegetable oil;;;;;;;Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils;Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil.;;;;;;1 Tbsp (14 g);14;;0;;;;0;;;0;;;;;2;Fat and sauces;Fats;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:vegetable-oils;Vegetable oils;;;;;;;;3586;3586;;100;14.29;;;;;;;;;;;;;;;21.43;57.14;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130266395;http://world-en.openfoodfacts.org/product/0021130266395/100-canola-oil-signature-kitchens;usda-ndb-import;1489078166;2017-03-09T16:49:26Z;1587589589;2020-04-22T21:06:29Z;100% canola oil;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils;Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils;;;;;;;;;;;;;;;United States;en:united-states;United States;Canola oil.;;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;;;2;Fat and sauces;Fats;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:vegetable-oils;Vegetable oils;;;;;;;;3347;3347;;93.33;6.67;;;;;;;;;;;;;;;53.33;26.67;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130266401;http://world-en.openfoodfacts.org/product/0021130266401/instant-nonfat-dry-milk-safeway-inc;usda-ndb-import;1489094199;2017-03-09T21:16:39Z;1587593514;2020-04-22T22:11:54Z;Instant Nonfat Dry Milk;;;;;Safeway  Inc.;safeway-inc;Milk substitute, Creamer;en:milk-substitute,en:creamer;Milk substitute,Creamer;;;;;;;;;;;;;;;United States;en:united-states;United States;Nonfat dry milk, vitamin a palmitate, vitamin d3.;;;;;;0.333 cup (23 g);23;;0;;;;0;;;0;;;20;e;;Beverages;Plant-based milk substitutes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:creamer;Creamer;;;;;;;;1456;1456;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.022;52.17;52.17;;;;;;;;;0;;;34.78;;;;1.3575;0.543;;0.0006522;;0.000010875;;;0.0052;;;;;;;;;;;;1.796;;1.257;;0;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0021130266425;http://world-en.openfoodfacts.org/product/0021130266425/pre-sifted-bread-flour;org-database-usda;1587646037;2020-04-23T12:47:17Z;1587646037;2020-04-23T12:47:17Z;Pre-sifted bread flour;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), enzyme.;en:gluten;;;;;0.25 cup (30 g);30;;0;;;;0;;;0;;;-4;a;3;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:cereals-and-their-products;Cereals and their products;;;;;;;;1536;1536;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;73.33;0;;;;;;;;;3.3;;;13.33;;;;0;0;;;;;;;;0.001;0.000333;0.005333;;0.00015;0.0003;;;;;;0;;0;;0.00433;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0021130266432;http://world-en.openfoodfacts.org/product/0021130266432/granulated-sugar;org-database-usda;1587664845;2020-04-23T18:00:45Z;1587664845;2020-04-23T18:00:45Z;Granulated sugar;;;;;;;Sweeteners, Sugars;en:sweeteners,en:sugars;Sweeteners,Sugars;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar.;;;;;;2 tsp (8 g);8;;0;;;;0;;;0;;;;;2;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:sugars;Sugars;;;;;;;;1569;1569;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130266500;http://world-en.openfoodfacts.org/product/0021130266500/100-pure-pumpkin;org-database-usda;1587665241;2020-04-23T18:07:21Z;1587665241;2020-04-23T18:07:21Z;100% pure pumpkin;;;;;;;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Pumpkin.;;;;;;1/2 cup (120 g);120;;0;;;;0;;;0;;;-7;a;1;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:canned-vegetables;Canned vegetables;;;;;;;;138;138;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;8.33;3.33;;;;;;;;;2.5;;;0.83;;;;0.01;0.004;;;;;;;;;;;;;;;;;;;0.206;;0.026;;0.00167;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
0021130270835;http://world-en.openfoodfacts.org/product/0021130270835/enriched-wheat-bread-safeway-inc;usda-ndb-import;1489078060;2017-03-09T16:47:40Z;1587589486;2020-04-22T21:04:46Z;Enriched wheat bread;;;;;Safeway  Inc.;safeway-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, whole wheat flour, honey, high fructose corn syrup, wheat gluten, wheat bran, contains 2% or less of each of the following: yeast, soy flour, salt, cultured wheat flour, soybean oil, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides, mono - and diglycerides, distilled monoglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono - and diglycerides, enzymes, ascorbic acid), calcium sulfate, monocalcium phosphate, soy lecithin, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, calcium carbonate.;;;;;;1 SLICE (26 g);26;;10;;en:e170,en:e300,en:e322,en:e322i,en:e341,en:e341i,en:e471,en:e472e,en:e481,en:e516,en:e916,en:e930;E170 - Calcium carbonate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E916 - Calcium iodate,E930 - Calcium peroxide;0;;;0;;;-1;a;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1125;1125;;1.92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;50;7.69;;;;;;;;;3.8;;;11.54;;;;1.0575;0.423;;0;;;;;0;0.001;0.000385;0.005;;0.000115;;;;;;;0;;0.192;;0.00385;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0021130270842;http://world-en.openfoodfacts.org/product/0021130270842/hot-dog-buns;org-database-usda;1587644193;2020-04-23T12:16:33Z;1587644193;2020-04-23T12:16:33Z;Hot dog buns;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, liquid sugar, soybean and/or canola oil, wheat gluten, contains 2% or less of: sea salt, dough conditioners (may contain one or more of the following: sodium stearoyl lactylate, calcium sulfate, ascorbic acid, ethoxylated mono - & diglycerides), mono-and diglycerides, calcium propionate and sorbic acid (to prevent spoilage), cultured wheat, vinegar, enzymes.;en:gluten;;;;;1 BUN (43 g);43;;6;;en:e200,en:e282,en:e300,en:e471,en:e481,en:e516;E200 - Sorbic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate;0;;;0;;;1;b;4;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:breads;Breads;;;;;;;;1071;1071;;3.49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;46.51;2.33;;;;;;;;;2.3;;;6.98;;;;0.9875;0.395;;;;;;;;0;0.001163;0.004651;;;;;;;;;0.086;;0.091;;0.00233;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
