0011822583268;http://world-en.openfoodfacts.org/product/0011822583268/thirfty-ice-cream-vanilla-rite-aid-corporation;usda-ndb-import;1489090349;2017-03-09T20:12:29Z;1587591333;2020-04-22T21:35:33Z;Thirfty, Ice Cream, Vanilla;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;en:100-natural;en:100-natural;100% natural;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, chocolate [chocolate liquor, sugar, vegetable oil (coconut and soybean), cocoa powder (processed with alkali), soy lecithin, vanilla], whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum), natural and artificial vanilla flavor, propylene glycol, water, polysorbate 80, annatto, turmeric added as color potassium hydroxide.;;;;;;0.5 cup (67 g);67;;7;;en:e1520,en:e160b,en:e322,en:e322i,en:e412,en:e433,en:e466,en:e471;E1520 - Propylene Glycol,E160b - Annatto,E322 - Lecithins,E322i - Lecithin,E412 - Guar gum,E433 - Polyoxyethylene sorbitan monooleate,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;937;937;;11.94;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.037;25.37;22.39;;;;;;;;;0;;;4.48;;;;0.225;0.09;;0.0000897;;;;;0;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0011822583275;http://world-en.openfoodfacts.org/product/0011822583275/ice-cream-rite-aid-corporation;usda-ndb-import;1489090349;2017-03-09T20:12:29Z;1587591334;2020-04-22T21:35:34Z;Ice Cream;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams;en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams;Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, cherries [cherries, water, corn syrup, sugar, locust bean gum, carrageenan, citric acid, sodium benzoate and potassium sorbate, (as preservatives), natural and artificial flavors, fd&c red 40 and fd&c blue 1), whey stabilizer (mono-and diglycerides, cellulose gum, guar, gum), natural and artificial flavor [water, high fructose, corn syrup, propylene glycol, xanthan gum, sodium benzoate (as a preservatives), artificial coloring (water, citric acid, sodium benzoate, fd&c blue 11, beet juice added as color.;;;;;;0.5 cup (67 g);67;;12;;en:e129,en:e133,en:e1520,en:e202,en:e211,en:e330,en:e407,en:e410,en:e412,en:e415,en:e466,en:e471;E129 - Allura red ac,E133 - Brilliant blue FCF,E1520 - Propylene Glycol,E202 - Potassium sorbate,E211 - Sodium benzoate,E330 - Citric acid,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;16;d;4;Milk and dairy products;Ice cream;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:ice-creams;Ice creams;;;;;;;;812;812;;10.45;10.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.037;23.88;19.4;;;;;;;;;0;;;2.99;;;;0.205;0.082;;0.0000897;;;;;0;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011822583282;http://world-en.openfoodfacts.org/product/0011822583282/ice-cream-rite-aid-corporation;usda-ndb-import;1489090349;2017-03-09T20:12:29Z;1587591334;2020-04-22T21:35:34Z;Ice Cream;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams;en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams;Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, coconut pineapple puree (pineapple, high fructose corn syrup, water, coconut, modified corn starch, natural and artificial flavor, citirc acid, sodium benzoate and potassium sorbate as preservatives), whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum), vanilla flavor (propylene glycol, water, pure vanilla extract, natural and artificial flavors, caramel color, salt.);;;;;;0.5 cup (67 g);67;;5;;en:e150c,en:e1520,en:e412,en:e466,en:e471;E150c - Ammonia caramel,E1520 - Propylene Glycol,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;12;d;4;Milk and dairy products;Ice cream;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:ice-creams;Ice creams;;;;;;;;812;812;;10.45;6.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;22.39;19.4;;;;;;;;;0;;;2.99;;;;0.205;0.082;;0.0000897;;;;;0;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0011822583299;http://world-en.openfoodfacts.org/product/0011822583299/thrifty-ice-cream-french-vanilla-rite-aid-corporation;usda-ndb-import;1489090350;2017-03-09T20:12:30Z;1587591334;2020-04-22T21:35:34Z;Thrifty, Ice Cream, French Vanilla;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, sugar, corn syrup, water, dried egg yolks, whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum), natural and artificial vanilla flavor (propylene glycol, water, pure vanilla extract, natural and artificial flavors, caramel color, salt), annatto (color).;;;;;;0.5 cup (69 g);69;;6;;en:e150c,en:e1520,en:e160b,en:e412,en:e466,en:e471;E150c - Ammonia caramel,E1520 - Propylene Glycol,E160b - Annatto,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;908;908;;13.04;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.08;20.29;18.84;;;;;;;;;1.4;;;4.35;;;;0.2;0.08;;0.0001305;;;;;0;;;;;;;;;;;;;;0.145;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0011822583305;http://world-en.openfoodfacts.org/product/0011822583305/thrifty-sherbet-rainbow-rite-aid-corporation;usda-ndb-import;1489090350;2017-03-09T20:12:30Z;1587591335;2020-04-22T21:35:35Z;Thrifty, Sherbet, Rainbow;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, sugar, corn syrup, cream, skim milk, orange sherbet base [water, natural flavors, high fructose corn syrup, orange juice concentrate, lemon puree (water, sugar, lemon pulp, lemon juice concentrate, citric acid, lemon oil), modified corn starch, fd&c yellow 5, fd&c yellow 6, sodium benzoate and potassium sorbate as preservatives], lime sherbet base (water, high fructose corn syrup, lime juice concentrate, natural flavors, modified corn starch, fd&c yellow 5, citric acid, fd&c blue 1, sodium benzoate and potassium sorbate as preservatives), raspberry sherbet base (water, high fructose corn syrup, raspberry juice concentrate, natural and artificial flavors, modified corn starch, citric acid, fd&c red 40, fd&c blue 1, sodium benzoate and potassium sorbate as preservatives), nonfat dry milk, carob bean gum, modified cellulose, guar gum, whey, citric acid.;;;;;;0.5 cup (89 g);89;;8;;en:e102,en:e110,en:e129,en:e133,en:e330,en:e410,en:e412,en:e460;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF,E330 - Citric acid,E410 - Locust bean gum,E412 - Guar gum,E460 - Cellulose;0;;;0;;;6;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;469;469;;1.69;1.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;25.84;22.47;;;;;;;;;0;;;1.12;;;;0.085;0.034;;0;;;;;0;;;;;;;;;;;;;;0.045;;0;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;
0011822583312;http://world-en.openfoodfacts.org/product/0011822583312/ice-cream-rite-aid-corporation;usda-ndb-import;1489090350;2017-03-09T20:12:30Z;1587591335;2020-04-22T21:35:35Z;Ice cream;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, strawberries (sugar, water, corn starch, natural flavor, pectin, locust bean gum, fruit and vegetable juice for color, citric acid), whey, natural and artificial strawberry flavor, stabilizer (mono - and diglycerides, cellulose gum, guar gum), beet juice added as color.;;;;;;0.5 cup (67 g);67;;6;;en:e330,en:e410,en:e412,en:e440,en:e440i,en:e466,en:e471;E330 - Citric acid,E410 - Locust bean gum,E412 - Guar gum,E440 - Pectins,E440i - Pectin,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;812;812;;10.45;6.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.037;22.39;20.9;;;;;;;;;0;;;2.99;;;;0.2975;0.119;;0.0000897;;;;;0.0018;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0011822583329;http://world-en.openfoodfacts.org/product/0011822583329/thrifty-ice-cream-original-pecan-praline-thrifty-payless-inc;usda-ndb-import;1489090351;2017-03-09T20:12:31Z;1587591336;2020-04-22T21:35:36Z;Thrifty, Ice Cream, Original Pecan Praline;;;;;Thrifty Payless Inc.;thrifty-payless-inc;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, marble cream caramel [corn sweeteners (corn and high fructose corn syrups), sweetened condensed skim milk (condensed skim milk, sugar, corn syrup), cream, water, butter, salt, sodium alginate, potasium sorbate as a preservative, xanthan gum, mono - and diglycerides, natur - al flavor, sodium bicarbonate, sodium cirtate], pecan pralines (sugar, pecans, water, corn syrup, butter, salt, natural flavors), whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum), propylene glycol, water, pure vanilla extract, natural and artificial flavors, caramel color, salt, propylene glycol, water, polysorbate 80, annatto, turmeric added as color, potasium hydroxide.;en:nuts;;;;;0.5 cup (67 g);67;;10;;en:e150c,en:e1520,en:e160b,en:e401,en:e412,en:e415,en:e433,en:e466,en:e471,en:e500,en:e500ii;E150c - Ammonia caramel,E1520 - Propylene Glycol,E160b - Annatto,E401 - Sodium alginate,E412 - Guar gum,E415 - Xanthan gum,E433 - Polyoxyethylene sorbitan monooleate,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;14;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;937;937;;10.45;6.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.037;28.36;23.88;;;;;;;;;0;;;2.99;;;;0.3175;0.127;;0.0000897;;;;;0;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0011822583336;http://world-en.openfoodfacts.org/product/0011822583336/thrifty-the-original-ice-cream-chocolate-rite-aid-corporation;usda-ndb-import;1489090351;2017-03-09T20:12:31Z;1587591336;2020-04-22T21:35:36Z;Thrifty, The Original Ice Cream, Chocolate;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, cocoa powder (processed with alkali), whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum).;;;;;;0.5 cup (67 g);67;;3;;en:e412,en:e466,en:e471;E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;11;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:frozen-desserts;Frozen desserts;;;;;;;;874;874;;10.45;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;22.39;17.91;;;;;;;;;1.5;;;2.99;;;;0.13;0.052;;0.0000897;;;;;0;;;;;;;;;;;;;;0.119;;0.00054;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0011822583343;http://world-en.openfoodfacts.org/product/0011822583343/ice-cream-thrifty-payless-inc;usda-ndb-import;1489090351;2017-03-09T20:12:31Z;1587591336;2020-04-22T21:35:36Z;Ice Cream;;;;;Thrifty Payless Inc.;thrifty-payless-inc;Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams;en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams;Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, brownie fudge [sugar, partially hydrogenated cottonseed and/or soybean oil, cocoa powder (processed with alkali), natural cocoa, sweetened condensed milk (condensed milk, sugar), powdered sugar (sugar, corn starch), un-enriched wheat flour, water, soy lecithin, salt, natural flavor], walnuts, cocoa powder (processed with alkali), whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum).;en:nuts;;;;;0.5 cup (67 g);67;;4;;en:e322,en:e322i,en:e412,en:e466,en:e471;E322 - Lecithins,E322i - Lecithin,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;12;d;4;Milk and dairy products;Ice cream;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:ice-creams;Ice creams;;;;;;;;1000;1000;;14.93;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;25.37;19.4;;;;;;;;;1.5;;;4.48;;;;0.15;0.06;;0.0000897;;;;;0;;;;;;;;;;;;;;0.119;;0.00107;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0011822583350;http://world-en.openfoodfacts.org/product/0011822583350/ice-cream-rite-aid-corporation;usda-ndb-import;1489090352;2017-03-09T20:12:32Z;1587591337;2020-04-22T21:35:37Z;Ice Cream;;;;;Rite Aid Corporation;rite-aid-corporation;Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams;en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams;Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, water, sugar, corn syrup, chocolate chip cookie dough [un-enriched wheat flour, brown sugar, butter, sugar, chocolate (sugar, chocolate liquor, cocoa butter, dextrose, soy lecithin, pasteurized eggs, corn starch, nonfat milk, natural vanilla flavor, baking soda, baking powder (sodium bicarbonate, aluminum sulfate, calcium carbonate, corn starch, monocalcium phosphate), salt], chocolate chips (sugar, chocolate liquor cocoa butter, soy lecithin, vanilla), whey, stabilizer (mono - and diglycerides, cellulose gum, guar gum), natural and artificial brown sugar flavor (water, ethyl alcohol, caramel color, propylene glycol), propylene glycol, water, polysorbate 80, annatto, turmeric added as color, potassium hydroxide.;;;;;;0.5 cup (67 g);67;;12;;en:e150c,en:e1510,en:e1520,en:e160b,en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii,en:e520;E150c - Ammonia caramel,E1510 - Ethanol,E1520 - Propylene Glycol,E160b - Annatto,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E412 - Guar gum,E433 - Polyoxyethylene sorbitan monooleate,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E520 - Aluminium sulphate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;14;d;4;Milk and dairy products;Ice cream;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rite Aid Corporation;en:ice-creams;Ice creams;;;;;;;;937;937;;11.94;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.037;26.87;22.39;;;;;;;;;0;;;4.48;;;;0.26;0.104;;0.0001344;;;;;0;;;;;;;;;;;;;;0.149;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
