0012946001409;http://world-en.openfoodfacts.org/product/0012946001409/country-maid-6-pumpkin-creme-filled-doughnuts-hartings-bakery-inc;usda-ndb-import;1489078032;2017-03-09T16:47:12Z;1587589414;2020-04-22T21:03:34Z;Country Maid, 6-Pumpkin Creme Filled Doughnuts;;;;;Hartings Bakery Inc.;hartings-bakery-inc;Biscuits and cakes, Cakes;en:biscuits-and-cakes,en:cakes;Biscuits and cakes,Cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;"Wheat flour, water, may contain: soybean, cottonseed and/ or palm oil; corn sugar, pumpkin, whole eggs, yeast, soyflour, non fat dry milk, salt, mono and diglycerides, sodium propionate and natural flavors.";;;en:soybeans;en:soybeans;Soybeans;2.7 ONZ (75 g);75;;1;;en:e471;E471 - Mono- and diglycerides of fatty acids;0;;;0;;;20;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Hartings Bakery Inc.;en:cakes;Cakes;;;;;;;;2008;2008;;25.33;9.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.027;32;26.67;;;;;;;;;1.3;;;4;;;;0.6675;0.267;;0;;;;;0;;;;;;;;;;;;;;0;;0.00048;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0012946001461;http://world-en.openfoodfacts.org/product/0012946001461/filled-doughnuts;org-database-usda;1587656081;2020-04-23T15:34:41Z;1587656082;2020-04-23T15:34:42Z;Filled doughnuts;;;;;;;Biscuits and cakes, Cakes;en:biscuits-and-cakes,en:cakes;Biscuits and cakes,Cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;"Wheat flour, water, may contain: soybean, cottonseed and or/ palm oil; corn sugar, raspberries, whole eggs, yeast, soy flour, non fat dry milk, salt, mono and diglycerides, sodium propionate, natural and artificial flavors, corn syrup, cellulose gum, citric acid, pectin, sodium citrate, sodium benzoate and artificial color red #40.";en:gluten;;en:soybeans;en:soybeans;Soybeans;2.7 ONZ (75 g);75;;8;;en:e129,en:e175,en:e281,en:e330,en:e331,en:e440,en:e440i,en:e466,en:e471;E129 - Allura red ac,E175 - Gold,E281 - Sodium propionate,E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins,E440i - Pectin,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;20;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;COUNTRY MAID;en:cakes;Cakes;;;;;;;;2008;2008;;25.33;9.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.027;32;26.67;;;;;;;;;1.3;;;4;;;;0.6675;0.267;;0;;;;;0;;;;;;;;;;;;;;0;;0.00048;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0012954201006;http://world-en.openfoodfacts.org/product/0012954201006/dog-n-suds-drive-in-style-root-beer-clover-club-bottling-company-inc;usda-ndb-import;1489070199;2017-03-09T14:36:39Z;1587584123;2020-04-22T19:35:23Z;Dog N Suds, Drive-In Style Root Beer;;;;;Clover Club Bottling Company Inc.;clover-club-bottling-company-inc;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Carbonated water, high fructose corn syrup, caramel color, phosphoric acid, sodium benzoate (as preservative), natural and artificial flavor.;;;;;;8 OZA (240 ml);240;;3;;en:e150c,en:e211,en:e338;E150c - Ammonia caramel,E211 - Sodium benzoate,E338 - Phosphoric acid;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Clover Club Bottling Company Inc.;en:sodas;Sodas;https://static.openfoodfacts.org/images/products/001/295/420/1006/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/295/420/1006/front_en.3.200.jpg;;;;;;192;192;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;12.5;;;;;;;;;;;;0;;;;0.03;0.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0012957100016;http://world-en.openfoodfacts.org/product/0012957100016/salsa-huichol-hot-sauce;usda-ndb-import;1489063201;2017-03-09T12:40:01Z;1587578517;2020-04-22T18:01:57Z;Salsa huichol, hot sauce;;190 ml;Plástico;plastico;Salsa Huichol;salsa-huichol;Comestibles, Salsas, Salsas de chiles;en:groceries,en:sauces,en:hot-sauces;Groceries,Sauces,Hot sauces;;;México;mexico;;;;;;;;;Mexique,México;;México,Estados Unidos;en:mexico,en:united-states;Mexico,United States;Water, chilipeppers, salt, acetic acid spices xanthan gum, sodium benzoate (0.1%).;;;;;;1 tsp (5 g);5;;2;;en:e211,en:e415;E211 - Sodium benzoate,E415 - Xanthan gum;0;;;0;;;8;c;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;Salsa Huichol;en:hot-sauces;Hot sauces;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;0;;;;2;0.8;;0;;;;;0;;;;;;;;;;;;0.004;;0;;0;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
0012957100047;http://world-en.openfoodfacts.org/product/0012957100047;elcoco;1574440825;2019-11-22T16:40:25Z;1574440826;2019-11-22T16:40:26Z;;;;;;;;;;;;;;;;;;;;;;;;;en:spain;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/001/295/710/0047/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/001/295/710/0047/front_es.3.200.jpg;;;https://static.openfoodfacts.org/images/products/001/295/710/0047/nutrition_es.3.400.jpg;https://static.openfoodfacts.org/images/products/001/295/710/0047/nutrition_es.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0012964000064;http://world-en.openfoodfacts.org/product/0012964000064/couscous-alpina-savoie;openfoodfactsmx7;1541805836;2018-11-09T23:23:56Z;1541806058;2018-11-09T23:27:38Z;Couscous Alpina Savoie;Couscous mediano;500 g;Caja,Cartón;caja,carton;Alpina Savoie;alpina-savoie;Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains;Francia;francia;;;;;;;;;;;México;;México;en:mexico;Mexico;Sémola de trigo duro.;;;;;;100 g;100;;0;;;;0;;;0;;;-5;a;1;Cereals and potatoes;Cereals;en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;;en:cereal-grains;Cereal grains;https://static.openfoodfacts.org/images/products/001/296/400/0064/front_es.7.400.jpg;https://static.openfoodfacts.org/images/products/001/296/400/0064/front_es.7.200.jpg;https://static.openfoodfacts.org/images/products/001/296/400/0064/ingredients_es.8.400.jpg;https://static.openfoodfacts.org/images/products/001/296/400/0064/ingredients_es.8.200.jpg;https://static.openfoodfacts.org/images/products/001/296/400/0064/nutrition_es.9.400.jpg;https://static.openfoodfacts.org/images/products/001/296/400/0064/nutrition_es.9.200.jpg;1519;;1519;;2;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;2.5;;;;;;;;;4;;;12;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
0012965244016;http://world-en.openfoodfacts.org/product/0012965244016/ed-hipp-s-smoked-turkey-sausage-mild;usda-ndb-import;1489055966;2017-03-09T10:39:26Z;1587573542;2020-04-22T16:39:02Z;Ed hipp's, smoked turkey sausage, mild;;;;;Ed Hipp's;ed-hipp-s;Meats, Prepared meats, Sausages, Smoked sausages;en:meats,en:prepared-meats,en:sausages,en:smoked-sausages;Meats,Prepared meats,Sausages,Smoked sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Turkey, water, cultured corn sugar, salt, paprika, extractives of paprika and spices, dextrose, vinegar, hydrolyzed soy protein, garlic powder, sodium erythorbate, sodium nitrate.;;;;;;1 SAUSAGE (90 g);90;;2;;en:e251,en:e316;E251 - Sodium nitrate,E316 - Sodium erythorbate;0;;;0;;;13;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;John Lustig Meats Inc.;en:smoked-sausages;Smoked sausages;;;;;;;;699;699;;11.11;2.78;;;;;;;;;;;;;;;3.89;2.78;;;;;;;;;;;;;;;;;0;0.067;2.22;1.11;;;;;;;;;0;;;14.44;;;;2.11;0.844;;0.0001668;;;;;0;;;;;;;;;;;;;;0.044;;0.0016;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0012965244511;http://world-en.openfoodfacts.org/product/0012965244511/ed-hipp-s-smoked-turkey-sausage-hot;usda-ndb-import;1489055966;2017-03-09T10:39:26Z;1587573542;2020-04-22T16:39:02Z;Ed hipp's, smoked turkey sausage, hot;;;;;Ed Hipp's;ed-hipp-s;Meats, Prepared meats, Sausages, Smoked sausages;en:meats,en:prepared-meats,en:sausages,en:smoked-sausages;Meats,Prepared meats,Sausages,Smoked sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Turkey, water, cultured corn sugar, salt, red pepper, paprika, extractives of paprika and spices, dextrose, vinegar, hydrolyzed soy protein, garlic powder, sodium erythorbate, sodium nitrite.;;;;;;1 SAUSAGE (90 g);90;;2;;en:e250,en:e316;E250 - Sodium nitrite,E316 - Sodium erythorbate;0;;;0;;;12;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;John Lustig Meats Inc.;en:smoked-sausages;Smoked sausages;;;;;;;;699;699;;11.11;2.78;;;;;;;;;;;;;;;3.89;3.33;;;;;;;;;;;;;;;;;0;0.067;3.33;1.11;;;;;;;;;1.1;;;14.44;;;;2.0825;0.833;;0.0003333;;;;;0.0013;;;;;;;;;;;;;;0.044;;0.0016;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
00129725;http://world-en.openfoodfacts.org/product/00129725/artichoke-hearts-trader-joe-s;usda-ndb-import;1489061750;2017-03-09T12:15:50Z;1550520544;2019-02-18T20:09:04Z;Artichoke Hearts;;;;;Trader Joe's;trader-joe-s;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetable rods, Artichokes, Artichoke hearts;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetable-rods,en:artichokes,en:artichoke-hearts;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Vegetable rods,Artichokes,Artichoke hearts;;;;;;;;;;;;;;Trader Joe's;United States;en:united-states;United States;Whole artichoke hearts, water, sea salt, citric acid, calcium chloride.;;;;;;130 g (0.5 cup);130;;1;;en:e330;E330 - Citric acid;0;;;0;;;-4;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:artichoke-hearts;Artichoke hearts;;;;;;;;159;159;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;6.92;1.54;;;;;;;;;1.5;;;2.31;;;;0.74168;0.296672;;0.0000462;;;;;0.0037;;;;;;;;;;;;;;0.031;;0.00111;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
00129826;http://world-en.openfoodfacts.org/product/00129826;openfoodfacts-contributors;1579889758;2020-01-24T18:15:58Z;1579890614;2020-01-24T18:30:14Z;;;;;;;;;;;;;;;en:no-colorings;en:no-colorings;No colorings;;;;;;;;en:Canada;en:canada;Canada;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;;;https://static.openfoodfacts.org/images/products/00129826/ingredients_en.3.400.jpg;https://static.openfoodfacts.org/images/products/00129826/ingredients_en.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
