0018959002167;http://world-en.openfoodfacts.org/product/0018959002167/dressing-with-yogurt-panera-bread;usda-ndb-import;1489093956;2017-03-09T21:12:36Z;1587593351;2020-04-22T22:09:11Z;Dressing With Yogurt;;;;;Panera Bread;panera-bread;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, gorgonzola cheese (pasteurized milk, cheese cultures, salt, enzymes, cellulose), buttermilk (lowfat milk, nonfat dry milk, corn starch, mono and diglycerides, carrageenan, locust bean gum, dextrose salt, sodium citrate, lactic culture and vitamin a palmitate), yogurt (cultured pasteurized grade a reduced fat milk, natamycin (to maintain freshness)), distilled vinegar, sugar, egg yolk, conatins less than 2% of salt, xanthan gum, natural flavor, garlic powder, mustard flour, spice, lactic acid.;en:milk;;;;;2 Tbsp (30 g);30;;8;;en:e235,en:e270,en:e331,en:e407,en:e410,en:e415,en:e460,en:e471;E235 - Natamycin,E270 - Lactic acid,E331 - Sodium citrates,E407 - Carrageenan,E410 - Locust bean gum,E415 - Xanthan gum,E460 - Cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;20;e;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1536;1536;;36.67;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.8325;0.733;;0.0000999;;;;;0;;;;;;;;;;;;;;0.333;;0;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0018959002174;http://world-en.openfoodfacts.org/product/0018959002174/panera-bread-southwest-caesar-dressing-arcobasso-foods-inc;usda-ndb-import;1489093962;2017-03-09T21:12:42Z;1587593354;2020-04-22T22:09:14Z;Panera Bread, Southwest Caesar Dressing;;;;;Arcobasso Foods  Inc.;arcobasso-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, parmesan cheese [pasteurized milk, cheese cultures, salt, enzymes], distilled vinegar, corn syrup, egg yolk, contains less than 2% sugar, salt, spices, chipotle pepper puree [red chipotle peppers, vinegar, sugar salt, onions], chipotle in adobo paste, salt, oleoresin paprika, natural flavor, and oleoresin capsicum], dehydrated onions and garlic, lemon juice concentrate, xanthan gum, anchovy paste [anchovies, salt, and olive oil], dehydrate red bell peppers, maltodextrin, soy sauce [soybeans, wheat, salt], yeast extract, citric acid.;en:gluten,en:soybeans;;;;;2 Tbsp (30 g);30;;2;;en:e330,en:e415;E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;15;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1674;1674;;36.67;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.1675;0.467;;0.0002001;;;;;0.004;;;;;;;;;;;;;;0.067;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0018959003119;http://world-en.openfoodfacts.org/product/0018959003119/triple-d-smoke-sauce-the-pear-tree;usda-ndb-import;1489093960;2017-03-09T21:12:40Z;1587593352;2020-04-22T22:09:12Z;Triple D Smoke Sauce;;;;;The Pear Tree;the-pear-tree;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Salad dressing (soybean oil, water, corn syrup, egg yolks, distilled vinegar, contains less than 2% of salt, spice, calcium disodium edta added to protect flavor), sugar, contains less than 2% of natural smoke flavor, worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, and natural flavor, sulfite agent), potassium sorbate and sodium benzoate (to preserve freshness).;;;;;;2 Tbsp (30 g);30;;3;;en:e150c,en:e202,en:e211;E150c - Ammonia caramel,E202 - Potassium sorbate,E211 - Sodium benzoate;0;;;0;;;14;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;THE PEAR TREE;en:sauces;Sauces;;;;;;;;2648;2648;;63.33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.05;23.33;16.67;;;;;;;;;;;;0;;;;1.0425;0.417;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0018959003164;http://world-en.openfoodfacts.org/product/0018959003164/caesar-dressing-panera-bread;usda-ndb-import;1489093961;2017-03-09T21:12:41Z;1587593354;2020-04-22T22:09:14Z;Caesar Dressing;;;;;Panera Bread;panera-bread;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, egg yolk, onion, celery, dehydrated garlic, red wine vinegar, contains less than 2% anchovy powder (dextrin, anchovy extract [fish], and salt), worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor), mustard (distilled vinegar, water, mustard seed, salt, turmeric, paprika, spice, garlic powder), salt, propylene glycol alginate, spice, citric acid, xanthan gum, sugar, lemon juice solids, corn syrup solids, natural flavor, ascorbic acid, potassium sorbate and calcium disodium edta added to protect flavor.;en:mustard;;;;;2 Tbsp (30 g);30;;5;;en:e1400,en:e150c,en:e330,en:e405,en:e415;E1400 - Dextrin,E150c - Ammonia caramel,E330 - Citric acid,E405 - Propane-1‚2-diol alginate,E415 - Xanthan gum;0;;;0;;;13;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1536;1536;;36.67;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.05;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.3325;0.533;;0;;;;;0.004;;;;;;;;;;;;;;0;;0.0024;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0018959003379;http://world-en.openfoodfacts.org/product/0018959003379/balsamic-vinaigrette-dressing-panera-bread;usda-ndb-import;1489135966;2017-03-10T08:52:46Z;1587627862;2020-04-23T07:44:22Z;Balsamic Vinaigrette Dressing;;;;;Panera Bread;panera-bread;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Filtered water, soybean oil, sugar, balsamic vinegar, distilled vinegar, contains less than 2% salt, spices, xanthan gum, dehydrated garlic, rosemary extract.;;;;;;2 Tbsp (30 g);30;;1;;en:e415;E415 - Xanthan gum;0;;;0;;;13;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1255;1255;;23.33;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;20;;;;;;;;;0;;;0;;;;0.7075;0.283;;0;;;;;0;;;;;;;;;;;;;;0;;0.0024;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0018959003478;http://world-en.openfoodfacts.org/product/0018959003478/northernlights-pizza-company-s-amazing-sauce-garlic-butter-arcobasso-foods-inc;usda-ndb-import;1489093951;2017-03-09T21:12:31Z;1587593348;2020-04-22T22:09:08Z;Northernlights Pizza Company's, Amazing Sauce, Garlic Butter;;;;;Arcobasso Foods  Inc.;arcobasso-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Butter flavored oil (partially hydrogenated soybean oil, contains less than 2% of salt, soy lecithin, artificial and natural butter flavor, vitamin a palmitate, artificial color, hydrolyzed soy protein, autolyzed yeast extract (contains barley, soy, milk and egg components), garlic pepper (dehydrated vegetables (garlic, onion, red bell peppers), salt, black pepper, brown sugar, natural flavors, parsley, soybean oil), garlic salt with parsley (salt, dehydrated garlic, modified corn starch, sugar, parsley, natural flavor, soybean oil), spice.;en:gluten;;;;;1 Tbsp (15 g);15;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;30;e;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;3628;3628;;93.33;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.33;0;0;0;;;;;;;;;0;;;0;;;;3.6675;1.467;;0.0009999;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;
0018959003584;http://world-en.openfoodfacts.org/product/0018959003584/asiago-ranch-dressing-with-yogurt-arcobasso-foods-inc;usda-ndb-import;1489093951;2017-03-09T21:12:31Z;1587593347;2020-04-22T22:09:07Z;Asiago Ranch Dressing With Yogurt;;;;;Arcobasso Foods  Inc.;arcobasso-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, buttermilk (lowfat milk, nonfat dry milk, corn starch, mono and diglycerides, carrageenan, locust bean gum, dextrose, salt, sodium citrate, lactic culture and vitamin a palmitate), asiago cheese (pasteurized milk, cheese cultures, salt, enzymes), yogurt (cultured pasteurized grade a reduced fat milk, natamycin [to maintain freshness]), distilled vinegar, sugar, egg yolk, contains less than 2% of salt, dehydrated garlic, dehydrated onion, maltodextrin, cellulose gum, parsley, spice, natural flavors, xanthan gum, lactic acid.;en:milk;;;;;2 Tbsp (30 g);30;;8;;en:e235,en:e270,en:e331,en:e407,en:e410,en:e415,en:e466,en:e471;E235 - Natamycin,E270 - Lactic acid,E331 - Sodium citrates,E407 - Carrageenan,E410 - Locust bean gum,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;16;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1255;1255;;30;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.5825;0.633;;0;;;;;0;;;;;;;;;;;;;;0.133;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0018959003591;http://world-en.openfoodfacts.org/product/0018959003591/classic-caesar-dressing-arcobasso-foods-inc;usda-ndb-import;1489093953;2017-03-09T21:12:33Z;1587593349;2020-04-22T22:09:09Z;Classic Caesar Dressing;;;;;Arcobasso Foods  Inc.;arcobasso-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, egg yolk, onion, celery, dehydrated garlic, red wine vinegar, contains less than 2% of anchovy powder (dextrin, anchovy extract [fish], and salt), worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor), mustard (distilled vinegar, water, mustard seed, salt, turmeric, paprika, spice, garlic powder),salt, propylene glycol alginate, spice, citric acid, xanthan gum, sugar, lemon juice solids, corn syrup solids, natural flavor, ascorbic acid, potassium sorbate and calcium disodium edta added to protect flavor.;en:mustard;;;;;2 Tbsp (30 g);30;;5;;en:e1400,en:e150c,en:e330,en:e405,en:e415;E1400 - Dextrin,E150c - Ammonia caramel,E330 - Citric acid,E405 - Propane-1‚2-diol alginate,E415 - Xanthan gum;0;;;0;;;13;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1536;1536;;36.67;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.05;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.3325;0.533;;0;;;;;0.004;;;;;;;;;;;;;;0;;0.0024;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0018959003607;http://world-en.openfoodfacts.org/product/0018959003607/southwest-caesar-dressing-panera-bread;usda-ndb-import;1489093985;2017-03-09T21:13:05Z;1587593368;2020-04-22T22:09:28Z;Southwest Caesar Dressing;;;;;Panera Bread;panera-bread;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean oil, filtered water, parmesan cheese [pasteurized milk, cheese cultures, salt, enzymes], distilled vinegar, corn syrup, egg yolk, contains less than 2% of sugar, salt, spices, chipotle pepper puree [red chipotle peppers, vinegar, sugar, salt, onions], chipotle in adobo [chipotle peppers, water, tomato paste, salt, oleoresin paprika, natural flavor, and oleoresin capsicum], dehydrated onions and garlic, lemon juice concentrate, xanthan gum, anchovy paste [anchovies, salt and olive oil], dehydrated red bell peppers, maltodextrin, soy sauce [soybeans, wheat, salt], yeast extract, citric acid.;en:gluten,en:soybeans;;;;;2 Tbsp (30 g);30;;2;;en:e330,en:e415;E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;15;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;1674;1674;;36.67;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;6.67;3.33;;;;;;;;;0;;;3.33;;;;1.1675;0.467;;0.0002001;;;;;0.004;;;;;;;;;;;;;;0.067;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0018959003614;http://world-en.openfoodfacts.org/product/0018959003614/poppyseed-dressing-arcobasso-foods-inc;usda-ndb-import;1489093971;2017-03-09T21:12:51Z;1587593356;2020-04-22T22:09:16Z;Poppyseed Dressing;;;;;Arcobasso Foods  Inc.;arcobasso-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Filtered water, dried cane syrup, distilled vinegar, contains less than 2% of dehydrated onion, cellulose gum, and xanthan gum (to provide thickness), poppy seed, orange juice concentrate, salt, mustard flour, natural flavor, stevia leaf extract (stevia rebaudiana leaf extract, gum arabic, natural flavor, maltodextrin, ascorbic acid).;;;;;;2 Tbsp (30 g);30;;3;;en:e414,en:e415,en:e466;E414 - Acacia gum,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose;0;;;0;;;4;c;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Arcobasso Foods, Inc.;en:sauces;Sauces;;;;;;;;418;418;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;23.33;20;;;;;;;;;3.3;;;0;;;;0.4575;0.183;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
