0030223041481;http://world-en.openfoodfacts.org/product/0030223041481/edamame-asian-crunch;org-database-usda;1587658590;2020-04-23T16:16:30Z;1587658591;2020-04-23T16:16:31Z;Edamame asian crunch;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Sesame honey dressing (soybean oil, water, rice vinegar, soy sauce [water, wheat, soybeans, salt], sugar, ginger, tapioca syrup, honey, garlic [water, garlic], sesame oil, mustard flour, dijon mustard [distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, spices], white distilled vinegar, sesame seed, xanthan gum, white pepper), spring mix (may contain some or all of the following baby whole leaf varieties: green leaf, mizuna, green romaine, tango, green oak, green chard, spinach, arugula, frisee, tatsoi, red chard, red leaf, lolla rosa, red romaine, red mustard, radicchio, red oak, beet top), fire roasted edamame, cashews, red cabbage, savoy cabbage, carrot, bok choy.;en:gluten,en:sesame-seeds,en:soybeans;;en:nuts;en:nuts;Nuts;1 cup (100 g);100;;2;;en:e330,en:e415;E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;753;753;;14;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;12;5;;;;;;;;;2;;;4;;;;0.625;0.25;;0.0009;;;;;0.015;;;;;;;;;;;;;;0.04;;0.0018;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0030223041504;http://world-en.openfoodfacts.org/product/0030223041504/avacado-ranch-chopped-kit-taylor-farms;waistline-app;1548697007;2019-01-28T17:36:47Z;1548697007;2019-01-28T17:36:47Z;Avacado ranch chopped kit;;;;;Taylor farms;taylor-farms;;;;;;;;;;;;;;;;;;en:US;en:united-states;United States;;;;;;;1cup;0;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030223041535;http://world-en.openfoodfacts.org/product/0030223041535/club-grilled-chicken-blue-cheese-dressing-chopped-kit;org-database-usda;1587668370;2020-04-23T18:59:30Z;1587668370;2020-04-23T18:59:30Z;Club grilled chicken blue cheese dressing chopped kit;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Green cabbage, chicken breast meat with rib meat (chicken breast meat with rib meat, water, less than 2% rice starch, salt, vinegar, sugar), blue cheese dressing (soybean oil, cultured lowfat buttermilk, blue cheese [pasteurized milk, cheese cultures, salt, enzymes, powdered cellulose to prevent caking], sour cream [cultured nonfat milk, cream], egg yolks, distilled vinegar, water, contains less than 2% of salt, sugar, spice [includes mustard], lactic acid, xanthan gum, dehydrated garlic, natural flavor, dehydrated onion), romaine lettuce, red cabbage, kale, carrot, uncured bacon-no nitrites or nitrates added except those naturally found in celery juice powder (pork, water, salt, sugar, smoke flavoring, natural flavors, lactic acid starter culture), green onion.;en:milk;;;;;1 cup (100 g);100;;2;;en:e270,en:e415;E270 - Lactic acid,E415 - Xanthan gum;0;;;0;;;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;711;711;;13;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;5;2;;;;;;;;;1;;;8;;;;0.875;0.35;;;;;;;;;;;;;;;;;;;0.222;;0.046;;0.001;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0030223041542;http://world-en.openfoodfacts.org/product/0030223041542/caesar-grilled-chicken-with-white-meat-chopped-kit-caesar-grilled-chicken;org-database-usda;1587666562;2020-04-23T18:29:22Z;1587666563;2020-04-23T18:29:23Z;Caesar grilled chicken with white meat chopped kit, caesar grilled chicken;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Romaine lettuce, chicken breast meat with rib meat (chicken breast meat with rib meat, water, less than 2% rice starch, salt, vinegar, sugar), caesar dressing (soybean oil, water, parmesan cheese [pasteurized milk, cheese cultures, salt, enzymes], egg yolks, red wine vinegar, contains less than 2% of worcestershire sauce [distilled vinegar, molasses, sugar, water, salt, onion, anchovy, garlic, spice, tamarind extract, natural flavors, chili pepper extract], salt, lemon juice concentrate, garlic, spice, mustard seed, anchovy extract, xanthan gum, dehydrated onion, dehydrated garlic), croutons (wheat flour, sunflower oil, wheat flakes, palm oil shortening*, sea salt, whey powder, sugar, cheese powder [cheese, whey powder], maltodextrin, yeast, yeast extract, garlic powder, dehydrated parsley, natural flavor, citric acid, malted barley flour, spices, rosemary extract), parmesan cheese (parmesan cheese [pasteurized milk, salt, cheese culture, enzymes], powdered cellulose [to prevent caking), potato starch (to prevent caking]).;en:gluten,en:milk;;;;;1 cup (100 g);100;;3;;en:e330,en:e415,en:e460,en:e460ii;E330 - Citric acid,E415 - Xanthan gum,E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;1;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;795;795;;13;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;7;1;;;;;;;;;1;;;9;;;;0.875;0.35;;;;;;;;;;;;;;;;;;;0.212;;0.073;;0.001;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0030223041559;http://world-en.openfoodfacts.org/product/0030223041559/cheddar-ranch-grilled-chicken-with-white-meat-chopped-kit;org-database-usda;1587666563;2020-04-23T18:29:23Z;1587666563;2020-04-23T18:29:23Z;Cheddar ranch grilled chicken with white meat chopped kit;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Green cabbage, chicken breast meat with rib meat (chicken breast meat with rib meat, water, less than 2% rice starch, salt, vinegar, sugar), ranch dressing (soybean oil, cultured lowfat buttermilk, egg yolks, distilled vinegar, contains less than 2% of salt, sugar, spices [includes mustard], dehydrated onion, dehydrated garlic, xanthan gum, dehydrated green onion, dehydrated parsley), romaine lettuce, red cabbage, kale, carrot, cheddar cheese (cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto {vegetable color}], powdered cellulose [to prevent caking], potato starch [to prevent caking]), uncured bacon-no nitrites or nitrates added except those naturally found in celery juice powder (pork, water, salt, sugar, smoke flavoring, natural flavors, lactic acid starter culture), green onion.;;;;;;1 cup (100 g);100;;3;;en:e160b,en:e415,en:e460,en:e460ii;E160b - Annatto,E415 - Xanthan gum,E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;753;753;;15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.03;5;2;;;;;;;;;1;;;8;;;;0.9;0.36;;;;;;;;;;;;;;;;;;;0.218;;0.054;;0.001;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0030223041566;http://world-en.openfoodfacts.org/product/0030223041566/caesar-chopped-kit;org-database-usda;1587666567;2020-04-23T18:29:27Z;1587666567;2020-04-23T18:29:27Z;Caesar chopped kit;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Romaine lettuce, caesar dressing (soybean oil, water, parmesan cheese [pasteurized milk, cheese cultures, salt, enzymes], egg yolks, red wine vinegar, contains less than 2% of worcestershire sauce [distilled vinegar, molasses, sugar, water, salt, onion, anchovy, garlic, spice, tamarind extract, natural flavors, chili pepper extract], salt, lemon juice concentrate, garlic, spice, mustard seed, anchovy extract, xanthan gum, dehydrated onion, dehydrated garlic), croutons (wheat flour, sunflower oil, wheat flakes, palm oil shortening*, sea salt, whey powder, sugar, cheese powder cheese, whey powder], maltodextrin, yeast, yeast extract, garlic powder, dehydrated parsley, natural flavor, citric acid, malted barley flour, spices, rosemary extract), parmesan cheese (parmesan cheese [pasteurized milk, salt, cheese culture, enzymes], powdered cellulose [to prevent caking], potato starch [to prevent caking]).;en:gluten;;;;;1 cup (100 g);100;;3;;en:e330,en:e415,en:e460,en:e460ii;E330 - Citric acid,E415 - Xanthan gum,E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;3;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;795;795;;16;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;9;1;;;;;;;;;2;;;4;;;;0.625;0.25;;;;;;;;;;;;;;;;;;;0.183;;0.09;;0.001;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0030223041580;http://world-en.openfoodfacts.org/product/0030223041580/organic-farmer-s-spring-mix;org-database-usda;1587666900;2020-04-23T18:35:00Z;1587666901;2020-04-23T18:35:01Z;Organic farmer's spring mix;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic spring mix (may contain some or all of the following organic baby whole leaf varieties: organic green leaf, organic mizuna, organic green romaine, organic tango, organic green oak, organic green chard, organic spinach, organic arugula, organic frisee, organic tatsoi, organic red chard, organic red leaf, organic lolla rosa, organic red romaine, organic red mustard, organic radicchio, organic red oak, organic beet top, organic baby butter, organic kale).;;;;;;2 CUPS | ABOUT (85 g);85;;0;;;;0;;;0;;;-2;a;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Taylor Fresh Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;100;100;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;3.53;1.18;;;;;;;;;2.4;;;2.35;;;;0.25;0.1;;;;;;;0.0153;;;;;;;;;;;;0.354;;0.082;;0.00235;;;;;;;;;;;;;;;;;;;;;-2;;;;;0.0001035;;;
0030223041610;http://world-en.openfoodfacts.org/product/0030223041610/cherry-almond-blue-chopped-kit;openfoodfacts-contributors;1581078710;2020-02-07T12:31:50Z;1581078809;2020-02-07T12:33:29Z;cherry almond blue chopped kit;;;;;;;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;organic blue cheese vinaigrette (organic soybean oil, water, organic white wine vinegar organic cane sugar, organic exra vi, organic blue cheese concentrate [organic blue cheese (organic milk, culture, salt, dabes), water, organic butter forganic cream, salt), salt, xanthan gum), salt, organic black pepper, organic parsley), organic romaine lettuce, organic green cabbage, organic red cabbage, organic carrot, organic kale, organic cherries (organic tart cherries, organic cane sugar, organic sunflower õil), organic almonds, organic crispy fried onions (organic onions, organic palm oil, organic wheat flour, salt), organic blue cheese (organic blue cheese (cultured pasteurized organic milk, cheese cultures, salt, enzymes, penicillium roqueforti], anti-caking [powdered cellulose]), contains: milk, tree nuts (almond), wheat;;;;;;;;;2;;en:e415,en:e460,en:e460ii;E415 - Xanthan gum,E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;https://static.openfoodfacts.org/images/products/003/022/304/1610/ingredients_en.4.400.jpg;https://static.openfoodfacts.org/images/products/003/022/304/1610/ingredients_en.4.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030223041696;http://world-en.openfoodfacts.org/product/0030223041696;openfoodfacts-contributors;1571940976;2019-10-24T18:16:16Z;1571940978;2019-10-24T18:16:18Z;;;;;;;;;;;;;;;;;;;;;;;;;en:Canada;en:canada;Canada;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/003/022/304/1696/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/003/022/304/1696/front_en.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030223041740;http://world-en.openfoodfacts.org/product/0030223041740/taylor-farms-organic-avacado-ranch-chopped-kit;kiliweb;1582249543;2020-02-21T01:45:43Z;1582249545;2020-02-21T01:45:45Z;Taylor Farms Organic Avacado Ranch Chopped Kit;;;;;;;;;;;;;;;;;;;;;;;;en:us;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/003/022/304/1740/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/003/022/304/1740/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/003/022/304/1740/nutrition_en.5.400.jpg;https://static.openfoodfacts.org/images/products/003/022/304/1740/nutrition_en.5.200.jpg;;669;669;;12;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;3;;;;;;;;;;;;3;;;;0.475;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
