0021130099054;http://world-en.openfoodfacts.org/product/0021130099054/reduced-fat-ice-cream;org-database-usda;1587644542;2020-04-23T12:22:22Z;1587644543;2020-04-23T12:22:23Z;Reduced fat ice cream;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Skim milk, sugar, cream, corn syrup, chocolaty sandwich cookie pieces (((sugar, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], vegetable oils [palm, soybean], cocoa [processed with alkali], invert sugar, contains 2% or less of: yellow corn flour, chocolate liquor, modified corn starch, salt, leavening [baking soda, monocalcium phosphate], whey, natural & artificial flavor, soy lecithin))), contains 2% or less of: whey protein isolate, guar gum, mono and diglycerides, tara gum, cellulose gum, polysorbate 80, xanthan gum, vitamin a palmitate, carrageenan, dextrose, tapioca starch, natural vanilla flavor, annatto (color).;en:gluten,en:milk,en:soybeans;;;;;2/3 cup (90 g);90;;11;;en:e160b,en:e322,en:e322i,en:e341,en:e341i,en:e407,en:e412,en:e415,en:e417,en:e433,en:e466,en:e471,en:e500;E160b - Annatto,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E407 - Carrageenan,E412 - Guar gum,E415 - Xanthan gum,E417 - Tara gum,E433 - Polyoxyethylene sorbitan monooleate,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;11;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-desserts;Frozen desserts;;;;;;;;791;791;;5.56;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;31.11;24.44;;;;;;;;;0;;;4.44;;;;0.235;0.094;;;;;;;;;;;;;;;;;;;0.211;;0.144;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0021130099061;http://world-en.openfoodfacts.org/product/0021130099061/ice-cream-safeway-inc;usda-ndb-import;1489090440;2017-03-09T20:14:00Z;1587591396;2020-04-22T21:36:36Z;Ice cream;;;;;Safeway  Inc.;safeway-inc;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Skim milk, cream, sugar, almond pieces (roasted in cottonseed oil, butter, salt), corn syrup, whey, contains 2% or less of: mono - and diglycerides, guar gum, calcium sulfate, locust bean gum, carrageenan, yellow 5, blue 1, natural flavor.;;;;;;0.66 cup (90 g);90;;6;;en:e102,en:e133,en:e407,en:e410,en:e412,en:e471;E102 - Tartrazine,E133 - Brilliant blue FCF,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;11;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-desserts;Frozen desserts;;;;;;;;975;975;;13.33;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.039;22.22;17.78;;;;;;;;;1.1;;;4.44;;;;0.3325;0.133;;0.0001344;;;;;0;;;;;;;;;;;;;;0.144;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0021130099092;http://world-en.openfoodfacts.org/product/0021130099092/colombian-cold-brew-caramel-ice-cream-colombian-cold-brew-caramel;org-database-usda;1587661326;2020-04-23T17:02:06Z;1587661327;2020-04-23T17:02:07Z;Colombian cold brew caramel ice cream, colombian cold brew caramel;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, sugar, milk, caramel swirl (invert sugar, cane sugar, water, buttermilk powder, butter, corn starch, salt, soy lecithin), dark fudge chunks (sugar, coconut oil, cocoa powder processed with alkali, palm kernel oil, cocoa powder, soy lecithin, salt, vanilla extract), coffee extract, egg yolks, locust bean gum, guar gum.;en:milk;;;;;2/3 cup (134 g);134;;3;;en:e322,en:e322i,en:e410,en:e412;E322 - Lecithins,E322i - Lecithin,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;19;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;BETTER LIVING BRANDS LLC;en:frozen-desserts;Frozen desserts;;;;;;;;1125;1125;;15.67;10.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;0.071;26.87;25.37;;;;;;;;;0.7;;;3.73;;;;0.4475;0.179;;;;;;;;;;;;;;;;;;;0.237;;0.126;;0.00075;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0021130099108;http://world-en.openfoodfacts.org/product/0021130099108/madagascar-vanilla-bean-ice-cream-madagascar-vanilla-bean;org-database-usda;1587661327;2020-04-23T17:02:07Z;1587661327;2020-04-23T17:02:07Z;Madagascar vanilla bean ice cream, madagascar vanilla bean;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, sugar, milk, egg yolks, locust bean gum, vanilla extract, guar gum, ground vanilla beans.;en:milk;;;;;2/3 cup (127 g);127;;2;;en:e410,en:e412;E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;BETTER LIVING BRANDS LLC;en:frozen-desserts;Frozen desserts;;;;;;;;1054;1054;;16.54;10.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;0.083;22.05;22.05;;;;;;;;;;;;3.94;;;;0.1475;0.059;;;;;;;;;;;;;;;;;;;0.183;;0.137;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0021130099115;http://world-en.openfoodfacts.org/product/0021130099115/brazilian-guava-cheesecake-ice-cream-brazilian-guava;org-database-usda;1587661325;2020-04-23T17:02:05Z;1587661326;2020-04-23T17:02:06Z;Brazilian guava cheesecake ice cream, brazilian guava;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, milk, sugar, natural cheesecake base, guava variegate, cheese cake bits (cream cheese [milk, cream, cheese culture, salt, carob gum, guar gum, xanthan gum], sugar, whole eggs, whole wheat flour, butter, water, palm shortening, corn starch, molasses, natural vanilla flavor, lemon puree, baking soda, cinnamon, citric acid), egg yolk, sugar, stabilizer (locust bean gum, guar gum).;en:milk;;;;;2/3 cup (134 g);134;;5;;en:e330,en:e410,en:e412,en:e415,en:e500;E330 - Citric acid,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E500 - Sodium carbonates;0;;;0;;;16;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;BETTER LIVING BRANDS LLC;en:frozen-desserts;Frozen desserts;;;;;;;;1063;1063;;14.93;8.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;0.071;28.36;26.12;;;;;;;;;;;;3.73;;;;0.1675;0.067;;;;;;;;;;;;;;;;;;;0.163;;0.113;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0021130099122;http://world-en.openfoodfacts.org/product/0021130099122/bourbon-maple-blondie-flavored-ice-cream-bourbon-maple-blondie;org-database-usda;1587661326;2020-04-23T17:02:06Z;1587661326;2020-04-23T17:02:06Z;Bourbon maple blondie flavored ice cream, bourbon maple blondie;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, sugar, milk, salted caramel (invert sugar, cane sugar, water, buttermilk powder, butter, corn starch, salt, soy lecithin), blondie pieces (sugar, clarified rice syrup, brown sugar, butter, palm oil, salt, natural flavor, soy lecithin), egg yolks, natural flavors, locust bean gum, guar gum.;en:milk;;;;;2/3 cup (134 g);134;;3;;en:e322,en:e322i,en:e410,en:e412;E322 - Lecithins,E322i - Lecithin,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;19;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;BETTER LIVING BRANDS LLC;en:frozen-desserts;Frozen desserts;;;;;;;;1125;1125;;15.67;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;0.075;28.36;26.87;;;;;;;;;;;;3.73;;;;0.485;0.194;;;;;;;;;;;;;;;;;;;0.175;;0.13;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0021130099139;http://world-en.openfoodfacts.org/product/0021130099139/indian-cardamom-pistachio-ice-cream-indian-cardamom-safeway-reserve;foodvisor;1561570704;2019-06-26T17:38:24Z;1587661326;2020-04-23T17:02:06Z;Indian cardamom pistachio ice cream, indian cardamom;;;;;Safeway Reserve;safeway-reserve;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;us;en:united-states;United States;Cream, skim milk, sugar, milk, pistachio pieces (pistachios, safflower oil), egg yolks, spirulina extract & fruit juice (color), natural flavor, locust bean gum, guar gum.;en:milk;;;;;2/3 cup (129 g);129;;2;;en:e410,en:e412;E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;BETTER LIVING BRANDS LLC;en:frozen-desserts;Frozen desserts;https://static.openfoodfacts.org/images/products/002/113/009/9139/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/002/113/009/9139/front_en.3.200.jpg;;;;;;1134;1134;;17.83;10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;0.074;24.03;22.48;;;;;;;;;0.8;;;4.65;;;;0.125;0.05;;;;;;;;;;;;;;;;;;;0.216;;0.129;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0021130099146;http://world-en.openfoodfacts.org/product/0021130099146/caramel-apple-chai-ice-cream;org-database-usda;1587661325;2020-04-23T17:02:05Z;1587661325;2020-04-23T17:02:05Z;Caramel apple chai ice cream;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, skim milk, sugar, milk, caramel swirl (invert sugar, cane sugar, water, buttermilk powder, butter, corn starch, salt, soy lecithin), cookie bits (enriched wheat flour, sugar, butter, brown sugar, invert sugar, soy flour, cinnamon, salt, sodium bicarbonate), diced apples, egg yolks, coconut oil, corn starch, natural flavor, citric acid, locust bean gum, guar gum, cinnamon.;en:milk;;;;;2/3 cup (133 g);133;;5;;en:e322,en:e322i,en:e330,en:e410,en:e412,en:e500,en:e500ii;E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E410 - Locust bean gum,E412 - Guar gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;20;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SIGNATURE RESERVE;en:frozen-desserts;Frozen desserts;;;;;;;;1134;1134;;15.04;9.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;0.068;29.32;27.07;;;;;;;;;;;;3.76;;;;0.47;0.188;;;;;;;;;;;;;;;;;;;0.147;;0.108;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0021130099160;http://world-en.openfoodfacts.org/product/0021130099160/cowboys-cookie-crunch;org-database-usda;1587657236;2020-04-23T15:53:56Z;1587657237;2020-04-23T15:53:57Z;Cowboys cookie crunch;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, non fat milk, milk, chocolate flavored swirl (corn syrup, water, sugar, cocoa, modified corn starch, cocoa processed with alkali, salt, nonfat dry milk, carrageenan, natural flavor, potassium sorbate [preservative], citric acid), sugar, cookie dough & brownie mix (cookie dough pieces [wheat flour, sugar, butter, powdered sugar {sugar, corn starch}, water, chocolate chips {sugar, chocolate liquor, cocoa butter and soy lecithin}, corn starch, molasses, corn syrup solids, fructose, soybean oil, sodium bicarbonate, salt, natural flavor, chocolate liquor], brownie pieces [wheat flour, sugar, palm oil, water, cocoa processed with alkali, powdered sugar {sugar, corn starch}, fructose, corn syrup solids, natural flavor, soybean oil and salt]), corn syrup, chocolaty sandwich cookie crumbles (sugar, enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid], soybean and palm oil with tbhq for freshness, cocoa processed with alkali, invert sugar, contains two percent or less of degerminated yellow corn flour, cornstarch, chocolate, salt, leavening [baking soda, monocalcium phosphate], artificial flavor, soy lecithin, whey), contains less than 2% of: vanilla extract and vanillin, mono and diglycerides, guar gum, locust bean gum, polysorbate 80, carrageenan.;en:gluten,en:milk,en:soybeans;;;;;0.5 cup (66 g);66;;11;;en:e202,en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e407,en:e410,en:e412,en:e433,en:e471,en:e500,en:e500ii;E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E433 - Polyoxyethylene sorbitan monooleate,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;15;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-desserts;Frozen desserts;;;;;;;;1013;1013;;12.12;6.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.038;30.3;22.73;;;;;;;;;0;;;3.03;;;;0.2275;0.091;;0.0001365;;;;;0;;;;;;;;;;;;;;0.121;;0.00055;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0021130099177;http://world-en.openfoodfacts.org/product/0021130099177/rocky-road-ice-cream-with-almonds-and-marshmallows;org-database-usda;1587656737;2020-04-23T15:45:37Z;1587656737;2020-04-23T15:45:37Z;Rocky road ice cream with almonds and marshmallows;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, cream, sugar, marshmallows (corn syrup, sugar, modified corn starch, water, gelatin, tetrasodium pyrophosphate), roasted almonds (almonds, vegetable oil [peanut, cottonseed, soybean and/or sunflower]), corn syrup, nonfat milk, cocoa processed with alkali, contains less than 2% of: chocolate liquor, mono & diglycerides, guar gum, locust bean gum, polysorbate 80, carrageenan.;en:milk,en:nuts,en:peanuts;;;;;0.5 cup (67 g);67;;7;;en:e407,en:e410,en:e412,en:e428,en:e433,en:e450,en:e450iii,en:e471;E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E428 - Gelatine,E433 - Polyoxyethylene sorbitan monooleate,E450 - Diphosphates,E450iii - Tetrasodium diphosphate,E471 - Mono- and diglycerides of fatty acids;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-desserts;Frozen desserts;;;;;;;;1063;1063;;14.93;7.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.045;26.87;19.4;;;;;;;;;1.5;;;4.48;;;;0.1125;0.045;;0.0001344;;;;;0;;;;;;;;;;;;;;0.119;;0.00107;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
