0000020317751;http://world-en.openfoodfacts.org/product/0000020317751;openfoodfacts-contributors;1543595080;2018-11-30T16:24:40Z;1543595093;2018-11-30T16:24:53Z;;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/031/7751/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/002/031/7751/front_fr.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000002036;http://world-en.openfoodfacts.org/product/000002036/renuvo;kiliweb;1580677673;2020-02-02T21:07:53Z;1580677674;2020-02-02T21:07:54Z;Renuvo;;;;;;;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/036//front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/000/002/036//front_es.3.200.jpg;;;https://static.openfoodfacts.org/images/products/000/002/036//nutrition_es.5.400.jpg;https://static.openfoodfacts.org/images/products/000/002/036//nutrition_es.5.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000020364373;http://world-en.openfoodfacts.org/product/0000020364373/zumo-de-pina-vita-fit;openfoodfacts-contributors;1393970573;2014-03-04T22:02:53Z;1572636863;2019-11-01T19:34:23Z;Zumo de Piña;;;;;Vita fit;vita-fit;;;;;;;;;;;;;;;;;;Spain;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/036/4373/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/000/002/036/4373/front_en.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000020405182;http://world-en.openfoodfacts.org/product/0000020405182/clyde-and-the-caterpillar-cake;kiliweb;1528905531;2018-06-13T15:58:51Z;1561464073;2019-06-25T12:01:13Z;Clyde and the caterpillar cake;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/040/5182/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/040/5182/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/040/5182/ingredients_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/000/002/040/5182/ingredients_fr.11.200.jpg;;;;1749;1749;;17;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;46;;;;;;;;;;;;4.2;;;;0.43;0.172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000020424640;http://world-en.openfoodfacts.org/product/0000020424640/belgische-pralinen-j-d-gross;twoflower;1489527029;2017-03-14T21:30:29Z;1547121879;2019-01-10T12:04:39Z;Belgische Pralinen;Pralinenmischung;250 g;21 PAP;21-pap;J. D. Gross;j-d-gross;Imbiss, Süßwaren, Konfekt, Schokoladenkonfekt, Pralinen;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies,en:bonbons;Snacks,Sweet snacks,Confectioneries,Chocolate candies,Bonbons;;;Belgien;belgien;Nachhaltige Agrikultur, UTZ Certified, UTZ Certified Kakao;en:sustainable-farming,en:utz-certified,en:utz-certified-cacao;Sustainable farming,UTZ Certified,UTZ Certified Cacao;;;;;;;Lidl;Deutschland;en:germany;Germany;Zucker, Kakaomasse, Kakaobutter, _Vollmilchpulver_, Palmöl, Karamellzubereitung (Glukosesirup, Palmöl, Zucker, _Vollmilchpulver_, Wasser, Emulgator: Lecithine (_Soja_), Aroma, Speisesalz), Glukose-Fruktose-Sirup, _Butterreinfett_, Marzipan (Zucker, _Mandeln, Dextrose, Feuchthaltemittel: Glycerin, Sorbit), Dextrose, _Haselnusskerne_, stark entöltes Kakaopulver, Emulgator: Lecithine (_Soja_), Glukosesirup, 0,15% Spirituose, _Mandeln_, _Pisatazien_, Aroma, _Magermilchpulver_, Kaffee;en:milk,en:nuts,en:soybeans,de:Pisatazien;;en:eggs,en:gluten,en:nuts,de:Alkohol;en:eggs,en:gluten,en:nuts,de:alkohol;Eggs,Gluten,Nuts,de:alkohol;12,5 g;12.5;;3;;en:e322,en:e420,en:e420i,en:e422;E322 - Lecithins,E420 - Sorbitol,E420i - Sorbitol,E422 - Glycerol;0;;;0;;;26;e;4;Sugary snacks;Sweets;en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;;en:bonbons;Bonbons;https://static.openfoodfacts.org/images/products/000/002/042/4640/front_de.5.400.jpg;https://static.openfoodfacts.org/images/products/000/002/042/4640/front_de.5.200.jpg;https://static.openfoodfacts.org/images/products/000/002/042/4640/ingredients_de.6.400.jpg;https://static.openfoodfacts.org/images/products/000/002/042/4640/ingredients_de.6.200.jpg;https://static.openfoodfacts.org/images/products/000/002/042/4640/nutrition_de.7.400.jpg;https://static.openfoodfacts.org/images/products/000/002/042/4640/nutrition_de.7.200.jpg;2257;;2257;;33.3;21.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.8;51.5;;;;;;;;;;;;4.7;;;;0.09;0.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;
000002044503;http://world-en.openfoodfacts.org/product/000002044503/belgian-choc-chip-waffle-fresh-easy;usda-ndb-import;1489133434;2017-03-10T08:10:34Z;1489133434;2017-03-10T08:10:34Z;Belgian Choc Chip Waffle;;;;;Fresh & Easy;fresh-easy;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Unbleached wheat flour, vegetable fat non hydrogenated, water, sugar, chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, soya lecithin), yeast, eggs, butter, soy flour, salt, vanilla.;;;;;;85 g (1 WAFFLE);85;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;2117;2117;;22.35;9.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.024;68.24;29.41;;;;;;;;;2.4;;;8.24;;;;1.70434;0.681736;;0;;;;;0;;;;;;;;;;;;;;0.024;;0.00085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000002046231;http://world-en.openfoodfacts.org/product/000002046231/chocolate-scone-fresh-easy;usda-ndb-import;1489133904;2017-03-10T08:18:24Z;1489133905;2017-03-10T08:18:25Z;Chocolate Scone;;;;;Fresh & Easy;fresh-easy;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheatflour (wheatflour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), unsalted butter, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla), sour cream (cultured pasteurized milk, cream;;;;;;56 g (1 SCONE);56;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;2912;2912;;39.29;23.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;80.36;46.43;;;;;;;;;3.6;;;5.36;;;;0.635;0.254;;0.0001071;;;;;0;;;;;;;;;;;;;;0.071;;0.00257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00000208;http://world-en.openfoodfacts.org/product/00000208;roboto-app;1552299440;2019-03-11T10:17:20Z;1579616709;2020-01-21T14:25:09Z;;;180 g;;;;;;;;;;;;;;;;;;;;;;en:FR;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000020928605;http://world-en.openfoodfacts.org/product/0000020928605/foie-gras-de-canard-entier-du-sud-ouest;kiliweb;1546283441;2018-12-31T19:10:41Z;1546288490;2018-12-31T20:34:50Z;Foie gras de canard entier du sud-ouest;;;;;;;Poissons et viandes et oeufs, Foies gras, Foies gras de canard, Foies gras entiers, Foies gras de canard entiers;en:fish-and-meat-and-eggs,en:foies-gras,en:foies-gras-from-ducks,en:whole-foies-gras,en:whole-foies-gras-from-ducks;Fish and meat and eggs,Foies gras,Foies gras from ducks,Whole foies gras,Whole foies gras from ducks;;;;;;;;;;;;;;;en:france;en:france;France;;;;;;;;;;;;;;;;;;;;22;e;;Salty snacks;Salty and fatty products;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;en:whole-foies-gras-from-ducks;Whole foies gras from ducks;https://static.openfoodfacts.org/images/products/000/002/092/8605/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/092/8605/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/092/8605/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/002/092/8605/ingredients_fr.7.200.jpg;;;;2029;2029;;48.2;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;0.9;;;;;;;;;;;;9.2;;;;1.46;0.584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0000020930042;http://world-en.openfoodfacts.org/product/0000020930042/jus-d-orange-25cl;kiliweb;1537285194;2018-09-18T15:39:54Z;1537285204;2018-09-18T15:40:04Z;Jus d'orange 25cl;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/093/0042/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/093/0042/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/093/0042/ingredients_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/000/002/093/0042/ingredients_fr.8.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000022004314;http://world-en.openfoodfacts.org/product/0000022004314/confiture-de-fraises-et-griottes;kiliweb;1537337009;2018-09-19T06:03:29Z;1563557210;2019-07-19T17:26:50Z;Confiture de fraises et griottes;;;;;;;Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Petit-déjeuners, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits, Confitures de fruits rouges, Confitures de fraises;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:fruits-based-foods,en:jams,en:fruit-jams,en:berry-jams,en:strawberry-jams;Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Plant-based spreads,Sweet spreads,Fruit-preserves,Fruits based foods,Jams,Fruit-jams,Berry jams,Strawberry jams;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;en:strawberry-jams;Strawberry jams;https://static.openfoodfacts.org/images/products/000/002/200/4314/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/200/4314/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/200/4314/ingredients_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/000/002/200/4314/ingredients_fr.9.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000022485670;http://world-en.openfoodfacts.org/product/0000022485670/boule-de-pain;kiliweb;1534235113;2018-08-14T08:25:13Z;1534235128;2018-08-14T08:25:28Z;Boule de pain;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/248/5670/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5670/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5670/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5670/ingredients_fr.7.200.jpg;;;;1184;1184;;1.1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;2.9;;;;;;;;;;;;8.3;;;;1.6;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000022485687;http://world-en.openfoodfacts.org/product/0000022485687/boule-tranchee;kiliweb;1522906877;2018-04-05T05:41:17Z;1522906879;2018-04-05T05:41:19Z;Boule tranchée;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/248/5687/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5687/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5687/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5687/ingredients_fr.7.200.jpg;;;;1184;1184;;1.1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;2.9;;;;;;;;;;;;8.3;;;;1.6;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000022485977;http://world-en.openfoodfacts.org/product/0000022485977/pain-complet-tranche;kiliweb;1525158292;2018-05-01T07:04:52Z;1561464083;2019-06-25T12:01:23Z;Pain complet tranché;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/002/248/5977/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5977/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5977/ingredients_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/000/002/248/5977/ingredients_fr.8.200.jpg;;;;1042;1042;;1.2;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;2.2;;;;;;;;;;;;9.1;;;;1.1;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
