0018894001645;http://world-en.openfoodfacts.org/product/0018894001645/chocolate-rice-crisps;org-database-usda;1587663277;2020-04-23T17:34:37Z;1587663277;2020-04-23T17:34:37Z;Chocolate rice crisps;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Rice pieces (rice flour, salt), corn (with germ removed), sugar, cocoa powder processed with alkali, maltodextrin, sunflower oil, salt, dextrose, natural and artificial flavor, molasses, sucralose.;;;;;;1 ONZ (28 g);28;;1;;en:e955;E955 - Sucralose;0;;;0;;;9;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1644;1644;;1.79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;85.71;25;;;;;;;;;3.6;;;7.14;;;;0.8325;0.333;;0;;;;;0;;;;;;;;;;;;0.214;;0;;0.00179;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0018894002994;http://world-en.openfoodfacts.org/product/0018894002994/rods-pretzels-big-y-foods-inc;usda-ndb-import;1489073172;2017-03-09T15:26:12Z;1587586094;2020-04-22T20:08:14Z;Rods Pretzels;;;;;Big Y Foods  Inc.;big-y-foods-inc;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), less than 2% of: canola oil and/or soybean oil, salt, corn syrup, barley malt extract, leavening (contains one or more of: yeast, sodium bicarbonate, ammonium bicarbonate), l-cysteine.;;;;;;3 PRETZELS (36 g);36;;0;;;;0;;;0;;;10;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1628;1628;;2.78;0;;;;;;;;;;;;;;;0;1.39;;;;;;;;;;;;;;;;;0;0;80.56;2.78;;;;;;;;;2.8;;;8.33;;;;1.875;0.75;;0;;;;;0;;;;;;;;;;;;0.111;;0;;0.004;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;
0018894003021;http://world-en.openfoodfacts.org/product/0018894003021/pretzel-twists-big-y-foods-inc;usda-ndb-import;1489071308;2017-03-09T14:55:08Z;1587584763;2020-04-22T19:46:03Z;Pretzel Twists;;;;;Big Y Foods  Inc.;big-y-foods-inc;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), honey, whole wheat flour, sugar less than 2% of: salt, canola oil and/or soybean oil, leavening (contains one or more of: yeast, sodium bicarbonate, ammonium bicarbonate), malted barley flour, l-cysteine;;;;;;9 PRETZELS (30 g);30;;0;;;;0;;;0;;;9;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1674;1674;;3.33;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;83.33;13.33;;;;;;;;;3.3;;;6.67;;;;1.5;0.6;;0;;;;;0;;;;;;;;;;;;0.133;;0;;0.0036;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0018894003076;http://world-en.openfoodfacts.org/product/0018894003076/classic-pretzel-sticks-big-y;usda-ndb-import;1489135950;2017-03-10T08:52:30Z;1587627844;2020-04-23T07:44:04Z;Classic Pretzel Sticks;;;;;Big Y;big-y;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), salt, less than 2% of: corn syrup, canola oil and/or soybean oil, barley malt extract, leavening (contains one or more of: yeast, sodium bicarbonate, ammonium bicarbonate).;;;;;;42 PRETZELS (30 g);30;;0;;;;0;;;0;;;11;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1674;1674;;3.33;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;80;3.33;;;;;;;;;3.3;;;10;;;;2.6675;1.067;;0;;;;;0;;;;;;;;;;;;0.117;;0;;0.0048;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018894003083;http://world-en.openfoodfacts.org/product/0018894003083/classic-pretzel-twists-big-y-foods-inc;usda-ndb-import;1489073172;2017-03-09T15:26:12Z;1489073172;2017-03-09T15:26:12Z;Classic Pretzel Twists;;;;;Big Y Foods  Inc.;big-y-foods-inc;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), salt, less than 2% of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (contains one or more of: yeast, sodium bicarbonate, am;;;;;;30 g (7 PRETZELS);30;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1536;1536;;1.67;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;80;3.33;;;;;;;;;3.3;;;10;;;;3.556;1.4224;;0;;;;;0;;;;;;;;;;;;0.117;;0;;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0018894003090;http://world-en.openfoodfacts.org/product/0018894003090/big-y-mini-twists-pretzels;usda-ndb-import;1489074453;2017-03-09T15:47:33Z;1587586925;2020-04-22T20:22:05Z;Big y, mini twists pretzels;;;;;Big Y,  Big Y Foods  Inc.;big-y,big-y-foods-inc;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), salt, less than 2% of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (contains one or more of: yeast, sodium bicarbonate, ammonium bicarbonate).;;;;;;18 PRETZELS (30 g);30;;0;;;;0;;;0;;;11;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1674;1674;;3.33;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;83.33;3.33;;;;;;;;;3.3;;;10;;;;2.6675;1.067;;0;;;;;0;;;;;;;;;;;;0.117;;0;;0.0048;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018894003106;http://world-en.openfoodfacts.org/product/0018894003106/pretzel-mini-twists-big-y;usda-ndb-import;1489135950;2017-03-10T08:52:30Z;1587627844;2020-04-23T07:44:04Z;Pretzel Mini Twists;;;;;Big Y;big-y;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), salt, less than 2% of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (contains one or more of: yeast, sodium bicarbonate, ammonium bicarbonate).;;;;;;18 PRETZELS (30 g);30;;0;;;;0;;;0;;;11;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;1674;1674;;3.33;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;83.33;3.33;;;;;;;;;3.3;;;10;;;;2.6675;1.067;;0;;;;;0;;;;;;;;;;;;0.117;;0;;0.0048;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018894003854;http://world-en.openfoodfacts.org/product/0018894003854/salted-whole-roasted-cashews-salted;org-database-usda;1587673115;2020-04-23T20:18:35Z;1587673115;2020-04-23T20:18:35Z;Salted whole roasted cashews, salted;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews (roasted in peanut oil), salt.;en:nuts;;;;;1/4 cup (30 g);30;;0;;;;0;;;0;;;14;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;43.33;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;6.67;;;;;;;;;3.3;;;16.67;;;;0.625;0.25;;;;;;;;;;;;;;;;;;;0.467;;0;;0.006;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0018894003861;http://world-en.openfoodfacts.org/product/0018894003861/unsalted-roasted-whole-cashews-unsalted-roasted;org-database-usda;1587670565;2020-04-23T19:36:05Z;1587670565;2020-04-23T19:36:05Z;Unsalted roasted whole cashews, unsalted roasted;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews (roasted in peanut oil).;en:nuts;;;;;1/4 cup (30 g);30;;0;;;;0;;;0;;;3;c;1;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;43.33;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;6.67;;;;;;;;;3.3;;;16.67;;;;0;0;;;;;;;;;;;;;;;;;;;0.467;;0;;0.006;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0018894003878;http://world-en.openfoodfacts.org/product/0018894003878/salted-roasted-almonds-salted;org-database-usda;1587670595;2020-04-23T19:36:35Z;1587670596;2020-04-23T19:36:36Z;Salted roasted almonds, salted;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Almonds roasted in peanut oil, salt.;;;;;;1/4 cup (30 g);30;;0;;;;0;;;0;;;7;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:snacks;Snacks;;;;;;;;2510;2510;;53.33;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;3.33;;;;;;;;;10;;;20;;;;0.625;0.25;;;;;;;;;;;;;;;;;;;0.467;;0.2;;0.0036;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;
