0009800140084;http://world-en.openfoodfacts.org/product/0009800140084/coconut-almond-treat;org-database-usda;1587664230;2020-04-23T17:50:30Z;1587664230;2020-04-23T17:50:30Z;Coconut almond treat;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder, wheat flour, tapioca starch, lecithin as emulsifier, natural and artificial flavors, sodium bicarbonate as leavening agent, salt.;en:gluten,en:nuts;;;;;3 PIECES (30 g);30;;0;;;;0;;;0;;;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:snacks;Snacks;;;;;;;;2648;2648;;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;43.33;33.33;;;;;;;;;3.3;;;6.67;;;;0.2925;0.117;;;;;;;;;;;;;;;;;;;;;0.133;;0.00133;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0009800145010;http://world-en.openfoodfacts.org/product/0009800145010/almond-coconut-treat-confetteria;usda-ndb-import;1489058149;2017-03-09T11:15:49Z;1587575099;2020-04-22T17:04:59Z;Almond coconut treat;;;;;Confetteria;confetteria;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder (milk), wheat flour, tapioca starch, bicarbonate as leavening agent, salt.;;;;;;3 PIECES (30 g);30;;0;;;;0;;;0;;;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:snacks;Snacks;;;;;;;;2648;2648;;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;43.33;33.33;;;;;;;;;3.3;;;6.67;;;;0.2925;0.117;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0012;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0009800146130;http://world-en.openfoodfacts.org/product/0009800146130/raffaello-almond-coconut-treat-ferrero-u-s-a-incorporated;usda-ndb-import;1489071259;2017-03-09T14:54:19Z;1587584722;2020-04-22T19:45:22Z;Raffaello, Almond Coconut Treat;;;;;Ferrero U.S.A.  Incorporated;ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetable oils (palm and sheanut). dry coconut, sugar, almonds, skim milk powder, whey powder (milk), wheat flour, natural and artificial flavors, lecithin as emulsifier (soy), salt, sodium bicarbonate as leavening agent.;;;;;;3 PIECES (30 g);30;;0;;;;0;;;0;;;22;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2648;2648;;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;40;33.33;;;;;;;;;3.3;;;6.67;;;;0.2925;0.117;;0;;;;;0;;;;;;;;;;;;;;0.133;;0.0012;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0009800190096;http://world-en.openfoodfacts.org/product/0009800190096/fine-dark-chocolate;org-database-usda;1587664129;2020-04-23T17:48:49Z;1587664130;2020-04-23T17:48:50Z;Fine dark chocolate;;;;;;;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, soy lecithin as emulsifier, vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), wheat flour, cocoa powder, whey powder, skim milk powder, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, soy lecithin as emulsifier, vanillin: an artificial flavor), wheat starch, cocoa butter, lecithin as emulsifier, gum arabic as glazing agent, whey proteins, cocoa mass, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor.;en:gluten;;;;;3 Pieces (30 g);30;;0;;;;0;;;0;;;22;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2230;2230;;36.67;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;56.67;43.33;;;;;;;;;3.3;;;6.67;;;;0.2075;0.083;;;;;;;;;;;;;;;;;;;;;0.073;;0.00333;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0009800200238;http://world-en.openfoodfacts.org/product/0009800200238/ferrero-collection-fine-assorted-confection-chocolates;usda-ndb-import;1489102148;2017-03-09T23:29:08Z;1587595981;2020-04-22T22:53:01Z;Ferrero collection, fine assorted confection chocolates;;;;;Ferrero Collection,  Ferrero U.S.A.  Incorporated;ferrero-collection,ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Chocolates, Assorted chocolates, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies,en:chocolates,en:assorted-chocolates;Snacks,Sweet snacks,Confectioneries,Chocolate candies,Chocolates,Assorted chocolates;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, vegetable oils (palm, sheanut and sunflower), hazelnuts, dry coconut, cocoa mass, cocoa butter, wheat flour, skim milk powder, whey (milk), cocoa powder, almonds, wheat starch, butteroil, lecithin as emulsifier (soy), tapioca starch, milk powder, natural and artificial flavors, gum arabic as glazing agent, whey proteins (milk), sodium bicarbonate and ammonium bicarbonate as leavening agents, salt.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Chocolate products;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:assorted-chocolates;Assorted chocolates;;;;;;;;2510;2510;;42.5;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;37.5;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0027;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0009800200252;http://world-en.openfoodfacts.org/product/0009800200252/ferrero-collection-fine-assorted-confections;usda-ndb-import;1489050357;2017-03-09T09:05:57Z;1587571345;2020-04-22T16:02:25Z;Ferrero collection, fine assorted confections;;;;;Ferrero Collection;ferrero-collection;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, lecithin as emulsifier (soy), vanillin: an artificial flavor), wheat starch, lecithin as emulsifier (soy), cocoa butter, whey proteins (milk), skim milk powder, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor. milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy), sodium bicarbonate as leavening agent, salt, vanillin: an artificial flavor. dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder (milk), wheat flour, tapioca starch, lecithin as emulsifier (soy), natural and artificial flavors, sodium bicarbonate as leavening agent, salt.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2510;2510;;42.5;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;40;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0018;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0009800200269;http://world-en.openfoodfacts.org/product/0009800200269/fine-assorted-confections-ferrero-collection;usda-ndb-import;1489071079;2017-03-09T14:51:19Z;1587584597;2020-04-22T19:43:17Z;Fine Assorted Confections;;;;;Ferrero Collection,  Ferrero U.S.A.  Incorporated;ferrero-collection,ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, lecithin as emulsifier (soy), vanillin: an artificial flavor), wheat starch, lecithin as emulsifier (soy), cocoa butter, whey proteins (milk), skim milk powder, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor. milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy), sodium bicarbonate as leavening agent, salt, vanillin: an artificial flavor. dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder (milk), wheat flour, tapioca starch, lecithin as emulsifier (soy), natural and artificial flavors, sodium bicarbonate as leavening agent salt.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2510;2510;;42.5;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;40;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0018;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0009800200276;http://world-en.openfoodfacts.org/product/0009800200276/ferrero-collection-fine-assorted-confections;usda-ndb-import;1489071068;2017-03-09T14:51:08Z;1587584586;2020-04-22T19:43:06Z;Ferrero collection, fine assorted confections;;;;;Ferrero Collection,  Ferrero U.S.A.  Incorporated;ferrero-collection,ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, lecithin as emulsifier (soy), vanillin: an artificial flavor), wheat starch, lecithin as emulsifier (soy), cocoa butter, whey proteins (milk), skim milk powder, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor. milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy), sodium bicarbonate as leavening agent, salt, vanillin: an artificial flavor. dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder (milk), wheat flour, tapioca starch, lecithin as emulsifier (soy), natural and artificial flavors, sodium bicarbonate as leavening agent, salt.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2510;2510;;42.5;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;40;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0018;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0009800200313;http://world-en.openfoodfacts.org/product/0009800200313/ferrero-collection-fine-assorted-confections;usda-ndb-import;1489071069;2017-03-09T14:51:09Z;1587584587;2020-04-22T19:43:07Z;Ferrero collection, fine assorted confections;;;;;Ferrero Collection,  Ferrero U.S.A.  Incorporated;ferrero-collection,ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: as artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, lecithin as emulsifier (soy), vanillin: an artificial flavor), wheat starch, lecithin as emulsifier (soy), cocoa butter, whey proteins (milk), skim milk powder, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor. milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy), sodium bicarbonate as leavening agent, salt, vanillin: an artificial flavor. vegetable oils (palm and sheanut), dry coconut, sugar, almonds, skim milk powder, whey powder (milk), wheat flour, natural and artificial flavors, lecithin as emulsifier (soy), salt, sodium bicarbonate as leavening agent.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:chocolate-candies;Chocolate candies;;;;;;;;2510;2510;;42.5;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;40;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0018;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0009800200337;http://world-en.openfoodfacts.org/product/0009800200337/ferrero-collection-fine-assorted-confections;usda-ndb-import;1489071078;2017-03-09T14:51:18Z;1587584596;2020-04-22T19:43:16Z;Ferrero collection, fine assorted confections;;;;;Ferrero Collection,  Ferrero U.S.A.  Incorporated;ferrero-collection,ferrero-u-s-a-incorporated;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter, milk powder, cocoa mass, lecithin as emulsifier (soy), vanillin: an artificial flavor), wheat starch, lecithin as emulsifier (soy), cocoa butter, whey proteins (milk), skim milk powder, sodium bicarbonate and ammonium bicarbonate as leavening agents, salt, vanillin: an artificial flavor. milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy), sodium bicarbonate as leavening agent, salt, vanillin: an artificial flavor. dry coconut, vegetable oils (palm and sheanut), sugar, almonds, skim milk powder, whey powder (milk), wheat flour, tapioca starch, lecithin as emulsifier (soy), natural and artificial flavors, sodium bicarbonate as leavening agent, salt.;;;;;;4 PIECES (40 g);40;;0;;;;0;;;0;;;20;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Ferrero U.S.A., Incorporated;en:confectioneries;Confectioneries;;;;;;;;2510;2510;;42.5;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;47.5;40;;;;;;;;;5;;;7.5;;;;0.22;0.088;;0;;;;;0;;;;;;;;;;;;;;0.1;;0.0018;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
