0026542083288;http://world-en.openfoodfacts.org/product/0026542083288/old-fashioned-spreadable-cheese-chipotle-peppers;org-database-usda;1587668979;2020-04-23T19:09:39Z;1587668979;2020-04-23T19:09:39Z;Old fashioned spreadable cheese, chipotle peppers;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream cheese (pasteurized milk and cream, cheese cultures, salt, carob bean gum), cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, whey, mayonnaise (soybean oil, water, eggs, vinegar, contains less than 2% of egg yolks, lemon juice concentrate, salt, sugar, dried onions, dried garlic, paprika, natural flavor, calcium disodium edta [to protect flavor]), chipotle peppers, cream, sorbic acid (to protect flavor), salt, natural flavoring, guar gum, annatto color.;en:eggs,en:milk;;;;;2 Tbsp (31 g);31;;4;;en:e200,en:e385,en:e410,en:e412;E200 - Sorbic acid,E385 - Calcium disodium ethylenediaminetetraacetate,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;THE BREWSTER HOUSE;en:cheeses;Cheeses;;;;;;;;1485;1485;;29.03;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;9.68;9.68;;;;;;;;;0;;;12.9;;;;1.29;0.516;;0.0001935;;;;;0.0039;;;;;;;;;;;;;;0.323;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0026542083295;http://world-en.openfoodfacts.org/product/0026542083295/bacon-old-fashioned-spreadable-cheese-bacon;org-database-usda;1587668978;2020-04-23T19:09:38Z;1587668979;2020-04-23T19:09:39Z;Bacon old fashioned spreadable cheese, bacon;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream cheese (pasteurized milk and cream, cheese cultures, salt, carob bean gum), cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, whey, mayonnaise (soybean oil, water, eggs, vinegar, contains less than 2% of egg yolks, lemon juice concentrate, salt, sugar, dried onions, dried garlic, paprika, natural flavor, calcium disodium edta [to protect flavor]), bacon bits, cream, sorbic acid (to protect flavor), salt, guar gum, annatto color, natural smoke flavor.;en:eggs,en:milk;;;;;2 Tbsp (31 g);31;;4;;en:e200,en:e385,en:e410,en:e412;E200 - Sorbic acid,E385 - Calcium disodium ethylenediaminetetraacetate,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;THE BREWSTER HOUSE;en:cheeses;Cheeses;;;;;;;;1485;1485;;29.03;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;9.68;9.68;;;;;;;;;0;;;12.9;;;;1.37;0.548;;0.0001935;;;;;0;;;;;;;;;;;;;;0.323;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0026542084063;http://world-en.openfoodfacts.org/product/0026542084063/sharp-cheddar-cold-pack-cheese-spread-sharp-cheddar;org-database-usda;1587670320;2020-04-23T19:32:00Z;1587670320;2020-04-23T19:32:00Z;Sharp cheddar cold pack cheese spread, sharp cheddar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese ([aged over 180 days] pasteurized milk, cheese culture, salt, enzymes), water, cream, reduced lactose whey, reduced protein whey, sorbic acid (to protect flavor), lactic acid, xanthan gum, salt, annatto (color).;en:milk;;;;;2 Tbsp (28 g);28;;4;;en:e160b,en:e200,en:e270,en:e415;E160b - Annatto,E200 - Sorbic acid,E270 - Lactic acid,E415 - Xanthan gum;0;;;0;;;19;e;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURG;en:cheeses;Cheeses;;;;;;;;1494;1494;;25;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;14.29;14.29;;;;;;;;;0;;;14.29;;;;1.6975;0.679;;0.0003213;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0026542084070;http://world-en.openfoodfacts.org/product/0026542084070/port-wine-cold-pack-cheese-spread-port-wine;org-database-usda;1587670319;2020-04-23T19:31:59Z;1587670319;2020-04-23T19:31:59Z;Port wine cold pack cheese spread, port wine;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese ([aged over 180 days] pasteurized milk, cheese culture, salt, enzymes), water, cream, reduced lactose whey, reduced protein whey, port wine, color added including carmine, blue 2 and red 40, sorbic acid (to protect flavor), lactic acid, xan;en:milk;;;;;2 Tbsp (28 g);28;;4;;en:e129,en:e133,en:e200,en:e270;E129 - Allura red ac,E133 - Brilliant blue FCF,E200 - Sorbic acid,E270 - Lactic acid;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURG WISCONSIN CHEESE;en:cheeses;Cheeses;;;;;;;;1343;1343;;25;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;14.29;10.71;;;;;;;;;0;;;14.29;;;;1.6975;0.679;;0.0003213;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0026542084087;http://world-en.openfoodfacts.org/product/0026542084087/cheddar-bacon-cold-pack-cheese-spread-cheddar-bacon;org-database-usda;1587670320;2020-04-23T19:32:00Z;1587670320;2020-04-23T19:32:00Z;Cheddar bacon cold pack cheese spread, cheddar bacon;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese ([aged over 120 days], pasteurized milk, cheese culture, salt, enzyme), water, cream, reduced lactose whey, reduced protein whey, real bacon (cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite, smoke flavor);en:milk;;;;;2 Tbsp (28 g);28;;2;;en:e250,en:e316;E250 - Sodium nitrite,E316 - Sodium erythorbate;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURG;en:cheeses;Cheeses;;;;;;;;1343;1343;;25;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;14.29;10.71;;;;;;;;;0;;;14.29;;;;1.6975;0.679;;0.0002142;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0026542084124;http://world-en.openfoodfacts.org/product/0026542084124/smokey-cheddar-cold-pack-cheese-spread-smokey-cheddar;org-database-usda;1587668980;2020-04-23T19:09:40Z;1587668980;2020-04-23T19:09:40Z;Smokey cheddar cold pack cheese spread, smokey cheddar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese ([aged over 180 days], pasteurized milk, cheese culture, salt, enzyme), water, cream, reduced lactose whey, reduced protein whey, sorbic acid (to protect flavor), xanthan gum, lactic acid, salt, natural smoke flavor, annatto (color).;en:milk;;;;;2 Tbsp (28 g);28;;4;;en:e160b,en:e200,en:e270,en:e415;E160b - Annatto,E200 - Sorbic acid,E270 - Lactic acid,E415 - Xanthan gum;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURG;en:cheeses;Cheeses;;;;;;;;1343;1343;;25;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;14.29;10.71;;;;;;;;;0;;;14.29;;;;1.6075;0.643;;0.0002142;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0026542084155;http://world-en.openfoodfacts.org/product/0026542084155/extra-sharp-cheddar-cold-pack-cheese-spread-extra-sharp-cheddar;org-database-usda;1587668979;2020-04-23T19:09:39Z;1587668979;2020-04-23T19:09:39Z;Extra sharp cheddar cold pack cheese spread, extra sharp cheddar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese ([aged over 180 days], pasteurized milk, cheese culture, salt, enzyme), water, reduced lactose whey, cream, reduced protein whey, lactic acid, sorbic acid (to protect flavor), xanthan gum, salt, annatto (color).;en:milk;;;;;2 Tbsp (28 g);28;;4;;en:e160b,en:e200,en:e270,en:e415;E160b - Annatto,E200 - Sorbic acid,E270 - Lactic acid,E415 - Xanthan gum;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURG;en:cheeses;Cheeses;;;;;;;;1343;1343;;21.43;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;14.29;10.71;;;;;;;;;0;;;14.29;;;;1.6075;0.643;;0.0002142;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0026542084193;http://world-en.openfoodfacts.org/product/0026542084193/old-fashion-spreadable-cheese-shullsburgs;usda-ndb-import;1489134146;2017-03-10T08:22:26Z;1587597129;2020-04-22T23:12:09Z;Old Fashion Spreadable Cheese;;;;;Shullsburgs;shullsburgs;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream cheese (pasteurized milk and cream, cheese cultures, salt, carob bean gum), cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, whey, mayonnaise (soybean oil, water, eggs, vinegar, contains less than 2% of egg yolks, lemon juice concentrate, salt, sugar, dried onions, dried garlic, paprika, natural flavor, calcium disodium edta [to protect flavor]), bacon bits, cream, sorbic acid (to protect flavor), salt, guar gum, annatto color, natural smoke flavor.;;;;;;2 Tbsp (28 g);28;;4;;en:e200,en:e385,en:e410,en:e412;E200 - Sorbic acid,E385 - Calcium disodium ethylenediaminetetraacetate,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHULLSBURGS;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;16.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.089;10.71;10.71;;;;;;;;;0;;;14.29;;;;1.5175;0.607;;0.0002142;;;;;0;;;;;;;;;;;;;;0.357;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0026542084209;http://world-en.openfoodfacts.org/product/0026542084209/old-fashion-spreadable-cheese-shullsburg;usda-ndb-import;1489134145;2017-03-10T08:22:25Z;1587597128;2020-04-22T23:12:08Z;Old Fashion Spreadable Cheese;;;;;Shullsburg;shullsburg;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream cheese (pasteurized milk and cream, cheese cultures, salt, carob bean gum), cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, whey, mayonnaise (soybean oil, water, eggs, vinegar, contains less than 2% of egg yolks, lemon juice concentrate, salt, sugar, dried onions, dried garlic, paprika, natural flavor, calcium disodium edta [to protect flavor]), chipotle peppers, cream, sorbic acid (to protect flavor), salt, natural flavoring, guar gum, annatto color.;;;;;;2 Tbsp (28 g);28;;4;;en:e200,en:e385,en:e410,en:e412;E200 - Sorbic acid,E385 - Calcium disodium ethylenediaminetetraacetate,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Shullsburg Creamery II, LLC;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;16.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.089;10.71;10.71;;;;;;;;;0;;;14.29;;;;1.4275;0.571;;0.0002142;;;;;0;;;;;;;;;;;;;;0.357;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0026542084216;http://world-en.openfoodfacts.org/product/0026542084216/old-fashioned-spreadable-cheese;org-database-usda;1587639408;2020-04-23T10:56:48Z;1587639408;2020-04-23T10:56:48Z;Old fashioned spreadable cheese;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream cheese (pasteurized milk and cream, cheese cultures, salt, carobbean gum), cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, whey, mayonnaise (soybean oil, water, eggs, vinegar, contains less than 2% of egg yolks, lemon juice concentrate, salt, sugar, dried onions, dried garlic, paprika, natural flavor, calcium disodium edta [to protect flavor]), cream, sorbic acid (to protect flavor), salt, garlic powder, guar gum, annatto color.;en:eggs,en:milk;;;;;2 Tbsp (28 g);28;;3;;en:e200,en:e385,en:e412;E200 - Sorbic acid,E385 - Calcium disodium ethylenediaminetetraacetate,E412 - Guar gum;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Shullsburg Creamery II, LLC;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;10.71;10.71;;;;;;;;;0;;;10.71;;;;1.6975;0.679;;0.0002142;;;;;0;;;;;;;;;;;;;;0.357;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
