0030900008554;http://world-en.openfoodfacts.org/product/0030900008554/cream-cheese-spread;org-database-usda;1587641002;2020-04-23T11:23:22Z;1587641002;2020-04-23T11:23:22Z;Cream cheese spread;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk and cream brown sugar, water, sugar, invert sugar, natural and artificial flavor, apple, cheese culture, salt, cinnamon, modified food starch, stabilizers (carob bean and/or xanthan and/or guar gums), color added, potassium sorbate (preservative), citric acid, yellow 6.;;;;;;2 Tbsp (30 g);30;;4;;en:e110,en:e202,en:e330,en:e412;E110 - Sunset yellow FCF,E202 - Potassium sorbate,E330 - Citric acid,E412 - Guar gum;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1393;1393;;26.67;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.083;23.33;20;;;;;;;;;0;;;3.33;;;;0.6675;0.267;;0.0002001;;;;;0;;;;;;;;;;;;;;0.067;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0030900008813;http://world-en.openfoodfacts.org/product/0030900008813/string-cheese;org-database-usda;1587648205;2020-04-23T13:23:25Z;1587648205;2020-04-23T13:23:25Z;String cheese;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Light low-moisture part-skim mozzarella cheese (pasteurized part-skim milk, nonfat milk, cheese culture, modified food starch*, salt, enzymes, vitamin a palmitate), natural flavor, jalapeno and red bell peppers**, vinegar.;;;;;;1 STICK (24 g);24;;0;;;;0;;;0;;;12;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;870;870;;10.42;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.042;4.17;0;;;;;;;;;0;;;25;;;;2.0825;0.833;;0.000375;;;;;0;;;;;;;;;;;;;;0.833;;0;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0030900008943;http://world-en.openfoodfacts.org/product/0030900008943/weight-watchers-reduced-fat-swiss-cheese;org-database-usda;1587648052;2020-04-23T13:20:52Z;1587648052;2020-04-23T13:20:52Z;Weight watchers, reduced fat swiss cheese;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurised part-skim milk, cheese culture, salt, enzymes.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;10;c;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1343;1343;;17.86;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;0;;;;;;;;;0;;;32.14;;;;0.4025;0.161;;0.0004287;;;;;0;;;;;;;;;;;;;;1.071;;0.00129;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;
0030900008950;http://world-en.openfoodfacts.org/product/0030900008950/weight-watchers-pepper-jack-cheese;org-database-usda;1587648052;2020-04-23T13:20:52Z;1587648052;2020-04-23T13:20:52Z;Weight watchers, pepper jack cheese;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese culture, salt, jalapeno peppers, enzymes, vitamin a palmitate.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;16;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1343;1343;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;3.57;;;;;;;;;0;;;21.43;;;;1.785;0.714;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0030900008967;http://world-en.openfoodfacts.org/product/0030900008967/american-style-pasteurized-process-cheese-product;org-database-usda;1587654784;2020-04-23T15:13:04Z;1587654784;2020-04-23T15:13:04Z;American style pasteurized process cheese product;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured milk and skim milk, water, sodium phosphate, salt, artificial color, enzymes, vitamin a palmitate.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;18;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;25;;;;3.5725;1.429;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0030900009124;http://world-en.openfoodfacts.org/product/0030900009124/shredded-cheddar-cheese-american-heritage;usda-ndb-import;1489060050;2017-03-09T11:47:30Z;1587576513;2020-04-22T17:28:33Z;Shredded Cheddar Cheese;;;;;American Heritage;american-heritage;Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese, Grated cheese;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:grated-cheese;Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese,Grated cheese;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized milk, salt, enzymes, artificial color, potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor).;;;;;;0.333 cup (28 g);28;;1;;en:e235;E235 - Natamycin;0;;;0;;;16;d;;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:grated-cheese;Grated cheese;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;3.57;0;;;;;;;;;0;;;25;;;;1.6075;0.643;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0030900010373;http://world-en.openfoodfacts.org/product/0030900010373/shredded-low-moisture-part-skim-mozzarella-cheese-american-heritage;usda-ndb-import;1489138708;2017-03-10T09:38:28Z;1587631224;2020-04-23T08:40:24Z;Shredded Low-Moisture Part-Skim Mozzarella Cheese;;;;;American Heritage;american-heritage;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized part-skim milk, salt, enzymes, potato starch and powdered cellulose added to prevent caking, natamycin (a natural mold inhibitor).;;;;;;0.333 cup (28 g);28;;1;;en:e235;E235 - Natamycin;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;0;;;;;;;;;0;;;25;;;;1.785;0.714;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0030900010410;http://world-en.openfoodfacts.org/product/0030900010410/pasteurized-process-sliced-american-cheese-armour-eckrich-meats-llc;usda-ndb-import;1489078433;2017-03-09T16:53:53Z;1587589859;2020-04-22T21:10:59Z;Pasteurized process sliced american cheese;;;;;Armour-Eckrich Meats Llc;armour-eckrich-meats-llc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured milk and skim milk, water, cream, sodium citrate, salt, sodium phosphate, sorbic acid (preservative), citric acid, acetic acid, enzymes, soy lecithin, artificial color.;;;;;;1 SLICE (19 g);19;;5;;en:e200,en:e260,en:e322,en:e322i,en:e330,en:e331;E200 - Sorbic acid,E260 - Acetic acid,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E331 - Sodium citrates;0;;;0;;;19;e;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1540;1540;;31.58;21.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.079;5.26;0;;;;;;;;;0;;;21.05;;;;4.4725;1.789;;0.0004737;;;;;0;;;;;;;;;;;;;;0.526;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0030900011387;http://world-en.openfoodfacts.org/product/0030900011387/american-heritage-cream-cheese-spread-singles-armour-eckrich-meats-llc;usda-ndb-import;1489078331;2017-03-09T16:52:11Z;1587589775;2020-04-22T21:09:35Z;American Heritage, Cream Cheese Spread Singles;;;;;Armour-Eckrich Meats Llc;armour-eckrich-meats-llc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, cream, water, whey protein concentrate, milkfat, whey, gelatin, contains 2% or less of calcium phosphate, carob bean gum, carrageenan, cheese culture, guar gum, lactic acid, modified food starch, salt, sodium alginate, sodium citrate, sorbic acid (preservative), vitamin a palmitate, xanthan gum.;;;;;;1 SLICE (19 g);19;;9;;en:e200,en:e270,en:e331,en:e401,en:e407,en:e410,en:e412,en:e415,en:e428;E200 - Sorbic acid,E270 - Lactic acid,E331 - Sodium citrates,E401 - Sodium alginate,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E415 - Xanthan gum,E428 - Gelatine;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1322;1322;;26.32;15.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.079;10.53;5.26;;;;;;;;;0;;;10.53;;;;2.2375;0.895;;0.0004737;;;;;0;;;;;;;;;;;;;;0.316;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0030900011400;http://world-en.openfoodfacts.org/product/0030900011400/string-cheese-low-moisture-part-skim-mozzarella-cheese-american-heritage;usda-ndb-import;1489133552;2017-03-10T08:12:32Z;1587596598;2020-04-22T23:03:18Z;String Cheese, Low-Moisture Part Skim Mozzarella Cheese;;;;;American Heritage;american-heritage;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese culture, salt, enzymes.;;;;;;1 PIECE (24 g);24;;0;;;;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Armour-Eckrich Meats LLC;en:cheeses;Cheeses;;;;;;;;1222;1222;;20.83;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.062;4.17;0;;;;;;;;;0;;;25;;;;1.77;0.708;;0.0002499;;;;;0;;;;;;;;;;;;;;0.625;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
