0009300005234;http://world-en.openfoodfacts.org/product/0009300005234/kosher-petite-dills-mt-olive;usda-ndb-import;1489097499;2017-03-09T22:11:39Z;1587595972;2020-04-22T22:52:52Z;Kosher petite dills;;;;;Mt. Olive,  Mount Olive Pickle Company Inc.;mt-olive,mount-olive-pickle-company-inc;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, sea salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;75;75;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.7675;1.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005296;http://world-en.openfoodfacts.org/product/0009300005296/kosher-dill-sandwich-stuffers-mt-olive;usda-ndb-import;1489063988;2017-03-09T12:53:08Z;1587579032;2020-04-22T18:10:32Z;Kosher dill sandwich stuffers;;;;;Mt. Olive;mt-olive;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;75;75;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.3225;0.929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005302;http://world-en.openfoodfacts.org/product/0009300005302/bread-butter-sandwich-stuffers-simply-pickles-mt-olive;usda-ndb-import;1489063988;2017-03-09T12:53:08Z;1587579033;2020-04-22T18:10:33Z;Bread & butter sandwich stuffers simply pickles;;;;;Mt. Olive;mt-olive;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;297;297;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.86;17.86;;;;;;;;;;;;0;;;;1.5175;0.607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005319;http://world-en.openfoodfacts.org/product/0009300005319/bread-butter-chips-mt-olive;usda-ndb-import;1489063988;2017-03-09T12:53:08Z;1587579033;2020-04-22T18:10:33Z;Bread & butter chips;;;;;Mt. Olive;mt-olive;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, sugar, water, vinegar, salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;372;372;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.43;21.43;;;;;;;;;;;;0;;;;1.6075;0.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005401;http://world-en.openfoodfacts.org/product/0009300005401/hamburger-dill-chips-mt-olive;usda-ndb-import;1489063989;2017-03-09T12:53:09Z;1587579034;2020-04-22T18:10:34Z;Hamburger dill chips;;;;;Mt. Olive;mt-olive;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, sea salt, calcium chloride (firming agent), natural flavors, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;75;75;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.41;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005500;http://world-en.openfoodfacts.org/product/0009300005500/cucumber-vine-kosher-petite-dills-cucumber-vine;org-database-usda;1587671271;2020-04-23T19:47:51Z;1587671271;2020-04-23T19:47:51Z;Cucumber vine kosher petite dills, cucumber vine;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, sea salt, calcium chloride (firming agent), polysorbate 80, natural flavors, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.7675;1.107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005517;http://world-en.openfoodfacts.org/product/0009300005517/bread-butter-chips-bread-butter;org-database-usda;1587672420;2020-04-23T20:07:00Z;1587672421;2020-04-23T20:07:01Z;Bread & butter chips, bread & butter;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, sugar, water, vinegar, sea salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;448;448;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;25;;;;;;;;;;;;0;;;;1.965;0.786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005524;http://world-en.openfoodfacts.org/product/0009300005524/cucumber-vine-kosher-dill-chips;org-database-usda;1587671271;2020-04-23T19:47:51Z;1587671271;2020-04-23T19:47:51Z;Cucumber vine kosher dill chips;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, sea salt, calcium chloride (firming agent), polysorbate 80, natural flavors, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.3225;0.929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005531;http://world-en.openfoodfacts.org/product/0009300005531/buffalo-kosher-dill-chips-the-portable-pickle-buffalo-kosher-dill-chips;org-database-usda;1587671271;2020-04-23T19:47:51Z;1587671271;2020-04-23T19:47:51Z;Buffalo kosher dill chips the portable pickle, buffalo kosher dill chips;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, water, vinegar, sea salt, contains less than 0.5% of: calcium chloride (firming agent), red peppers, salt, xanthan gum, natural flavors, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;2;;en:e415,en:e433;E415 - Xanthan gum,E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.57;;;;;;;;;;;;;0;;;;2.3225;0.929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300005609;http://world-en.openfoodfacts.org/product/0009300005609/bread-butter-chips-bread-butter;org-database-usda;1587675045;2020-04-23T20:50:45Z;1587675045;2020-04-23T20:50:45Z;Bread & butter chips, bread & butter;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cucumbers, sugar, water, vinegar, sea salt, mustard seeds, onion flakes, calcium chloride (firming agent), celery seeds, polysorbate 80, and turmeric (for color).;;;;;;1 ONZ (28 g);28;;1;;en:e433;E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mount Olive Pickle Company Inc.;en:salted-snacks;Salted-snacks;;;;;;;;448;448;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;25;;;;;;;;;;;;0;;;;1.965;0.786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
