0023278101088;http://world-en.openfoodfacts.org/product/0023278101088/pepper-jack-crisps-sonoma-creamery;waistline-app;1542240825;2018-11-15T00:13:45Z;1542240825;2018-11-15T00:13:45Z;Pepper Jack Crisps;;;;;Sonoma Creamery;sonoma-creamery;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;;;;;;;28g;28;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;2240;2240;;32.1;21.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.4;0;;;;;;;;;0;;;35.7;;;;0.929;0.371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0023278102047;http://world-en.openfoodfacts.org/product/0023278102047/cheddar-crisps-crunchy-real-cheese;org-database-usda;1587642179;2020-04-23T11:42:59Z;1587642179;2020-04-23T11:42:59Z;Cheddar crisps, crunchy real cheese;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheese (pasteurized cultured milk, salt, enzymes, annatto), organic quinoa, organic oat bran, organic brown rice, garlic.;en:milk;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;26;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;2243;2243;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;21.43;0;;;;;;;;;0;;;35.71;;;;2.3225;0.929;;0.0004287;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;
0023278102078;http://world-en.openfoodfacts.org/product/0023278102078/cheddar-crisps-crunchy-real-cheese-snacks;org-database-usda;1587642179;2020-04-23T11:42:59Z;1587642179;2020-04-23T11:42:59Z;Cheddar crisps, crunchy real cheese snacks;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheese (pasteurized cultured milk, salt, enzyme, annatto), bacon, (bacon cured with, water, salt, turbinado sugar, seasoning (cultured celery juice, sea salt)), organic brown rice, organic oat bran.;en:milk;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;23;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;2243;2243;;25;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.089;32.14;0;;;;;;;;;3.6;;;35.71;;;;2.785;1.114;;0.0003213;;;;;0;;;;;;;;;;;;0.232;;0.929;;0;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;
0023278200019;http://world-en.openfoodfacts.org/product/0023278200019/parmesan-cheese-crisp-bar;org-database-usda;1587667193;2020-04-23T18:39:53Z;1587667193;2020-04-23T18:39:53Z;Parmesan cheese crisp bar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Parmesan cheese (pasteurized milk, salt, enzymes), organic brown rice, organic oat bran, organic quinoa.;;;;;;2 BARS (21 g);21;;0;;;;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;2192;2192;;33.33;23.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.095;23.81;0;;;;;;;;;4.8;;;38.1;;;;2.1425;0.857;;;;;;;;;;;;;;;;;;;;;0.952;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0023278200071;http://world-en.openfoodfacts.org/product/0023278200071/cheese-crisp-bar;org-database-usda;1587667189;2020-04-23T18:39:49Z;1587667189;2020-04-23T18:39:49Z;Cheese crisp bar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheese (pasteurized cultured milk salt, enzymes, annatto), bacon (cured with water, salt, turbinado sugar, seasoning (cultured celery juice, sea salt)), organic brown rice, organic oat bran.;en:milk;;;;;2 BARS (22.7 g);22.7;;1;;en:e160b;E160b - Annatto;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;2029;2029;;26.43;17.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.088;30.84;0;;;;;;;;;4.4;;;35.24;;;;2.7525;1.101;;;;;;;;;;;;;;;;;;;;;0.661;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0023278200095;http://world-en.openfoodfacts.org/product/0023278200095/savory-seed-cheese-crisp-bar;org-database-usda;1587667160;2020-04-23T18:39:20Z;1587667160;2020-04-23T18:39:20Z;Savory seed cheese crisp bar;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheese (pasteurized cultured milk, salt, enzymes), organic pumpkin seeds, organic brown rice, organic sunflower seeds, organic oat bran.;en:milk;;;;;2 BARS (22.7 g);22.7;;0;;;;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;2213;2213;;30.84;13.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.088;30.84;0;;;;;;;;;4.4;;;30.84;;;;1.8725;0.749;;;;;;;;;;;;;;;;;;;;;0.441;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0023278200101;http://world-en.openfoodfacts.org/product/0023278200101/cheese-crisp-bar-everything-cheddar;org-database-usda;1587667136;2020-04-23T18:38:56Z;1587667136;2020-04-23T18:38:56Z;Cheese crisp bar, everything cheddar;;;;;;;Snacks, Dairies, Fermented foods, Fermented milk products, Cheeses;en:snacks,en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Snacks,Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheese (pasteurized cultured milk, salt, enzymes, annatto), organic brown rice, organic oat bran, sesame seeds, onion, poppy seeds, garlic powder.;en:milk,en:sesame-seeds;;;;;2 BARS (22.7 g);22.7;;1;;en:e160b;E160b - Annatto;0;;;0;;;14;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;2029;2029;;22.03;17.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.11;35.24;0;;;;;;;;;4.4;;;30.84;;;;1.6525;0.661;;;;;;;;;;;;;;;;;;;;;0.441;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0023278410012;http://world-en.openfoodfacts.org/product/0023278410012/fresh-mozzarella-sonoma-creamery;usda-ndb-import;1489133534;2017-03-10T08:12:14Z;1587596575;2020-04-22T23:02:55Z;Fresh Mozzarella;;;;;Sonoma Creamery;sonoma-creamery;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic pasteurized whole milk, organic vinegar, salt, and vegetable rennet.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;11;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;0;;;;;;;;;0;;;17.86;;;;0.715;0.286;;0.0002142;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0023278410203;http://world-en.openfoodfacts.org/product/0023278410203/fresh-mozzarella-sonoma-creamery;usda-ndb-import;1489133534;2017-03-10T08:12:14Z;1587596575;2020-04-22T23:02:55Z;Fresh Mozzarella;;;;;Sonoma Creamery;sonoma-creamery;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic whole milk, organic vinegar, sea salt, and vegetable rennet.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;11;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;17.86;;;;0.715;0.286;;0.0002142;;;;;0;;;;;;;;;;;;;;0.536;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0023278410500;http://world-en.openfoodfacts.org/product/0023278410500/sonoma-creamery-ricotta-cheese-sonoma-creamery-llc;usda-ndb-import;1489078210;2017-03-09T16:50:10Z;1587589661;2020-04-22T21:07:41Z;Sonoma Creamery, Ricotta Cheese;;;;;Sonoma Creamery Llc;sonoma-creamery-llc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic pasteurized whey, organic pasteurized skim milk, and organic vinegar.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;4;c;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;598;598;;10.71;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.046;3.57;0;;;;;;;;;0;;;17.86;;;;0.3575;0.143;;0.0001071;;;;;0;;;;;;;;;;;;;;0.25;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0023278410555;http://world-en.openfoodfacts.org/product/0023278410555/sonoma-creamery-crumbled-feta-cheese-sonoma-creamery-llc;usda-ndb-import;1489078296;2017-03-09T16:51:36Z;1587589747;2020-04-22T21:09:07Z;Sonoma Creamery, Crumbled Feta Cheese;;;;;Sonoma Creamery Llc;sonoma-creamery-llc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized organic milk, salt, cheese cultures, enzymes, cellulose powder (added to prevent caking).;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;19;e;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Sonoma Creamery LLC;en:cheeses;Cheeses;;;;;;;;1494;1494;;25;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.079;3.57;0;;;;;;;;;0;;;25;;;;2.6775;1.071;;0.0004287;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
