0021130072866;http://world-en.openfoodfacts.org/product/0021130072866/pasteurized-orange-juice;org-database-usda;1587643680;2020-04-23T12:08:00Z;1587643680;2020-04-23T12:08:00Z;Pasteurized orange juice;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Orange juice, calcium lactate*, calcium citrate*, cholecalciferol (vitamin d3)*.;;;;;;8 OZA (240 ml);240;;1;;en:e327;E327 - Calcium lactate;0;;;0;;;13;e;1;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:plant-based-beverages;Plant-based beverages;;;;;;;;192;192;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10.83;8.75;;;;;;;;;0;;;0.42;;;;0;0;;0.0000501;;;;;0.025;;;;;;;;;;;;;;0.146;;0.00015;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021130072873;http://world-en.openfoodfacts.org/product/0021130072873/orange-juice-with-pulp-signature-select;usda-ndb-import;1489071953;2017-03-09T15:05:53Z;1562837770;2019-07-11T09:36:10Z;Orange Juice - With Pulp;;;;;Signature Select,  Safeway  Inc.;signature-select,safeway-inc;Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Orange juices;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:orange-juices;Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Orange juices;;;;;;;;;;;;;;;United States;en:united-states;United States;Orange juice, orange juice pulp.;;;;;;240 ml (8 fl oz);240;;0;;;;0;;;0;;;4;c;1;Beverages;Fruit juices;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:orange-juices;Orange juices;;;;;;;;192;192;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10.83;9.17;;;;;;;;;0;;;0.83;;;;0;0;;0;;;;;0.03;;;;;;;;;;;;0.188;;0.008;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0021130072880;http://world-en.openfoodfacts.org/product/0021130072880/100-premium-orange-juice-safeway-inc;usda-ndb-import;1489073183;2017-03-09T15:26:23Z;1587586104;2020-04-22T20:08:24Z;100% premium orange juice;;;;;Safeway  Inc.;safeway-inc;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;100% orange juice.;;;;;;12 OZA (354 ml);354;;0;;;;0;;;0;;;4;c;1;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:plant-based-beverages;Plant-based beverages;;;;;;;;201;201;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;11.02;9.32;;;;;;;;;0;;;0.85;;;;0;0;;0;;;;;0.0203;;;;;;;;;;;;;;0.006;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0021130072897;http://world-en.openfoodfacts.org/product/0021130072897/signature-select-100-valencia-pasteurized-orange-juice;usda-ndb-import;1489074083;2017-03-09T15:41:23Z;1587586703;2020-04-22T20:18:23Z;Signature select, 100% valencia pasteurized orange juice;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;100% valencia orange juice;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;14;e;;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:plant-based-beverages;Plant-based beverages;;;;;;;;192;192;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10.83;9.17;;;;;;;;;0;;;0.83;;;;0;0;;0;;;;;0.03;;;;;;;;;;;;0.188;;0.008;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130073009;http://world-en.openfoodfacts.org/product/0021130073009/sour-cream-lucerne-dairy-farms;usda-ndb-import;1489062749;2017-03-09T12:32:29Z;1587578224;2020-04-22T17:57:04Z;Sour Cream;;;;;Lucerne Dairy Farms;lucerne-dairy-farms;Dairies, Fermented foods, Fermented milk products, Creams, Sour creams;en:dairies,en:fermented-foods,en:creams,en:fermented-milk-products,en:fermented-creams,en:sour-creams;Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Sour creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized cream and fat free milk, modified corn starch, sodium phosphate, guar gum, carrageenan, locust bean gum, natural flavor.;;;;;;2 Tbsp (30 g);30;;3;;en:e407,en:e410,en:e412;E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;13;d;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:sour-creams;Sour creams;;;;;;;;837;837;;16.67;11.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.067;6.67;3.33;;;;;;;;;0;;;3.33;;;;0.3325;0.133;;0.0002001;;;;;0;;;;;;;;;;;;0.16;;0.12;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021130073047;http://world-en.openfoodfacts.org/product/0021130073047/sour-cream-lucerne;usda-ndb-import;1489062754;2017-03-09T12:32:34Z;1587578229;2020-04-22T17:57:09Z;Sour Cream;;;;;Lucerne;lucerne;Dairies, Fermented foods, Fermented milk products, Creams, Sour creams;en:dairies,en:fermented-foods,en:creams,en:fermented-milk-products,en:fermented-creams,en:sour-creams;Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Sour creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized fat free milk and cream, modified corn starch, sodium phosphate, guar gum, carrageenan, locust bean gum, natural flavors, vitamin a palmitate.;;;;;;2 Tbsp (30 g);30;;3;;en:e407,en:e410,en:e412;E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;5;c;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:sour-creams;Sour creams;;;;;;;;490;490;;6.67;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;10;6.67;;;;;;;;;0;;;3.33;;;;0.375;0.15;;0.0002001;;;;;0;;;;;;;;;;;;;;0.173;;0;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
0021130073054;http://world-en.openfoodfacts.org/product/0021130073054/sour-cream-lucerne-dairy-farms;usda-ndb-import;1489062762;2017-03-09T12:32:42Z;1587578232;2020-04-22T17:57:12Z;Sour cream;;;;;Lucerne Dairy Farms;lucerne-dairy-farms;Dairies, Creams;en:dairies,en:creams;Dairies,Creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized fat free milk and cream, modified corn starch, sodium phosphate, guar gum, carrageenan, locust bean gum, natural flavors, vitamin a palmitate.;;;;;;2 Tbsp (30 g);30;;3;;en:e407,en:e410,en:e412;E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;5;c;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:creams;Creams;;;;;;;;490;490;;6.67;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;10;6.67;;;;;;;;;0;;;3.33;;;;0.375;0.15;;0.0002001;;;;;0;;;;;;;;;;;;;;0.173;;0;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
0021130073108;http://world-en.openfoodfacts.org/product/0021130073108/sour-cream-lucerne-dairy-farms;usda-ndb-import;1489062747;2017-03-09T12:32:27Z;1587578223;2020-04-22T17:57:03Z;Sour Cream;;;;;Lucerne Dairy Farms;lucerne-dairy-farms;Dairies, Fermented foods, Fermented milk products, Creams, Sour creams;en:dairies,en:fermented-foods,en:creams,en:fermented-milk-products,en:fermented-creams,en:sour-creams;Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Sour creams;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized cream and fat free milk, modified corn starch, sodium phosphate, guar gum, carrageenan, locust bean gum, natural flavors.;;;;;;2 Tbsp (30 g);30;;3;;en:e407,en:e410,en:e412;E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum;0;;;0;;;13;d;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:sour-creams;Sour creams;;;;;;;;837;837;;16.67;11.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.067;6.67;3.33;;;;;;;;;0;;;3.33;;;;0.3325;0.133;;0.0002001;;;;;0;;;;;;;;;;;;;;0.107;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021130073115;http://world-en.openfoodfacts.org/product/0021130073115/lowfat-cottage-cheese-with-pineapple-lucerne;usda-ndb-import;1489062748;2017-03-09T12:32:28Z;1587578224;2020-04-22T17:57:04Z;Lowfat cottage cheese with pineapple;;;;;Lucerne;lucerne;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized grade a fat free milk, pasteurized milk and cream, pineapple base (pineapple, sugar, water, calcium citrate, modified corn starch, natural flavor, salt, citric acid), salt, tricalcium phosphate, cultured grade a dairy solids (grade a whey, citric acid, and lactic acid culture) and dry grade a whey, maltodextrin, guar gum, citric acid, potassium sorbate (preservative), carrageenan, locust bean gum, polysorbate 80, carbon dioxide (to help maintain freshness), vitamin a palmitate.;;;;;;0.5 cup (113 g);113;;9;;en:e202,en:e290,en:e330,en:e333,en:e341,en:e341iii,en:e407,en:e410,en:e412,en:e433;E202 - Potassium sorbate,E290 - Carbon dioxide,E330 - Citric acid,E333 - Calcium citrates,E341 - Calcium phosphates,E341iii - Tricalcium phosphate,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;2;b;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:cheeses;Cheeses;;;;;;;;406;406;;1.77;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.009;11.5;10.62;;;;;;;;;0;;;7.96;;;;0.7525;0.301;;0.0000531;;;;;0.0021;;;;;;;;;;;;;;0.382;;0;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0021130073153;http://world-en.openfoodfacts.org/product/0021130073153/lowfat-cottage-cheese-with-chives-lucerne;usda-ndb-import;1489078150;2017-03-09T16:49:10Z;1587589571;2020-04-22T21:06:11Z;Lowfat cottage cheese with chives;;;;;Lucerne,  Safeway  Inc.;lucerne,safeway-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized grade a fat free milk, pasteurized milk and cream, salt, tricalcium phosphate, cultured grade a dairy solids (grade a whey, citric acid, and lactic acid cultures), dry grade a whey, maltodextrin, guar gum, citric acid, potassium sorbate (preservative), carrageenan, locust bean gum, polysorbate 80, carbon dioxide (to help maintain freshness), freeze dried chives, vitamin a palmitate.;;;;;;0.5 cup (113 g);113;;7;;en:e202,en:e290,en:e330,en:e407,en:e410,en:e412,en:e433;E202 - Potassium sorbate,E290 - Carbon dioxide,E330 - Citric acid,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E433 - Polyoxyethylene sorbitan monooleate;0;;;1;;e433-monooleate-de-polyoxyethylene-de-sorbitane;0;b;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:cheeses;Cheeses;;;;;;;;335;335;;2.21;1.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.013;3.54;3.54;;;;;;;;;0;;;10.62;;;;0.93;0.372;;0.0000795;;;;;0.0011;;;;;;;;;;;;;;0.302;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
