0016000138681;http://world-en.openfoodfacts.org/product/0016000138681/gmills-tiny-toast-sweetened-cereal-strwbry;org-database-usda;1587648906;2020-04-23T13:35:06Z;1587648906;2020-04-23T13:35:06Z;Gmills tiny toast sweetened cereal strwbry;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain oats, whole grain corn, sugar, fructose, rice flour, palm oil, corn starch, dried strawberry puree, corn syrup, dextrose, canola oil, salt, baking soda, caramel color, natural flavor. vitamin e (mixed tocopherols) added to preserve freshness.vitamins and minerals: tricalcium phosphate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3.;;;;;;3/4 cup (28 g) (28 g);28;;1;;en:e150c;E150c - Ammonia caramel;0;;;0;;;16;d;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cereals-and-their-products;Cereals and their products;;;;;;;;1795;1795;;10.71;3.57;;;;;;;;;;;;;;;5.36;1.79;;;;;;;;;;;;;;;;;0;0;78.57;32.14;;;;;;;;;3.6;;;7.14;;;;1.0725;0.429;;0.0005358;;;;;0.0214;0.001;0.001518;;0.001786;;;0.00000536;;;;;0.196;;0.357;0.286;0.01607;0.057;0.01339;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0016000138704;http://world-en.openfoodfacts.org/product/0016000138704/chex-mix-bold-party-blend-snack-mix;org-database-usda;1587648812;2020-04-23T13:33:32Z;1587648813;2020-04-23T13:33:33Z;Chex Mix Bold Party Blend Snack Mix;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), whole wheat, degermed yellow corn meal, vegetable oil (soybean, canola, and/or rice bran), sugar. contains 2% or less of: monosodium glutamate, salt, rye flour, maltodextrin, yeast, garlic powder, corn syrup solids, whey powder, spices, distilled monoglycerides, sodium diacetate, baking soda, onion powder, dried romano cheese (made from cow's milk, cheese cultures, salt, enzymes), dried parmesan cheese (milk, cheese cultures, salt, enzymes), molasses powder, disodium inosinate, disodium guanylate, trisodium phosphate, disodium phosphate, yellow corn flour, calcium carbonate, natural flavor, caramel color, barley malt syrup. freshness preserved by bht.;en:gluten,en:milk,en:soybeans;;;;;1 pouch (49 g) (49 g);49;;8;;en:e150c,en:e262,en:e262ii,en:e321,en:e339,en:e339ii,en:e339iii,en:e621,en:e627,en:e631;E150c - Ammonia caramel,E262 - Sodium acetates,E262ii - Sodium diacetate,E321 - Butylated hydroxytoluene,E339 - Sodium phosphates,E339ii - Disodium phosphate,E339iii - Trisodium phosphate,E621 - Monosodium glutamate,E627 - Disodium guanylate,E631 - Disodium inosinate;0;;;0;;;11;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:snacks;Snacks;;;;;;;;1795;1795;;12.24;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;73.47;6.12;;;;;;;;;4.1;;;8.16;;;;1.8875;0.755;;0;;;;;0;;;;;;;;;;;;;;0;;0.00147;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0016000138803;http://world-en.openfoodfacts.org/product/0016000138803/chex-mix-cheddar-snack-mix;org-database-usda;1587658099;2020-04-23T16:08:19Z;1587658099;2020-04-23T16:08:19Z;Chex Mix Cheddar Snack Mix;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), degermed yellow corn meal, whole wheat, vegetable oil (soybean, canola, sunflower and/or rice bran), sugar, whey powder, corn syrup solids. contains 2% or less of: salt, high fructose corn syrup, yeast, sour cream (cream, nonfat milk, cultures), natural and artificial flavor, baking soda, barley malt syrup, butter concentrate (cream, salt, natural flavor), annatto, whey, distilled monoglycerides, onion powder, dried cheddar cheese (milk, cheese cultures, salt, enzymes), trisodium phosphate, yellow corn flour, calcium carbonate, sodium acid pyrophosphate, yellow 5, maltodextrin, yellow 6, cheddar cheese powder (milk, salt, cheese cultures, enzymes, disodium phosphate), sour cream solids (sour cream [cream, cultures, lactic acid], cultured nonfat dry milk solids, citric acid), monocalcium phosphate, autolyzed yeast extract, yellow 5 lake, disodium phosphate, yellow 6 lake, lactic acid, citric acid, spice. freshness preserved by sodium metabisulfite and bht.;en:gluten,en:milk,en:soybeans;;;;;1 pouch (49 g) (49 g);49;;10;;en:e102,en:e110,en:e160b,en:e270,en:e321,en:e330,en:e339,en:e339ii,en:e339iii,en:e341,en:e341i,en:e450;E102 - Tartrazine,E110 - Sunset yellow FCF,E160b - Annatto,E270 - Lactic acid,E321 - Butylated hydroxytoluene,E330 - Citric acid,E339 - Sodium phosphates,E339ii - Disodium phosphate,E339iii - Trisodium phosphate,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E450 - Diphosphates;0;;;0;;;12;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:snacks;Snacks;;;;;;;;1795;1795;;12.24;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;73.47;10.2;;;;;;;;;4.1;;;6.12;;;;1.99;0.796;;0;;;;;0;;;;;;;;;;;;;;0;;0.00073;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0016000138995;http://world-en.openfoodfacts.org/product/0016000138995/lucky-charms-cereal-cups-x-6;kiliweb;1539704149;2018-10-16T15:35:49Z;1540491010;2018-10-25T18:10:10Z;Lucky Charms Cereal Cups X 6;;;;;;;;;;;;;;Contient des OGMs;en:contains-gmos;Contains GMOs;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;https://static.openfoodfacts.org/images/products/001/600/013/8995/ingredients_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/8995/ingredients_fr.4.200.jpg;;;;1569;1569;;4.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.2;35.4;;;;;;;;;;;;4.2;;;;1.6;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0016000139008;http://world-en.openfoodfacts.org/product/0016000139008/betty-crocker-walnut-chocolate-chip-cookie-mix;veganeamos;1573352645;2019-11-10T02:24:05Z;1587661796;2020-04-23T17:09:56Z;Betty Crocker Walnut Chocolate Chip Cookie Mix;;;;;Betty Crocker;betty-crocker;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;united-states;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), brown sugar, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, natural flavor), walnut pieces, sugar, corn syrup, palm oil, leavening (baking soda, sodium aluminum phosphate), salt. freshness preserved by bht.;;;;;;3 tbsp mix (28 g)makes 2 cookies (28 g);28;;3;;en:e321,en:e322,en:e322i,en:e541;E321 - Butylated hydroxytoluene,E322 - Lecithins,E322i - Lecithin,E541 - Sodium aluminium phosphate;0;;;0;;;20;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;https://static.openfoodfacts.org/images/products/001/600/013/9008/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9008/front_en.3.200.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9008/ingredients_en.5.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9008/ingredients_en.5.200.jpg;;;;1795;1795;;12.5;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;71.43;42.86;;;;;;;;;3.6;;;3.57;;;;0.9825;0.393;;;;;;;;;;;;;;;;;;;0;;0;;0.00357;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0016000139565;http://world-en.openfoodfacts.org/product/0016000139565/gmills-chrs-oat-crnch-sweetened-mltgrn-whl-grn-oat-cereal-cinn-family-sz-general-mills;openfoodfacts-contributors;1561299112;2019-06-23T14:11:52Z;1587661802;2020-04-23T17:10:02Z;Gmills chrs oat crnch sweetened mltgrn whl grn oat cereal cinn family sz;;26 oz;Box;box;General Mills;general-mills;Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals;Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals;;;Minneapolis, MN;minneapolis,mn;;;;;;;;;United States;Walmart;en:United States;en:united-states;United States;Whole grain oats, sugar, whole grain corn, modified corn starch, canola oil, corn starch, honey, corn bran, whole grain rice, whole grain millet, whole grain sorghum, salt, cinnamon, tripotassium phosphate, baking soda, color (caramel color and annatto extract), vitamin e (mixed tocopherols) added to preserve freshness.vitamins and minerals: calcium carbonate, zinc and iron (mineral nutrients), a b vitamin (niacinamide), a b vitamin (calcium pantothenate), vitamin c (sodium ascorbate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), a b vitamin (folic acid), vitamin a (palmitate), vitamin b12, vitamin d3.;;;;;;1 cup (51 g) (51 g);51;;3;;en:e150c,en:e160b,en:e340,en:e340iii;E150c - Ammonia caramel,E160b - Annatto,E340 - Potassium phosphates,E340iii - Tripotassium phosphate;0;;;0;;;9;c;4;Cereals and potatoes;Breakfast cereals;en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;GENERAL MILLS SALES INC.;en:breakfast-cereals;Breakfast cereals;https://static.openfoodfacts.org/images/products/001/600/013/9565/front_en.4.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9565/front_en.4.200.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9565/ingredients_en.7.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9565/ingredients_en.7.200.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9565/nutrition_en.10.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9565/nutrition_en.10.200.jpg;;1640;1640;;8.82;0.98;;;;;;;;;;;;;;;4.9;1.96;;;;;;;;;;;;;;;;;0;0;78.43;27.45;;;;;;;;;7.8;;;5.88;;;;1.0775;0.431;;0.0002352;;;;;0.0071;0.002;0.002667;;0.003137;;;0.00000941;;0.013725;;;0.275;;0.157;0.196;0.02824;0.047;0.02353;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0016000139626;http://world-en.openfoodfacts.org/product/0016000139626/cheerios-cinnamon-oat-crunch-cereal-general-mills;openfoodfacts-contributors;1539366893;2018-10-12T17:54:53Z;1587660393;2020-04-23T16:46:33Z;Cheerios Cinnamon Oat Crunch Cereal;;15.2 oz;;;General Mills;general-mills;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain oats, sugar, whole grain corn, modified corn starch, canola oil, corn starch, honey, corn bran, whole grain rice, whole grain millet, whole grain sorghum, salt, cinnamon, tripotassium phosphate, baking soda, color (caramel color and annatto extract), vitamin e (mixed tocopherols) added to preserve freshness.vitamins and minerals: calcium carbonate, zinc and iron (mineral nutrients), a b vitamin (niacinamide), a b vitamin (calcium pantothenate), vitamin c (sodium ascorbate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), a b vitamin (folic acid), vitamin a (palmitate), vitamin b12, vitamin d3.;;;;;;1 cup (51 g) (51 g);51;;3;;en:e150c,en:e160b,en:e340,en:e340iii;E150c - Ammonia caramel,E160b - Annatto,E340 - Potassium phosphates,E340iii - Tripotassium phosphate;0;;;0;;;9;c;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:cereals-and-their-products;Cereals and their products;https://static.openfoodfacts.org/images/products/001/600/013/9626/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9626/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/001/600/013/9626/nutrition_en.10.400.jpg;https://static.openfoodfacts.org/images/products/001/600/013/9626/nutrition_en.10.200.jpg;;1640;1640;;8.82;0.98;;;;;;;;;;;;;;;4.9;1.96;;;;;;;;;;;;;;;;;0;0;78.43;27.45;;;;;;;;;7.8;;;5.88;;;;1.0775;0.431;;0.0002352;;;;;0.0071;0.002;0.002667;;0.003137;;;0.00000941;;0.013725;;;0.275;;0.157;0.196;0.02824;0.047;0.02353;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0016000139640;http://world-en.openfoodfacts.org/product/0016000139640/nature-valley-peanut-butter-chocolate-granola-bites-value-pack;org-database-usda;1587660397;2020-04-23T16:46:37Z;1587660397;2020-04-23T16:46:37Z;Nature Valley Peanut Butter Chocolate Granola Bites Value Pack;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain oats, sugar, peanut butter (peanuts), palm and palm kernel oil, nonfat dry milk, cocoa, natural flavor, salt.;en:peanuts;;;;;4 bites (30 g) (30 g);30;;0;;;;0;;;0;;;21;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cereals-and-their-products;Cereals and their products;;;;;;;;2230;2230;;30;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;53.33;30;;;;;;;;;6.7;;;10;;;;0.9175;0.367;;;;;;;;;;;;;;;;;;;0;;0;;0.00267;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
0016000139664;http://world-en.openfoodfacts.org/product/0016000139664/nature-valley-almond-butter-toasted-coconut-chocolate-granola-bites-value-pack;org-database-usda;1587660397;2020-04-23T16:46:37Z;1587660397;2020-04-23T16:46:37Z;Nature Valley Almond Butter Toasted Coconut Chocolate Granola Bites Value Pack;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain oats, sugar, palm and palm kernel oil, almond butter (almonds), nonfat dry milk, toasted coconut, cocoa, molasses, salt, natural flavor, honey, baking soda.;en:nuts;;;;;4 Bites (30 g) (30 g);30;;0;;;;0;;;0;;;21;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cereals-and-their-products;Cereals and their products;;;;;;;;2230;2230;;30;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;53.33;33.33;;;;;;;;;6.7;;;10;;;;0.75;0.3;;0;;;;;0;;;;;;;;;;;;;;0.067;;0.0024;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
0016000139671;http://world-en.openfoodfacts.org/product/0016000139671/nature-valley-almond-butter-chocolate-granola-bites-value-pack;org-database-usda;1587660399;2020-04-23T16:46:39Z;1587660399;2020-04-23T16:46:39Z;Nature Valley Almond Butter Chocolate Granola Bites Value Pack;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain oats, sugar, palm and palm kernel oil, almond butter (almonds), nonfat dry milk, cocoa, molasses, natural flavor, salt, baking soda.;en:nuts;;;;;4 bites (30 g) (30 g);30;;0;;;;0;;;0;;;21;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cereals-and-their-products;Cereals and their products;;;;;;;;2230;2230;;30;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;53.33;30;;;;;;;;;6.7;;;10;;;;0.9575;0.383;;;;;;;;;;;;;;;;;;;0.367;;0.1;;0.003;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
