0024142007604;http://world-en.openfoodfacts.org/product/0024142007604/peanut-butter-kisses;org-database-usda;1587674836;2020-04-23T20:47:16Z;1587674836;2020-04-23T20:47:16Z;Peanut butter kisses;;;;;;;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, milk, peanuts, buttermilk, arabic gum, whey, salt, glyceryl monostearate, bicarbonate of soda, glycerin, natural flavors, soy lecithin (an emulsifier), tocopherols.;en:milk,en:peanuts;;;;;6 PIECES (30 g);30;;5;;en:e306,en:e322,en:e322i,en:e422,en:e471,en:e500,en:e500ii;E306 - Tocopherol-rich extract,E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;24;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SWEETSOUL;en:confectioneries;Confectioneries;;;;;;;;1812;1812;;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;80;60;;;;;;;;;0;;;3.33;;;;1.1675;0.467;;;;;;;;;;;;;;;;;;;0;;0.097;;0.00167;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0024149000318;http://world-en.openfoodfacts.org/product/0024149000318/natural-soybean-sprouts-natural-foods;usda-ndb-import;1489134136;2017-03-10T08:22:16Z;1587597120;2020-04-22T23:12:00Z;Natural Soybean Sprouts;;;;;Natural Foods;natural-foods;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Soybean & water;;;;;;1 cup (85 g);85;;0;;;;0;;;0;;;-5;a;1;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Fuji Natural Foods, Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;494;494;;7.06;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9.41;2.35;;;;;;;;;2.4;;;12.94;;;;0.03;0.012;;0;;;;;0.0141;;;;;;;;;;;;;;0.071;;0.00212;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
0024164001123;http://world-en.openfoodfacts.org/product/0024164001123/cassava-bread-tropisol;usda-ndb-import;1489068874;2017-03-09T14:14:34Z;1587582292;2020-04-22T19:04:52Z;Cassava Bread;;;;;Tropisol;tropisol;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads;;;;;;;;;;;;;;;United States;en:united-states;United States;Yuca;;;;;;50 g (50 g);50;;0;;;;0;;;0;;;2;b;;Cereals and potatoes;Bread;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Continental Food and Beverage Inc.;en:breads;Breads;;;;;;;;1523;1523;;0;0;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;0;0.09;0;;;;;;;;;2.5;;;0;;;;0.045;0.018;;0;;;;;0;;;;;;;;;;;;;;0.02;;0.00072;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0024182000245;http://world-en.openfoodfacts.org/product/0024182000245/eden-hot-pepper-sesame-oil;usda-ndb-import;1489053190;2017-03-09T09:53:10Z;1587572562;2020-04-22T16:22:42Z;Eden, hot pepper sesame oil;;;;;Eden;eden;Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils;Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils;;;;;;;;;;;;;;;United States;en:united-states;United States;Toasted sesame oil, red hot chili pepper.;;;;;;1 Tbsp (14 g);14;;0;;;;0;;;0;;;11;d;2;Fat and sauces;Fats;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:vegetable-oils;Vegetable oils;;;;;;;;3586;3586;;100;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0024182000252;http://world-en.openfoodfacts.org/product/0024182000252/eden-organic-sesame-oil;kiliweb;1578018255;2020-01-03T02:24:15Z;1578018256;2020-01-03T02:24:16Z;Eden organic sesame oil;;;;;;;;;;;;;;;;;;;;;;;;en:france;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;;;https://static.openfoodfacts.org/images/products/002/418/200/0252/nutrition_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/002/418/200/0252/nutrition_fr.3.200.jpg;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0024182000283;http://world-en.openfoodfacts.org/product/0024182000283/toasted-sesame-oil-eden-foods-inc;usda-ndb-import;1489143133;2017-03-10T10:52:13Z;1587635230;2020-04-23T09:47:10Z;Toasted Sesame Oil;;;;;Eden Foods  Inc.;eden-foods-inc;Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils;Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils;;;;;;;;;;;;;;;United States;en:united-states;United States;Toasted sesame oil;;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;10;c;2;Fat and sauces;Fats;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:vegetable-oils;Vegetable oils;;;;;;;;3347;3347;;93.33;13.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;
0024182000443;http://world-en.openfoodfacts.org/product/0024182000443/organic-tamari-soy-sauce;org-database-usda;1587659431;2020-04-23T16:30:31Z;1587659431;2020-04-23T16:30:31Z;Organic tamari soy sauce;;;;;;;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Whole organic soybeans, water, sea salt, alcohol to preserve freshness, organic soybean flour, koji aspergillus oryzae;;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;;;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:sauces;Sauces;;;;;;;;556;556;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;0;;;;;;;;;;;;13.33;;;;15;6;;;;;;;;;;;;;;;;;;;;;;;0.0024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0024182000481;http://world-en.openfoodfacts.org/product/0024182000481/eden-mirin-rice-cooking-wine;usda-ndb-import;1489061969;2017-03-09T12:19:29Z;1587577774;2020-04-22T17:49:34Z;Eden, mirin rice cooking wine;;;;;Eden;eden;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, rice, sea salt, koji (aspergillus oryzae);;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;16;d;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:sauces;Sauces;;;;;;;;699;699;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;46.67;26.67;;;;;;;;;0;;;0;;;;2.1675;0.867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0024182000498;http://world-en.openfoodfacts.org/product/0024182000498/ponzu-sauce-eden-foods-inc;usda-ndb-import;1489143131;2017-03-10T10:52:11Z;1587635228;2020-04-23T09:47:08Z;Ponzu Sauce;;;;;Eden Foods  Inc.;eden-foods-inc;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Shoyu (water, soybeans, wheat, sea salt), rice vinegar, mirin (water, rice, koji, sea salt), barley malt, yuzu and sudachi citrus juices.;;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;;;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:sauces;Sauces;;;;;;;;138;138;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.67;0;;;;;;;;;;;;0;;;;5.6675;2.267;;;;;;;;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0024182000597;http://world-en.openfoodfacts.org/product/0024182000597/eden-red-wine-vinegar;usda-ndb-import;1489072612;2017-03-09T15:16:52Z;1587585680;2020-04-22T20:01:20Z;Eden, red wine vinegar;;;;;Eden,  Eden Foods  Inc.;eden,eden-foods-inc;Vinegars, Wine vinegars, Red wine vinegars, Groceries, Sauces;en:groceries,en:sauces,en:vinegars,en:wine-vinegars,en:red-wine-vinegars;Groceries,Sauces,Vinegars,Wine vinegars,Red wine vinegars;;;;;;;;;;;;;;;United States;en:united-states;United States;Red wine, water diluted to 5% acidity.;;;;;;1 Tbsp (15 ml);15;;0;;;;0;;;0;;;;;2;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Eden Foods, Inc.;en:red-wine-vinegars;Red wine vinegars;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
