0025000048043;http://world-en.openfoodfacts.org/product/0025000048043/premium-100-orange-juice;org-database-usda;1587648053;2020-04-23T13:20:53Z;1587648053;2020-04-23T13:20:53Z;Premium 100% orange juice;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, premium concentrated orange juice, less than 2% of: plant sterols, vitamin e (alpha-tocopheryl acetate), vitamin b6 (pyridoxine hydrochloride), vitamin b12, beta carotene (for color).;;;;;;8 OZA (240 ml);240;;0;;;;0;;;1;;e160a-beta-carotene;;;1;Beverages;Unsweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:plant-based-beverages;Plant-based beverages;;;;;;;;192;192;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.25;10;;;;;;;;;;;;0.83;;;;0.02;0.008;;;;;;;0.03;0;;0.000167;0.000167;;;0.0000005;;;;;0.188;;0.008;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048081;http://world-en.openfoodfacts.org/product/0025000048081/bright-early-drink-orange-orange;org-database-usda;1587647905;2020-04-23T13:18:25Z;1587647906;2020-04-23T13:18:26Z;Bright & early, drink, orange, orange;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, high fructose corn syrup, less than 2% of: citric acid (provides tartness, potassium citrate (regulates tartness), modified cornstarch, partially hydrogenated soybean oil, vitamin c (ascorbic acid), natural and artificial flavors, yellow #6, yellow #5, sucralsoe.;;;;;;8 OZA (240 ml);240;;3;;en:e102,en:e110,en:e330;E102 - Tartrazine,E110 - Sunset yellow FCF,E330 - Citric acid;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;159;159;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9.17;;;;;;;;;;;;0;;;;0.02;0.008;;;;;;;0.025;;;;;;;;;;;;0.162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048111;http://world-en.openfoodfacts.org/product/0025000048111/minute-maid-fruit-drink-watermelon;org-database-usda;1587648325;2020-04-23T13:25:25Z;1587648325;2020-04-23T13:25:25Z;Minute maid, fruit drink, watermelon;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, high fructose corn syrup, watermelon, grape, pear and apple juices from concentrate, less than 1% of: natural flavors, citric acid (provides tartness), sucralose.;;;;;;8 OZA (240 ml);240;;2;;en:e330,en:e955;E330 - Citric acid,E955 - Sucralose;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:plant-based-beverages;Plant-based beverages;;;;;;;;176;176;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.25;10.83;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048210;http://world-en.openfoodfacts.org/product/0025000048210/minute-maid-light-lemonade-lemonade;org-database-usda;1587648325;2020-04-23T13:25:25Z;1587648325;2020-04-23T13:25:25Z;Minute maid, light lemonade, lemonade;;;;;;;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, lemon juice from concentrate, less than 2% of: vitamin c (ascorbic acid), natural flavors, citric acid (provides tartness), potassium citrate, glycerol ester of rosin, modified cornstarch, high fructose corn syrup, aspartame, acesulfame potassium.;;;;;;8 OZA (240 ml);240;;3;;en:e330,en:e950,en:e951;E330 - Citric acid,E950 - Acesulfame k,E951 - Aspartame;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:sodas;Sodas;;;;;;;;25;25;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;0.83;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048241;http://world-en.openfoodfacts.org/product/0025000048241/light-pink-lemonade;org-database-usda;1587648395;2020-04-23T13:26:35Z;1587648395;2020-04-23T13:26:35Z;Light pink lemonade;;;;;;;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, lemon juice from concentrate, less than 2% of: vitamin c (ascorbic acid), natural flavors, citric acid (provides tartness), potassium citrate, glycerol ester of rosin, modified cornstarch, high fructose corn syrup, aspartame, acesulfame potassium, grape juice from concentrate (for color).;;;;;;8 OZA (240 ml);240;;3;;en:e330,en:e950,en:e951;E330 - Citric acid,E950 - Acesulfame k,E951 - Aspartame;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:sodas;Sodas;;;;;;;;25;25;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;1.25;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048272;http://world-en.openfoodfacts.org/product/0025000048272/minute-maid-light-mango-passion-fruit-drink;org-database-usda;1587648326;2020-04-23T13:25:26Z;1587648326;2020-04-23T13:25:26Z;Minute maid, light mango passion fruit drink;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, mango puree from concentrate, passionfruit and apple juices from concentrate, less than 1% of: natural flavors, vitamin c (ascorbic acid), citric acid (provides tartness), potassium citrate (regulates tartness), high fructose corn syrup, aspartame, acesulfame potassium, beta carotene (for color).;;;;;;8 OZA (240 ml);240;;3;;en:e330,en:e950,en:e951;E330 - Citric acid,E950 - Acesulfame k,E951 - Aspartame;0;;;1;;e160a-beta-carotene;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:plant-based-beverages;Plant-based beverages;;;;;;;;25;25;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.25;0.83;;;;;;;;;;;;0;;;;0.02;0.008;;;;;;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048302;http://world-en.openfoodfacts.org/product/0025000048302/beverage-mango;org-database-usda;1587648202;2020-04-23T13:23:22Z;1587648202;2020-04-23T13:23:22Z;Beverage, mango;;;;;;;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, sugar, lemon juice, mango puree, natural flavors.;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:sodas;Sodas;;;;;;;;192;192;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.67;10.83;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000048937;http://world-en.openfoodfacts.org/product/0025000048937/simply-lemonade-with-blueberry;org-database-usda;1587648325;2020-04-23T13:25:25Z;1587648325;2020-04-23T13:25:25Z;Simply lemonade with blueberry;;;;;;;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, sugar, lemon juice, blueberry puree, natural flavors.;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:sodas;Sodas;;;;;;;;192;192;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.67;10.83;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0025000049484;http://world-en.openfoodfacts.org/product/0025000049484/apple-and-peach-juices-peach-punch;kiliweb;1579328418;2020-01-18T06:20:18Z;1587648325;2020-04-23T13:25:25Z;Apple and peach juices, peach punch;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;en:france, United States;en:france,en:united-states;France,United States;Contains pure filtered water, high fructose corn syrup, apple and peach juices from concentrate, less than 0.5% of: natural flavors, citric acid (provides tartness), vegetable and fruit juices (for color).;;;;;;8 OZA (240 ml);240;;1;;en:e330;E330 - Citric acid;0;;;0;;;16;e;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;The Minute Maid Company;en:plant-based-beverages;Plant-based beverages;;;;;;;;209;209;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.92;12.5;;;;;;;;;;;;0;;;;0.015;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0025000050718;http://world-en.openfoodfacts.org/product/0025000050718/minute-maid-light-peach-fruit-drink-with-tea;org-database-usda;1587662443;2020-04-23T17:20:43Z;1587662443;2020-04-23T17:20:43Z;Minute maid, light peach fruit drink with tea;;;;;;;Plant-based foods and beverages, Beverages, Plant-based beverages;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages;Plant-based foods and beverages,Beverages,Plant-based beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Contains pure filtered water, peach juice and peach puree from concentrate, less than 1% of: natural flavors, tea powder, vitamin c (ascorbic acid), citric acid (provides tartness), high fructose corn syrup, aspartame, acesulfame potassium, vegetable and fruit juices (for color).;;;;;;8 OZA (240 ml);240;;3;;en:e330,en:e950,en:e951;E330 - Citric acid,E950 - Acesulfame k,E951 - Aspartame;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Minute Maid Company;en:plant-based-beverages;Plant-based beverages;;;;;;;;25;25;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.25;0.83;;;;;;;;;;;;0;;;;0.02;0.008;;;;;;;0.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
