0026875999935;http://world-en.openfoodfacts.org/product/0026875999935/fully-cooked-roasted-garlic-smoked-sausage-meats;org-database-usda;1587676210;2020-04-23T21:10:10Z;1587676210;2020-04-23T21:10:10Z;Fully cooked roasted garlic smoked sausage meats;;;;;;;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork, beef, water, sea salt, natural flavor, roasted garlic, and organic evaporated cane syrup. encased in natural pork casing.;;;;;;1 LINK (92 g);92;;0;;;;0;;;0;;;17;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kiolbassa Provision Company;en:sausages;Sausages;;;;;;;;1138;1138;;21.74;7.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.06;1.09;0;;;;;;;;;0;;;17.39;;;;1.7675;0.707;;0;;;;;0;;;;;;;;;;;;;;0.022;;0.00078;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
00268783;http://world-en.openfoodfacts.org/product/00268783/super-boost-soup;kiliweb;1580909750;2020-02-05T13:35:50Z;1580909752;2020-02-05T13:35:52Z;Super boost soup;;;;;;;;;;;;;;;;;;;;;;;;en:gb;en:united-kingdom;United Kingdom;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00268783/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/00268783/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/00268783/nutrition_en.5.400.jpg;https://static.openfoodfacts.org/images/products/00268783/nutrition_en.5.200.jpg;;142;142;;1.3;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;1.7;;;;;;;;;;;;2.1;;;;0.38;0.152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0026883222216;http://world-en.openfoodfacts.org/product/0026883222216/rayge-candy-co-unsalted-cashew-nuts-rayge-candy-co-inc;usda-ndb-import;1489072013;2017-03-09T15:06:53Z;1587585263;2020-04-22T19:54:23Z;Rayge Candy Co., Unsalted Cashew Nuts;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews roasted in canola oil and/or cottonseed oil.;;;;;;1 ONZ (30 g);30;;0;;;;0;;;0;;;11;d;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:snacks;Snacks;;;;;;;;2372;2372;;40;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;33.33;6.67;;;;;;;;;3.3;;;13.33;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0026883223022;http://world-en.openfoodfacts.org/product/0026883223022/mini-licorice-allsorts;org-database-usda;1587675786;2020-04-23T21:03:06Z;1587675786;2020-04-23T21:03:06Z;Mini licorice allsorts;;;;;;;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, cane molasses, glucose syrup (contains wheat sulphites), wheat flour, desiccated coconut cornflour, palm kernel oil, gelatine, natural colors (caramel beetroot red curcumin, paprika), humectant (glycerol), spirulina concentrate, cocoa powder, flavorings (aniseed, lemon, raspberry, vanilla orange), liquorice extract, glazing agent (beeswax), fruit & vegetable concentrates (blackcurrant, carrot, radish, spinach, nettle).;en:gluten;;;;;16 PIECES (40 g);40;;4;;en:e100,en:e422,en:e428,en:e901;E100 - Curcumin,E422 - Glycerol,E428 - Gelatine,E901 - White and yellow beeswax;0;;;0;;;18;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1464;1464;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;75;62.5;;;;;;;;;0;;;2.5;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0026883233038;http://world-en.openfoodfacts.org/product/0026883233038/rayge-candy-nuts-bit-o-honey-rayge-candy-co-inc;usda-ndb-import;1489074486;2017-03-09T15:48:06Z;1587586951;2020-04-22T20:22:31Z;Rayge Candy & Nuts, Bit-O-Honey;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, nonfat milk, hydrogenated coconut oil, almonds, and less than 2% of honey, salt, egg whites, canola and/or safflower and/or palm oil, modified soy protein, natural flavor, tbhq and citric acid (to preserve freshness).;;;;;;6 PIECES (40 g);40;;2;;en:e319,en:e330;E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid;0;;;0;;;21;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1674;1674;;7.5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;47.5;;;;;;;;;0;;;2.5;;;;0.75;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
0026883261413;http://world-en.openfoodfacts.org/product/0026883261413/rayge-candy-gummies-rayge-candy-co-inc;usda-ndb-import;1489072012;2017-03-09T15:06:52Z;1587585262;2020-04-22T19:54:22Z;Rayge Candy, Gummies;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, cornstarch, modified cornstarch, artificial flavors, artificial colors including (red 40).;;;;;;3 PIECES (40 g);40;;1;;en:e129;E129 - Allura red ac;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1464;1464;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;85;72.5;;;;;;;;;0;;;0;;;;0.095;0.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0026883261420;http://world-en.openfoodfacts.org/product/0026883261420/candy-rayge-candy-co-inc;usda-ndb-import;1489073216;2017-03-09T15:26:56Z;1587586128;2020-04-22T20:08:48Z;Candy;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, corn starch, modified corn starch, natural flavor, fd&c yellow 6.;;;;;;3 PIECES (40 g);40;;1;;en:e110;E110 - Sunset yellow FCF;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1464;1464;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;85;72.5;;;;;;;;;0;;;0;;;;0.095;0.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0026883261437;http://world-en.openfoodfacts.org/product/0026883261437/rayge-spearmint-leaves-rayge-candy-co-inc;usda-ndb-import;1489075911;2017-03-09T16:11:51Z;1587587960;2020-04-22T20:39:20Z;Rayge, Spearmint Leaves;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, cornstarch, modified cornstarch, natural spearmint oil, artificial colors including (yellow 5, blue 1).;;;;;;3 PIECES (40 g);40;;2;;en:e102,en:e133;E102 - Tartrazine,E133 - Brilliant blue FCF;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1464;1464;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;85;70;;;;;;;;;0;;;0;;;;0.095;0.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0026883261451;http://world-en.openfoodfacts.org/product/0026883261451/rayge-candy-assorted-gum-drops-rayge-candy-co-inc;usda-ndb-import;1489074102;2017-03-09T15:41:42Z;1587586715;2020-04-22T20:18:35Z;Rayge Candy, Assorted Gum Drops;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, cornstarch, modified cornstarch, natural and artificial flavors, artificial colors including (red 40, yellow 6, yellow 5, blue 1).;;;;;;3 PIECES (40 g);40;;4;;en:e102,en:e110,en:e129,en:e133;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1360;1360;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;82.5;70;;;;;;;;;0;;;0;;;;0.095;0.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0026883261468;http://world-en.openfoodfacts.org/product/0026883261468/rayge-candy-co-spice-drops-candy-rayge-candy-co-inc;usda-ndb-import;1489073216;2017-03-09T15:26:56Z;1587586128;2020-04-22T20:08:48Z;Rayge Candy Co, Spice Drops Candy, `;;;;;Rayge Candy Co. Inc.;rayge-candy-co-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, cornstarch, modified cornstarch, natural and artificial flavors, artificial colors including (yellow 6, yellow 5, red 40, blue 1, red 3).;;;;;;10 PIECES (42 g);42;;4;;en:e102,en:e110,en:e129,en:e133;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Rayge Candy Co. Inc.;en:confectioneries;Confectioneries;;;;;;;;1393;1393;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;83.33;71.43;;;;;;;;;0;;;0;;;;0.09;0.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
