0011110965639;http://world-en.openfoodfacts.org/product/0011110965639/beef-skirt-steak-kroger;usda-ndb-import;1489135838;2017-03-10T08:50:38Z;1587627738;2020-04-23T07:42:18Z;Beef Skirt Steak;;;;;Kroger;kroger;Meats;en:meats;Meats;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Beef skirt steak, water, contains 2% or less of: natural flavor, salt, spice, sugar, hydrolyzed corn protein, spice extractive, citric acid, sodium lactate, sodium phosphate, soybean oil, maltodextrin, yeast extract.;;;;;;4 ONZ (114 g);114;;2;;en:e325,en:e330;E325 - Sodium lactate,E330 - Citric acid;0;;;0;;;4;c;3;Fish Meat Eggs;Meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:meats;Meats;;;;;;;;623;623;;7.02;2.63;;;;;;;;;;;;;;;3.51;0;;;;;;;;;;;;;;;;;0;0.048;1.75;0;;;;;;;;;0;;;18.42;;;;1.49;0.596;;0;;;;;0;;;;;;;;;;;;;;0.018;;0.00237;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0011110965646;http://world-en.openfoodfacts.org/product/0011110965646/cocktail-shrimp-with-sauce-kroger;usda-ndb-import;1489069683;2017-03-09T14:28:03Z;1550522184;2019-02-18T20:36:24Z;Cocktail Shrimp With Sauce;;;;;Kroger;kroger;;;;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Cooked shrimp, salt, cocktail sauce: tomato paste, water, sugar, prepared horseradish (horseradish, water, vinegar, salt, soy bean oil, artificial mustard flavor), vinegar, salt, granulated onion and garlic, potassium sorbate (preservative), sodium benzoate (preservative), xanthan gum, horseradish flavor, pectinase, red 40.;;;;;;85 g (3 oz);85;;4;;en:e129,en:e202,en:e211,en:e415;E129 - Allura red ac,E202 - Potassium sorbate,E211 - Sodium benzoate,E415 - Xanthan gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;540;540;;1.18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.194;9.41;4.71;;;;;;;;;0;;;21.18;;;;1.73228;0.692912;;0.0000705;;;;;0.0028;;;;;;;;;;;;;;0.047;;0.00318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110965660;http://world-en.openfoodfacts.org/product/0011110965660/chicken-thigh-meat-for-fajitas-kroger;usda-ndb-import;1489135839;2017-03-10T08:50:39Z;1587627739;2020-04-23T07:42:19Z;Chicken Thigh Meat For Fajitas;;;;;Kroger;kroger;Meats, Poultries;en:meats,en:poultries;Meats,Poultries;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Boneless skinless chicken thigh, water, contains 2% or less of: natural flavor, spice, salt, yeast extract, citric acid, sodium lactate and sodium phosphate.;;;;;;4 ONZ (114 g);114;;2;;en:e325,en:e330;E325 - Sodium lactate,E330 - Citric acid;0;;;0;;;2;b;3;Fish Meat Eggs;Meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:poultries;Poultries;;;;;;;;439;439;;3.51;0.88;;;;;;;;;;;;;;;0.88;0.88;;;;;;;;;;;;;;;;;0;0.07;1.75;0;;;;;;;;;0;;;17.54;;;;1.4475;0.579;;0.0000264;;;;;0;;;;;;;;;;;;;;0.018;;0.00126;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0011110965769;http://world-en.openfoodfacts.org/product/0011110965769/pork-steak-for-fajitas-seasoned-the-kroger-co;usda-ndb-import;1489093832;2017-03-09T21:10:32Z;1587593276;2020-04-22T22:07:56Z;Pork Steak For Fajitas Seasoned;;;;;The Kroger Co.;the-kroger-co;Meats;en:meats;Meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Boneless pork, water and contains 2% or less of: natural flavor, spice, salt, yeast extract, citric acid, sodium lactate and sodium phosphate.;;;;;;4 ONZ (112 g);112;;2;;en:e325,en:e330;E325 - Sodium lactate,E330 - Citric acid;0;;;0;;;3;c;3;Fish Meat Eggs;Meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:meats;Meats;;;;;;;;523;523;;5.36;1.79;;;;;;;;;;;;;;;2.23;0.45;;;;;;;;;;;;;;;;;0;0.054;1.79;0;;;;;;;;;0;;;16.96;;;;1.495;0.598;;0.0000267;;;;;0;;;;;;;;;;;;;;0.018;;0.00129;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0011110966124;http://world-en.openfoodfacts.org/product/0011110966124/cooked-ham-heritage-farm;usda-ndb-import;1489135195;2017-03-10T08:39:55Z;1587627059;2020-04-23T07:30:59Z;Cooked Ham;;;;;Heritage Farm;heritage-farm;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Ham, water, salt, dextrose, modified corn starch, potassium lactate, sodium phosphate, sodium diacetate, sodium erythorbate, sodium nitrite.;;;;;;1 SLICE (38 g);38;;4;;en:e250,en:e262,en:e262ii,en:e316,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E326 - Potassium lactate;0;;;0;;;13;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:prepared-meats;Prepared meats;;;;;;;;552;552;;3.95;2.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.039;2.63;2.63;;;;;;;;;0;;;13.16;;;;3.4875;1.395;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0011110966216;http://world-en.openfoodfacts.org/product/0011110966216/lean-ham-heritage-farm;usda-ndb-import;1489135195;2017-03-10T08:39:55Z;1587627059;2020-04-23T07:30:59Z;Lean Ham;;;;;Heritage Farm;heritage-farm;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Ham, water, honey, salt. less than 2% of: potassium lactate, dextrose, sodium phosphate, sodium diacetate, sodium erythorbate, carrageenan, sodium nitrite, natural flavoring.;;;;;;1 PACKAGE (56 g);56;;5;;en:e250,en:e262,en:e262ii,en:e316,en:e326,en:e407;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E326 - Potassium lactate,E407 - Carrageenan;0;;;0;;;15;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:prepared-meats;Prepared meats;;;;;;;;674;674;;8.93;3.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.062;3.57;3.57;;;;;;;;;;;;17.86;;;;2.635;1.054;;;;;;;;;;;;;;;;;;;;;;;0.00193;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0011110966230;http://world-en.openfoodfacts.org/product/0011110966230/lean-pastrami-heritage-farm;usda-ndb-import;1489135196;2017-03-10T08:39:56Z;1587627059;2020-04-23T07:30:59Z;Lean Pastrami;;;;;Heritage Farm;heritage-farm;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Beef contains up to 15% of a flavoring solution of water, salt. less than 2% of: dextrose, potassium lactate, spices, sodium erythorbate, sodium diacetate, sodium nitrite, natural flavoring.;;;;;;1 PACKAGE (56 g);56;;4;;en:e250,en:e262,en:e262ii,en:e316,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E326 - Potassium lactate;0;;;0;;;15;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:prepared-meats;Prepared meats;;;;;;;;674;674;;8.93;3.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;1.79;1.79;;;;;;;;;;;;16.07;;;;3.5275;1.411;;;;;;;;;;;;;;;;;;;;;;;0.00193;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0011110966247;http://world-en.openfoodfacts.org/product/0011110966247/lean-corned-beef-heritage-farm;usda-ndb-import;1489135197;2017-03-10T08:39:57Z;1587627060;2020-04-23T07:31:00Z;Lean Corned Beef;;;;;Heritage Farm;heritage-farm;fr:corned beef, Meats, Prepared meats;en:meats,en:prepared-meats,fr:corned-beef;Meats,Prepared meats,fr:corned-beef;;;;;;;;;;;;;;;United States;en:united-states;United States;Beef contains up to 15% of a flavoring solution of water, salt, less than 2% of: dextrose, potassium lactate, garlic, sodium diacetate, sodium erythorbate, sodium nitrite, natural flavoring, spices.;;;;;;1 PACKAGE (56 g);56;;4;;en:e250,en:e262,en:e262ii,en:e316,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E326 - Potassium lactate;0;;;0;;;15;d;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;fr:corned-beef;fr:corned-beef;;;;;;;;674;674;;8.93;3.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;1.79;1.79;;;;;;;;;;;;16.07;;;;3.3925;1.357;;;;;;;;;0.000243;0.005714;;;;;;;;;;;;;0.00193;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0011110966285;http://world-en.openfoodfacts.org/product/0011110966285/thick-sliced-bologna-heritage-farm;usda-ndb-import;1489135196;2017-03-10T08:39:56Z;1587627059;2020-04-23T07:30:59Z;Thick Sliced Bologna;;;;;Heritage Farm;heritage-farm;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Mechanically separated chicken, pork, water, corn syrup, beef, modified food starch. contains 2% or less of: salt, flavoring, potassium lactate, sodium lactate, sodium phosphates, dextrose, sodium diacetate, sodium erythorbate, sodium nitrite.;;;;;;1 SLICE (45 g);45;;5;;en:e250,en:e262,en:e262ii,en:e316,en:e325,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E325 - Sodium lactate,E326 - Potassium lactate;0;;;0;;;24;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:prepared-meats;Prepared meats;;;;;;;;1393;1393;;28.89;11.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.078;11.11;4.44;;;;;;;;;0;;;8.89;;;;2.61;1.044;;0;;;;;0;;;;;;;;;;;;;;0.044;;0.0008;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0011110966292;http://world-en.openfoodfacts.org/product/0011110966292/bologna-heritage-farm;usda-ndb-import;1489135198;2017-03-10T08:39:58Z;1587627062;2020-04-23T07:31:02Z;Bologna;;;;;Heritage Farm;heritage-farm;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Mechanically separated chicken, pork, water, corn syrup, beef, modified food starch. contains 2% or less of: salt, flavoring, potassium lactate, sodium lactate, sodium phosphates, dextrose, sodium diacetate, sodium erythorbate, sodium nitrite.;;;;;;1 SLICE, 16 oz PACKAGE (38 g);453.59237;;5;;en:e250,en:e262,en:e262ii,en:e316,en:e325,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E325 - Sodium lactate,E326 - Potassium lactate;0;;;0;;;25;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:prepared-meats;Prepared meats;;;;;;;;1431;1431;;28.95;10.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.079;10.53;5.26;;;;;;;;;0;;;10.53;;;;2.6975;1.079;;0;;;;;0;;;;;;;;;;;;;;0.053;;0.00095;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;
