0021110979116;http://world-en.openfoodfacts.org/product/0021110979116/soup-chicken-noodle;org-database-usda;1587640822;2020-04-23T11:20:22Z;1587640823;2020-04-23T11:20:23Z;Soup, chicken noodle;;;;;;;Meals, Soups;en:meals,en:soups;Meals,Soups;;;;;;;;;;;;;;;United States;en:united-states;United States;Chicken broth, water, chicken (white chicken meat, water, modified starch, salt), carrots, pasta (wheat flour, eggs, egg whites, niacin, iron [ferrous sulfate], thiamin mononitrate, riboflavin, folic acid), celery, onions, contains 2% or less of: chicken base (chicken, salt, rendered chicken fat, dextrose, sugar, natural flavoring, roast chicken flavor [rendered chicken fat, flavor, safflower oil], chicken broth, turmeric), chicken flavor (salt, corn syrup solids, natural flavor [chicken powder, chicken fat], yeast extract, onion powder, garlic powder, autolyzed yeast extract, natural tocopherols), chicken fat, olive oil, parsley, acacia & xanthan gum, garlic, yeast extract, turmeric, nisin preparation and spices.;en:celery,en:eggs,en:gluten;;;;;1 cup (245 g);245;;3;;en:e14xx,en:e306,en:e415;E14XX - Modified Starch,E306 - Tocopherol-rich extract,E415 - Xanthan gum;0;;;0;;;1;b;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Marsh Supermarkets, LLC;en:soups;Soups;;;;;;;;188;188;;1.43;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;5.31;0.82;;;;;;;;;0.4;;;3.27;;;;0.765;0.306;;0.000306;;;;;0.001;;;;;;;;;;;;;;0.008;;0.00029;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
00211109900220001859;http://world-en.openfoodfacts.org/product/00211109900220001859/platano-de-canarias;kiliweb;1586633269;2020-04-11T19:27:49Z;1586633269;2020-04-11T19:27:49Z;Platano de canarias;;;;;;;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/111/099/00220001859/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/099/00220001859/front_es.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021110994492;http://world-en.openfoodfacts.org/product/0021110994492/marsh-butter-pound-cake;org-database-usda;1587637393;2020-04-23T10:23:13Z;1587637394;2020-04-23T10:23:14Z;Marsh, butter pound cake;;;;;;;Biscuits and cakes, Cakes;en:biscuits-and-cakes,en:cakes;Biscuits and cakes,Cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;"Sugar, enriched bleached flour (wheat flour, niacin, ferrous, sulfate, thiamin mononitrate, riboflavin, folic acid, enzyme), water, eggs, butter, milk, soybean oil, modified corn starch, containes 2 percent or less of each of the following; whey, emulsifier (monoglycerieds, propylene glycol monoesters, sodium stearoyl lactylate, calcium silicate), wheat gluten, wheat starch, salt, acidic sodium aluminum phosphate with aluminum sulfate, sodium bicarbonate, calcium propionate added as a preservative, natural flavor";en:eggs,en:gluten,en:milk;;;;;1 SLICE (80 g);80;;4;;en:e481,en:e500,en:e500ii,en:e520,en:e552;E481 - Sodium stearoyl-2-lactylate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E520 - Aluminium sulphate,E552 - Calcium silicate;0;;;0;;;18;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Marsh Supermarkets, LLC;en:cakes;Cakes;;;;;;;;1360;1360;;12.5;5.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.075;47.5;26.25;;;;;;;;;0;;;5;;;;1.03;0.412;;0.000075;;;;;0;;;;;;;;;;;;;;0.075;;0.0018;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
00211116000119000861;http://world-en.openfoodfacts.org/product/00211116000119000861/platano-de-canarias-bonarea;elcoco;1560452343;2019-06-13T18:59:03Z;1583917660;2020-03-11T09:07:40Z;Platano de canarias;;;;;Bonarea;bonarea;Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Frutas y sus productos,Frutas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits;;;;;IGP;en:pgi;PGI;;;;;;;;España;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos validated,Photos uploaded;;en:fruits;Fruits;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/front_es.3.200.jpg;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/ingredients_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/ingredients_es.3.200.jpg;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/nutrition_es.4.400.jpg;https://static.openfoodfacts.org/images/products/002/111/160/00119000861/nutrition_es.4.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00211126100319001778;http://world-en.openfoodfacts.org/product/00211126100319001778/platano-canario-bonarea;kiliweb;1569089773;2019-09-21T18:16:13Z;1578742997;2020-01-11T11:43:17Z;Platano canario;;;;;Bonarea;bonarea;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/111/261/00319001778/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/261/00319001778/front_es.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00211129100119002439;http://world-en.openfoodfacts.org/product/00211129100119002439/banana-bonarea;kiliweb;1571765422;2019-10-22T17:30:22Z;1578743038;2020-01-11T11:43:58Z;Banana;;;;;Bonarea;bonarea;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/111/291/00119002439/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/291/00119002439/front_es.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00211136502519001461;http://world-en.openfoodfacts.org/product/00211136502519001461/platano-de-canarias-igp-bonarea;kiliweb;1578231902;2020-01-05T13:45:02Z;1582740328;2020-02-26T18:05:28Z;Platano de Canarias IGP;;;;;Bonarea;bonarea;;;;;;;;;;;;;;;;;;Spain;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/111/365/02519001461/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/111/365/02519001461/front_es.3.200.jpg;;;https://static.openfoodfacts.org/images/products/002/111/365/02519001461/nutrition_es.5.400.jpg;https://static.openfoodfacts.org/images/products/002/111/365/02519001461/nutrition_es.5.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00211209600120001537;http://world-en.openfoodfacts.org/product/00211209600120001537/banana-platan-d-importacio-bonarea;kiliweb;1586353342;2020-04-08T13:42:22Z;1586354035;2020-04-08T13:53:55Z;Banana Plàtan d'Importació;;;;;Bonarea, Costa;bonarea,costa;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/112/096/00120001537/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/112/096/00120001537/front_es.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021122916291;http://world-en.openfoodfacts.org/product/0021122916291/cookie-with-coffee-apwp-inc;usda-ndb-import;1489096557;2017-03-09T21:55:57Z;1587595175;2020-04-22T22:39:35Z;Cookie With Coffee;;;;;Apwp Inc.;apwp-inc;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Wheat flour, sugar, vegetable oils (contains one or more of soy bean oil, sunflower oil, canola oil, palm oil), brown sugar, sodium bicarbonate (leavening), soy flour, salt, cinnamon.;;;;;;4 COOKIES, PER PACKAGE (31 g);31;;1;;en:e500,en:e500ii;E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;27;e;3;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Apwp Inc.;en:biscuits;Biscuits;;;;;;;;2025;2025;;19.35;9.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;74.19;38.71;;;;;;;;;0;;;6.45;;;;0.9275;0.371;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;
0021130000005;http://world-en.openfoodfacts.org/product/0021130000005/muesli-crujiente-de-trigo-sarraceno;kiliweb;1573490420;2019-11-11T16:40:20Z;1573490422;2019-11-11T16:40:22Z;Muesli crujiente de trigo sarraceno;;;;;;;;;;;;;;;;;;;;;;;;en:es;en:spain;Spain;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/113/000/0005/front_es.3.400.jpg;https://static.openfoodfacts.org/images/products/002/113/000/0005/front_es.3.200.jpg;;;https://static.openfoodfacts.org/images/products/002/113/000/0005/nutrition_es.5.400.jpg;https://static.openfoodfacts.org/images/products/002/113/000/0005/nutrition_es.5.200.jpg;;1908;1908;;20.76;11.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.55;10.36;;;;;;;;;;;;12.16;;;;0.55;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
