0028000322670;http://world-en.openfoodfacts.org/product/0028000322670/heavenly-crisp-candy-bar;org-database-usda;1587636236;2020-04-23T10:03:56Z;1587636236;2020-04-23T10:03:56Z;Heavenly crisp candy bar;;;;;;;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, hydrogenated palm kernel oil, wheat flour, cocoa pressed with alkali, nonfat milk, high oleic canola oil, palm oil, chicory root fiber, maltodextrin, and less than 2% of milk, palm kernel oil, sorbitan tristearate, soy lecithin, corn syrup, salt, mono - and diglycerides, natural flavor, baking soda, ground peanuts, hydrogenated palm oil, tbhq and citric acid (to preserve freshness).;en:gluten;;;;;1 BAR (22 g);22;;6;;en:e319,en:e322,en:e322i,en:e330,en:e471,en:e492,en:e500;E319 - Tertiary-butylhydroquinone (tbhq),E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids,E492 - Sorbitan tristearate,E500 - Sodium carbonates;0;;;0;;;22;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nestle USA Inc.;en:confectioneries;Confectioneries;;;;;;;;2092;2092;;27.27;18.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;63.64;40.91;;;;;;;;;4.5;;;4.55;;;;0.34;0.136;;0;;;;;0;;;;;;;;;;;;;;0.091;;0;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0028000328580;http://world-en.openfoodfacts.org/product/0028000328580/snickers-chocolate-milk-nestle;openfoodfacts-contributors;1588462192;2020-05-02T23:29:52Z;1588462961;2020-05-02T23:42:41Z;snickers chocolate milk;;;;;Nestlé;nestle;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;lowfat milk, sugar, less than 2% of cocoa processed with alkali̇, natural and artificial flavor, cellulose gel, salt, carrageenan, gellán gum, cellulose gum witamin a palmitate, vitamin d3, contains: milk, arloz;;;;;;;;;2;;en:e407,en:e418;E407 - Carrageenan,E418 - Gellan gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;https://static.openfoodfacts.org/images/products/002/800/032/8580/ingredients_en.4.400.jpg;https://static.openfoodfacts.org/images/products/002/800/032/8580/ingredients_en.4.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028000332334;http://world-en.openfoodfacts.org/product/0028000332334/white-chocolate-curls;org-database-usda;1587673904;2020-04-23T20:31:44Z;1587673904;2020-04-23T20:31:44Z;White chocolate curls;;;;;;;Baking decorations;en:baking-decorations;Baking-decorations;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, cocoa butter, milk, nonfat milk, soy lecithin, vanilla extract.;en:milk;;;;;1 tsp (4 g);4;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;27;e;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;NESTLE;en:baking-decorations;Baking-decorations;;;;;;;;2615;2615;;37.5;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;50;50;;;;;;;;;0;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;
0028000332815;http://world-en.openfoodfacts.org/product/0028000332815/heavenly-crisp-candy-bar;org-database-usda;1587636577;2020-04-23T10:09:37Z;1587636577;2020-04-23T10:09:37Z;Heavenly crisp candy bar;;;;;;;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, wheat flour, hydrogenated palm kernel oil, nonfat milk, cocoa processed with alkali, high oleic canola oil, chicory root fiber, partially hydrogenated palm oil, maltodextrin, palm kernel oil and 2% or less of: milk, baking soda, corn syrup, partially hydrogenated palm kernel oil, palm oil, soy lecithin, sorbitan tristearate, mono-and diglycerides, salt, natural and artificial flavor, tbhq to protect flavor, ground peanuts.;en:gluten;;;;;1 BAR (22 g);22;;4;;en:e322,en:e322i,en:e471,en:e492,en:e500;E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids,E492 - Sorbitan tristearate,E500 - Sodium carbonates;0;;;0;;;23;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nestle USA Inc.;en:confectioneries;Confectioneries;;;;;;;;2092;2092;;27.27;18.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;63.64;40.91;;;;;;;;;4.5;;;4.55;;;;0.5675;0.227;;0;;;;;0;;;;;;;;;;;;;;0.091;;0;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;
0028000333171;http://world-en.openfoodfacts.org/product/0028000333171/kinder-1-with-prebio1-powdered-milk-beverage-nestle;openfoodfacts-contributors;1580057829;2020-01-26T16:57:09Z;1587636494;2020-04-23T10:08:14Z;Kinder 1+ with prebio1 powdered milk beverage;;;;;Nestlé;nestle;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;en:United States;en:united-states;United States;Nonfat milk, vegetable oils (corn, canola, palm), sugar, maltodextrin, lactose milk fat, honey, prebiotics (oligofructose and inulin), and less than 2% of calcium carbonate, soy lecithin, sodium ascorbate (vitamin c), taurine, ferrous sulfate, zinc sulfate, niacinamide, vitamin e acetate, vitamin a acetate, pyridoxine hydrochloride (vitamin b6), thiamine mononitrate, cholecalciferol (vitamin d3), folic acid, phylloquinone (vitamin k), biotin, calcium pantothenate, sodium selenate.;;;;;;4 SCOOPS, MAKES 1 CUP PREPARED (34 g);34;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;;;3;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Nestle USA Inc.;en:dehydrated-beverages;Dehydrated beverages;;;https://static.openfoodfacts.org/images/products/002/800/033/3171/ingredients_en.4.400.jpg;https://static.openfoodfacts.org/images/products/002/800/033/3171/ingredients_en.4.200.jpg;;;;1971;1971;;20.59;7.35;;;;;;;;;;;;;;;7.35;4.41;;;;;;;;;;;;;;;;;0;0.029;52.94;44.12;;;;;;;;;2.9;;;17.65;;;;0.6975;0.279;;0.0006618;;;;;0.0529;0.001;;0.011765;0.001176;;;;;0.002941;;;0.794;;1.029;;0.01059;;0.01103;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028000334543;http://world-en.openfoodfacts.org/product/0028000334543/candy-bars;org-database-usda;1587636460;2020-04-23T10:07:40Z;1587636460;2020-04-23T10:07:40Z;Candy bars;;;;;;;Snacks, Sweet snacks, Confectioneries, Chocolate candies;en:snacks,en:sweet-snacks,en:confectioneries,en:chocolate-candies;Snacks,Sweet snacks,Confectioneries,Chocolate candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, hydrogenated coconut oil, wafer (wheat flour, cocoa processed with alkali, hydrogenated palm kernel oil, corn syrup, salt, baking soda, soy lecithin), hydrogenated palm kernel oil, cocoa processed with alkali, rice flour, high oleic canola oil, nonfat milk, dairy product solids, less than 1% of natural mint flavor, barley malt, natural flavor, salt, emulsifier (soy lecithin, sorbitan tristearate, lactic acid esters of mono - and diglycerides), ground peanuts.;en:gluten;;;;;2 BARS (37 g);37;;4;;en:e322,en:e322i,en:e471,en:e492,en:e500;E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids,E492 - Sorbitan tristearate,E500 - Sodium carbonates;0;;;0;;;26;e;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nestle USA Inc.;en:chocolate-candies;Chocolate candies;;;;;;;;2264;2264;;29.73;27.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;64.86;45.95;;;;;;;;;2.7;;;2.7;;;;0.6075;0.243;;0;;;;;0;;;;;;;;;;;;;;0;;0.00195;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;
0028000336974;http://world-en.openfoodfacts.org/product/0028000336974/2-minute-noodles;openfoodfacts-contributors;1564814233;2019-08-03T06:37:13Z;1578942341;2020-01-13T19:05:41Z;2-minute noodles;;;;;;;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/800/033/6974/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/002/800/033/6974/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/002/800/033/6974/nutrition_en.7.400.jpg;https://static.openfoodfacts.org/images/products/002/800/033/6974/nutrition_en.7.200.jpg;;1853;1853;;18.571428571429;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.428571428571;5.7142857142857;;;;;;;;;;;;8.5714285714286;;;;3.4642857142857;1.38571428571428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028000339807;http://world-en.openfoodfacts.org/product/0028000339807/sweet-iced-tea-mix-lemon-nestea;openfoodfacts-contributors;1415741321;2014-11-11T21:28:41Z;1587648521;2020-04-23T13:28:41Z;Sweet iced tea mix, lemon;;;;;Nestea;nestea;Beverages, Iced teas;en:beverages,en:iced-teas;Beverages,Iced teas;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, citric acid, instant tea, maltodextrin, malic acid, tricalcium phosphate (prevents caking), natural lemon flavor, sucralose.;;;;;;1.33 Tbsp (16 g);16;;3;;en:e296,en:e330,en:e955;E296 - Malic acid,E330 - Citric acid,E955 - Sucralose;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Nestle USA Inc.;en:iced-teas;Iced teas;https://static.openfoodfacts.org/images/products/002/800/033/9807/front_en.4.400.jpg;https://static.openfoodfacts.org/images/products/002/800/033/9807/front_en.4.200.jpg;;;;;;1569;1569;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.75;93.75;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0028000342272;http://world-en.openfoodfacts.org/product/0028000342272/low-fat-milk;org-database-usda;1587643223;2020-04-23T12:00:23Z;1587643223;2020-04-23T12:00:23Z;Low fat milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lowfat milk with vitamin a palmitate and vitamin d3 added, cellulose gel,* calcium carbonate,* cellulose gum,* potassium citrate,* carrageenan.*;;;;;;0.5 PT (240 ml);240;;2;;en:e407,en:e466;E407 - Carrageenan,E466 - Sodium carboxy methyl cellulose;0;;;0;;;-1;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nestle USA Inc.;en:milks;Milks;;;;;;;;176;176;;1.04;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.004;5;5;;;;;;;;;0;;;3.33;;;;0.135;0.054;;0.0000624;;;;;0;;;;;;;;;;;;;;0.167;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0028000345679;http://world-en.openfoodfacts.org/product/0028000345679/laffy-taffy-candy-sour-apple-strawberry-sour-apple-strawberry;org-database-usda;1587648858;2020-04-23T13:34:18Z;1587648858;2020-04-23T13:34:18Z;Laffy taffy, candy, sour apple, strawberry, sour apple, strawberry;;;;;;;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, palm oil, and less than 2% of malic acid, mono-and diglycerides, hydrogenated cottonseed oil, slat, soy lecithin, natural flavors, blue 1, red 40, yellow 5.;;;;;;4 BARS (39 g);39;;6;;en:e102,en:e129,en:e133,en:e296,en:e322,en:e322i,en:e471;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF,E296 - Malic acid,E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;18;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nestle USA Inc.;en:confectioneries;Confectioneries;;;;;;;;1502;1502;;5.13;3.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.92;48.72;;;;;;;;;;;;0;;;;0.32;0.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
