0024048003342;http://world-en.openfoodfacts.org/product/0024048003342/toffee-covered-macadamia-nuts-covered-in-luscious-milk-chocolate-michael-d-purdy;usda-ndb-import;1489073214;2017-03-09T15:26:54Z;1587586127;2020-04-22T20:08:47Z;Toffee Covered Macadamia Nuts Covered In Luscious Milk Chocolate;;;;;Michael D. Purdy;michael-d-purdy;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk chocolate [sugar, cocoa butter, chocolate liquor, whole milk powder, soya lecithin (an emulsifier), vanillin (an artificial flavor) and vanilla], macadamia nuts, sugar, corn syrup, margarine [liquid and partially hydrogenated soybean oil, water, salt, soy lecithin, vegetable mono & diglycerides, sodium benzoate (a preservative), artificial butter flavor, beta carotene (color), vitamin a palmitate added and whey], salt, soy lecithin (an emulsifier) and vanillin (an artificial flavor).;en:milk;;;;;2 PIECES (18.71 g);18.71;;4;;en:e160a,en:e160ai,en:e211,en:e322,en:e322i,en:e471;E160a - Alpha-carotene,E160ai - Beta-carotene,E211 - Sodium benzoate,E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids;0;;;1;;e160a-beta-carotene;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Michael D. Purdy;en:snacks;Snacks;;;;;;;;2460;2460;;42.76;16.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.027;53.45;42.76;;;;;;;;;5.3;;;5.34;;;;0.2275;0.091;;0.0000801;;;;;0;;;;;;;;;;;;;;0.107;;0.00096;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0024048004813;http://world-en.openfoodfacts.org/product/0024048004813/hawaiian-macadamia-nuts;kiliweb;1559563777;2019-06-03T12:09:37Z;1559563779;2019-06-03T12:09:39Z;Hawaiian Macadamia Nuts;;;;;;;;;;;;;;;;;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/404/800/4813/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/002/404/800/4813/front_fr.3.200.jpg;https://static.openfoodfacts.org/images/products/002/404/800/4813/ingredients_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/002/404/800/4813/ingredients_fr.5.200.jpg;;;;3033;3033;;33;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;2;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0024048900030;http://world-en.openfoodfacts.org/product/0024048900030/pineapple-jam-island-princess;usda-ndb-import;1489064437;2017-03-09T13:00:37Z;1587579332;2020-04-22T18:15:32Z;Pineapple jam;;;;;Island Princess;island-princess;Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves;Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves;;;;;;;;;;;;;;;United States;en:united-states;United States;Pineapple, sugar, pectin, ascorbic acid, citric acid;;;;;;15 g (15 g);15;;2;;en:e330,en:e440,en:e440i;E330 - Citric acid,E440 - Pectins,E440i - Pectin;0;;;0;;;12;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Michael D. Purdy;en:fruit-and-vegetable-preserves;Fruit and vegetable preserves;;;;;;;;1117;1117;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;66.67;66.67;;;;;;;;;1.7;;;0;;;;0;0;;0;;;;;0.04;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0024059000057;http://world-en.openfoodfacts.org/product/0024059000057/new-mexico-red-chili-pods;org-database-usda;1587662027;2020-04-23T17:13:47Z;1587662027;2020-04-23T17:13:47Z;New mexico red chili pods;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Select roasted red chili pods;;;;;;1 POD (10 g);10;;0;;;;0;;;0;;;-4;a;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mesilla Valley Chili Co.;en:cooking-helpers;Cooking helpers;;;;;;;;1464;1464;;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;60;10;;;;;;;;;30;;;10;;;;0.125;0.05;;;;;;;0;;;;;;;;;;;;2.8;;0.1;;0.0056;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0024059000088;http://world-en.openfoodfacts.org/product/0024059000088/red-chili-pods;org-database-usda;1587665451;2020-04-23T18:10:51Z;1587665451;2020-04-23T18:10:51Z;Red chili pods;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Select roasted red chili pods;;;;;;1 POD (10 g);10;;0;;;;0;;;0;;;-4;a;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Mesilla Valley Chili Co.;en:cooking-helpers;Cooking helpers;;;;;;;;1464;1464;;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;60;10;;;;;;;;;30;;;10;;;;0.125;0.05;;;;;;;0;;;;;;;;;;;;2.8;;0.1;;0.0056;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0024072000164;http://world-en.openfoodfacts.org/product/0024072000164/l-w-golden-mushrooms;usda-ndb-import;1489066016;2017-03-09T13:26:56Z;1587580374;2020-04-22T18:32:54Z;L & w, golden mushrooms;;;;;L & W;l-w;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Golden mushrooms water and salt citric acid.;;;;;;164 PIECE(S) (110 g);110;;1;;en:e330;E330 - Citric acid;0;;;0;;;-4;a;;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;L&W International Co.;en:canned-vegetables;Canned vegetables;;;;;;;;75;75;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2.73;0.91;;;;;;;;;1.8;;;1.82;;;;0.75;0.3;;0;;;;;0;;;;;;;;;;;;;;0;;0.00098;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0024072000171;http://world-en.openfoodfacts.org/product/0024072000171/l-w-salt-water-added-oyster-mushrooms;usda-ndb-import;1489064636;2017-03-09T13:03:56Z;1587579449;2020-04-22T18:17:29Z;L & w, salt water added oyster mushrooms;;;;;L & W;l-w;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Oyster mushrooms water and salt;;;;;;8 PIECE (110 g);110;;0;;;;0;;;0;;;-3;a;;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;L&W International Co.;en:canned-vegetables;Canned vegetables;;;;;;;;46;46;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1.82;0;;;;;;;;;1.8;;;0.91;;;;0.865;0.346;;0;;;;;0;;;;;;;;;;;;;;0;;0.00098;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0024072000218;http://world-en.openfoodfacts.org/product/0024072000218/l-w-whole-peeled-straw-mushrooms;usda-ndb-import;1489064637;2017-03-09T13:03:57Z;1587579450;2020-04-22T18:17:30Z;L & w, whole peeled straw mushrooms;;;;;L & W;l-w;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Straw mushrooms, water and salt;;;;;;11 PIECE (110 g);110;;0;;;;0;;;0;;;-5;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;L&W International Co.;en:canned-vegetables;Canned vegetables;;;;;;;;67;67;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1.82;0;;;;;;;;;1.8;;;1.82;;;;0.525;0.21;;0;;;;;0;;;;;;;;;;;;;;0.009;;0.00131;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
0024072000225;http://world-en.openfoodfacts.org/product/0024072000225/l-w-whole-unpleeled-straw-mushroom;usda-ndb-import;1489064667;2017-03-09T13:04:27Z;1587579468;2020-04-22T18:17:48Z;L & w, whole unpleeled straw mushroom;;;;;L & W;l-w;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Straw mushrooms, water and salt.;;;;;;11 PIECE(S) (110 g);110;;0;;;;0;;;0;;;-5;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;L&W International Co.;en:canned-vegetables;Canned vegetables;;;;;;;;63;63;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1.82;0;;;;;;;;;1.8;;;1.82;;;;0.525;0.21;;0;;;;;0;;;;;;;;;;;;;;0.009;;0.00098;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
0024072000256;http://world-en.openfoodfacts.org/product/0024072000256/l-w-quail-eggs;usda-ndb-import;1489065393;2017-03-09T13:16:33Z;1587579960;2020-04-22T18:26:00Z;L&w, quail eggs;;;;;L&W;l-w;Farming products, Eggs, Quail eggs, Canned foods, Canned meats;en:canned-foods,en:farming-products,en:eggs,en:canned-meats,en:quail-eggs;Canned foods,Farming products,Eggs,Canned meats,Quail eggs;;;;;;;;;;;;;;;United States;en:united-states;United States;Quail eggs, water, salt.;;;;;;5 PIECE (50 g);50;;0;;;;0;;;0;;;-1;a;3;Fish Meat Eggs;Eggs;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;L&W International Co.;en:quail-eggs;Quail eggs;;;;;;;;326;326;;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.256;0;0;;;;;;;;;0;;;6;;;;0.33;0.132;;0.00012;;;;;0.0084;;;;;;;;;;;;;;0.02;;0.00216;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
