0011161464709;http://world-en.openfoodfacts.org/product/0011161464709/cultured-nonfat-buttermilk;org-database-usda;1587644609;2020-04-23T12:23:29Z;1587644609;2020-04-23T12:23:29Z;Cultured nonfat buttermilk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured nonfat milk, nonfat dry milk, sodium citrate, modified corn starch, carrageenan, locust bean gum, salt, vitamin a & d.;;;;;;1 cup (240 ml);240;;3;;en:e331,en:e407,en:e410;E331 - Sodium citrates,E407 - Carrageenan,E410 - Locust bean gum;0;;;0;;;0;b;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:milks;Milks;;;;;;;;159;159;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;5;5;;;;;;;;;0;;;3.75;;;;0.28;0.112;;0.0000624;;;;;0.001;;;;;;;;;;;;;;0.125;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0011161464730;http://world-en.openfoodfacts.org/product/0011161464730/buttermilk;org-database-usda;1587643902;2020-04-23T12:11:42Z;1587643902;2020-04-23T12:11:42Z;Buttermilk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured whole milk, nonfat dry milk, sodium citrate, modified corn starch, carrageenan, locust bean gum, salt, vitamin d3.;;;;;;1 cup (240 ml);240;;3;;en:e331,en:e407,en:e410;E331 - Sodium citrates,E407 - Carrageenan,E410 - Locust bean gum;0;;;0;;;2;b;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:milks;Milks;;;;;;;;259;259;;3.33;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;4.58;4.58;;;;;;;;;0;;;3.33;;;;0.28;0.112;;0.0000375;;;;;0.001;;;;;;;;;;;;;;0.125;;0;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0011161465010;http://world-en.openfoodfacts.org/product/0011161465010/summer-sausage-snack-shur-fine;usda-ndb-import;1489135222;2017-03-10T08:40:22Z;1587627081;2020-04-23T07:31:21Z;Summer Sausage Snack;;;;;Shur Fine;shur-fine;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork, beef, salt, contains less than 2% of the following: dextrose, natural spices, water, lactic acid starter culture, sodium erythorbate, natural flavoring, sodium nitrite;;;;;;2 ONZ (56 g);56;;2;;en:e250,en:e316;E250 - Sodium nitrite,E316 - Sodium erythorbate;0;;;0;;;24;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:sausages;Sausages;;;;;;;;1494;1494;;32.14;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.062;0;0;;;;;;;;;0;;;16.07;;;;2.59;1.036;;0;;;;;0;;;;;;;;;;;;;;0;;0.00321;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0011161465164;http://world-en.openfoodfacts.org/product/0011161465164/summer-sausage-shur-fine;usda-ndb-import;1489135222;2017-03-10T08:40:22Z;1587627082;2020-04-23T07:31:22Z;Summer Sausage;;;;;Shur Fine;shur-fine;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork, beef, water, salt, contains less than 2% of the following: dextrose, natural spices, paprika, lactic acid starter culture, sodium erythorbate, sodium nitrite.;;;;;;2 ONZ (56 g);56;;2;;en:e250,en:e316;E250 - Sodium nitrite,E316 - Sodium erythorbate;0;;;0;;;24;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:sausages;Sausages;;;;;;;;1343;1343;;26.79;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;1.79;1.79;;;;;;;;;0;;;14.29;;;;2.365;0.946;;0;;;;;0;;;;;;;;;;;;;;0;;0.00482;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0011161465188;http://world-en.openfoodfacts.org/product/0011161465188/beef-summer-sausage-shur-fine;usda-ndb-import;1489135222;2017-03-10T08:40:22Z;1587627081;2020-04-23T07:31:21Z;Beef Summer Sausage;;;;;Shur Fine;shur-fine;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Beef, water, salt, contains less than 2% of the following: dextrose, natural spices, natural flavorings, lactic acid starter culture, sodium erythorbate, sodium nitrite.;;;;;;2 ONZ (56 g);56;;2;;en:e250,en:e316;E250 - Sodium nitrite,E316 - Sodium erythorbate;0;;;0;;;23;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:sausages;Sausages;;;;;;;;1494;1494;;33.93;16.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;1.79;1.79;;;;;;;;;0;;;12.5;;;;2.1875;0.875;;0;;;;;0;;;;;;;;;;;;;;0;;0.00193;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;
0011161465546;http://world-en.openfoodfacts.org/product/0011161465546/hotdogs-made-with-chicken-pork-shurfine;usda-ndb-import;1489133954;2017-03-10T08:19:14Z;1587596972;2020-04-22T23:09:32Z;Hotdogs Made With Chicken & Pork;;;;;Shurfine;shurfine;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Mechanically separated chicken, pork, water, corn syrup, modified food starch, contains 2% or less of salt, flavoring, potassium lactate, sodium lactate, sodium phosphates, dextrose, sodium diacetate, beef, sodium erythorbate, sugar, sodium nitrite, extract of paprika.;;;;;;1 FRANK (43 g);43;;5;;en:e250,en:e262,en:e262ii,en:e316,en:e325,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E325 - Sodium lactate,E326 - Potassium lactate;0;;;0;;;25;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:sausages;Sausages;;;;;;;;1460;1460;;30.23;10.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;9.3;6.98;;;;;;;;;0;;;9.3;;;;3.1975;1.279;;0;;;;;0;;;;;;;;;;;;;;0.047;;0.00084;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;
0011161465591;http://world-en.openfoodfacts.org/product/0011161465591/jumbo-hotdogs-made-with-chicken-pork-shurfine;usda-ndb-import;1489133954;2017-03-10T08:19:14Z;1587596973;2020-04-22T23:09:33Z;Jumbo Hotdogs Made With Chicken & Pork;;;;;Shurfine;shurfine;Meats, Prepared meats, Sausages;en:meats,en:prepared-meats,en:sausages;Meats,Prepared meats,Sausages;;;;;;;;;;;;;;;United States;en:united-states;United States;Mechanically separated chicken, pork, water, corn syrup, modified food starch, contains 2% or less of salt, flavoring, potassium lactate, sodium lactate, sodium phosphates, dextrose, sodium diacetate, beef, sodium erythorbate, sugar, sodium nitrite, extract of paprika.;;;;;;1 FRANK (57 g);57;;5;;en:e250,en:e262,en:e262ii,en:e316,en:e325,en:e326;E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E316 - Sodium erythorbate,E325 - Sodium lactate,E326 - Potassium lactate;0;;;0;;;24;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:sausages;Sausages;;;;;;;;1322;1322;;28.07;10.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.07;8.77;7.02;;;;;;;;;0;;;8.77;;;;2.9825;1.193;;0.0000525;;;;;0;;;;;;;;;;;;;;0.07;;0.00126;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0011161466208;http://world-en.openfoodfacts.org/product/0011161466208/singles-pasteurized-prepared-american-cheese-product;org-database-usda;1587643506;2020-04-23T12:05:06Z;1587643506;2020-04-23T12:05:06Z;Singles pasteurized prepared american cheese product;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, whey, cream, milk protein concentrate, sodium citrate, calcium phosphate, modified food starch, contains less than 2% of salt, whey protein concentrate, gelatin, sodium phosphate, sorbic acid (preservative), citric acid, lactic acid, color added, vitamin d3, vitamin a palmitate, enzymes, cheese culture.;en:milk;;;;;1 SLICE (19 g);19;;5;;en:e200,en:e270,en:e330,en:e331,en:e428;E200 - Sorbic acid,E270 - Lactic acid,E330 - Citric acid,E331 - Sodium citrates,E428 - Gelatine;0;;;0;;;19;e;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cheeses;Cheeses;;;;;;;;1322;1322;;21.05;13.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.053;10.53;5.26;;;;;;;;;0;;;15.79;;;;3.0275;1.211;;0.0003159;;;;;0;;;;;;;;;;;;;;1.579;1.053;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0011161466468;http://world-en.openfoodfacts.org/product/0011161466468/colby-jack-cheese-shurfresh;usda-ndb-import;1489077953;2017-03-09T16:45:53Z;1587589332;2020-04-22T21:02:12Z;Colby jack cheese;;;;;Shurfresh;shurfresh;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, salt, enzymes and annatto [vegetable color].;;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;3.57;0;;;;;;;;;0;;;21.43;;;;1.785;0.714;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011161466482;http://world-en.openfoodfacts.org/product/0011161466482/pasteurized-prepared-swiss-cheese-product;org-database-usda;1587644799;2020-04-23T12:26:39Z;1587644799;2020-04-23T12:26:39Z;Pasteurized prepared swiss cheese product;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, whey, milk protein concentrate, cream, calcium phosphate, sodium citrate, salt, sodium phosphate, sorbic acid (preservative), citric acid, vitamin d3, enzymes, cheese culture.;en:milk;;;;;1 SLICE (21 g);21;;2;;en:e200,en:e330;E200 - Sorbic acid,E330 - Citric acid;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;4.76;0;;;;;;;;;0;;;19.05;;;;3.095;1.238;;0.0001428;;;;;0;;;;;;;;;;;;;;1.905;1.19;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
