0019722532515;http://world-en.openfoodfacts.org/product/0019722532515/shredded-white-chicken-in-buffalo-sauce;org-database-usda;1587642339;2020-04-23T11:45:39Z;1587642339;2020-04-23T11:45:39Z;Shredded white chicken in buffalo sauce;;;;;;;Canned foods, Canned meats;en:canned-foods,en:canned-meats;Canned foods,Canned meats;;;;;;;;;;;;;;;United States;en:united-states;United States;White chicken (white chicken meat, water, salt, modified food starch, sodium phosphate), sauce (water, modified corn starch, apple cider vinegar powder [maltodextrin, apple cider vinegar, modified corn starch], dry hot sauce [{aged cayenne red peppers, distilled vinegar, salt, garlic powder},maltodextrin], white vinegar [maltodextrin, white vinegar], paprika [color], sugar, citric acid, malic acid, natural flavors, yeast extract, spice, disodium inosinate, disodium guanylate, extractives of paprika, xanthan gum).;;;;;;2 ONZ (56 g);56;;5;;en:e296,en:e330,en:e415,en:e627,en:e631;E296 - Malic acid,E330 - Citric acid,E415 - Xanthan gum,E627 - Disodium guanylate,E631 - Disodium inosinate;0;;;0;;;1;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Crider's, Inc.;en:canned-meats;Canned meats;;;;;;;;448;448;;2.68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;5.36;0;;;;;;;;;0;;;12.5;;;;1.34;0.536;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0019722823125;http://world-en.openfoodfacts.org/product/0019722823125/harvest-creek-chicken-breast-crider-s-inc;usda-ndb-import;1489078187;2017-03-09T16:49:47Z;1587589619;2020-04-22T21:06:59Z;Harvest Creek, Chicken Breast;;;;;Crider's  Inc.;crider-s-inc;Canned foods, Canned meats;en:canned-foods,en:canned-meats;Canned foods,Canned meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Chicken breast meat, water, seasoning, (salt, modified food starch, sodium phosphates, chicken broth and natural flavors).;;;;;;2 ONZ (56 g);56;;0;;;;0;;;0;;;1;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Crider's, Inc.;en:canned-meats;Canned meats;;;;;;;;448;448;;1.79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.08;0;0;;;;;;;;;0;;;23.21;;;;1.205;0.482;;0;;;;;0.0043;;;;;;;;;;;;;;0.036;;0.00064;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0019722824894;http://world-en.openfoodfacts.org/product/0019722824894/comfort-creek-foods-pulled-pork-with-barbeque-sauce;usda-ndb-import;1489056783;2017-03-09T10:53:03Z;1587574075;2020-04-22T16:47:55Z;Comfort creek foods, pulled pork with barbeque sauce;;;;;Comfort Creek Foods;comfort-creek-foods;Canned foods, Canned meats;en:canned-foods,en:canned-meats;Canned foods,Canned meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork (pork, water, modified food starch, salt, sodium phosphate), sauce (water, barbeque seasoning [fructose, modified corn starch, vinegar powder {maltodextrin, white vinegar}, brown sugar, tomato powder, molasses powder {molasses, maltodextrin), paprika {color}, garlic powder, natural smoke flavor, onion powder, citric acid, malic acid, spices, caramel color], sugar, white vinegar, smoked flavor, modified corn starch, xanthan gum.;;;;;;1 CAN (127 g);127;;4;;en:e150c,en:e296,en:e330,en:e415;E150c - Ammonia caramel,E296 - Malic acid,E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;-1;a;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Crider's, Inc.;en:canned-meats;Canned meats;;;;;;;;494;494;;2.36;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.059;6.3;2.36;;;;;;;;;0.8;;;18.11;;;;0.7875;0.315;;0.0000471;;;;;0;;;;;;;;;;;;;;0;;0.00142;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0019722824948;http://world-en.openfoodfacts.org/product/0019722824948/comfort-creek-foods-dumplings-chicken;usda-ndb-import;1489056787;2017-03-09T10:53:07Z;1587574078;2020-04-22T16:47:58Z;Comfort creek foods, dumplings & chicken;;;;;Comfort Creek Foods;comfort-creek-foods;Meals, Stews;en:meals,en:stews;Meals,Stews;;;;;;;;;;;;;;;United States;en:united-states;United States;Sauce {water, modified food starch, chicken fat, salt, sauce base (chicken broth, modified food starch, flavorings (soluble pepper, soluble celery), and annatto (color)}. dumplings (enriched wheat flour (enriched with niacin, iron, thiamin, riboflavin, folic acid), water, chicken fat, salt, baking powder (sodium acid pyrophosphate, sodium bicarbonate, starch, monocalcium phosphate). cooked chicken meat (chicken meat, water, salt, modified food starch, sodium phosphates).;;;;;;1 cup (240 g);240;;4;;en:e160b,en:e341,en:e341i,en:e450,en:e500,en:e500ii;E160b - Annatto,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;2;b;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Crider's, Inc.;en:stews;Stews;;;;;;;;331;331;;2.08;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.004;11.25;0;;;;;;;;;0;;;4.17;;;;0.9475;0.379;;0;;;;;0;;;;;;;;;;;;;;0;;0.00075;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0019722841303;http://world-en.openfoodfacts.org/product/0019722841303/dumpling-chicken-harvest-creek;usda-ndb-import;1489094126;2017-03-09T21:15:26Z;1587593466;2020-04-22T22:11:06Z;Dumpling & Chicken;;;;;Harvest Creek;harvest-creek;Canned foods, Meals, Soups, Canned meals, Canned soups, Stews;en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups,en:stews;Canned foods,Meals,Soups,Canned meals,Canned soups,Stews;;;;;;;;;;;;;;;United States;en:united-states;United States;Sauce (water, modified food starch, chicken fat, salt, sauce base (chicken broth, modified food starch, flavorings (soluble pepper, soluble celery), and annatto (color)), dumplings (enriched wheat flour (enriched with niacin, iron, thiamin, riboflavin, folic acid), water, chicken fat, salt, baking powder (sodium acid pyrophosphate, sodium bicarbonate, starch, monocalcium phosphate) cooked chicken meat (chicken meat, water, salt, modified food starch, sodium phosphates).;;;;;;1 cup (240 g);240;;3;;en:e160b,en:e450,en:e500,en:e500ii;E160b - Annatto,E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;2;b;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Crider's, Inc.;en:stews;Stews;;;;;;;;331;331;;2.08;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.004;11.25;0;;;;;;;;;0;;;4.17;;;;0.9475;0.379;;0;;;;;0;;;;;;;;;;;;;;0;;0.00075;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0019722852552;http://world-en.openfoodfacts.org/product/0019722852552/premium-chunk-turkey-breast-in-water;kiliweb;1579461397;2020-01-19T19:16:37Z;1579462124;2020-01-19T19:28:44Z;Premium Chunk Turkey Breast in Water;;;;;;;;;;;;;;en:no-preservatives;en:no-preservatives;No preservatives;;;;;;;;en:us;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/001/972/285/2552/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/972/285/2552/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/001/972/285/2552/nutrition_en.5.400.jpg;https://static.openfoodfacts.org/images/products/001/972/285/2552/nutrition_en.5.200.jpg;;523;523;;1.7857142857143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;23.214285714286;;;;1.0267857142857;0.41071428571428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00197519;http://world-en.openfoodfacts.org/product/00197519/chevre-trader-joe-s;openfoodfacts-contributors;1567351891;2019-09-01T15:31:31Z;1579778839;2020-01-23T11:27:19Z;Chèvre;;5 oz;;;Trader Joe's;trader-joe-s;Dairies, Fermented foods, Fermented milk products, Cheeses, Goat cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:goat-cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses;;;;;;;;;;;;;;;en:United States;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;;en:goat-cheeses;Goat cheeses;https://static.openfoodfacts.org/images/products/00197519/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/00197519/front_en.3.200.jpg;https://static.openfoodfacts.org/images/products/00197519/ingredients_en.5.400.jpg;https://static.openfoodfacts.org/images/products/00197519/ingredients_en.5.200.jpg;https://static.openfoodfacts.org/images/products/00197519/nutrition_en.7.400.jpg;https://static.openfoodfacts.org/images/products/00197519/nutrition_en.7.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00197632;http://world-en.openfoodfacts.org/product/00197632/2-steaks-haches;kiliweb;1528803994;2018-06-12T11:46:34Z;1563919004;2019-07-23T21:56:44Z;2 steaks hachés;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00197632/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00197632/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00197632/ingredients_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/00197632/ingredients_fr.8.200.jpg;;;;954;954;;17.1;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.1;;;;;;;;;;;;17.8;;;;0.6;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00197700;http://world-en.openfoodfacts.org/product/00197700/slow-cooked-venison-with-red-wine-sauce;kiliweb;1522233526;2018-03-28T10:38:46Z;1522233530;2018-03-28T10:38:50Z;Slow cooked venison with red wine sauce;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00197700/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00197700/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00197700/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/00197700/ingredients_fr.7.200.jpg;;;;464;464;;2.2;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1;3.1;;;;;;;;;;;;19.7;;;;0.55;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00197915;http://world-en.openfoodfacts.org/product/00197915/percy-pig-marks-spencer;kiliweb;1506358678;2017-09-25T16:57:58Z;1550256480;2019-02-15T18:48:00Z;Percy Pig;;;;;Marks & Spencer;marks-spencer;;;;;;;;;;;;;;;;;Marks & Spencer;France;en:france;France;Glucose Syrup • Sugar • Glucose-Fructose Syrup • Pork Fruit Juice from Concentrates (3%) (Applo, Mandarin, Elderberty) • Acid: Citric Acid • Gelling Agent: Pectin (from Fruit) • Acidity Regulator: E332 • Flavourings • Fruit Concentrates (Elderberry, Red Grape, Blackcurrant) • Glazing Agent: E901 . Invert Sugar Syrup. Not suitaole for Milk allergy sufferers due to manufacturjng methods.;;;;;;;;;4;;en:e330,en:e332,en:e440,en:e440i,en:e901;E330 - Citric acid,E332 - Potassium citrates,E440 - Pectins,E440i - Pectin,E901 - White and yellow beeswax;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00197915/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00197915/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00197915/ingredients_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/00197915/ingredients_fr.10.200.jpg;https://static.openfoodfacts.org/images/products/00197915/nutrition_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/00197915/nutrition_fr.7.200.jpg;;1448;1448;;0.2;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.6;54;;;;;;;;;0.2;;;5.3;;;;0.35;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
