0011110825278;http://world-en.openfoodfacts.org/product/0011110825278/private-selection-non-pareil-imported-capers;usda-ndb-import;1489062115;2017-03-09T12:21:55Z;1587577869;2020-04-22T17:51:09Z;Private selection, non pareil imported capers;;;;;Private Selection;private-selection;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Capers, water, distilled white vinegar, salt.;;;;;;1 Tbsp (14 g);14;;0;;;;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;151;151;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.14;0;;;;;;;;;;;;0;;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825292;http://world-en.openfoodfacts.org/product/0011110825292/kroger-roasted-red-peppers;usda-ndb-import;1489074411;2017-03-09T15:46:51Z;1587586888;2020-04-22T20:21:28Z;Kroger, roasted red peppers;;;;;Kroger,  The Kroger Co.;kroger,the-kroger-co;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Red peppers, water, vinegar, salt sugar.;;;;;;0.5 cup (130 g);130;;0;;;;0;;;0;;;2;b;1;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;79;79;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;3.85;2.31;;;;;;;;;0.8;;;0;;;;0.595;0.238;;0.0001731;;;;;0.0369;;;;;;;;;;;;;;0.015;;0.00083;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0011110825346;http://world-en.openfoodfacts.org/product/0011110825346/kalamata-pieces-kroger;usda-ndb-import;1489135192;2017-03-10T08:39:52Z;1587627052;2020-04-23T07:30:52Z;Kalamata pieces;;;;;Kroger;kroger;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Kalamata olives, water, salt, red wine vinegar, grape juice concentrate.;;;;;;2 Tbsp (18 g);18;;0;;;;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;1163;1163;;27.78;5.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5.56;;;;;;;;;;;;;0;;;;6.25;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825377;http://world-en.openfoodfacts.org/product/0011110825377/whole-olive-midley-kroger;usda-ndb-import;1489135192;2017-03-10T08:39:52Z;1587627052;2020-04-23T07:30:52Z;Whole olive midley;;;;;Kroger;kroger;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Olive medley (may contain green manzanilla olives, kalamata olives, green queen olives, and natural black olives), water, salt, distilled white vinegar, lactic acid.;;;;;;4 OLIVES (15 g);15;;1;;en:e270;E270 - Lactic acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;975;975;;20;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6.67;;;;;;;;;;;;;0;;;;5.8325;2.333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825384;http://world-en.openfoodfacts.org/product/0011110825384/manzanilla-olives-kroger;usda-ndb-import;1489092676;2017-03-09T20:51:16Z;1587592495;2020-04-22T21:54:55Z;Manzanilla Olives;;;;;Kroger;kroger;Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Chamomile, Salted snacks;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:chamomile,en:salted-snacks;Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Chamomile,Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Spanish olives, water, minced pimiento (water, pimiento, sodium alginate, guar gum, calcium chloride, potassium sorbate as preservative), salt, lactic acid.;;;;;;5 OLIVES (15 g);15;;3;;en:e270,en:e401,en:e412;E270 - Lactic acid,E401 - Sodium alginate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;699;699;;16.67;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;1.1675;0.467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825438;http://world-en.openfoodfacts.org/product/0011110825438/manzanilla-olives-stuffed-with-pimiento-kroger;usda-ndb-import;1489062102;2017-03-09T12:21:42Z;1587577861;2020-04-22T17:51:01Z;Manzanilla olives stuffed with pimiento;;;;;Kroger;kroger;Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Chamomile, Salted snacks;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:chamomile,en:salted-snacks;Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Chamomile,Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Spanish olives, water, minced pimiento (water, pimiento, sodium alginate, guar gum, calcium chloride, potassium sorbate as preservative), salt, lactic acid.;;;;;;4 OLIVES (14 g);14;;3;;en:e270,en:e401,en:e412;E270 - Lactic acid,E401 - Sodium alginate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;749;749;;17.86;3.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;0;;;;1.25;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825445;http://world-en.openfoodfacts.org/product/0011110825445/sliced-manzanilla-olives-with-pimento-kroger;usda-ndb-import;1489062101;2017-03-09T12:21:41Z;1587577861;2020-04-22T17:51:01Z;Sliced manzanilla olives with pimento;;;;;Kroger;kroger;Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Chamomile, Salted snacks;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:chamomile,en:salted-snacks;Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Chamomile,Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Spanish olives, water, salt, pimiento, lactic acid, sodium alginate, guar gum, calcium chloride, potassium sorbate (as preservative).;;;;;;2 Tbsp (15 g);15;;4;;en:e202,en:e270,en:e401,en:e412;E202 - Potassium sorbate,E270 - Lactic acid,E401 - Sodium alginate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;556;556;;13.33;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;0;;;;5.5;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825469;http://world-en.openfoodfacts.org/product/0011110825469/manzanilla-salad-olives-with-pimiento-kroger;usda-ndb-import;1489135192;2017-03-10T08:39:52Z;1587627052;2020-04-23T07:30:52Z;Manzanilla salad olives with pimiento;;;;;Kroger;kroger;Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Chamomile, Salted snacks;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:chamomile,en:salted-snacks;Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Chamomile,Salted-snacks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Spanish olives, water, salt, pimiento, lactic acid, sodium alginate, guar gum, calcium chloride, potassium sorbate (as preservative).;;;;;;2 Tbsp (15 g);15;;4;;en:e202,en:e270,en:e401,en:e412;E202 - Potassium sorbate,E270 - Lactic acid,E401 - Sodium alginate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:salted-snacks;Salted-snacks;;;;;;;;699;699;;16.67;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6.67;;;;;;;;;;;;;0;;;;5.5;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825476;http://world-en.openfoodfacts.org/product/0011110825476/manzanilla-olives-stuffed-with-pimiento-kroger;usda-ndb-import;1489062103;2017-03-09T12:21:43Z;1550949040;2019-02-23T19:10:40Z;Manzanilla Olives Stuffed With Pimiento;;;;;Kroger;kroger;Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Chamomile;en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:chamomile;Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Chamomile;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Spanish olives, water, salt, pimento,lactic acid, sodium alginate, guar gum, calcium chloride, potassium sorbate (as preservative).;;;;;;15 g (15 g);15;;4;;en:e202,en:e270,en:e401,en:e412;E202 - Potassium sorbate,E270 - Lactic acid,E401 - Sodium alginate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;en:chamomile;Chamomile;;;;;;;;699;699;;16.67;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;0;;;;5.588;2.2352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110825537;http://world-en.openfoodfacts.org/product/0011110825537/kroger-fruit-medley;usda-ndb-import;1489065063;2017-03-09T13:11:03Z;1587579732;2020-04-22T18:22:12Z;Kroger, fruit medley;;;;;Kroger;kroger;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Fruits based foods, Canned fruits;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:canned-fruits;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Fruits based foods,Canned fruits;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Peaches, water, pears, pineapple, cherries (colored with red 3), ascorbic acid (vitamin c), sucralose, natural flavoring, citric acid;;;;;;0.5 cup (122 g);122;;2;;en:e330,en:e955;E330 - Citric acid,E955 - Sucralose;0;;;0;;;-4;a;4;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:canned-fruits;Canned fruits;;;;;;;;138;138;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;8.2;7.38;;;;;;;;;0.8;;;0;;;;0.02;0.008;;0.0000492;;;;;0.0492;;;;;;;;;;;;0.049;;0;;0;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0011110825544;http://world-en.openfoodfacts.org/product/0011110825544/sliced-yellow-cling-peaches-in-water-kroger;usda-ndb-import;1489065063;2017-03-09T13:11:03Z;1587579732;2020-04-22T18:22:12Z;Sliced yellow cling peaches in water;;;;;Kroger;kroger;Plant-based foods and beverages, Plant-based foods, Canned foods, Desserts, Fruits and vegetables based foods, Canned plant-based foods, Fruits based foods, Fruits, Canned fruits, Fruits in syrup, Peaches, Peaches in syrup;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:desserts,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:fruits,en:canned-fruits,en:fruits-in-syrup,en:peaches,en:peaches-in-syrup;Plant-based foods and beverages,Plant-based foods,Canned foods,Desserts,Fruits and vegetables based foods,Canned plant-based foods,Fruits based foods,Fruits,Canned fruits,Fruits in syrup,Peaches,Peaches in syrup;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Peaches, water, ascorbic acid (vitamin c), sucralose, natural flavoring, citric acid;;;;;;0.5 cup (121 g);121;;2;;en:e330,en:e955;E330 - Citric acid,E955 - Sucralose;0;;;0;;;-4;a;4;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:peaches-in-syrup;Peaches in syrup;;;;;;;;105;105;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;5.79;4.96;;;;;;;;;0.8;;;0.83;;;;0.02;0.008;;0.0000495;;;;;0.0496;;;;;;;;;;;;0.095;;0;;0;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
