0021130122684;http://world-en.openfoodfacts.org/product/0021130122684/street-tacos-white-corn-tortillas;org-database-usda;1587673945;2020-04-23T20:32:25Z;1587673945;2020-04-23T20:32:25Z;Street tacos white corn tortillas;;;;;;;Mexican Dinner Mixes;en:mexican-dinner-mixes;Mexican-dinner-mixes;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn masa flour, water, contains 2% or less of: cellulose gum, guar gum, and propionic acid, benzoic acid and phosphoric acid (to maintain freshness).;;;;;;3 TORTILLAS (44 g);44;;5;;en:e210,en:e280,en:e338,en:e412,en:e466;E210 - Benzoic acid,E280 - Propionic acid,E338 - Phosphoric acid,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose;0;;;0;;;-3;a;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:mexican-dinner-mixes;Mexican-dinner-mixes;;;;;;;;858;858;;2.27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;43.18;4.55;;;;;;;;;4.5;;;4.55;;;;0.1125;0.045;;;;;;;;;;;;;;;;;;;0.182;;0.045;;0.00068;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0021130122721;http://world-en.openfoodfacts.org/product/0021130122721/lemonade-liquid-water-enhancer;org-database-usda;1587674404;2020-04-23T20:40:04Z;1587674404;2020-04-23T20:40:04Z;Lemonade liquid water enhancer;;;;;;;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, citric acid, sodium citrate, gum arabic, sucralose (sweetener), contains less than 2%: niacinamide, vitamin b6, vitamin b12, natural flavor, sucrose acetate isobutyrate, yellow 5, sodium benzoate and potassium sorbate (preservatives).;;;;;;1/2 tsp (2 ml);2;;8;;en:e102,en:e202,en:e211,en:e330,en:e331,en:e414,en:e444,en:e955;E102 - Tartrazine,E202 - Potassium sorbate,E211 - Sodium benzoate,E330 - Citric acid,E331 - Sodium citrates,E414 - Acacia gum,E444 - Sucrose acetate isobutyrate,E955 - Sucralose;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;;;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;0;;;;2.5;1;;;;;;;;;;0.1;0.01;;;0.00003;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130122738;http://world-en.openfoodfacts.org/product/0021130122738/orange-tangerine-liquid-water-enhancer;org-database-usda;1587673700;2020-04-23T20:28:20Z;1587673700;2020-04-23T20:28:20Z;Orange tangerine liquid water enhancer;;;;;;;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, citric acid, sodium citrate, gum arabic, sucralose (sweetener), contains less than 2% of niacinamide, vitamin b6, vitamin b12, natural flavor, sucrose acetate isobutyrate, yellow 6, sodium benzoate and potassium sorbate (preservatives).;;;;;;1/2 tsp (2 ml);2;;8;;en:e110,en:e202,en:e211,en:e330,en:e331,en:e414,en:e444,en:e955;E110 - Sunset yellow FCF,E202 - Potassium sorbate,E211 - Sodium benzoate,E330 - Citric acid,E331 - Sodium citrates,E414 - Acacia gum,E444 - Sucrose acetate isobutyrate,E955 - Sucralose;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;;;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;0;;;;3.125;1.25;;;;;;;;;;0.1;0.01;;;0.00003;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130122776;http://world-en.openfoodfacts.org/product/0021130122776/classic-coleslaw-classic;org-database-usda;1587671154;2020-04-23T19:45:54Z;1587671154;2020-04-23T19:45:54Z;Classic coleslaw , classic;;;;;;;Meals, Salads, Prepared salads;en:meals,en:salads,en:prepared-salads;Meals,Salads,Prepared salads;;;;;;;;;;;;;;;United States;en:united-states;United States;Cabbage, sugar, mayonnaise (soybean oil, water, egg yolks, vinegar, salt), carrots, vinegar, onion, salt, ascorbic acid, modified corn starch, sodium erythorbate, citric acid, xanthan gum, sodium benzoate (preservative), potassium sorbate (preservative), celery seed, white pepper.;;;;;;1/2 cup (110 g);110;;5;;en:e202,en:e211,en:e316,en:e330,en:e415;E202 - Potassium sorbate,E211 - Sodium benzoate,E316 - Sodium erythorbate,E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;6;c;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:prepared-salads;Prepared salads;;;;;;;;607;607;;8.18;1.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.005;17.27;14.55;;;;;;;;;1.8;;;0.91;;;;0.545;0.218;;;;;;;;;;;;;;;;;;;;;0.027;;0.00033;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;
0021130122806;http://world-en.openfoodfacts.org/product/0021130122806/wild-alaskan-pink-salmon-fillets-wild-alaskan-pink;org-database-usda;1587644428;2020-04-23T12:20:28Z;1587644428;2020-04-23T12:20:28Z;Wild alaskan pink salmon fillets, wild alaskan pink;;;;;;;Seafood, Frozen seafood;en:seafood,en:frozen-seafood;Seafood,Frozen seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Pink salmon (oncorhynchus gorbuscha), sodium tripolyphosphate (to retain moisture).;;;;;;4 ONZ (113 g);113;;1;;en:e452,en:e452vi;E452 - Polyphosphates,E452vi - Sodium tripolyphosphate;0;;;0;;;-2;a;4;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-seafood;Frozen seafood;;;;;;;;444;444;;3.1;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.066;0;0;;;;;;;;;0;;;18.58;;;;0.575;0.23;;0.0000531;;;;;0;;;;;;;;;;;;0.354;;0.027;;0.00115;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0021130122813;http://world-en.openfoodfacts.org/product/0021130122813/boneless-skinless-tilapia-fillets-safeway;usda-ndb-import;1489134088;2017-03-10T08:21:28Z;1587597086;2020-04-22T23:11:26Z;Boneless & Skinless Tilapia Fillets;;;;;Safeway;safeway;Seafood, Frozen seafood;en:seafood,en:frozen-seafood;Seafood,Frozen seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Tilapia fillets.;;;;;;3 ONZ (85 g);85;;0;;;;0;;;0;;;-4;a;;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-seafood;Frozen seafood;;;;;;;;494;494;;1.18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.067;1.18;0;;;;;;;;;0;;;24.71;;;;0.1175;0.047;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0021130122851;http://world-en.openfoodfacts.org/product/0021130122851/flake-style-imitation-a-blend-of-alaska-pollock-and-or-pacific-whiting-with-king-crabmeat-flake-style-safeway-kitchens;usda-ndb-import;1489090395;2017-03-09T20:13:15Z;1587591367;2020-04-22T21:36:07Z;Flake style imitation a blend of alaska pollock and/or pacific whiting with king crabmeat, flake style;;;;;Safeway Kitchens;safeway-kitchens;Seafood;en:seafood;Seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Fish protein (alaska pollock [gadus chalcogramma] and/or pacific whiting [merluccius productus]), water, sugar, wheat starch, potato starch, tapioca starch, egg whites, soybean oil, contains 2% or less of: king crabmeat, natural and artificial crab flavor, sorbitol, carrageenan, mirin wine (sake, sugar, salt, water, yeast extract), potassium chloride, sodium tripolyphosphate (to retain moisture), tetrasodium pyrophosphate, salt, carmine, paprika oleoresin, color added.;;;;;;1/2 cup (85 g);85;;5;;en:e160c,en:e407,en:e420,en:e420i,en:e450,en:e450iii,en:e452,en:e452vi;E160c - Paprika extract,E407 - Carrageenan,E420 - Sorbitol,E420i - Sorbitol,E450 - Diphosphates,E450iii - Tetrasodium diphosphate,E452 - Polyphosphates,E452vi - Sodium tripolyphosphate;0;;;0;;;3;c;4;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:seafood;Seafood;;;;;;;;540;540;;2.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;17.65;5.88;;;;;;;;;0;;;8.24;;;;1.47;0.588;;0;;;;;0;;;;;;;;;;;;0.153;;0.012;;0;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130122875;http://world-en.openfoodfacts.org/product/0021130122875/leg-style-imitation-crabmeat-a-blend-of-alaska-pollock-and-or-pacific-whiting-with-king-crabmeat-leg-style-safeway-kitchens;usda-ndb-import;1489090396;2017-03-09T20:13:16Z;1587591367;2020-04-22T21:36:07Z;Leg style imitation crabmeat a blend of alaska pollock and/or pacific whiting with king crabmeat, leg style;;;;;Safeway Kitchens;safeway-kitchens;Seafood;en:seafood;Seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Fish protein (alaska pollock [gadus chalcogramma] and/or pacific whiting [merluccius productus]), water, sugar, wheat starch, potato starch, tapioca starch, egg whites, soybean oil, contains 2% or less of: king crabmeat, natural and artificial crab flavor, sorbitol, carrageenan, mirin wine (sake, sugar, salt, water, yeast extract), potassium chloride, sodium tripolyphosphate (to retain moisture), tetrasodium pyrophosphate, salt, carmine, paprika oleoresin, color added.;;;;;;3 PIECES (85 g);85;;5;;en:e160c,en:e407,en:e420,en:e420i,en:e450,en:e450iii,en:e452,en:e452vi;E160c - Paprika extract,E407 - Carrageenan,E420 - Sorbitol,E420i - Sorbitol,E450 - Diphosphates,E450iii - Tetrasodium diphosphate,E452 - Polyphosphates,E452vi - Sodium tripolyphosphate;0;;;0;;;3;c;4;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:seafood;Seafood;;;;;;;;540;540;;2.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;17.65;5.88;;;;;;;;;0;;;8.24;;;;1.47;0.588;;0;;;;;0;;;;;;;;;;;;0.153;;0.012;;0;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130122882;http://world-en.openfoodfacts.org/product/0021130122882/lightly-seasoned-breading-large-crunchy-butterfly-shrimp;org-database-usda;1587670268;2020-04-23T19:31:08Z;1587670268;2020-04-23T19:31:08Z;Lightly seasoned breading large crunchy butterfly shrimp;;;;;;;Seafood, Frozen seafood;en:seafood,en:frozen-seafood;Seafood,Frozen seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Shrimp (litopeneaus vannamei), water, wheat flour, soybean oil, food starch-modified, modified tapioca starch, corn flour, salt, sugar, yeast, sodium acid pyrophosphate, sodium bicarbonate, spices, guar gum, sunflower oil, sodium tripolyphosphate (to retain moisture).;en:crustaceans,en:gluten;;;;;3 ONZ (85 g);85;;4;;en:e412,en:e450,en:e452,en:e452vi,en:e500,en:e500ii;E412 - Guar gum,E450 - Diphosphates,E452 - Polyphosphates,E452vi - Sodium tripolyphosphate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;3;c;4;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-seafood;Frozen seafood;;;;;;;;1033;1033;;14.12;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.047;22.35;1.18;;;;;;;;;1.2;;;8.24;;;;1.1775;0.471;;;;;;;;;;;;;;;;;;;0.088;;0.031;;0.00118;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0021130122905;http://world-en.openfoodfacts.org/product/0021130122905/alaska-cod-fillets;org-database-usda;1587643797;2020-04-23T12:09:57Z;1587643797;2020-04-23T12:09:57Z;Alaska cod fillets;;;;;;;Seafood, Frozen seafood;en:seafood,en:frozen-seafood;Seafood,Frozen seafood;;;;;;;;;;;;;;;United States;en:united-states;United States;Cod (gadus macrocephalus).;en:fish;;;;;6.5 ONZ (182 g);182;;0;;;;0;;;0;;;-5;a;1;Fish Meat Eggs;Fish and seafood;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:frozen-seafood;Frozen seafood;;;;;;;;322;322;;0.55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.036;0;0;;;;;;;;;0;;;18.13;;;;0.1775;0.071;;0;;;;;0.0026;;;;;;;;;;;;;;0;;0.0002;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
