0011213384351;http://world-en.openfoodfacts.org/product/0011213384351/spartan-mild-cheddar-cheese;usda-ndb-import;1489064286;2017-03-09T12:58:06Z;1587579242;2020-04-22T18:14:02Z;Spartan, mild cheddar cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese, Mild cheddar;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:mild-cheddar;Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese,Mild cheddar;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, salt, enzymes and annatto [vegetable color].;;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:mild-cheddar;Mild cheddar;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;0;0;;;;;;;;;0;;;25;;;;1.6075;0.643;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011213384375;http://world-en.openfoodfacts.org/product/0011213384375/swiss-cheese-spartan;usda-ndb-import;1489143461;2017-03-10T10:57:41Z;1489143465;2017-03-10T10:57:45Z;Swiss Cheese;;;;;Spartan;spartan;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part- skim milk, cheese culture, salt, and enzymes.;;;;;;28 g (1 INCH CUBE);28;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1494;1494;;28.57;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.089;3.57;0;;;;;;;;;0;;;28.57;;;;0.54356;0.217424;;0.0003213;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011213384382;http://world-en.openfoodfacts.org/product/0011213384382/spartan-natural-monterey-jack-cheese;usda-ndb-import;1489064283;2017-03-09T12:58:03Z;1587579241;2020-04-22T18:14:01Z;Spartan, natural monterey jack cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, slat and enzymes.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1494;1494;;28.57;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;0;0;;;;;;;;;0;;;25;;;;1.5175;0.607;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0011213384405;http://world-en.openfoodfacts.org/product/0011213384405/mozzarella-cheese-spartan;usda-ndb-import;1489064281;2017-03-09T12:58:01Z;1587579239;2020-04-22T18:13:59Z;Mozzarella Cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese culture, salt and enzymes.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;14;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;3.57;0;;;;;;;;;0;;;28.57;;;;1.5175;0.607;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0011213384412;http://world-en.openfoodfacts.org/product/0011213384412/spartan-new-york-sharp-cheddar-cheese;usda-ndb-import;1489064287;2017-03-09T12:58:07Z;1587579243;2020-04-22T18:14:03Z;Spartan, new york sharp cheddar cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, salt, enzymes and annatto [vegetable color].;;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;0;0;;;;;;;;;0;;;25;;;;1.6075;0.643;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011213384436;http://world-en.openfoodfacts.org/product/0011213384436/spartan-colby-jack;usda-ndb-import;1489064285;2017-03-09T12:58:05Z;1587579242;2020-04-22T18:14:02Z;Spartan, colby jack;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese cultures, salt, enzymes and annatto [vegetable color].;;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;3.57;0;;;;;;;;;0;;;21.43;;;;1.785;0.714;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011213384443;http://world-en.openfoodfacts.org/product/0011213384443/pepper-jack-cheese-spartan;usda-ndb-import;1489064285;2017-03-09T12:58:05Z;1489064285;2017-03-09T12:58:05Z;Pepper Jack Cheese;;;;;Spartan;spartan;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, red and green jalapeno peppers, cheese cultures, salt and enzymes.;;;;;;28 g (1 oz);28;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1494;1494;;28.57;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;3.57;0;;;;;;;;;0;;;25;;;;1.54178;0.616712;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011213385198;http://world-en.openfoodfacts.org/product/0011213385198/spartan-string-mozzarella-cheese;usda-ndb-import;1489066879;2017-03-09T13:41:19Z;1587580920;2020-04-22T18:42:00Z;Spartan, string mozzarella cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part skim milk, cheese cultures, salt, enzymes.;;;;;;1 PIECE (28 g);28;;0;;;;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1197;1197;;21.43;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.054;3.57;0;;;;;;;;;0;;;21.43;;;;1.785;0.714;;0.0002142;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
0011213385211;http://world-en.openfoodfacts.org/product/0011213385211/spartan-natural-extra-sharp-cheddar-cheese;usda-ndb-import;1489064281;2017-03-09T12:58:01Z;1587579239;2020-04-22T18:13:59Z;Spartan, natural extra sharp cheddar cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, salt, enzymes and annatto [vegetable color].;;;;;;1 ONZ (28 g);28;;1;;en:e160b;E160b - Annatto;0;;;0;;;16;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1644;1644;;32.14;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;0;0;;;;;;;;;0;;;25;;;;1.6075;0.643;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0011213385389;http://world-en.openfoodfacts.org/product/0011213385389/natural-shredded-monterey-jack-cheese-spartan;usda-ndb-import;1489066879;2017-03-09T13:41:19Z;1587580921;2020-04-22T18:42:01Z;Natural Shredded Monterey Jack Cheese;;;;;Spartan;spartan;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized milk, cheese culture, salt, enzymes, potato starch, corn starch and calcium sulfate added to prevent caking, natamycin (a natural mold inhibitor).;;;;;;0.25 cup (28 g);28;;1;;en:e235;E235 - Natamycin;0;;;0;;;15;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPARTAN;en:cheeses;Cheeses;;;;;;;;1494;1494;;28.57;17.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;3.57;0;;;;;;;;;0;;;25;;;;1.5175;0.607;;0.0003213;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
