0018894303244;http://world-en.openfoodfacts.org/product/0018894303244/chocolate-lowfat-1-milk;org-database-usda;1587644783;2020-04-23T12:26:23Z;1587644783;2020-04-23T12:26:23Z;Chocolate lowfat 1% milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lowfat milk, sugar, nonfat milk, cocoa processed with alkali, salt, natural & artificial flavor, guar gum, carrageenan, ascorbic acid (vitamin c), vitamin a palmitate and vitamin d3.;;;;;;1 cup (240 ml);240;;3;;en:e300,en:e407,en:e412;E300 - Ascorbic acid,E407 - Carrageenan,E412 - Guar gum;0;;;0;;;1;b;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:milks;Milks;;;;;;;;314;314;;1.04;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;12.92;12.08;;;;;;;;;0.4;;;3.33;;;;0.24;0.096;;0.0000624;;;;;0.0025;;;;;;;;;;;;;;0.125;;0.0003;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0018894303251;http://world-en.openfoodfacts.org/product/0018894303251/low-fat-1-milk;org-database-usda;1587644894;2020-04-23T12:28:14Z;1587644894;2020-04-23T12:28:14Z;Low fat 1% milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lowfat milk, ascorbic acid (vitamin c), vitamin a palmitate, vitamin d3.;;;;;;1 cup (240 ml);240;;0;;;;0;;;0;;;-1;a;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:milks;Milks;;;;;;;;192;192;;1.04;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;5.42;5;;;;;;;;;0;;;3.33;;;;0.13;0.052;;0.0000624;;;;;0.0025;;;;;;;;;;;;;;0.125;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0018894303268;http://world-en.openfoodfacts.org/product/0018894303268/plain-whole-milk-greek-yogurt-plain;org-database-usda;1587657494;2020-04-23T15:58:14Z;1587657494;2020-04-23T15:58:14Z;Plain whole milk greek yogurt, plain;;;;;;;Dairies, Fermented foods, Fermented milk products, Yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;"Cultured pasteurized nonfat milk, cream. contains five live active cultures including; s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.";en:milk;;;;;3/4 cup (170 g);170;;0;;;;0;;;0;;;-2;a;3;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:yogurts;Yogurts;;;;;;;;393;393;;4.71;2.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.024;4.12;3.53;;;;;;;;;0.6;;;9.41;;;;0.0875;0.035;;;;;;;;;;;;;;;;;;;0.136;;0.105;;0;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0018894303282;http://world-en.openfoodfacts.org/product/0018894303282/nonfat-greek-yogurt-big-y;usda-ndb-import;1489093925;2017-03-09T21:12:05Z;1587593333;2020-04-22T22:08:53Z;Nonfat Greek Yogurt;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized skim milk, sugar, lemon juice concentrate, pectin, sodium citrate, natural flavor, locust bean gum, calcium chloride and turmeric (color).;;;;;;1 CONTAINER (150 g);150;;3;;en:e331,en:e410,en:e440,en:e440i;E331 - Sodium citrates,E410 - Locust bean gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-3;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;335;335;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;11.33;10.67;;;;;;;;;0.7;;;8.67;;;;0.125;0.05;;0;;;;;0;;;;;;;;;;;;0.167;;0.1;;0;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0018894303299;http://world-en.openfoodfacts.org/product/0018894303299/coconut-greek-nonfat-yogurt-coconut-big-y;usda-ndb-import;1489093934;2017-03-09T21:12:14Z;1587593454;2020-04-22T22:10:54Z;Coconut greek nonfat yogurt, coconut;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;"Cultured pasteurized skim milk, sugar, natural flavor, pectin, locust bean gum, guar gum, tricalcium citrate, sodium citrate. contains five live active cultures including; s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.";;;;;;1 CONTAINER (150 g);150;;5;;en:e330,en:e331,en:e410,en:e412,en:e440,en:e440i;E330 - Citric acid,E331 - Sodium citrates,E410 - Locust bean gum,E412 - Guar gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-4;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;305;305;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;10;8.67;;;;;;;;;0.7;;;8.67;;;;0.0825;0.033;;0;;;;;0;;;;;;;;;;;;0.121;;0.093;;0;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0018894303305;http://world-en.openfoodfacts.org/product/0018894303305/strawberry-greek-nonfat-yogurt-strawberry-big-y;usda-ndb-import;1489093936;2017-03-09T21:12:16Z;1587593335;2020-04-22T22:08:55Z;Strawberry greek nonfat yogurt, strawberry;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;"Cultured pasteurized skim milk, sugar, strawberries, natural flavors, pectin, vegetable juice (color), locust bean gum, sodium citrate, lactic acid, calcium chloride. contains five live active cultures including; s. thermophilus, l. bulgaricus, l. acidophilus, bifidus, and l. casei.";;;;;;3/4 cup (170 g);170;;4;;en:e270,en:e331,en:e410,en:e440,en:e440i;E270 - Lactic acid,E331 - Sodium citrates,E410 - Locust bean gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-3;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;318;318;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;11.76;10.59;;;;;;;;;0.6;;;8.24;;;;0.0875;0.035;;0;;;;;0.0021;;;;;;;;;;;;0.128;;0.094;;0;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0018894303329;http://world-en.openfoodfacts.org/product/0018894303329/nonfat-greek-yogurt-big-y;usda-ndb-import;1489136679;2017-03-10T09:04:39Z;1587628631;2020-04-23T07:57:11Z;Nonfat Greek Yogurt;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized skim milk, sugar, pineapple, pineapple juice, pectin, natural flavor, locust bean gum, turmeric (for color). contains five live active cultures including: s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.;;;;;;1 CONTAINER (150 g);150;;2;;en:e410,en:e440,en:e440i;E410 - Locust bean gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-1;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;364;364;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;14;13.33;;;;;;;;;0.7;;;8;;;;0.0825;0.033;;0;;;;;0;;;;;;;;;;;;0.167;;0.1;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0018894303336;http://world-en.openfoodfacts.org/product/0018894303336/nonfat-greek-yogurt-with-fruit-on-the-bottom-big-y;usda-ndb-import;1489136676;2017-03-10T09:04:36Z;1587628626;2020-04-23T07:57:06Z;Nonfat Greek Yogurt With Fruit On The Bottom;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized skim milk, sugar, strawberries, natural flavor, lactic acid, locust bean gum, pectin, sodium citrate, fruit and vegetable juice concentrates for color, calcium chloride, contains five live active cultures including: s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.;;;;;;1 CONTAINER (150 g);150;;4;;en:e270,en:e331,en:e410,en:e440,en:e440i;E270 - Lactic acid,E331 - Sodium citrates,E410 - Locust bean gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-1;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;364;364;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;14.67;13.33;;;;;;;;;0.7;;;8;;;;0.1175;0.047;;0;;;;;0;;;;;;;;;;;;0.153;;0.1;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0018894303343;http://world-en.openfoodfacts.org/product/0018894303343/greek-nonfat-yogurt-big-y;usda-ndb-import;1489136674;2017-03-10T09:04:34Z;1587628623;2020-04-23T07:57:03Z;Greek Nonfat Yogurt;;;;;Big Y;big-y;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured pasteurized skim milk, sugar, blueberries, natural flavor, locust bean gum, pectin, sodium citrate, citric acid, fruit and vegetable juice concentrates for color, calcium chloride. contains five live active cultures including: s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.;;;;;;1 CONTAINER (150 g);150;;4;;en:e330,en:e331,en:e410,en:e440,en:e440i;E330 - Citric acid,E331 - Sodium citrates,E410 - Locust bean gum,E440 - Pectins,E440i - Pectin;0;;;0;;;-2;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;335;335;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.007;12.67;12;;;;;;;;;0.7;;;8;;;;0.1175;0.047;;0;;;;;0;;;;;;;;;;;;0.153;;0.1;;0;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0018894303367;http://world-en.openfoodfacts.org/product/0018894303367/low-fat-1-milk;org-database-usda;1587643565;2020-04-23T12:06:05Z;1587643565;2020-04-23T12:06:05Z;Low fat 1% milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lowfat milk, ascorbic acid (vitamin c), vitamin a palmitate, vitamin d3.;;;;;;1 cup (240 ml);240;;0;;;;0;;;0;;;-1;a;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Big Y Foods, Inc.;en:milks;Milks;;;;;;;;192;192;;1.04;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;5.42;5;;;;;;;;;0;;;3.33;;;;0.13;0.052;;0.0000624;;;;;0.0025;;;;;;;;;;;;;;0.125;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
