0011110401199;http://world-en.openfoodfacts.org/product/0011110401199/vitamin-d-whole-milk-ralphs;waistline-app;1583096132;2020-03-01T20:55:32Z;1583096132;2020-03-01T20:55:32Z;Vitamin D Whole Milk;;;;;Ralphs;ralphs;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;;;;;;;8fl oz;240;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;279;279;;3.75;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;0;;;3.33;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110401212;http://world-en.openfoodfacts.org/product/0011110401212/vitamin-d-milk;org-database-usda;1587643122;2020-04-23T11:58:42Z;1587643122;2020-04-23T11:58:42Z;Vitamin d milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, vitamin d3.;en:milk;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;1;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SPRINGDALE;en:milks;Milks;;;;;;;;259;259;;3.33;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;5;4.58;;;;;;;;;0;;;3.33;;;;0.125;0.05;;0.0000375;;;;;0.001;;;;;;;;;;;;0.162;;0.125;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0011110401434;http://world-en.openfoodfacts.org/product/0011110401434/whole-vitamin-d-milk;openfoodfacts-contributors;1509937688;2017-11-06T03:08:08Z;1587643122;2020-04-23T11:58:42Z;Whole vitamin d milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, vitamin d3.;en:milk;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;1;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;REAL CALIFORNIA MILK;en:milks;Milks;https://static.openfoodfacts.org/images/products/001/111/040/1434/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/111/040/1434/front_en.3.200.jpg;;;;;;259;259;;3.33;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;4.58;4.58;;;;;;;;;0;;;3.33;;;;0.12;0.048;;0.0000375;;;;;0.001;;;;;;;;;;;;0.154;;0.125;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0011110401441;http://world-en.openfoodfacts.org/product/0011110401441/whole-vitamin-d-milk;org-database-usda;1587643122;2020-04-23T11:58:42Z;1587643123;2020-04-23T11:58:43Z;Whole vitamin d milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, vitamin d3.;en:milk;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;1;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:milks;Milks;;;;;;;;259;259;;3.33;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;5;4.58;;;;;;;;;0;;;3.33;;;;0.125;0.05;;0.0000375;;;;;0.001;;;;;;;;;;;;0.162;;0.125;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0011110406019;http://world-en.openfoodfacts.org/product/0011110406019/kroger-whole-milk;usda-ndb-import;1489070515;2017-03-09T14:41:55Z;1587584306;2020-04-22T19:38:26Z;Kroger, whole milk;;;;;Kroger,  The Kroger Co.;kroger,the-kroger-co;Dairies, Milks, Whole milks;en:dairies,en:milks,en:whole-milks;Dairies,Milks,Whole milks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Milk, vitamin d3.;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;1;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:whole-milks;Whole milks;;;;;;;;259;259;;3.33;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.015;5;4.58;;;;;;;;;0;;;3.33;;;;0.125;0.05;;0.0000375;;0.00000105;;;0.001;;;;;;;;;;;;0.162;;0.125;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0011110406309;http://world-en.openfoodfacts.org/product/0011110406309/large-topped-muffins-king-soopers;usda-ndb-import;1489092670;2017-03-09T20:51:10Z;1489092670;2017-03-09T20:51:10Z;Large Topped Muffins;;;;;King Soopers;king-soopers;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour bleached (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, soybean oil, water, whole egg, blueberries, food starch-modified (corn), dextrose, margarine (soybean oil, partially hydrogenated soybean oil, water,;;;;;;113 g (1 MUFFIN);113;;0;;;;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1594;1594;;19.47;3.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.062;47.79;25.66;;;;;;;;;0.9;;;4.42;;;;0.81026;0.324104;;0.0000264;;;;;0.0011;0.133;0.150442;0.001062;;;0.000028;;;;;;;;0.018;;0.00127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110410207;http://world-en.openfoodfacts.org/product/0011110410207/ultra-filtered-nonfat-milk-kroger;usda-ndb-import;1489070410;2017-03-09T14:40:10Z;1587584237;2020-04-22T19:37:17Z;Ultra-filtered nonfat milk;;;;;Kroger,  The Kroger Co.;kroger,the-kroger-co;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Ultrafiltered nonfat milk, lactase enzyme*, acesulfame potassium*, sucralose*, vitamin a palmitate and vitamin d3.;;;;;;8 OZA (240 ml);240;;2;;en:e950,en:e955;E950 - Acesulfame k,E955 - Sucralose;0;;;0;;;-2;a;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:milks;Milks;;;;;;;;105;105;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.002;1.25;1.25;;;;;;;;;0;;;4.58;;;;0.1;0.04;;0.0000936;;0.00000105;;;0;;;;;;;;;;;;;;0.167;;0;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0011110410214;http://world-en.openfoodfacts.org/product/0011110410214/carbmaster-ultra-filtered-nonfat-milk-vanilla-kroger;usda-ndb-import;1489070409;2017-03-09T14:40:09Z;1550522040;2019-02-18T20:34:00Z;Carbmaster, Ultra-Filtered Nonfat Milk, Vanilla;;;;;Kroger,  The Kroger Co.;kroger,the-kroger-co;;;;;;;;;;;;;;;;;Kroger;United States;en:united-states;United States;Ultrafiltered nonfat milk, lactase enzyme*, sucralose*, acesulfame potassium*, natural & artificial flavor, vitamin a palmitate and vitamin d3;;;;;;240 ml (8 fl oz);240;;2;;en:e950,en:e955;E950 - Acesulfame k,E955 - Sucralose;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;105;105;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.002;1.25;1.25;;;;;;;;;0;;;4.58;;;;0.1016;0.04064;;0.0000936;;0.00000105;;;0;;;;;;;;;;;;;;0.167;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110414809;http://world-en.openfoodfacts.org/product/0011110414809/milk;org-database-usda;1587643123;2020-04-23T11:58:43Z;1587643123;2020-04-23T11:58:43Z;Milk;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, skim milk, vitamin a palmitate, vitamin d3.;en:milk;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;0;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:milks;Milks;;;;;;;;226;226;;2.08;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.01;5.42;5.42;;;;;;;;;0;;;4.17;;;;0.135;0.054;;0.0000624;;;;;0.001;;;;;;;;;;;;0.183;;0.146;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0011110415509;http://world-en.openfoodfacts.org/product/0011110415509/2-milk;kiliweb;1575833686;2019-12-08T19:34:46Z;1575833692;2019-12-08T19:34:52Z;2% Milk;;;;;;;;;;;;;;;;;;;;;;;;en:us;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/001/111/041/5509/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/111/041/5509/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/001/111/041/5509/nutrition_en.5.400.jpg;https://static.openfoodfacts.org/images/products/001/111/041/5509/nutrition_en.5.200.jpg;;0;0;;6.6666666666667;1.3333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.333333333333;33.333333333333;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011110415547;http://world-en.openfoodfacts.org/product/0011110415547/2-reduced-fat-milk;org-database-usda;1587643249;2020-04-23T12:00:49Z;1587643249;2020-04-23T12:00:49Z;2% reduced fat milk.;;;;;;;Dairies, Milks;en:dairies,en:milks;Dairies,Milks;;;;;;;;;;;;;;;United States;en:united-states;United States;Milk, skim milk, vitamin a palmitate, vitamin d3.;en:milk;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;0;b;1;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;The Kroger Co.;en:milks;Milks;;;;;;;;209;209;;2.08;1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.008;5;4.58;;;;;;;;;0;;;3.33;;;;0.125;0.05;;0.0000624;;;;;0.001;;;;;;;;;;;;0.162;;0.125;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
