0010532623158;http://world-en.openfoodfacts.org/product/0010532623158/double-chocolate-cocoa-mcsteven-s-inc;usda-ndb-import;1489050396;2017-03-09T09:06:36Z;1587571375;2020-04-22T16:02:55Z;Double Chocolate Cocoa;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), non dairy creamer (canola or coconut oil, corn syrup solids), natural & artificial flavors, guar gum, salt.;;;;;;1.25 ONZ (35 g);35;;1;;en:e412;E412 - Guar gum;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;74.29;;;;;;;;;2.9;;;8.57;;;;0.785;0.314;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532624216;http://world-en.openfoodfacts.org/product/0010532624216/spirited-hot-chocolate-mcsteven-s-inc;usda-ndb-import;1489073119;2017-03-09T15:25:19Z;1587586042;2020-04-22T20:07:22Z;Spirited Hot Chocolate;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural & artificial flavors, guar gum, salt.;;;;;;1.25 ONZ (35 g);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;74.29;;;;;;;;;2.9;;;8.57;;;;0.785;0.314;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532624315;http://world-en.openfoodfacts.org/product/0010532624315/dead-ringer-hot-chocolate-mcsteven-s-inc;usda-ndb-import;1489073119;2017-03-09T15:25:19Z;1489073119;2017-03-09T15:25:19Z;Dead Ringer Hot Chocolate;;;;;Mcsteven's Inc.;mcsteven-s-inc;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural & artificial flavors, guar gum, salt.;;;;;;35 g (1.25 ONZ);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;74.29;;;;;;;;;2.9;;;8.57;;;;0.79756;0.319024;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532627842;http://world-en.openfoodfacts.org/product/0010532627842/mcsteven-s-peanuts-true-love-double-chocolate-cocoa-mcsteven-s-inc;usda-ndb-import;1489074012;2017-03-09T15:40:12Z;1587586659;2020-04-22T20:17:39Z;Mcsteven's, Peanuts True Love Double Chocolate Cocoa;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural & artificial flavors, guar gum, salt.;;;;;;1.25 ONZ (35 g);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;74.29;;;;;;;;;2.9;;;8.57;;;;0.785;0.314;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532628788;http://world-en.openfoodfacts.org/product/0010532628788/cocoa-combos-chocolate-cocoa-mix-peanut-butter-mcsteven-s;usda-ndb-import;1489066974;2017-03-09T13:42:54Z;1489066975;2017-03-09T13:42:55Z;Cocoa Combos, Chocolate Cocoa Mix & Peanut Butter;;;;;Mcsteven's;mcsteven-s;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural and artificial flavor, salt, guar gum.;;;;;;35 g (1.25 oz);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;74.29;;;;;;;;;2.9;;;5.71;;;;0.762;0.3048;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532629440;http://world-en.openfoodfacts.org/product/0010532629440/mcsteven-s-green-party-punch-mcsteven-s-inc;usda-ndb-import;1489075824;2017-03-09T16:10:24Z;1587587884;2020-04-22T20:38:04Z;Mcsteven's, Green Party Punch;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, maltodextrin, citric acid, natural and artificial flavor, tricalcium phosphate, fd & c yellow #5, f d & c blue #1.;;;;;;1 ONZ (28 g);28;;3;;en:e102,en:e133,en:e330;E102 - Tartrazine,E133 - Brilliant blue FCF,E330 - Citric acid;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1494;1494;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;92.86;75;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532629457;http://world-en.openfoodfacts.org/product/0010532629457/mcsteven-s-panic-stricken-purple-party-punch-mcsteven-s-inc;usda-ndb-import;1489074013;2017-03-09T15:40:13Z;1587586659;2020-04-22T20:17:39Z;Mcsteven's, Panic Stricken Purple Party Punch;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, maltodextrin, natural and artificial flavor, citric acid, tricalcium phosphate, beet powder. fd & c red #40, f d & c blue #1.;;;;;;1 ONZ (28 g);28;;3;;en:e129,en:e133,en:e330;E129 - Allura red ac,E133 - Brilliant blue FCF,E330 - Citric acid;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1494;1494;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;89.29;75;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532629488;http://world-en.openfoodfacts.org/product/0010532629488/mcsteven-s-bloody-massacre-red-party-punch-beverage-mixes-mcsteven-s-inc;usda-ndb-import;1489071263;2017-03-09T14:54:23Z;1587584725;2020-04-22T19:45:25Z;Mcsteven's, Bloody Massacre Red Party Punch Beverage Mixes;;;;;Mcsteven's Inc.;mcsteven-s-inc;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, maltodextrin, natural and artificial flavor, citric acid, beet powder, tricalcium phosphate, beta carotene, fd & c red # 40.;;;;;;1 ONZ (28 g);28;;3;;en:e129,en:e160a,en:e160ai,en:e330;E129 - Allura red ac,E160a - Alpha-carotene,E160ai - Beta-carotene,E330 - Citric acid;0;;;1;;e160a-beta-carotene;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McSteven's Inc.;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1494;1494;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;92.86;71.43;;;;;;;;;0;;;0;;;;0.09;0.036;;0.0016071;;;;;0.0043;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532641350;http://world-en.openfoodfacts.org/product/0010532641350/an-elf-s-story-chippey-s-peppermint;org-database-usda;1587640766;2020-04-23T11:19:26Z;1587640767;2020-04-23T11:19:27Z;An elf's story chippey's peppermint;;;;;;;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural & artificial flavors, guar gum, salt.;en:milk;;;;;1.25 ONZ (35 g);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;THE ELF ON THE SHELF;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.009;80;74.29;;;;;;;;;2.9;;;5.71;;;;0.785;0.314;;0.0000858;;;;;0;;;;;;;;;;;;;;0.229;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0010532641879;http://world-en.openfoodfacts.org/product/0010532641879/santa-s-chocolate-cocoa;org-database-usda;1587640767;2020-04-23T11:19:27Z;1587640767;2020-04-23T11:19:27Z;Santa's chocolate cocoa;;;;;;;Beverages, Dried products, Dried products to be rehydrated, Dehydrated beverages;en:beverages,en:dried-products,en:dried-products-to-be-rehydrated,en:dehydrated-beverages;Beverages,Dried products,Dried products to be rehydrated,Dehydrated beverages;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, whey, nonfat dry milk, cocoa powder (dutch process), creamer (coconut oil, corn syrup solids, sodium caseinate, dipotassium phosphate), natural & artificial flavors, guar gum, salt.;en:milk;;;;;1.25 ONZ (35 g);35;;2;;en:e340,en:e340ii,en:e412;E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;THE ELF ON THE SHELF;en:dehydrated-beverages;Dehydrated beverages;;;;;;;;1674;1674;;5.71;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.009;80;74.29;;;;;;;;;2.9;;;8.57;;;;0.785;0.314;;0.0000858;;;;;0;;;;;;;;;;;;;;0.171;;0.00411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
