0011161028222;http://world-en.openfoodfacts.org/product/0011161028222/fire-roasted-tomatoes-with-diced-garlic-shur-fine;usda-ndb-import;1489135854;2017-03-10T08:50:54Z;1587627754;2020-04-23T07:42:34Z;Fire roasted tomatoes with diced garlic;;;;;Shur Fine;shur-fine;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Fire roasted diced tomatoes, tomato juice, salt, dehydrated garlic, calcium chloride, citric acid.;;;;;;0.5 cup (121 g);121;;1;;en:e330;E330 - Citric acid;0;;;0;;;-4;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:tomatoes;Tomatoes;;;;;;;;105;105;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;4.96;2.48;;;;;;;;;1.7;;;0.83;;;;0.495;0.198;;0.0001239;;;;;0.005;;;;;;;;;;;;;;0.05;;0.0003;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0011161028420;http://world-en.openfoodfacts.org/product/0011161028420/unsweetened-mango-chunks-shurfine;usda-ndb-import;1489090308;2017-03-09T20:11:48Z;1587591309;2020-04-22T21:35:09Z;Unsweetened Mango Chunks;;;;;Shurfine;shurfine;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Mango.;;;;;;0.666 cup (140 g);140;;0;;;;0;;;0;;;-3;a;1;Fruits and vegetables;Fruits;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:fruits-based-foods;Fruits based foods;;;;;;;;297;297;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.14;15;;;;;;;;;1.4;;;0.71;;;;0;0;;0.0002142;;;;;0.0171;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;
0011161028437;http://world-en.openfoodfacts.org/product/0011161028437/pre-baked-dinner-yeast-roll-shurfine;usda-ndb-import;1489093860;2017-03-09T21:11:00Z;1587593294;2020-04-22T22:08:14Z;Pre-Baked Dinner Yeast Roll;;;;;Shurfine;shurfine;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (bleached wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, palm oil, eggs, yeast, salt, enzymes, ascorbic acid, soybean oil.;;;;;;1 ROLL (43 g);43;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;;;;;;;;;;1364;1364;;8.14;3.49;;;;;;;;;;;;;;;2.33;1.16;;;;;;;;;;;;;;;;;0;0.012;53.49;11.63;;;;;;;;;2.3;;;6.98;;;;0.755;0.302;;0;;;;;0;0.001;0.000237;0.003721;;;;;;;;;0.07;;0;;0.00251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011161029083;http://world-en.openfoodfacts.org/product/0011161029083/soft-margarine-shurfine;usda-ndb-import;1489135210;2017-03-10T08:40:10Z;1587627066;2020-04-23T07:31:06Z;Soft Margarine;;;;;Shurfine;shurfine;Plant-based foods and beverages, Plant-based foods, Spreads, Fats, Plant-based spreads, Salted spreads, Vegetable fats, Spreadable fats, Margarines;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:fats,en:plant-based-spreads,en:salted-spreads,en:vegetable-fats,en:spreadable-fats,en:margarines;Plant-based foods and beverages,Plant-based foods,Spreads,Fats,Plant-based spreads,Salted spreads,Vegetable fats,Spreadable fats,Margarines;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetable oil blend (liquid soybean oil, palm oil, palm kernel oil), water, contains less than 2% of salt, natural & artificial flavors (includes milk), whey, soy lecithin, vegetable mono & diglycerides, potassium sorbate (a preservative), citric acid, vitamin a palmitate added, beta carotene (color).;;;;;;1 Tbsp (14 g);14;;5;;en:e160a,en:e160ai,en:e202,en:e322,en:e322i,en:e330,en:e471;E160a - Alpha-carotene,E160ai - Beta-carotene,E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids;0;;;1;;e160a-beta-carotene;19;e;4;Salty snacks;Salty and fatty products;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:margarines;Margarines;;;;;;;;2987;2987;;78.57;21.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;0;;;;1.875;0.75;;0.0010713;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0011161029151;http://world-en.openfoodfacts.org/product/0011161029151/mini-marshmallows-shurfine;usda-ndb-import;1489060577;2017-03-09T11:56:17Z;1587576872;2020-04-22T17:34:32Z;Mini Marshmallows;;;;;Shurfine;shurfine;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, modified corn starch, water, gelatin, natural and artificial flavor, tetrasodium pyrophosphate, color (blue 1).;;;;;;2/3 cup (30 g);30;;3;;en:e133,en:e428,en:e450,en:e450iii;E133 - Brilliant blue FCF,E428 - Gelatine,E450 - Diphosphates,E450iii - Tetrasodium diphosphate;0;;;0;;;;;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:confectioneries;Confectioneries;;;;;;;;1255;1255;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.67;60;;;;;;;;;;;;3.33;;;;0.2075;0.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011161029175;http://world-en.openfoodfacts.org/product/0011161029175/multigrain-medley-lightly-sweetened-multigrain-cereal-shurfine;usda-ndb-import;1489133467;2017-03-10T08:11:07Z;1587657430;2020-04-23T15:57:10Z;Multigrain Medley, Lightly Sweetened Multigrain Cereal;;;;;Shurfine;shurfine;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole grain corn flour, whole grain oat flour, sugar, whole grain barley flour, whole grain wheat flour, whole grain brown rice flour, wheat starch, corn syrup, canola oil, molasses, salt, corn bran, oat fiber, added color, dicalcium phosphate, oat extract, trisodium phosphate, tripotassium phosphate, mixed tocopherols (vitamin e) added to preserve freshness. vitamins and minerals: calcium carbonate, reduced iron, sodium ascorbate (vitamin c), niacinamide, zinc oxide, vitamin a palmitate, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin d, vitamin b12.;;;;;;1 cup (29 g);29;;4;;en:e306,en:e339,en:e339iii,en:e340,en:e340iii,en:e341,en:e341ii;E306 - Tocopherol-rich extract,E339 - Sodium phosphates,E339iii - Trisodium phosphate,E340 - Potassium phosphates,E340iii - Tripotassium phosphate,E341 - Calcium phosphates,E341ii - Dicalcium phosphate;0;;;0;;;7;c;3;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cereals-and-their-products;Cereals and their products;;;;;;;;1586;1586;;5.17;0;;;;;;;;;;;;;;;1.72;1.72;;;;;;;;;;;;;;;;;0;0;79.31;20.69;;;;;;;;;10.3;;;6.9;;;;1.035;0.414;;0.001293;;0.000008625;;;0.0207;0.001;0.001466;0.017241;0.001724;;;0.00000517;;;;;0.362;;0.345;0.345;0.02793;0.083;0.01293;;;;;;;;;;;;;;;;;;;7;;;;;;;;
0011161029212;http://world-en.openfoodfacts.org/product/0011161029212/premium-cake-mix-shurfine;usda-ndb-import;1489133467;2017-03-10T08:11:07Z;1587596507;2020-04-22T23:01:47Z;Premium Cake Mix;;;;;Shurfine;shurfine;Biscuits and cakes, Cakes, Cooking helpers, Dessert mixes, Pastry helpers, Cake mixes;en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:cake-mixes;Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Cake mixes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable shortening (contains one or more of the following: palm oil and/or soybean oil) with emulsifier [propylene glycol, mono and diesters, mono and diglycerides, soy lecithin] with preservative [bht, citric acid]), dehydrated carrot leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), modified corn starch, dextrose, salt, cinnamon, wheat starch, spice, cellulose gum, guar gum, artificial flavor, color (caramel).;;;;;;0.0833 PACKAGE, ABOUT 0.33 CUP DRY MIX (39 g);39;;9;;en:e150,en:e1520,en:e321,en:e330,en:e341,en:e341i,en:e412,en:e466,en:e471,en:e541;E150 - Caramel,E1520 - Propylene Glycol,E321 - Butylated hydroxytoluene,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E541 - Sodium aluminium phosphate;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cake-mixes;Cake mixes;;;;;;;;1715;1715;;7.69;2.56;;;;;;;;;;;;;;;2.56;1.28;;;;;;;;;;;;;;;;;0;0;79.49;41.03;;;;;;;;;2.6;;;2.56;;;;1.41;0.564;;0.0011538;;;;;0;;;;;;;;;;;;;;0.103;;0.00277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011161029366;http://world-en.openfoodfacts.org/product/0011161029366/graham-cracker-pie-crust;org-database-usda;1587666533;2020-04-23T18:28:53Z;1587666533;2020-04-23T18:28:53Z;Graham cracker pie crust;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pie dough;;;;;;;;;;;;;;;United States;en:united-states;United States;Graham cracker meal (enriched flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, whole wheat flour, palm oil, high fructose corn syrup, brown sugar, honey, sodium bicarbonate, molasses, salt, malt syrup [malted barley, corn], artificial flavor), vegetable shortening (contains hydrogenated palm kernel, palm oil, canola oil), sugar, corn starch.;en:gluten;;;;;"0.1 OF 10"" CRUST (26 g)";26;;0;;;;0;;;0;;;24;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:pie-dough;Pie dough;;;;;;;;2092;2092;;30.77;19.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;57.69;23.08;;;;;;;;;0;;;3.85;;;;0.865;0.346;;0;;;;;0;;;;;;;;;;;;;;0;;0.00277;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0011161029410;http://world-en.openfoodfacts.org/product/0011161029410/red-velvet-premium-cake-mix-shurfine;usda-ndb-import;1489133476;2017-03-10T08:11:16Z;1587596524;2020-04-22T23:02:04Z;Red Velvet Premium Cake Mix;;;;;Shurfine;shurfine;Biscuits and cakes, Cakes, Cooking helpers, Dessert mixes, Pastry helpers, Cake mixes;en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:cake-mixes;Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Cake mixes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched bleached flour (bleached wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, dextrose, vegetable shortening ([contains one or more of the following: palm oil and/or soybean oil] with emulsifier [propylene glycol mono and diesters, mono and diglycerides, soy lecithin] with preservative [bht, citric acid]), modified corn starch, leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), cocoa (processed with alkali), color (red 40), salt, cellulose gum, guar gum.;;;;;;0.0833 PACKAGE (39 g);39;;8;;en:e129,en:e321,en:e330,en:e341,en:e341i,en:e412,en:e466,en:e471,en:e541;E129 - Allura red ac,E321 - Butylated hydroxytoluene,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E541 - Sodium aluminium phosphate;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:cake-mixes;Cake mixes;;;;;;;;1611;1611;;7.69;2.56;;;;;;;;;;;;;;;2.56;1.28;;;;;;;;;;;;;;;;;0;0;79.49;43.59;;;;;;;;;2.6;;;2.56;;;;1.9875;0.795;;0;;;;;0;;;;;;;;;;;;;;0.103;;0.00277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011161030003;http://world-en.openfoodfacts.org/product/0011161030003/vanilla-flavored-ice-cream-delicately-sandwiched-between-two-chocolate-flavored-wafers-sandwiches-vanilla;org-database-usda;1587662409;2020-04-23T17:20:09Z;1587662409;2020-04-23T17:20:09Z;Vanilla flavored ice cream delicately sandwiched between two chocolate flavored wafers sandwiches, vanilla;;;;;;;Desserts, Frozen foods, Frozen desserts;en:desserts,en:frozen-foods,en:frozen-desserts;Desserts,Frozen foods,Frozen desserts;;;;;;;;;;;;;;;United States;en:united-states;United States;Ice cream: milk, cream, skim milk, sugar, corn syrup, contains 1% or less of the following: cellulose gel, cellulose gum, carrageenan, mono & diglycerides, natural & artificial flavors, annatto for color. wafers: wheat flour, sugar, soybean oil, palm oil, cocoa, dextrose, caramel color, corn syrup, high fructose corn syrup, corn flour, food starch-modified, salt, soy lecithin, baking soda, artificial flavor.;en:milk;;;;;1 SANDWICH (60 g);60;;5;;en:e150c,en:e322,en:e322i,en:e407,en:e466,en:e471;E150c - Ammonia caramel,E322 - Lecithins,E322i - Lecithin,E407 - Carrageenan,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Topco Associates, Inc.;en:frozen-desserts;Frozen desserts;;;;;;;;1117;1117;;10;5.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.033;41.67;21.67;;;;;;;;;1.7;;;5;;;;0.4575;0.183;;0.0000999;;;;;0;;;;;;;;;;;;;;0.1;;0.0006;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
