0011150041904;http://world-en.openfoodfacts.org/product/0011150041904/couscous-mix-roundy-s;usda-ndb-import;1489053270;2017-03-09T09:54:30Z;1587572618;2020-04-22T16:23:38Z;Couscous Mix;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Couscous (precooked durum wheat semolina), maltodextrin (from corn), salt, whey (from milk), autolyzed yeast extract, natural and artificial flavors, monosodium glutamate, parsley*, citric acid, refined soybean oil, lactic acid, disodium phosphate, tapioca dextrin, sodium caseinate (from milk), parmesan cheese (pasteurized milk, cheese cultures, salt, enzymes), cultured nonfat dry milk, gum arabic, sodium citrate.;;;;;;2 ONZ (56 g);56;;7;;en:e1400,en:e270,en:e330,en:e331,en:e339,en:e339ii,en:e414,en:e621;E1400 - Dextrin,E270 - Lactic acid,E330 - Citric acid,E331 - Sodium citrates,E339 - Sodium phosphates,E339ii - Disodium phosphate,E414 - Acacia gum,E621 - Monosodium glutamate;0;;;0;;;8;c;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:pastas;Pastas;;;;;;;;1569;1569;;0.89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75;1.79;;;;;;;;;5.4;;;12.5;;;;2.1425;0.857;;0;;;;;0;;;;;;;;;;;;;;0.036;;0.00129;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
0011150041911;http://world-en.openfoodfacts.org/product/0011150041911/couscous-mix-roundy-s;usda-ndb-import;1489053269;2017-03-09T09:54:29Z;1587572618;2020-04-22T16:23:38Z;Couscous Mix;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Couscous (precooked durum wheat semolina), maltodextrin (from corn), salt, autolyzed yeast extract, garlic*, olive oil, onion*, parsley*, refined soybean oil, sodium caseinate (from milk), mono-and diglycerides, caramel (color), dipotassium phosphate, tocopherols (to protect flavor).;;;;;;2 ONZ (56 g);56;;3;;en:e306,en:e340,en:e340ii,en:e471;E306 - Tocopherol-rich extract,E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;8;c;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:pastas;Pastas;;;;;;;;1569;1569;;0.89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75;0;;;;;;;;;5.4;;;12.5;;;;2.1875;0.875;;0;;;;;0;;;;;;;;;;;;;;0.036;;0.00129;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
0011150041928;http://world-en.openfoodfacts.org/product/0011150041928/plain-couscous-mix-roundy-s;usda-ndb-import;1489053269;2017-03-09T09:54:29Z;1587572618;2020-04-22T16:23:38Z;Plain Couscous Mix;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas;;;;;;;;;;;;;;;United States;en:united-states;United States;Couscous (precooked durum wheat semolina).;;;;;;62 g (62 g);62;;0;;;;0;;;0;;;-6;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:pastas;Pastas;;;;;;;;1552;1552;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;77.42;1.61;;;;;;;;;4.8;;;12.9;;;;0.02;0.008;;0;;;;;0;;;;;;;;;;;;;;0.032;;0.00116;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;
0011150041966;http://world-en.openfoodfacts.org/product/0011150041966/frosted-brownie-mix-roundy-s;usda-ndb-import;1489053633;2017-03-09T10:00:33Z;1489053633;2017-03-09T10:00:33Z;Frosted Brownie Mix;;;;;Roundy's;roundy-s;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Brownie mix: sugar, enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), cocoa (processed with alkali), soybean oil, corn starch, salt, artificial flavor. frosting: powdered sugar (sugar, cornstarch), shortening (palm oil and soybean oil with mono- and diglycerides, polysorbate 60, tbhq and citric acid), corn syrup, water, cocoa (processed with alkali), butter (cream, salt), natural and artificial flavor, salt, modified corn starch, polysorbate 60, soy lecithin, preservative (potassium sorbate), citric acid.;;;;;;34 g (0.25 cup);34;;6;;en:e202,en:e319,en:e322,en:e322i,en:e330,en:e435,en:e471;E202 - Potassium sorbate,E319 - Tertiary-butylhydroquinone (tbhq),E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E435 - Polyoxyethylene sorbitan monostearate,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1598;1598;;5.88;2.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;82.35;55.88;;;;;;;;;2.9;;;2.94;;;;0.74676;0.298704;;0;;;;;0;;;;;;;;;;;;;;0;;0.00318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011150041973;http://world-en.openfoodfacts.org/product/0011150041973/triple-chunk-brownie-mix-roundy-s;usda-ndb-import;1489053634;2017-03-09T10:00:34Z;1489053634;2017-03-09T10:00:34Z;Triple Chunk Brownie Mix;;;;;Roundy's;roundy-s;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, emulsifier [soy lecithin], artificial flavor), cocoa (processes with alkali), semi-sweet chocolate chips (sugar, unsweetened chocolate, cocoa butter, milkfat, emulsifier [sot lecithin], artificial flavor), semi-sweet chocolate chunks (sugar, unsweetened chocolate, cocoa butter, milkfat, emulsifier [soy lecithin], natural flavor), soybean oil, corn starch, salt, artificial flavor.;;;;;;33 g (0.25 cup);33;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1648;1648;;6.06;3.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;84.85;57.58;;;;;;;;;3;;;3.03;;;;0.69342;0.277368;;0;;;;;0;;;;;;;;;;;;;;0;;0.00436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011150041980;http://world-en.openfoodfacts.org/product/0011150041980/brownie-mix-roundy-s;usda-ndb-import;1489053633;2017-03-09T10:00:33Z;1489053634;2017-03-09T10:00:34Z;Brownie Mix;;;;;Roundy's;roundy-s;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched bleached flour (bleached wheat flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), brown sugar, sugar, semi-sweet chocolate chips (sugar, unsweetened chocolate, cocoa butter, milkfat, emulsifier [soy lecithin], artificial flavor), vegetable shortening (contains one or more of the following: canola and/or palm oil and/or soybean oil) with preservative (tbhq), contains 2% or less of the following: sat, leavening (baking soda, monocalcium phosphate, aluminum sulfate, sodium aluminum phosphate), natural and artificial flavor, corn starch.;;;;;;35 g (0.25 cup);35;;5;;en:e319,en:e322,en:e322i,en:e341,en:e341i,en:e520,en:e541;E319 - Tertiary-butylhydroquinone (tbhq),E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E520 - Aluminium sulphate,E541 - Sodium aluminium phosphate;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1795;1795;;14.29;5.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;77.14;51.43;;;;;;;;;2.9;;;2.86;;;;0.94234;0.376936;;0;;;;;0;;;;;;;;;;;;;;0;;0.00309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0011150041997;http://world-en.openfoodfacts.org/product/0011150041997/pie-crust-chocolate-cookie-roundy-s;usda-ndb-import;1489052678;2017-03-09T09:44:38Z;1587572185;2020-04-22T16:16:25Z;Pie Crust Chocolate Cookie;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pie dough;;;;;;;;;;;;;;;United States;en:united-states;United States;Chocolate cookie crumbs (enriched flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, cocoa [processed with alkali], palm oil, high fructose corn syrup, sodium bicarbonate, salt, unsweetened chocolate, vanillin), vegetable shortening (hydrogenated palm kernel oil, palm oil, canola oil), sugar, calcium silicate, corn starch.;;;;;;"0.12 OF 9"" CRUST (21 g)";21;;2;;en:e500,en:e500ii,en:e552;E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E552 - Calcium silicate;0;;;0;;;28;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:pie-dough;Pie dough;;;;;;;;1992;1992;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;66.67;33.33;;;;;;;;;0;;;4.76;;;;1.4875;0.595;;0;;;;;0;;;;;;;;;;;;;;0.095;;0.00343;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;
0011150042628;http://world-en.openfoodfacts.org/product/0011150042628/whole-small-potatoes-roundy-s;usda-ndb-import;1489053579;2017-03-09T09:59:39Z;1587572848;2020-04-22T16:27:28Z;Whole Small Potatoes;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fruits and vegetables based foods, Vegetables based foods, Potatoes, Canned foods, Canned plant-based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:potatoes;Plant-based foods and beverages,Plant-based foods,Canned foods,Cereals and potatoes,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables,Potatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Potatoes, water, salt, calcium chloride, calcium disodium edta.;;;;;;5.5 ounces (155 g);155;;1;;en:e385;E385 - Calcium disodium ethylenediaminetetraacetate;0;;;0;;;-4;a;3;Cereals and potatoes;Potatoes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:potatoes;Potatoes;;;;;;;;188;188;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9.03;0.65;;;;;;;;;1.3;;;0.65;;;;0.645;0.258;;0;;;;;0.0077;;;;;;;;;;;;;;0.026;;0.00023;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0011150042666;http://world-en.openfoodfacts.org/product/0011150042666/sliced-potatoes-roundy-s;usda-ndb-import;1489053579;2017-03-09T09:59:39Z;1587572848;2020-04-22T16:27:28Z;Sliced Potatoes;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fruits and vegetables based foods, Vegetables based foods, Potatoes, Canned foods, Canned plant-based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:potatoes;Plant-based foods and beverages,Plant-based foods,Canned foods,Cereals and potatoes,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables,Potatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Potatoes, water. salt, calcium chloride, calcium disodium edta.;;;;;;0.67 cup (165 g);165;;1;;en:e385;E385 - Calcium disodium ethylenediaminetetraacetate;0;;;0;;;-4;a;3;Cereals and potatoes;Potatoes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:potatoes;Potatoes;;;;;;;;176;176;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;9.09;0.61;;;;;;;;;1.2;;;0.61;;;;0.6375;0.255;;0;;;;;0.0073;;;;;;;;;;;;;;0.024;;0.00022;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0011150043120;http://world-en.openfoodfacts.org/product/0011150043120/cut-sweet-potatoes-in-light-syrup-roundy-s;usda-ndb-import;1489053580;2017-03-09T09:59:40Z;1587572848;2020-04-22T16:27:28Z;Cut Sweet Potatoes In Light Syrup;;;;;Roundy's;roundy-s;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Sweet potatoes, water, corn syrup, sugar.;;;;;;0.67 cup (160 g);160;;0;;;;0;;;0;;;-2;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;ROUNDY'S;en:canned-vegetables;Canned vegetables;;;;;;;;368;368;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;21.25;11.88;;;;;;;;;0.6;;;0;;;;0.03;0.012;;0.0016875;;;;;0;;;;;;;;;;;;;;0.012;;0.0009;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
