0029000025851;http://world-en.openfoodfacts.org/product/0029000025851/hickory-smoked-bbq-pistachio-kernels;org-database-usda;1587672187;2020-04-23T20:03:07Z;1587672187;2020-04-23T20:03:07Z;Hickory smoked bbq pistachio kernels;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Pistachios, contains less than 2% of peanut oil, brown sugar, salt, sugar, dried tomato, dried garlic, spices, dried onion, citric acid, maltodextrin, sunflower oil, dried vinegar, natural flavor (including hickory smoke), paprika extract (color), mustard seed, turmeric.;;;;;;1 ONZ (28 g);28;;2;;en:e160c,en:e330;E160c - Paprika extract,E330 - Citric acid;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2389;2389;;46.43;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;28.57;10.71;;;;;;;;;10.7;;;17.86;;;;1.115;0.446;;;;;;;;;;;;;;;;;;;;;0.071;;0.00386;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0029000025875;http://world-en.openfoodfacts.org/product/0029000025875/barbecue-chili-cheese-flavored-corn-snack-honey-roasted-peanut-bbq-crispy-coated-peanut-bbq-corn-nut-crunchy-corn-kernel-nutty-snack-mix-barbecue-chili;org-database-usda;1587674994;2020-04-23T20:49:54Z;1587674995;2020-04-23T20:49:55Z;Barbecue chili cheese flavored corn snack honey roasted peanut bbq crispy coated peanut bbq corn nut crunchy corn kernel nutty snack mix, barbecue chili;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Crispy coated peanut cruncher (peanuts, potato starch, rice flour, sugar, peanut oil, tapioca flour, corn starch, less than 2% of sea salt, brown sugar, dried tomato, spices, salt, corn dextrin, dried onion, paprika, maltodextrin, natural flavor, citric acid, invert sugar, maple syrup), honey roasted peanut (peanuts, sugar, honey, corn syrup, sea salt, peanut oil, xanthan gum), chili cheese corn snack (corn masa, soybean oil, chili cheese seasoning [salt, maltodextrin, whey, dried onion, cream powder, dried tomato, natural flavors, cheddar and swiss cheeses {milk, cheese cultures, salt, enzymes}, spices, corn syrup solids, dextrose, dried garlic, less than 2% of paprika, citric acid, lactic acid, yellow 5 lake and yellow 6, lake {color}, disodium inosinate & disodium guanylate {preservative}]), crunchy corn kernel (corn, corn oil, contains less than 2% of salt, spices, monosodium glutamate, tomato powder, brown sugar, garlic powder, sodium diacetate, dried molasses, yeast extract, malic acid, acetic acid, sucralose, natural flavor, paprika extract [for color]).;en:milk,en:peanuts;;;;;1/4 cup (22 g);22;;13;;en:e110,en:e1400,en:e160c,en:e260,en:e262,en:e262ii,en:e270,en:e296,en:e330,en:e415,en:e621,en:e627,en:e631,en:e955;E110 - Sunset yellow FCF,E1400 - Dextrin,E160c - Paprika extract,E260 - Acetic acid,E262 - Sodium acetates,E262ii - Sodium diacetate,E270 - Lactic acid,E296 - Malic acid,E330 - Citric acid,E415 - Xanthan gum,E621 - Monosodium glutamate,E627 - Disodium guanylate,E631 - Disodium inosinate,E955 - Sucralose;0;;;0;;;16;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2092;2092;;27.27;4.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;54.55;9.09;;;;;;;;;4.5;;;13.64;;;;1.9325;0.773;;;;;;;;;;;;;;;;;;;0;;0;;0.00273;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0029000025882;http://world-en.openfoodfacts.org/product/0029000025882/wasabi-honey-nutty-snack-mix-wasabi-honey;org-database-usda;1587674995;2020-04-23T20:49:55Z;1587674995;2020-04-23T20:49:55Z;Wasabi honey nutty snack mix, wasabi honey;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Crispy coated peanut cruncher (peanuts, potato starch, rice flour, sugar, peanut oil, tapioca flour, salt, cornstarch, horseradish, modified cornstarch, onion powder, citric acid, soy sauce solids [soybeans, wheat, salt], maltodextrin, yeast extract, artificial colors [yellow 5 lake, blue 1 lake], ginger, natural flavor [including extractives of mustard], wasabi), honey roasted peanut (peanuts, sugar, honey, corn syrup, sea salt, peanut oil, xanthan gum), wheat square (whole grain wheat, sugar, salt, barley malt extract, caramel color), garlic sesame stick (enriched wheat flour [unbleached wheat flour, malted barley flour, niacin, iron {reduced iron}, thiamine mononitrate, riboflavin, folic acid], soybean oil, sesame seeds, bulgur wheat, salt, dried garlic, dried beet and turmeric [color]).;en:gluten,en:peanuts,en:sesame-seeds,en:soybeans;;;;;1/4 cup (23 g);23;;3;;en:e150c,en:e330,en:e415;E150c - Ammonia caramel,E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2184;2184;;30.43;4.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;47.83;13.04;;;;;;;;;8.7;;;17.39;;;;2.2825;0.913;;;;;;;;;;;;;;;;;;;0.435;;0;;0.00348;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0029000025899;http://world-en.openfoodfacts.org/product/0029000025899/sweet-salty-cinnamon-nutty-snack-mix-sweet-salty-cinnamon;openfoodfacts-contributors;1573252723;2019-11-08T22:38:43Z;1587671985;2020-04-23T19:59:45Z;Sweet & salty cinnamon nutty snack mix, sweet & salty cinnamon;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;en:United States;en:united-states;United States;Crispy coated peanut cruncher (peanuts, potato starch, rice flour, sugar, peanut oil, tapioca flour, corn starch, brown sugar, salt, cinnamon, natural flavor), maple bacon sesame stick (enriched wheat flour unbleached wheat flour, malted barley flour, niacin, iron (reduced iron), thiamine mononitrate, riboflavin, folic acid, soybean oil, sesame seeds, honey coating [sugar, wheat starch, honey), bulgur wheat, seasoning [salt, sugar, brown sugar, paprika, maple flavor {natural flavors, maple syrup, molasses}, bacon flavor {autolyzed yeast extract, torula yeast, natural flavors (contains smoke)} yeast extract, spice dried garlic, dried onion, canola oil, natural flavor), gum blend (maltodextrin, xanthan gum), salt, dried beet and turmeric [color]), cocoa peanut (peanuts, sugar, honey, corn syrup, cocoa [processed with alkali], peanut oil, fructose, sea salt, gum arabic, natural flavor, xanthan gum), pretzel (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, canola oil, salt, sodium bicarbonate, yeast, malt syrup, rosemary extract and ascorbic acid added to maintain freshness).;en:gluten,en:peanuts,en:sesame-seeds;;;;;1/4 cup (22 g);22;;3;;en:e414,en:e415,en:e500,en:e500ii;E414 - Acacia gum,E415 - Xanthan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Nabisco Food Company;en:snacks;Snacks;https://static.openfoodfacts.org/images/products/002/900/002/5899/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/002/900/002/5899/front_en.3.200.jpg;;;;;;2092;2092;;27.27;4.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;54.55;13.64;;;;;;;;;4.5;;;13.64;;;;1.9325;0.773;;;;;;;;;;;;;;;;;;;0;;0;;0.00364;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0029000025967;http://world-en.openfoodfacts.org/product/0029000025967/almonds-pistachios-coconut-cranberries-cashews-with-a-touch-of-sea-salt-fiber-mix;org-database-usda;1587669852;2020-04-23T19:24:12Z;1587669852;2020-04-23T19:24:12Z;Almonds, pistachios, coconut cranberries, cashews with a touch of sea salt fiber mix;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Almonds, pistachios, dried coconut (coconut, sugar, sodium metabisulfite [preservative]), dried cranberries [cranberries, cane sugar, high oleic sunflower oil], cashews, contains less than 2% of peanut oil, sea salt.;en:nuts;;;;;1/4 cup (30 g);30;;1;;en:e223;E223 - Sodium metabisulphite;0;;;0;;;12;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;NUT-RITION;en:snacks;Snacks;;;;;;;;2230;2230;;40;6.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;36.67;20;;;;;;;;;10;;;16.67;;;;0.3325;0.133;;;;;;;;;0.000667;;;;;;;;;;0.633;;0.167;;0.00333;0.183;;0.001;0.001;;;;;;;;;;;;;;;;;12;;;;;;;;
0029000025974;http://world-en.openfoodfacts.org/product/0029000025974/hot-spicy-cashews-hot-spicy;org-database-usda;1587674993;2020-04-23T20:49:53Z;1587674993;2020-04-23T20:49:53Z;Hot & spicy cashews, hot & spicy;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews, contains less than 2% of peanut oil, salt, maltodextrin, spices, dried garlic, dried onion, modified corn starch, yeast extract, citric acid, vinegar solids, natural flavor.;en:nuts;;;;;1 ONZ (28 g);28;;1;;en:e330;E330 - Citric acid;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2389;2389;;46.43;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;32.14;7.14;;;;;;;;;3.6;;;17.86;;;;1.34;0.536;;;;;;;;;;;;;;;;;;;;;0;;0.00679;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0029000025981;http://world-en.openfoodfacts.org/product/0029000025981/sweet-cayenne-bbq-cashews-sweet-cayenne-bbq;org-database-usda;1587672187;2020-04-23T20:03:07Z;1587672187;2020-04-23T20:03:07Z;Sweet cayenne bbq cashews, sweet cayenne bbq;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Cashews, contains less than 2% of peanut oil, salt, brown sugar, sugar, dextrose, dried tomato, spices, dried garlic, dried onion, maltodextrin, citric acid, natural flavor, vinegar solids, cayenne red peppers, mustard seed, turmeric.;en:nuts;;;;;1 ONZ (28 g);28;;1;;en:e330;E330 - Citric acid;0;;;0;;;17;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2389;2389;;42.86;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;32.14;7.14;;;;;;;;;3.6;;;17.86;;;;1.16;0.464;;;;;;;;;;;;;;;;;;;;;0;;0.00679;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0029000025998;http://world-en.openfoodfacts.org/product/0029000025998/original-a-1-roasted-mixed-nuts-original;org-database-usda;1587674993;2020-04-23T20:49:53Z;1587674994;2020-04-23T20:49:54Z;Original a.1. roasted mixed nuts, original;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Almonds, cashews, pecans, pistachios. contains less than 2% of maltodextrin, peanut oil, dried tomato, brown sugar, salt, citric acid, yeast extract, dried vinegar, malic acid, dried garlic, dried onion, spices, celery seed, natural flavor, corn syrup solids, modified food starch, orange juice solids, orange oil.;en:nuts;;;;;1 ONZ (28 g);28;;2;;en:e296,en:e330;E296 - Malic acid,E330 - Citric acid;0;;;0;;;9;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2540;2540;;50;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;25;7.14;;;;;;;;;10.7;;;17.86;;;;0.4475;0.179;;;;;;;;;;;;;;;;;;;;;0.179;;0.00429;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0029000026001;http://world-en.openfoodfacts.org/product/0029000026001/grey-poupon-dijon-mustard-flavored-roasted-mixed-nuts-dijon-mustard;org-database-usda;1587672187;2020-04-23T20:03:07Z;1587672187;2020-04-23T20:03:07Z;Grey poupon dijon mustard flavored roasted mixed nuts, dijon mustard;;;;;;;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Almonds, cashews, pecans, pistachios, contains less than 2% of peanut oil, salt, maltodextrin, spices, sugar, dijon mustard (distilled vinegar, mustard seed, salt, white wine, citric acid, tartaric acid, spices), dried onion, sodium diacetate, dextrose, yeast, dried garlic, dried vinegar, natural flavor.;en:nuts;;;;;1 ONZ (28 g);28;;3;;en:e262,en:e262ii,en:e330,en:e334;E262 - Sodium acetates,E262ii - Sodium diacetate,E330 - Citric acid,E334 - L(+)-tartaric acid;0;;;0;;;12;d;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:sauces;Sauces;;;;;;;;2389;2389;;50;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;25;7.14;;;;;;;;;7.1;;;17.86;;;;1.0275;0.411;;;;;;;;;;;;;;;;;;;;;0.143;;0.00429;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0029000026018;http://world-en.openfoodfacts.org/product/0029000026018/spicy-cajun-pistachio-kernels-spicy-cajun-heinz;elcoco;1571591861;2019-10-20T17:17:41Z;1587674993;2020-04-23T20:49:53Z;Spicy cajun pistachio kernels, spicy cajun;;;;;Heinz;heinz;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;en:spain, United States;en:spain,en:united-states;Spain,United States;Pistachios, contains less than 2% of salt. peanut oil, spices (includes celery), paprika, dried garlic, dried onion, dried tomato, citric acid, yeast extract, mustard, natural flavor.;en:mustard;;;;;1 ONZ (28 g);28;;1;;en:e330;E330 - Citric acid;0;;;0;;;16;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2389;2389;;46.43;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;28.57;7.14;;;;;;;;;10.7;;;17.86;;;;1.875;0.75;;;;;;;;;;;;;;;;;;;;;0.107;;0.00429;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;
0029000026025;http://world-en.openfoodfacts.org/product/0029000026025/hickory-smoked-bbq-pistachio-kernels-hickory-smoked-bbq;org-database-usda;1587672186;2020-04-23T20:03:06Z;1587672187;2020-04-23T20:03:07Z;Hickory smoked bbq pistachio kernels, hickory smoked bbq;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Pistachios, contains less than 2% of peanut oil, brown sugar, salt, sugar, dried tomato, dried garlic, spices, dried onion, citric acid, maltodextrin, sunflower oil, dried vinegar, natural flavor (including hickory smoke), paprika extract (color), mustard seed, turmeric.;;;;;;1 ONZ (28 g);28;;2;;en:e160c,en:e330;E160c - Paprika extract,E330 - Citric acid;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;2389;2389;;46.43;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;28.57;10.71;;;;;;;;;10.7;;;17.86;;;;1.115;0.446;;;;;;;;;;;;;;;;;;;;;0.107;;0.00393;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0029000026087;http://world-en.openfoodfacts.org/product/0029000026087/parmesan-garlic-nut-clusters-parmesan-garlic;org-database-usda;1587671986;2020-04-23T19:59:46Z;1587671986;2020-04-23T19:59:46Z;Parmesan garlic nut clusters, parmesan garlic;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Almonds, brown rice syrup, cashews, chicory root extract, evaporated cane syrup, pretzels (enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], malted barley flour, salt, soybean oil), brown rice flour, contains less than 2% of sea salt, dried garlic, natural flavor, peanut oil.;en:gluten,en:nuts;;;;;12 CLUSTERS (30 g);30;;0;;;;0;;;0;;;12;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Nabisco Food Company;en:snacks;Snacks;;;;;;;;1812;1812;;26.67;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;50;16.67;;;;;;;;;13.3;;;10;;;;1.4175;0.567;;;;;;;;;;;;;;;;;;;;;0.1;;0.003;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
