0027164322694;http://world-en.openfoodfacts.org/product/0027164322694/hayden-s-farmstead-cheese-grated-parmesan-cheese-weyauwega-star-dairy-inc;usda-ndb-import;1489078334;2017-03-09T16:52:14Z;1587589778;2020-04-22T21:09:38Z;Hayden's Farmstead Cheese, Grated Parmesan Cheese;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese cultures, salt, enzymes, powdered cellulose (to prevent caking).;;;;;;1 ONZ (28 g);28;;1;;en:e460,en:e460ii;E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;19;e;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1343;1343;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;0;;;;;;;;;0;;;32.14;;;;2.3225;0.929;;0.0002142;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0027164322731;http://world-en.openfoodfacts.org/product/0027164322731/hayden-s-farmstead-cheese-grated-romano-chesse-weyauwega-star-dairy-inc;usda-ndb-import;1489078333;2017-03-09T16:52:13Z;1587589778;2020-04-22T21:09:38Z;Hayden's Farmstead Cheese, Grated Romano Chesse;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese cultures, salt, enzymes;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;19;e;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1343;1343;;17.86;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;3.57;;;;;;;;;0;;;32.14;;;;2.59;1.036;;0.0002142;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0027164322793;http://world-en.openfoodfacts.org/product/0027164322793/star-dairy-parmesan-cheese;usda-ndb-import;1489078334;2017-03-09T16:52:14Z;1587589778;2020-04-22T21:09:38Z;Star dairy, parmesan cheese;;;;;Star,  Weyauwega Star Dairy Inc.;star,weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part skim milk, cheese culture, salt, enzymes.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;;;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1343;1343;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.071;3.57;;;;;;;;;;;;;32.14;;;;2.3225;0.929;;0.0002142;;;;;;;;;;;;;;;;;;;0.893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0027164322816;http://world-en.openfoodfacts.org/product/0027164322816/weyauwega-grated-parmesan-cheese-weyauwega-star-dairy-inc;usda-ndb-import;1489078334;2017-03-09T16:52:14Z;1587589778;2020-04-22T21:09:38Z;Weyauwega, Grated Parmesan Cheese;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Pasteurized part-skim milk, cheese culture, salt, enzymes, powdered cellulose (to prevent caking).;;;;;;1 ONZ (28 g);28;;1;;en:e460,en:e460ii;E460 - Cellulose,E460ii - Powdered cellulose;0;;;0;;;19;e;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1343;1343;;21.43;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;3.57;0;;;;;;;;;0;;;32.14;;;;2.3225;0.929;;0.0002142;;;;;0;;;;;;;;;;;;;;0.893;;0;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0027164322878;http://world-en.openfoodfacts.org/product/0027164322878/weyauwega-smoky-bacon-cold-pack-cheese-spread-weyauwega-star-dairy-inc;usda-ndb-import;1489078334;2017-03-09T16:52:14Z;1587589778;2020-04-22T21:09:38Z;Weyauwega, Smoky Bacon Cold Pack Cheese Spread;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, cream, whey, reduced lactose whey, bacon (pork cured with: water, salt, sugar, smoke flavorings, sodium phosphate, sodium erythorbate, sodium nitrate), sorbic acid (to protect flavor), salt, annatto color, guar gum, natural smoke flavor.;;;;;;2 Tbsp (31 g);31;;4;;en:e200,en:e251,en:e316,en:e412;E200 - Sorbic acid,E251 - Sodium nitrate,E316 - Sodium erythorbate,E412 - Guar gum;0;;;0;;;18;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;22.58;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;12.9;12.9;;;;;;;;;0;;;16.13;;;;1.6125;0.645;;0.0001935;;;;;0;;;;;;;;;;;;;;0.484;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0027164322892;http://world-en.openfoodfacts.org/product/0027164322892/weyauwega-sharp-cheddar-cheese-weyauwega-star-dairy-inc;usda-ndb-import;1489078335;2017-03-09T16:52:15Z;1587589779;2020-04-22T21:09:39Z;Weyauwega, Sharp Cheddar Cheese;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, cream, whey, reduced lactose whey, sorbic acid (to protect flavor), salt, annatto color, guar gum.;;;;;;2 Tbsp (31 g);31;;2;;en:e200,en:e412;E200 - Sorbic acid,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;22.58;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;12.9;12.9;;;;;;;;;0;;;16.13;;;;1.5325;0.613;;0.0001935;;;;;0;;;;;;;;;;;;;;0.484;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0027164322915;http://world-en.openfoodfacts.org/product/0027164322915/weyauwega-cheese-spread-garlic-weyauwega-star-dairy-inc;usda-ndb-import;1489078333;2017-03-09T16:52:13Z;1587589777;2020-04-22T21:09:37Z;Weyauwega, Cheese Spread, Garlic;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, cream, whey, reduced lactose whey, sorbic acid (to protect flavor), salt, annatto color, garlic powder, guar gum.;;;;;;2 Tbsp (31 g);31;;2;;en:e200,en:e412;E200 - Sorbic acid,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;22.58;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;12.9;12.9;;;;;;;;;0;;;16.13;;;;1.5325;0.613;;0.0001935;;;;;0;;;;;;;;;;;;;;0.484;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0027164322939;http://world-en.openfoodfacts.org/product/0027164322939/weyauwega-horseradish-cheddar-cold-pack-cheese-spread-weyauwega-star-dairy-inc;usda-ndb-import;1489078334;2017-03-09T16:52:14Z;1587589779;2020-04-22T21:09:39Z;Weyauwega, Horseradish Cheddar Cold Pack Cheese Spread;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, cream , whey, reduced lactose whey, artificial flavor, sorbic acid to protect flavor), salt, annatto color, guar gum.;;;;;;2 Tbsp (31 g);31;;1;;en:e412;E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;25.81;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;12.9;12.9;;;;;;;;;0;;;16.13;;;;1.5325;0.613;;0.0001935;;;;;0;;;;;;;;;;;;;;0.484;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0027164322977;http://world-en.openfoodfacts.org/product/0027164322977/weyauwega-cold-pack-cheese-spread-weyauwega-star-dairy-inc;usda-ndb-import;1489078335;2017-03-09T16:52:15Z;1587589779;2020-04-22T21:09:39Z;Weyauwega, Cold Pack Cheese Spread;;;;;Weyauwega Star Dairy Inc.;weyauwega-star-dairy-inc;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Cheddar cheese (cultured pasteurized milk, salt, enzymes, vegetable or annatto color, calcium chloride), water, cream, whey, reduced lactose whey, port wine, sorbic acid (to protect flavor), salt, annatto color, guar gum, red #40.;;;;;;2 Tbsp (31 g);31;;3;;en:e129,en:e200,en:e412;E129 - Allura red ac,E200 - Sorbic acid,E412 - Guar gum;0;;;0;;;17;d;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;22.58;14.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;12.9;12.9;;;;;;;;;0;;;16.13;;;;1.5325;0.613;;0.0001935;;;;;0;;;;;;;;;;;;;;0.484;;0;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0027164322991;http://world-en.openfoodfacts.org/product/0027164322991/cold-pack-cheese-spread-swiss-almond;org-database-usda;1587643644;2020-04-23T12:07:24Z;1587643644;2020-04-23T12:07:24Z;Cold pack cheese spread, swiss almond;;;;;;;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Swiss cheese (cultured pasteurized milk, salt, enzymes), cheddar cheese (cultured pasteurized milk, salt, enzymes, calcium chloride), water, cream, whey, reduced lactose whey, almonds, dextrose, sorbic acid (to protect flavor), salt, guar gum.;en:milk,en:nuts;;;;;2 Tbsp (31 g);31;;2;;en:e200,en:e412;E200 - Sorbic acid,E412 - Guar gum;0;;;0;;;;;4;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Weyauwega Star Dairy Inc.;en:cheeses;Cheeses;;;;;;;;1351;1351;;22.58;12.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.081;16.13;12.9;;;;;;;;;0;;;;;;;1.21;0.484;;0.0000969;;;;;0;;;;;;;;;;;;;;0.484;;0.00116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
