0016000424456;http://world-en.openfoodfacts.org/product/0016000424456/chex-mix-brownie-supreme-muddy-buddies;org-database-usda;1587636195;2020-04-23T10:03:15Z;1587636195;2020-04-23T10:03:15Z;Chex Mix Brownie Supreme Muddy Buddies;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Degermed yellow corn meal, sugar, dextrose, palm kernel and palm oil, cocoa, modified corn starch, cocoa processed with alkali. contains 2% or less of: palm oil, rice bran oil, soy lecithin, whey powder, salt, corn starch, baking soda, distilled monoglycerides, yellow corn flour, natural and artificial flavor, freshness preserved by bht.;;;;;;1/3 cup (25 g) (25 g);25;;3;;en:e321,en:e322,en:e322i,en:e500;E321 - Butylated hydroxytoluene,E322 - Lecithins,E322i - Lecithin,E500 - Sodium carbonates;0;;;0;;;19;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:snacks;Snacks;;;;;;;;1841;1841;;14;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;76;36;;;;;;;;;4;;;4;;;;0.35;0.14;;;;;;;;;;;;;;;;;;;0;;0;;0.0032;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
0016000425316;http://world-en.openfoodfacts.org/product/0016000425316/chex-mix-traditional-snack-mix;openfoodfacts-contributors;1435888242;2015-07-03T01:50:42Z;1587648955;2020-04-23T13:35:55Z;Chex Mix Traditional Snack Mix;;39 servings;;;Chex Mix;chex-mix;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Whole wheat, degermed yellow corn meal, enriched flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), vegetable oil (soybean, canola, and/or rice bran), sugar. contains 2% or less of: salt, rye flour, maltodextrin, yeast, spices, color added, dextrose, distilled monoglycerides, baking soda, trisodium phosphate, yellow corn flour, calcium carbonate, autolyzed yeast, dried onion, dried garlic, hydrolyzed soy protein, barley malt syrup, citric acid, disodium inosinate, disodium guanylate, natural flavor. freshness preserved by bht.;en:gluten,en:soybeans;;;;;1/2 cup (29 g) (29 g);29;;5;;en:e321,en:e330,en:e339,en:e339iii,en:e627,en:e631;E321 - Butylated hydroxytoluene,E330 - Citric acid,E339 - Sodium phosphates,E339iii - Trisodium phosphate,E627 - Disodium guanylate,E631 - Disodium inosinate;0;;;0;;;12;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:snacks;Snacks;https://static.openfoodfacts.org/images/products/001/600/042/5316/front_en.10.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/5316/front_en.10.200.jpg;;;https://static.openfoodfacts.org/images/products/001/600/042/5316/nutrition_en.12.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/5316/nutrition_en.12.200.jpg;;1732;1732;;12.07;1.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75.86;6.9;;;;;;;;;3.4;;;6.9;;;;1.8975;0.759;;;;;;;;;;;;;;;;;;;0;;0;;0.00241;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0016000425675;http://world-en.openfoodfacts.org/product/0016000425675/chex-mix-cookies-cream-muddy-buddies;org-database-usda;1587636195;2020-04-23T10:03:15Z;1587636195;2020-04-23T10:03:15Z;Chex Mix Cookies & Cream Muddy Buddies;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Degermed yellow corn meal, sugar, palm kernel oil, chocolate cookie crumbs (wheat flour, sugar, palm oil, cocoa processed with alkali, salt, dextrose, baking soda, chocolate liquor, corn oil, bht to protect flavor), dextrose, whey powder. contains 2% or less of: modified corn starch, vegetable oil (rice bran, palm), soy lecithin, color added, salt, baking soda, distilled monoglycerides, yellow corn flour, natural and artificial flavor. freshness preserved by calcium propionate and bht.;en:gluten;;;;;1/2 cup (33 g) (33 g);33;;3;;en:e321,en:e322,en:e322i,en:e500;E321 - Butylated hydroxytoluene,E322 - Lecithins,E322i - Lecithin,E500 - Sodium carbonates;0;;;0;;;22;e;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:snacks;Snacks;;;;;;;;1904;1904;;13.64;10.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;78.79;36.36;;;;;;;;;3;;;3.03;;;;0.4925;0.197;;;;;;;;;;;;;;;;;;;0;;0;;0.00121;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0016000427242;http://world-en.openfoodfacts.org/product/0016000427242/oven-toasted-wheat-cereal-general-mills;waistline-app;1547074069;2019-01-09T22:47:49Z;1587657151;2020-04-23T15:52:31Z;Oven toasted wheat cereal;Wheat Chex;14 oz;Box;box;General Mills;general-mills;Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals;Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals;;;;;No artificial flavors,No High Fructose Corn Syrup;en:no-artificial-flavors,en:no-high-fructose-corn-syrup;No artificial flavors,No-high-fructose-corn-syrup;;;;;;Saratoga Springs,Utah USA;Smiths;United States;en:united-states;United States;Whole grain wheat, sugar, salt, molasses, baking soda. vitamin e (mixed tocopherols) added to preserve freshness. vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), a b vitamin (folic acid), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), vitamin b12, vitamin d3.;en:gluten;;;;;0.75 cup (47 g);47;;0;;;;0;;;0;;;7;c;3;Cereals and potatoes;Breakfast cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;WHEAT CHEX;en:breakfast-cereals;Breakfast cereals;https://static.openfoodfacts.org/images/products/001/600/042/7242/front_en.13.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/7242/front_en.13.200.jpg;;;;;;1423;1423;;2.13;0;;;;;;;;;;;;;;;0;1.06;;;;;;;;;;;;;;;;;0;0;82.98;10.64;;;;;;;;;12.8;2;;10.64;;;;1.435;0.574;;0.0003192;;0.000004;;;0.0128;0.001;0.000904;0.010638;0.001064;;0.00008;0.00000319;;;;;0.362;;0.213;0.319;0.03064;0.085;0.01117;;;;;;;;;;;;;;;;;;;7;;;;;;;;
0016000427303;http://world-en.openfoodfacts.org/product/0016000427303/betty-crocker-dark-chocolate-brownie-mix;openfoodfacts-contributors;1582469490;2020-02-23T14:51:30Z;1588349866;2020-05-01T16:17:46Z;Betty Crocker Dark Chocolate Brownie Mix;;;;;Betty Crocker;betty-crocker;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;en:United States;en:united-states;United States;sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), corn syrup, cocoa processed with alkali, palm oil, contains 2% or less of: corn starch, carob powder, salt, artificial flavor,;;;;;;1/20 pkg (28 g mix) (28 g);28;;0;;;;0;;;0;;;14;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;https://static.openfoodfacts.org/images/products/001/600/042/7303/ingredients_en.6.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/7303/ingredients_en.6.200.jpg;;;;1644;1644;;3.57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;85.71;60.71;;;;;;;;;3.6;;;3.57;;;;0.8025;0.321;;0;;;;;0;;;;;;;;;;;;0.214;;0;;0.00386;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0016000427310;http://world-en.openfoodfacts.org/product/0016000427310/bisquick-buttermilk-pancake-waffle-mix;org-database-usda;1587660540;2020-04-23T16:49:00Z;1587660540;2020-04-23T16:49:00Z;Bisquick Buttermilk Pancake & Waffle Mix;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), whole wheat flour, sugar, defatted soy flour, baking powder (baking soda, sodium aluminum phosphate, monocalcium phosphate), canola oil, dextrose, buttermilk, salt, egg yolk with sodium silicoaluminate, egg white, datem.;en:gluten;;;;;1/2 cup mix (56 g)makes about 3 pancakes (56 g);56;;4;;en:e341,en:e341i,en:e472e,en:e541,en:e554;E341 - Calcium phosphates,E341i - Monocalcium phosphate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E541 - Sodium aluminium phosphate,E554 - Sodium aluminium silicate;0;;;0;;;12;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1569;1569;;5.36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.009;71.43;14.29;;;;;;;;;3.6;;;8.93;;;;1.965;0.786;;;;;;;;;;;;;;;;;;;0.232;;0.161;;0.00518;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;
0016000427907;http://world-en.openfoodfacts.org/product/0016000427907/betty-crocker-low-fat-fudge-brownie-mix-family-size;org-database-usda;1587648965;2020-04-23T13:36:05Z;1587648965;2020-04-23T13:36:05Z;Betty Crocker Low Fat Fudge Brownie Mix Family Size;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cocoa processed with alkali, palm oil. contains 2% or less of: corn starch, salt, distilled monoglycerides, leavening (baking soda, monocalcium phosphate), artificial flavor.;en:gluten;;;;;1/18 pkg (32 g mix) (32 g);32;;2;;en:e341,en:e341i,en:e500;E341 - Calcium phosphates,E341i - Monocalcium phosphate,E500 - Sodium carbonates;0;;;0;;;18;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1699;1699;;6.25;3.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;84.38;59.38;;;;;;;;;3.1;;;3.12;;;;0.86;0.344;;0;;;;;0;;;;;;;;;;;;0.234;;0;;0.0045;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0016000428966;http://world-en.openfoodfacts.org/product/0016000428966/betty-crocker-molasses-cookie-mix;org-database-usda;1587648982;2020-04-23T13:36:22Z;1587648982;2020-04-23T13:36:22Z;Betty Crocker Molasses Cookie Mix;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, molasses powder, palm oil, maltodextrin. contains 2% or less of: baking soda, cinnamon, salt, spice.;en:gluten;;;;;3 tbsp mix (28 g)makes 2 cookies (28 g);28;;0;;;;0;;;0;;;21;e;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;;;;;;;;1644;1644;;5.36;3.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75;42.86;;;;;;;;;0;;;3.57;;;;1.34;0.536;;;;;;;;;;;;;;;;;;;0;;0;;0.00357;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
0016000428997;http://world-en.openfoodfacts.org/product/0016000428997/betty-crocker-delights-super-moist-red-velvet-cake-mix;openfoodfacts-contributors;1504618261;2017-09-05T13:31:01Z;1590165190;2020-05-22T16:33:10Z;Betty Crocker Delights Super Moist Red Velvet Cake Mix;;15.25 oz (432g);;;Betty Crocker;betty-crocker;Cake mixes;en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:cake-mixes;Biscuits and cakes,Cakes,Cooking helpers,Dessert mixes,Pastry helpers,Cake mixes;;;;;;;;;;;;;;;United States;en:united-states;United States;enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, corn syrup, leavening (baking soda, monocalcium phosphate, sodium aluminum phosphate), cocoa processed with alkali, contains 2% or less of: corn starch, modified corn starch, palm oil, propylene glycol mono and diesters of fatty acids, distilled monoglycerides, salt, dicalcium phosphate, sodium stearoyl lactylate, red 40, xanthan gum, cellulose gum, artificial flavor,;en:gluten;;;;;1/10 pkg (43 g mix) (43 g);43;;8;;en:e129,en:e341,en:e341i,en:e341ii,en:e415,en:e466,en:e481,en:e541,en:e570;E129 - Allura red ac,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E341ii - Dicalcium phosphate,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose,E481 - Sodium stearoyl-2-lactylate,E541 - Sodium aluminium phosphate,E570 - Fatty acids;0;;;0;;;;;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:cake-mixes;Cake mixes;https://static.openfoodfacts.org/images/products/001/600/042/8997/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/8997/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/001/600/042/8997/nutrition_en.8.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/8997/nutrition_en.8.200.jpg;;1556;1556;;3.49;2.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;81.4;41.86;;;;;;;;;2.3;;;4.65;;;;2.0925;0.837;;0;;;;;0;;;;;;;;;;;;0.163;;0.186;;0.00335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0016000429406;http://world-en.openfoodfacts.org/product/0016000429406/betty-crocker-pie-crust-mix;openfoodfacts-contributors;1573142048;2019-11-07T15:54:08Z;1587649009;2020-04-23T13:36:49Z;Betty Crocker Pie Crust Mix;;;;;;;Cooking helpers;en:cooking-helpers;Cooking helpers;;;;;;;;;;;;;;;en:United States;en:united-states;United States;Enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), palm oil, corn starch, salt, corn syrup solids, sodium caseinate, dipotassium phosphate, color added.;en:gluten;;;;;"1/8 of 9"" Crust (20 g mix) (20 g)";20;;1;;en:e340,en:e340ii;E340 - Potassium phosphates,E340ii - Dipotassium phosphate;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;GENERAL MILLS SALES INC.;en:cooking-helpers;Cooking helpers;https://static.openfoodfacts.org/images/products/001/600/042/9406/front_en.4.400.jpg;https://static.openfoodfacts.org/images/products/001/600/042/9406/front_en.4.200.jpg;;;;;;;;;35;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;45;0;;;;;;;;;0;;;5;;;;1.75;0.7;;0;;;;;0;;;;;;;;;;;;0.05;;0;;0.0018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
