0021130557899;http://world-en.openfoodfacts.org/product/0021130557899/safeway-peach-rings-candy;usda-ndb-import;1489073197;2017-03-09T15:26:37Z;1587586117;2020-04-22T20:08:37Z;Safeway, peach rings candy;;;;;Safeway,  Safeway  Inc.;safeway,safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, gelatin, white grape juice from concentrate, sorbitol, citric acid, natural and artificial flavors, artificial colors including (yellow 5, yellow 6 and red 40).;;;;;;5 PIECES (43 g);43;;6;;en:e102,en:e110,en:e129,en:e330,en:e420,en:e420i,en:e428;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E330 - Citric acid,E420 - Sorbitol,E420i - Sorbitol,E428 - Gelatine;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1364;1364;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;76.74;72.09;;;;;;;;;0;;;4.65;;;;0.03;0.012;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557912;http://world-en.openfoodfacts.org/product/0021130557912/safeway-assorted-fruit-slices;usda-ndb-import;1489071966;2017-03-09T15:06:06Z;1587585237;2020-04-22T19:53:57Z;Safeway, assorted fruit slices;;;;;Safeway,  Safeway  Inc.;safeway,safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, cornstarch, modified cornstarch, citric acid, natural & artificial flavor, red 40, yellow 6, yellow 5, blue 1.;;;;;;3 PIECES (40 g);40;;5;;en:e102,en:e110,en:e129,en:e133,en:e330;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF,E330 - Citric acid;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1360;1360;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;82.5;62.5;;;;;;;;;0;;;0;;;;0.095;0.038;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557943;http://world-en.openfoodfacts.org/product/0021130557943/candy-safeway-inc;usda-ndb-import;1489071338;2017-03-09T14:55:38Z;1587584784;2020-04-22T19:46:24Z;Candy;;;;;Safeway  Inc.;safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, modified food starch (corn), cornstarch, natural and artificial flavors, red 40, yellow 5, blue 1.;;;;;;10 PIECES (29 g);29;;3;;en:e102,en:e129,en:e133;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1443;1443;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;86.21;58.62;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;0;;0.003;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557950;http://world-en.openfoodfacts.org/product/0021130557950/starlights-candy-signature-kitchens;usda-ndb-import;1489078065;2017-03-09T16:47:45Z;1587589492;2020-04-22T21:04:52Z;Starlights candy;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, titanium dioxide (color), peppermint oil, red 40.;;;;;;3 PIECES (15 g);15;;2;;en:e129,en:e171;E129 - Allura red ac,E171 - Titanium dioxide;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1674;1674;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;100;66.67;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557967;http://world-en.openfoodfacts.org/product/0021130557967/candy-gummi-bears;usda-ndb-import;1489071338;2017-03-09T14:55:38Z;1587584784;2020-04-22T19:46:24Z;Candy, gummi bears;;;;;Gummi Bears,  Safeway  Inc.;gummi-bears,safeway-inc;Snacks, Sweet snacks, Confectioneries, Candies;en:snacks,en:sweet-snacks,en:confectioneries,en:candies;Snacks,Sweet snacks,Confectioneries,Candies;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, gelatin, modified food starch (corn), citric acid, apple juice from concentrate, sodium citrate, natural and artificial flavors, coconut oil, carnauba wax, red 40, yellow 5, blue 1.;;;;;;12 PIECES (31 g);31;;7;;en:e102,en:e129,en:e133,en:e330,en:e331,en:e428,en:e903;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF,E330 - Citric acid,E331 - Sodium citrates,E428 - Gelatine,E903 - Carnauba wax;0;;;0;;;13;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:candies;Candies;;;;;;;;1351;1351;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;77.42;41.94;;;;;;;;;0;;;3.23;;;;0.1625;0.065;;0;;;;;0;;;;;;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021130557974;http://world-en.openfoodfacts.org/product/0021130557974/orange-slices-candy-signature-kitchens;usda-ndb-import;1489074092;2017-03-09T15:41:32Z;1587586710;2020-04-22T20:18:30Z;Orange Slices Candy;;;;;Signature Kitchens;signature-kitchens;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, modified food starch (corn), cornstarch, natural and artificial flavor, yellow 6, red 40.;;;;;;2 PIECES (29 g);29;;2;;en:e110,en:e129;E110 - Sunset yellow FCF,E129 - Allura red ac;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1443;1443;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;86.21;55.17;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557981;http://world-en.openfoodfacts.org/product/0021130557981/jelly-beans-candy-signature-kitchens;usda-ndb-import;1489075892;2017-03-09T16:11:32Z;1587587947;2020-04-22T20:39:07Z;Jelly beans candy;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Snacks, Sweet snacks, Confectioneries, Candies, Gelified candies, Jelly beans;en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gelified-candies,en:jelly-beans;Snacks,Sweet snacks,Confectioneries,Candies,Gelified candies,Jelly beans;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, corn syrup, modified food starch (corn), cornstarch, natural and artificial flavors, confectioner's glaze (shellac), carnauba wax, beeswax, red 40, blue 1, yellow 5, yellow 6, red 3.;;;;;;10 PIECES (29 g);29;;7;;en:e102,en:e110,en:e129,en:e133,en:e901,en:e903,en:e904;E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF,E901 - White and yellow beeswax,E903 - Carnauba wax,E904 - Shellac;0;;;0;;;14;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:jelly-beans;Jelly beans;;;;;;;;1586;1586;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;89.66;72.41;;;;;;;;;0;;;0;;;;0.0425;0.017;;0;;;;;0;;;;;;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0021130557998;http://world-en.openfoodfacts.org/product/0021130557998/gummi-worms-candy-safeway-inc;usda-ndb-import;1489071339;2017-03-09T14:55:39Z;1587584784;2020-04-22T19:46:24Z;Gummi Worms Candy;;;;;Safeway  Inc.;safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, gelatin, modified food starch (corn), citric acid, apple juice from concentrate, sodium citrate, natural and artificial flavors, coconut oil, carnauba wax, red 40, yellow 5, blue 1.;;;;;;4 PIECES (43 g);43;;7;;en:e102,en:e129,en:e133,en:e330,en:e331,en:e428,en:e903;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF,E330 - Citric acid,E331 - Sodium citrates,E428 - Gelatine,E903 - Carnauba wax;0;;;0;;;13;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1364;1364;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;74.42;41.86;;;;;;;;;0;;;4.65;;;;0.145;0.058;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0021130558001;http://world-en.openfoodfacts.org/product/0021130558001/fruit-slices-candy-signature-kitchens;usda-ndb-import;1489074479;2017-03-09T15:47:59Z;1489074479;2017-03-09T15:47:59Z;Fruit Slices Candy;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, modified food starch (corn), corn starch, natural and artificial flavors, yellow 5, red 40, blue 1, sodium nitrate.;;;;;;43 g (3 PIECES);43;;4;;en:e102,en:e129,en:e133,en:e251;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF,E251 - Sodium nitrate;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;1460;1460;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;86.05;55.81;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021130558018;http://world-en.openfoodfacts.org/product/0021130558018/sour-gummi-worms-candy-signature-kitchens;usda-ndb-import;1489075892;2017-03-09T16:11:32Z;1587587947;2020-04-22T20:39:07Z;Sour gummi worms candy;;;;;Signature Kitchens,  Safeway  Inc.;signature-kitchens,safeway-inc;Snacks, Sweet snacks, Confectioneries;en:snacks,en:sweet-snacks,en:confectioneries;Snacks,Sweet snacks,Confectioneries;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn syrup, sugar, gelatin, modified food starch (potato), lactic acid, apple juice from concentrate, malic acid, sodium lactate, adipic acid, fumaric acid, tartaric acid, modified food starch (corn), sodium citrate, titanium dioxide (color), natural and artificial flavors, red 40, yellow 5, blue 1.;;;;;;7 PIECES (30 g);30;;12;;en:e102,en:e129,en:e133,en:e171,en:e270,en:e296,en:e297,en:e325,en:e331,en:e334,en:e355,en:e428;E102 - Tartrazine,E129 - Allura red ac,E133 - Brilliant blue FCF,E171 - Titanium dioxide,E270 - Lactic acid,E296 - Malic acid,E297 - Fumaric acid,E325 - Sodium lactate,E331 - Sodium citrates,E334 - L(+)-tartaric acid,E355 - Adipic acid,E428 - Gelatine;0;;;0;;;15;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Safeway, Inc.;en:confectioneries;Confectioneries;;;;;;;;1393;1393;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;76.67;53.33;;;;;;;;;0;;;3.33;;;;0.25;0.1;;0;;;;;0;;;;;;;;;;;;0.007;;0.003;;0;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;
