0018303005080;http://world-en.openfoodfacts.org/product/0018303005080/brownwood-farms-bbq-mustard-glaze;usda-ndb-import;1489062577;2017-03-09T12:29:37Z;1587578104;2020-04-22T17:55:04Z;Brownwood farms, bbq mustard glaze;;;;;Brownwood Farms;brownwood-farms;Groceries, Sauces;en:groceries,en:sauces;Groceries,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Mustard flour, cane sugar, *vinegar, tomato paste, molasses, *pasteurized eggs, water, onion powder, paprika, garlic powder, salt.*certified organic.;;;;;;1 tsp (7 g);7;;0;;;;0;;;0;;;10;c;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:sauces;Sauces;;;;;;;;1017;1017;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;71.43;14.29;;;;;;;;;0;;;0;;;;1.0725;0.429;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;
0018303005097;http://world-en.openfoodfacts.org/product/0018303005097/cherry-salsa-brownwood-farms;usda-ndb-import;1489062580;2017-03-09T12:29:40Z;1587578107;2020-04-22T17:55:07Z;Cherry salsa;;;;;Brownwood Farms;brownwood-farms;Groceries, Sauces, Dips;en:groceries,en:sauces,en:dips;Groceries,Sauces,Dips;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan cherries, onions, red peppers, vinegar, cane sugar, lemon juice, garlic, corn starch.;;;;;;1 Tbsp (20 g);20;;0;;;;0;;;0;;;4;c;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:dips;Dips;;;;;;;;314;314;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;10;;;;;;;;;0;;;0;;;;0.5625;0.225;;0;;;;;0;;;;;;;;;;;;;;0.2;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0018303005103;http://world-en.openfoodfacts.org/product/0018303005103/brownwood-farms-salsa-jalapeno-cherry;usda-ndb-import;1489062580;2017-03-09T12:29:40Z;1587578106;2020-04-22T17:55:06Z;Brownwood farms, salsa, jalapeno cherry;;;;;Brownwood Farms;brownwood-farms;Groceries, Sauces, Dips;en:groceries,en:sauces,en:dips;Groceries,Sauces,Dips;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan cherries, onions, sweet red peppers, vinegar, cane sugar, jalapeno peppers, lemon juice, cayenne pepper, garlic, corn starch.;;;;;;1 Tbsp (20 g);20;;0;;;;0;;;0;;;11;d;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:dips;Dips;;;;;;;;1046;1046;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75;40;;;;;;;;;0;;;0;;;;0.1875;0.075;;0;;;;;0;;;;;;;;;;;;;;0.2;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018303005110;http://world-en.openfoodfacts.org/product/0018303005110/brownwood-farms-pumpkin-butter;usda-ndb-import;1489062578;2017-03-09T12:29:38Z;1587578105;2020-04-22T17:55:05Z;Brownwood farms, pumpkin butter;;;;;Brownwood Farms;brownwood-farms;Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves;Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves;;;;;;;;;;;;;;;United States;en:united-states;United States;Pumpkin, cane sugar, molasses, water, michigan maple syrup, lemon juice, cinnamon, cloves, ginger.;;;;;;1 Tbsp (20 g);20;;0;;;;0;;;0;;;4;c;3;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:fruit-and-vegetable-preserves;Fruit and vegetable preserves;;;;;;;;418;418;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;15;;;;;;;;;0;;;0;;;;0;0;;0.00015;;;;;0.006;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0018303005127;http://world-en.openfoodfacts.org/product/0018303005127/old-fashioned-apple-butter-brownwood-farms;usda-ndb-import;1489062579;2017-03-09T12:29:39Z;1587578105;2020-04-22T17:55:05Z;Old Fashioned Apple Butter;;;;;Brownwood Farms;brownwood-farms;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan apples, cane sugar, molasses, lemon juice, vinegar, cinnamon, allspice, pectin.;;;;;;1 Tbsp (20 g);20;;1;;en:e440,en:e440i;E440 - Pectins,E440i - Pectin;0;;;0;;;4;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:condiments;Condiments;;;;;;;;523;523;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30;15;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0018303005134;http://world-en.openfoodfacts.org/product/0018303005134/brownwood-farms-butter-jalapeno-cherry;usda-ndb-import;1489062577;2017-03-09T12:29:37Z;1587578105;2020-04-22T17:55:05Z;Brownwood farms, butter, jalapeno cherry;;;;;Brownwood Farms;brownwood-farms;Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves;Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan cherries, cane sugar, jalapeno peppers, lemon juice, cinnamon, pectin.;;;;;;1 Tbsp (20 g);20;;1;;en:e440,en:e440i;E440 - Pectins,E440i - Pectin;0;;;0;;;11;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:fruit-and-vegetable-preserves;Fruit and vegetable preserves;;;;;;;;1255;1255;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;75;40;;;;;;;;;0;;;0;;;;0.1875;0.075;;0;;;;;0;;;;;;;;;;;;;;0.2;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018303005141;http://world-en.openfoodfacts.org/product/0018303005141/pepper-jelly-brownwood-farms;usda-ndb-import;1489062579;2017-03-09T12:29:39Z;1587578106;2020-04-22T17:55:06Z;Pepper Jelly;;;;;Brownwood Farms;brownwood-farms;Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves;Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves;;;;;;;;;;;;;;;United States;en:united-states;United States;Green & red bell peppers, cane sugar, vinegar, lemon juice, cayenne pepper, pectin.;;;;;;1 Tbsp (20 g);20;;1;;en:e440,en:e440i;E440 - Pectins,E440i - Pectin;0;;;0;;;8;c;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:fruit-and-vegetable-preserves;Fruit and vegetable preserves;;;;;;;;732;732;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;45;30;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0.024;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
0018303005158;http://world-en.openfoodfacts.org/product/0018303005158/cherry-chutney-brownwood-farms;usda-ndb-import;1489062581;2017-03-09T12:29:41Z;1587578107;2020-04-22T17:55:07Z;Cherry chutney;;;;;Brownwood Farms;brownwood-farms;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan cherries, tomatoes, cane sugar, molasses, vinegar, onions, sweet red peppers, mustard, ginger, cinnamon, lemon juice, corn starch.;;;;;;1 Tbsp (20 g);20;;0;;;;0;;;0;;;4;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:salted-snacks;Salted-snacks;;;;;;;;314;314;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;20;10;;;;;;;;;0;;;0;;;;0.5625;0.225;;0;;;;;0;;;;;;;;;;;;;;0.2;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0018303005172;http://world-en.openfoodfacts.org/product/0018303005172/pear-cinnamon-preserves-brownwood-farms;usda-ndb-import;1489062577;2017-03-09T12:29:37Z;1587578104;2020-04-22T17:55:04Z;Pear & cinnamon preserves;;;;;Brownwood Farms;brownwood-farms;Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Plant-based spreads, Sweet spreads, Fruit and vegetable preserves;en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves;Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves;;;;;;;;;;;;;;;United States;en:united-states;United States;Pears, cane sugar, lemon juice, cinnamon, pectin.;;;;;;1 Tbsp (20 g);20;;1;;en:e440,en:e440i;E440 - Pectins,E440i - Pectin;0;;;0;;;11;d;4;Sugary snacks;Sweets;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:fruit-and-vegetable-preserves;Fruit and vegetable preserves;;;;;;;;941;941;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;45;45;;;;;;;;;0;;;0;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;
0018303005189;http://world-en.openfoodfacts.org/product/0018303005189/apple-riesling-salsa-brownwood-farms;usda-ndb-import;1489062579;2017-03-09T12:29:39Z;1587578105;2020-04-22T17:55:05Z;Apple riesling salsa;;;;;Brownwood Farms;brownwood-farms;Groceries, Sauces, Dips;en:groceries,en:sauces,en:dips;Groceries,Sauces,Dips;;;;;;;;;;;;;;;United States;en:united-states;United States;Michigan apples, cane sugar, molasses, diced red peppers, vinegar, chateau grand traverse riesling, onion, jalapeno peppers, lemon juice, corn starch, garlic, salt.;;;;;;1 Tbsp (20 g);20;;0;;;;0;;;0;;;8;c;3;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Brownwood Acres Foods;en:dips;Dips;;;;;;;;837;837;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;35;20;;;;;;;;;0;;;0;;;;0.5625;0.225;;0.0006;;;;;0;;;;;;;;;;;;;;0;;0.0036;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
