0021248190919;http://world-en.openfoodfacts.org/product/0021248190919/olde-thompson-smokey-paprika;usda-ndb-import;1489065269;2017-03-09T13:14:29Z;1587579875;2020-04-22T18:24:35Z;Olde thompson, smokey paprika;;;;;Olde Thompson;olde-thompson;Plant-based foods and beverages, Plant-based foods, Groceries, Condiments;en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments;Plant-based foods and beverages,Plant-based foods,Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Smoked paprika, silicon dioxide added to prevent caking and ethoxyquin added to retain color.;;;;;;0.25 tsp (1 g);1;;0;;;;0;;;0;;;0;b;1;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:condiments;Condiments;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;100;0;;;;;;;;;0;;;0;;;;0;0;;0.015;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0021248190964;http://world-en.openfoodfacts.org/product/0021248190964/sriracha-salt;org-database-usda;1587640850;2020-04-23T11:20:50Z;1587640851;2020-04-23T11:20:51Z;Sriracha salt;;;;;;;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Salt, sugar, dehydrated garlic, spice, citric acid, extractives of paprika, spice extractive, natural flavor, with calcium stearate and silicon dioxide to prevent caking.;;;;;;0.25 tsp (1 g);1;;1;;en:e330;E330 - Citric acid;0;;;0;;;10;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:condiments;Condiments;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;0;;;;47.5;19;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;
0021248200298;http://world-en.openfoodfacts.org/product/0021248200298;stephane;1449140927;2015-12-03T11:08:47Z;1493025260;2017-04-24T09:14:20Z;;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/124/820/0298/front.3.400.jpg;https://static.openfoodfacts.org/images/products/002/124/820/0298/front.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248221125;http://world-en.openfoodfacts.org/product/0021248221125/olde-thompson-mediterranean-sea-salt;usda-ndb-import;1489065311;2017-03-09T13:15:11Z;1587579898;2020-04-22T18:24:58Z;Olde thompson, mediterranean sea salt;;;;;Olde Thompson;olde-thompson;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Mediterranean sea salt.;;;;;;0.25 tsp (1.2 g);1.2;;0;;;;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:condiments;Condiments;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;104.1675;41.667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248231124;http://world-en.openfoodfacts.org/product/0021248231124/olde-thompson-sea-salt-cork;kiliweb;1587411620;2020-04-20T19:40:20Z;1587411620;2020-04-20T19:40:20Z;Olde thompson sea salt cork;;;;;;;;;;;;;;;;;;;;;;;;en:us;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248231186;http://world-en.openfoodfacts.org/product/0021248231186/himalayan-pink-salt-olde-thompson;usda-ndb-import;1489060559;2017-03-09T11:55:59Z;1587576857;2020-04-22T17:34:17Z;Himalayan Pink Salt;;;;;Olde Thompson;olde-thompson;Himalayan salts, Pink himalayan salt, Groceries, Condiments;en:groceries,en:condiments,en:himalayan-salts,en:pink-himalayan-salt;Groceries,Condiments,Himalayan-salts,Pink-himalayan-salt;;;;;;;;;;;;;;;United States;en:united-states;United States;Himalayan pink salt;;;;;;0.25 tsp (1 g);1;;0;;;;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:pink-himalayan-salt;Pink-himalayan-salt;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0;;;;105;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248280054;http://world-en.openfoodfacts.org/product/0021248280054/seafood-rub-olde-thompson-inc;usda-ndb-import;1489090473;2017-03-09T20:14:33Z;1489090474;2017-03-09T20:14:34Z;Seafood Rub;;;;;Olde Thompson  Inc.;olde-thompson-inc;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Dehydrated onion and garlic, sea salt, spice (dill weed, parsley, celery seed), demerara sugar, paprika, citric acid, and dehydrated lemon peel.;;;;;;1.3 g (0.25 tsp);1.3;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.92;;;;;;;;;;;;;0;;;;31.26232;12.504928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248280658;http://world-en.openfoodfacts.org/product/0021248280658/veggie-olde-thompson-inc;usda-ndb-import;1489090473;2017-03-09T20:14:33Z;1587591411;2020-04-22T21:36:51Z;Veggie;;;;;Olde Thompson  Inc.;olde-thompson-inc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Dehydrated vegetables (garlic, red bell pepper), sugar, salt, spices, parsley, citric acid, and garlic oil.;;;;;;0.25 tsp (1.7 g);1.7;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:condiments;Condiments;;;;;;;;1230;1230;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.82;;;;;;;;;;;;;0;;;;17.6475;7.059;;0;;;;;0.1412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248280825;http://world-en.openfoodfacts.org/product/0021248280825/chicken-seasoning-olde-thompson-inc;usda-ndb-import;1489090474;2017-03-09T20:14:34Z;1587591411;2020-04-22T21:36:51Z;Chicken Seasoning;;;;;Olde Thompson  Inc.;olde-thompson-inc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Spices (rosemary, black pepper, oregano, basil), sea salt, orange and lemon peel, dehydrated garlic and onion, and citric acid.;;;;;;0.25 tsp (1.4 g);1.4;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Olde Thompson, Inc.;en:condiments;Condiments;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.43;;;;;;;;;;;;;0;;;;22.3225;8.929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021248280900;http://world-en.openfoodfacts.org/product/0021248280900/olde-thompson-bacon-salt-olde-thompson-inc;usda-ndb-import;1489090474;2017-03-09T20:14:34Z;1489090474;2017-03-09T20:14:34Z;Olde Thompson, Bacon Salt;;;;;Olde Thompson  Inc.;olde-thompson-inc;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Salt, dehydrated vegetables (garlic, red bell pepper, onion), sugar, natural flavors (contains potato maltodextrin, sunflower oil, smoke, natural flavor, and gum arabic), spice (black pepper), extractives of paprika, with calcium stearate and silicon diox;;;;;;1.8 g (0.25 tsp);1.8;;1;;en:e414;E414 - Acacia gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.56;;;;;;;;;;;;;0;;;;55.03418;22.013672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
