0030034923686;http://world-en.openfoodfacts.org/product/0030034923686/chef-salad;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669854;2020-04-23T19:24:14Z;Chef salad;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Iceberg lettuce, ranch dressing (canola oil, nonfat buttermilk [whey, water, skim milk powder, corn starch, tapioca starch, carrageenan, locust bean gum, culture], water, maltodextrin, white wine vinegar, egg yolk, salt, sugar, buttermilk powder, distille;en:milk;;;;;1 BOWL (220 g);220;;2;;en:e407,en:e410;E407 - Carrageenan,E410 - Locust bean gum;0;;;0;;;3;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;515;515;;9.55;1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.02;4.55;1.82;;;;;;;;;0.5;;;5.45;;;;1;0.4;;0.0001023;;;;;0.0041;;;;;;;;;;;;;;0.068;;0.00049;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0030034923693;http://world-en.openfoodfacts.org/product/0030034923693/turkey-bacon-cobb-salad-turkey-bacon;org-database-usda;1587669855;2020-04-23T19:24:15Z;1587669855;2020-04-23T19:24:15Z;Turkey & bacon cobb salad, turkey & bacon;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lettuce mix (iceberg, romaine), bleu cheese dressing (water, soybean oil and/or canola oil, distilled vinegar, bleu cheese [pasteurized milk, cheese cultures, salt, enzymes, penicillium roqueforti, cellulose {to prevent caking}, natamycin {to protect flav;;;;;;1 BOWL (206 g);206;;2;;en:e235,en:e460;E235 - Natamycin,E460 - Cellulose;0;;;0;;;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;448;448;;7.28;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.053;3.88;2.43;;;;;;;;;1;;;6.31;;;;1.0425;0.417;;0.0003642;;;;;0.0073;;;;;;;;;;;;;;0.029;;0.0007;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0030034923709;http://world-en.openfoodfacts.org/product/0030034923709/crisp-romaine-lettuce-white-meat-chicken-shredded-parmesan-style-cheese-and-creamy-caeser-dressing-salad-chicken-caesar;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669854;2020-04-23T19:24:14Z;Crisp romaine lettuce, white meat chicken, shredded parmesan-style cheese and creamy caeser dressing salad, chicken caesar;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Romaine lettuce, chicken breast with rib meat (chicken breast with rib meat, water, sodium lactate, seasoning [salt, sugar, artificial chicken flavor {with hydrolyzed corn protein, autolyzed yeast extract, thiamine hydrochloride, disodium inosinate, disod;;;;;;1 BOWL (177 g);177;;2;;en:e325,en:e631;E325 - Sodium lactate,E631 - Disodium inosinate;0;;;0;;;4;c;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;544;544;;9.04;2.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.028;4.52;1.69;;;;;;;;;0.6;;;9.04;;;;1.385;0.554;;0.0004236;;;;;0.0119;;;;;;;;;;;;;;0.141;;0.00061;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0030034923723;http://world-en.openfoodfacts.org/product/0030034923723/sweet-baby-spinach-egg-almonds-dried-cranberries-monterey-jack-colby-cheese-crispy-noodles-and-sweet-onion-dijon-vinaigrette-salad;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669855;2020-04-23T19:24:15Z;Sweet baby spinach, egg, almonds, dried cranberries, monterey jack-colby cheese, crispy noodles, and sweet onion dijon vinaigrette salad;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Spinach, sweet onion dijon vinaigrette (water, canola oil, sugar, dijon mustard [distilled vinegar, water, mustard seed, salt, white wine, citric acid, turmeric, tartaric acid, spices], onion, apple cider vinegar, sweet onion, [sweet onion, vinegar, salt];;;;;;1 BOWL (135 g);135;;2;;en:e330,en:e334;E330 - Citric acid,E334 - L(+)-tartaric acid;0;;;0;;;3;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;900;900;;14.07;3.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.07;14.81;8.15;;;;;;;;;2.2;;;7.41;;;;0.7775;0.311;;;;;;;;;;;;;;;;;;;0.207;;0.111;;0.002;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0030034923730;http://world-en.openfoodfacts.org/product/0030034923730/cranberry-walnut-salad-cranberry-walnut;org-database-usda;1587669862;2020-04-23T19:24:22Z;1587669862;2020-04-23T19:24:22Z;Cranberry walnut salad, cranberry walnut;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Spring mix (baby lettuces [lollo rossa, tango, red and green oak, red and green romaine, red leaf, parella], baby greens [tatsoi, mizuna, red and green chard, red and green mustard, frisee], baby spinach, radicchio, ingredients may vary by season), raspbe;;;;;;1 BOWL (128 g);128;;0;;;;0;;;0;;;5;c;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;653;653;;7.03;2.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.008;17.97;12.5;;;;;;;;;1.6;;;5.47;;;;0.9375;0.375;;;;;;;;;;;;;;;;;;;0.164;;0.062;;0.00084;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
0030034923747;http://world-en.openfoodfacts.org/product/0030034923747/italian-style-chopped-salad-italian-style;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669854;2020-04-23T19:24:14Z;Italian-style chopped salad, italian-style;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetable blend (escarole, endive, broccoli, cauliflower, radicchio, carrots, red cabbage, ingredients may vary by season), champagne vinaigrette (water, vegetable oil [soybean oil and/or canola oil], salted champagne wine, white balsamic vinegar, sugar;;;;;;1 BOWL (149 g);149;;0;;;;0;;;0;;;6;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;561;561;;10.74;3.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.017;4.7;2.01;;;;;;;;;1.3;;;5.37;;;;1.5275;0.611;;0.0002517;;;;;0.0101;;;;;;;;;;;;;;0.101;;0.00072;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;
0030034923754;http://world-en.openfoodfacts.org/product/0030034923754/basil-balsamic-caprese-salad;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669854;2020-04-23T19:24:14Z;Basil-balsamic caprese salad;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Lettuce mix (baby arugula, baby spinach, baby lettuces [lollo rossa, frisee, red leaf, romaine, red oak], baby greens [tatsoi, mizuna], lettuce mix may vary by season), grape tomatoes, basil balsamic vinaigrette (vegetable oil [soybean and/or canola oil];;;;;;1 BOWL (142 g);142;;0;;;;0;;;0;;;5;c;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;649;649;;11.97;3.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.011;8.45;7.04;;;;;;;;;1.4;;;3.52;;;;0.8275;0.331;;;;;;;;;;;;;;;;;;;0.148;;0.07;;0.00076;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
0030034923761;http://world-en.openfoodfacts.org/product/0030034923761/greek-inspired-chopped-salad;org-database-usda;1587669854;2020-04-23T19:24:14Z;1587669854;2020-04-23T19:24:14Z;Greek-inspired chopped salad;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetable blend (escarole, endive, broccoli, cauliflower, radicchio, carrots, red cabbage, ingredients may vary by season), greek inspired vinaigrette (water, vegetable oil [soybean and/or canola oil], olive oil, white wine vinegar, apple cider vinegar, w;;;;;;1 BOWL (156 g);156;;0;;;;0;;;0;;;4;c;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;565;565;;11.54;2.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.013;3.21;1.28;;;;;;;;;1.3;;;5.13;;;;1.2975;0.519;;0.0002403;;;;;0.0096;;;;;;;;;;;;;;0.064;;0.00069;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
0030034923778;http://world-en.openfoodfacts.org/product/0030034923778/kickin-bbq-style-chopped-salad-kickin-bbq-style;org-database-usda;1587669862;2020-04-23T19:24:22Z;1587669862;2020-04-23T19:24:22Z;Kickin' bbq style chopped salad, kickin' bbq style;;;;;;;Salted snacks;en:salted-snacks;Salted-snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Vegetable blend (iceberg and romaine lettuces, green and red cabbages, carrots, ingredients may vary by season), barbeque ranch dressing (lowfat buttermilk [cultured lowfat milk, cream, salt], vegetable oil [soybean and/or canola oil], sugar, tomato paste;en:milk;;;;;1 BOWL (198 g);198;;0;;;;0;;;0;;;0;b;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:salted-snacks;Salted-snacks;;;;;;;;485;485;;6.06;1.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.01;12.63;4.55;;;;;;;;;2;;;4.55;;;;0.6175;0.247;;0.0001515;;;;;0.0045;;;;;;;;;;;;;;0.03;;0.00073;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0030034923785;http://world-en.openfoodfacts.org/product/0030034923785/pepperoni-pizza-in-a-golden-crust-snack-rollz-pepperoni;org-database-usda;1587674975;2020-04-23T20:49:35Z;1587674975;2020-04-23T20:49:35Z;Pepperoni pizza in a golden crust snack rollz, pepperoni;;;;;;;Meals, Pizzas pies and quiches, Pizzas;en:meals,en:pizzas-pies-and-quiches,en:pizzas;Meals,Pizzas pies and quiches,Pizzas;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], tomato paste, imitation mozzarella cheese (water, palm oil, modified food starch, corn starch, maltodextrin, caseinate, salt, sodium phosphate sorbic acid [preservative], carrageenan, lactic acid, natural flavors, turmeric and annatto extracts [color]), pepperoni [pork, beef, salt, 2% or less of dextrose, flavorings, lactic acid starter culture, oleoresin of paprika, sodium nitrite, bha, bht, citric acid], vegetable oil, low-moisture part-skim mozzarella cheese [cultured pasteurized part skim milk, salt, enzymes, natamycin (preservative)], modified food starch, salt, whey, dried onions, sugar, methylcellulose, spices, glucose, gum blend (guar gum, xanthan gum), baking soda, sodium acid pyrophosphate, defatted soy flour, corn starch, calcium sulfate, monocalcium phosphate.;en:gluten,en:milk;;;;;6 PIECES (85 g);85;;14;;en:e160b,en:e200,en:e235,en:e250,en:e270,en:e320,en:e321,en:e330,en:e341,en:e341i,en:e407,en:e412,en:e415,en:e450,en:e461;E160b - Annatto,E200 - Sorbic acid,E235 - Natamycin,E250 - Sodium nitrite,E270 - Lactic acid,E320 - Butylated hydroxyanisole (bha),E321 - Butylated hydroxytoluene,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E407 - Carrageenan,E412 - Guar gum,E415 - Xanthan gum,E450 - Diphosphates,E461 - Methyl cellulose;0;;;0;;;2;b;4;Composite foods;Pizza pies and quiche;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Giant Eagle, Inc.;en:pizzas;Pizzas;;;;;;;;937;937;;9.41;1.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;29.41;2.35;;;;;;;;;1.2;;;7.06;;;;0.97;0.388;;0.0000354;;;;;0.0042;;;;;;;;;;;;;;0.024;;0.00169;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
