0030100239765;http://world-en.openfoodfacts.org/product/0030100239765/original-minis-fudge-stripes-cookies;org-database-usda;1587676044;2020-04-23T21:07:24Z;1587676044;2020-04-23T21:07:24Z;Original minis fudge stripes cookies;;;;;;;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid), sugar, vegetable oil (soybean, palm kernel and palm oil), high fructose corn syrup, cocoa processed with alkali, whey. contains 2% or less of leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), salt, molasses, soy lecithin, sorbitan tristearate, natural and artificial flavors.;en:gluten,en:milk,en:soybeans;;;;;1 POUCH (56 g);56;;5;;en:e322,en:e322i,en:e341,en:e341i,en:e450,en:e492,en:e500;E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E450 - Diphosphates,E492 - Sorbitan tristearate,E500 - Sodium carbonates;0;;;0;;;26;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits;Biscuits;;;;;;;;2092;2092;;23.21;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;69.64;32.14;;;;;;;;;1.8;;;3.57;;;;0.9375;0.375;;;;;;;;;;;;;;;;;;;0.214;;0.036;;0.00268;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;
0030100248668;http://world-en.openfoodfacts.org/product/0030100248668/chips-deluxe-cookies-chocolate-chip;org-database-usda;1587649083;2020-04-23T13:38:03Z;1587649083;2020-04-23T13:38:03Z;Chips deluxe cookies chocolate chip;;;;;;;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, semisweet chocolate (sugar, chocolate, cocoa butter, soy lecithin, natural flavor), vegetable oil (soybean and palm oil with tbhq for freshness), contains two percent or less of oat fiber, salt, molasses, natural and artificial flavor, baking soda, soy lecithin, butter (cream, salt), datem, mono - and diglycerides.;en:gluten,en:milk,en:soybeans;;;;;1 POUCH (21 g);21;;3;;en:e322,en:e322i,en:e471,en:e472e;E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;17;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits;Biscuits;;;;;;;;1992;1992;;14.29;4.76;;;;;;;;;;;;;;;2.38;4.76;;;;;;;;;;;;;;;;;0;0;76.19;38.1;;;;;;;;;4.8;;;4.76;;;;1.13;0.452;;0;;;;;0;;;;;;;;;;;;;;0;;0.00171;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0030100248675;http://world-en.openfoodfacts.org/product/0030100248675/keebler-right-bites-cookies-chocolate-chip-74oz;org-database-usda;1587583077;2020-04-22T19:17:57Z;1587583078;2020-04-22T19:17:58Z;Keebler right bites cookies chocolate chip .74oz;;;;;;;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, semi sweet chocolate (sugar, chocolate, cocoa butter, soy lecithin, natural flavor), vegetable oil (soybean and palm oil with tbhq for freshness), contains two percent or less of oat fiber, salt, molasses, natural and artificial flavor, baking soda, soy lecithin, butter (cream, salt), datem, mono - and diglycerides.;en:gluten,en:milk,en:soybeans;;;;;1 Pouch (21 g);21;;3;;en:e322,en:e322i,en:e471,en:e472e;E322 - Lecithins,E322i - Lecithin,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids;0;;;0;;;20;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kellogg Company US;en:biscuits;Biscuits;;;;;;;;1891;1891;;13.3;5.3;;;;;;;;;;;;;;;3.3;3.8;;;;;;;;;;;;;;;;;0.2;0;77.7;40.3;;;;;;;;;3.1;1;2;4.7;;;;1.1025;0.441;;0.0000012;;;;;0;0;0.00021;0.0028;0.00002;;0.000078;;;;;;0.122;;0.018;0.075;0.0032;0.029;0.0007;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0030100263517;http://world-en.openfoodfacts.org/product/0030100263517/cracker-assortment-party-pack;org-database-usda;1587655085;2020-04-23T15:18:05Z;1587655086;2020-04-23T15:18:06Z;Cracker assortment party pack;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid), soybean oil (with tbhq for freshness), sugar, whole wheat flour, sesame seeds. contains 2% or less of salt, whole wheat, corn syrup, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate, yeast), defatted wheat germ, malt extract, dried onion, butter (cream, salt), garlic powder, annatto color, whey, soy lecithin.;en:gluten,en:milk,en:sesame-seeds;;;;;5 CRACKERS (16 g);16;;3;;en:e322,en:e322i,en:e341,en:e341i,en:e450;E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E450 - Diphosphates;0;;;0;;;20;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;KEEBLER COMPANY;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;2092;2092;;21.88;3.12;;;;;;;;;;;;;;;6.25;12.5;;;;;;;;;;;;;;;;;0;0;62.5;6.25;;;;;;;;;0;;;6.25;;;;2.5;1;;;;;;;;;;;;;;;;;;;0.125;;0.062;;0.00312;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0030100271949;http://world-en.openfoodfacts.org/product/0030100271949/mini-fudge-stripes-cookies;org-database-usda;1587655085;2020-04-23T15:18:05Z;1587655085;2020-04-23T15:18:05Z;Mini fudge stripes cookies;;;;;;;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, vegetable oil (hydrogenated and/or partially hydrogenated palm kernel, palm and/or coconut oil, soybean, palm, and palm kernel oil with tbhq for freshness), cocoa processed with alkali, contains two percent or less of whey, high fructose corn syrup, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), soy lecithin, salt, molasses, polysorbate 60, sorbitan monostearate, artificial flavor.;en:gluten,en:soybeans;;;;;1 POUCH (21 g);21;;6;;en:e322,en:e322i,en:e341,en:e341i,en:e435,en:e450,en:e491,en:e500;E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E435 - Polyoxyethylene sorbitan monostearate,E450 - Diphosphates,E491 - Sorbitan monostearate,E500 - Sodium carbonates;0;;;0;;;21;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits;Biscuits;;;;;;;;1992;1992;;16.67;11.9;;;;;;;;;;;;;;;0;2.38;;;;;;;;;;;;;;;;;0;0;76.19;38.1;;;;;;;;;4.8;;;4.76;;;;0.775;0.31;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;
0030100271956;http://world-en.openfoodfacts.org/product/0030100271956/keebler-right-bites-cookies-fudge-stripes-74oz;org-database-usda;1587583078;2020-04-22T19:17:58Z;1587583078;2020-04-22T19:17:58Z;Keebler Right Bites Cookies Fudge Stripes .74oz;;;;;;;Snacks, Sweet snacks, Biscuits and cakes, Biscuits;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Snacks,Sweet snacks,Biscuits and cakes,Biscuits;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), sugar, vegetable oil (hydrogenated and/or partially hydrogenated palm kernel, palm and/or coconut oil, soybean, palm, and palm kernel oil with tbhq for freshness), cocoa processed with alkali, contains two percent or less of whey, high fructose corn syrup, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), soy lecithin, salt, molasses, polysorbate 60, sorbitan monostearate, artificial flavor.;en:gluten,en:soybeans;;;;;1 Pouch (21 g);21;;6;;en:e322,en:e322i,en:e341,en:e341i,en:e435,en:e450,en:e491,en:e500;E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E435 - Polyoxyethylene sorbitan monostearate,E450 - Diphosphates,E491 - Sorbitan monostearate,E500 - Sodium carbonates;0;;;0;;;25;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kellogg Company US;en:biscuits;Biscuits;;;;;;;;1966;1966;;17.8;12.9;;;;;;;;;;;;;;;1.5;2.8;;;;;;;;;;;;;;;;;0.4;0.001;74.3;39.2;;;;;;;;;1.9;;;4;;;;0.785;0.314;;0.0000132;;;;;0.001;0;0.0002;0.0021;;;0.000072;;;;;;0.219;;0.03;0.072;0.0011;0.013;0.0002;;;;;;;;;;;;;;;;;;;25;;;;;;;;
0030100276302;http://world-en.openfoodfacts.org/product/0030100276302/multi-grain-crackers-multi-grain;org-database-usda;1587669686;2020-04-23T19:21:26Z;1587669686;2020-04-23T19:21:26Z;Multi-grain crackers, multi-grain;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), soybean oil with tbhq for freshness, sugar, whole wheat flour, defatted wheat germ, contains two percent or less of oat bran, salt;en:gluten;;;;;4 CRACKERS (14 g);14;;0;;;;0;;;0;;;13;d;3;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;2092;2092;;21.43;0;;;;;;;;;;;;;;;3.57;10.71;;;;;;;;;;;;;;;;;0;0;64.29;14.29;;;;;;;;;7.1;;;7.14;;;;2.1425;0.857;;0;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0030100280910;http://world-en.openfoodfacts.org/product/0030100280910/garlic-herb-toppers-crackers-garlic-herb;org-database-usda;1587669690;2020-04-23T19:21:30Z;1587669690;2020-04-23T19:21:30Z;Garlic & herb toppers crackers, garlic & herb;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), soybean oil with tbhq for freshness, sugar, cornstarch, contains two percent or less of salt, leavening (sodium acid pyrophosphate;en:gluten;;;;;3 CRACKERS (14 g);14;;1;;en:e450;E450 - Diphosphates;0;;;0;;;20;e;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;2092;2092;;21.43;3.57;;;;;;;;;;;;;;;7.14;10.71;;;;;;;;;;;;;;;;;0;0;71.43;7.14;;;;;;;;;0;;;7.14;;;;2.41;0.964;;0;;;;;0;;;;;;;;;;;;;;0;;0.00257;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;
0030100298359;http://world-en.openfoodfacts.org/product/0030100298359/sugar-cones;org-database-usda;1587582987;2020-04-22T19:16:27Z;1587582987;2020-04-22T19:16:27Z;Sugar cones;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Bleached and enriched flour (wheat flour, niacin, reduced iron, vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid), sugar, partially hydrogenated soybean oil, contains 2% or less of molasses, salt, soy lecithin, honey, caramel color, artificial flavor.;en:gluten;;;;;1 Cone (12 g);12;;2;;en:e150c,en:e322,en:e322i;E150c - Ammonia caramel,E322 - Lecithins,E322i - Lecithin;0;;;0;;;17;d;4;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;1745;1745;;4.17;0;;;;;;;;;;;;;;;2.8;1;;;;;;;;;;;;;;;;;0;0;83.33;33.33;;;;;;;;;0;1;1;8.33;;;;1.175;0.47;;0;;;;;0;0.001;0.00032;;0.00003;0.000122;0.000203;0;;;;;0.114;;0;0.071;0.003;0.014;0.0007;;;;;;;;;;;;;;;;;;;17;;;;;;;;
0030100300151;http://world-en.openfoodfacts.org/product/0030100300151/ice-cream-cones;org-database-usda;1587583299;2020-04-22T19:21:39Z;1587583299;2020-04-22T19:21:39Z;Ice cream cones;;;;;;;Biscuits and cakes;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), contains 2% or less of cornstarch, high oleic soybean oil, baking soda, salt, soy lecithin, annatto extract color, vanilla extract.;en:gluten;;;;;1 Cone (4 g);4;;1;;en:e322,en:e322i;E322 - Lecithins,E322i - Lecithin;0;;;0;;;1;b;3;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Keebler Company;en:biscuits-and-cakes;Biscuits and cakes;;;;;;;;1569;1569;;0;0;;;;;;;;;;;;;;;1.2;0.3;;;;;;;;;;;;;;;;;0;0;75;0;;;;;;;;;0;0;0;25;;;;0.51;0.204;;;;;;;0;0.001;0.00046;;0;0.000168;0.00028;0;;;;;0;;0;0.006;0.0025;0;0;;;;;;;;;;;;;;;;;;;1;;;;;;;;
