0015400853934;http://world-en.openfoodfacts.org/product/0015400853934/corn-flakes-cereal-corn-flakes;org-database-usda;1587668833;2020-04-23T19:07:13Z;1587668833;2020-04-23T19:07:13Z;Corn flakes cereal, corn flakes;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;Milled corn, sugar, salt, malted barley syrup, vitamins and minerals: reduced iron, sodium ascorbate (vitamin c), niacinamide, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), vitamin a palmitate, folic acid, vitamin b12, vitamin d.;;;;;;1 cup (28 g);28;;0;;;;0;;;0;;;8;c;3;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:cereals-and-their-products;Cereals and their products;;;;;;;;1494;1494;;0;0;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;85.71;7.14;;;;;;;;;3.6;;;7.14;;;;1.4275;0.571;;0.0005358;;;;;0.0214;0.001;0.001518;0.017857;0.001786;;;0.00000536;;;;;0.089;;0;;0.03214;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;
0015400853958;http://world-en.openfoodfacts.org/product/0015400853958/oatmeal-100-whole-grain-cereal-oatmeal;org-database-usda;1587666525;2020-04-23T18:28:45Z;1587666525;2020-04-23T18:28:45Z;Oatmeal 100% whole grain cereal, oatmeal;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products;;;;;;;;;;;;;;;United States;en:united-states;United States;100% whole grain rolled oats.;;;;;;1/2 cup (40 g);40;;0;;;;0;;;0;;;-5;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:cereals-and-their-products;Cereals and their products;;;;;;;;1569;1569;;6.25;1.25;;;;;;;;;;;;;;;2.5;2.5;;;;;;;;;;;;;;;;;0;0;70;0;;;;;;;;;10;5;5;12.5;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0.0045;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
0015400855235;http://world-en.openfoodfacts.org/product/0015400855235/choice-tomatoes-diced-with-roasted-garlic-onion;org-database-usda;1587667598;2020-04-23T18:46:38Z;1587667599;2020-04-23T18:46:39Z;Choice tomatoes diced with roasted garlic & onion;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Tomatoes, tomato juice, sugar, salt, dried onion, dried garlic, calcium chloride, citric acid, dried parsley, natural flavors.;;;;;;1/2 cup (121 g);121;;1;;en:e330;E330 - Citric acid;0;;;0;;;-1;a;4;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:tomatoes;Tomatoes;;;;;;;;105;105;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;4.96;3.31;;;;;;;;;0.8;;;0.83;;;;0.95;0.38;;0.0001239;;;;;0.005;;;;;;;;;;;;;;0.033;;0.0006;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0015400855242;http://world-en.openfoodfacts.org/product/0015400855242/original-diced-tomatoes-with-green-chiles-original;org-database-usda;1587667597;2020-04-23T18:46:37Z;1587667597;2020-04-23T18:46:37Z;Original diced tomatoes with green chiles, original;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Tomatoes with juice, water, chopped green chile peppers, salt, calcium chloride, citric acid, natural flavors, spices.;;;;;;1/2 cup (121 g);121;;1;;en:e330;E330 - Citric acid;0;;;0;;;-2;a;4;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:tomatoes;Tomatoes;;;;;;;;71;71;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;3.31;1.65;;;;;;;;;0.8;;;0.83;;;;0.785;0.314;;0.000186;;;;;0.005;;;;;;;;;;;;;;0.033;;0.0006;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0015400855327;http://world-en.openfoodfacts.org/product/0015400855327/ready-to-eat-graham-cracker-pie-crust-graham-cracker;org-database-usda;1587666536;2020-04-23T18:28:56Z;1587666537;2020-04-23T18:28:57Z;Ready-to-eat graham cracker pie crust, graham cracker;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pie dough;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pie-dough;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pie dough;;;;;;;;;;;;;;;United States;en:united-states;United States;Graham cracker meal (enriched flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, whole wheat flour, palm oil, high fructose corn syrup, brown sugar, honey, sodium bicarbonate, molasses, salt, malt syrup [malted barley, corn], artificial flavor), vegetable shortening (contains hydrogenated palm kernel oil, palm oil, canola oil), sugar, corn starch.;en:gluten;;;;;"0.125 OF 9"" CRUST (21 g)";21;;0;;;;0;;;0;;;24;e;4;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:pie-dough;Pie dough;;;;;;;;2192;2192;;28.57;19.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;57.14;23.81;;;;;;;;;0;;;4.76;;;;0.8325;0.333;;0;;;;;0;;;;;;;;;;;;;;0;;0.00171;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0015400855457;http://world-en.openfoodfacts.org/product/0015400855457/premium-country-style-baked-beans-shurfine;usda-ndb-import;1489093963;2017-03-09T21:12:43Z;1587593355;2020-04-22T22:09:15Z;Premium Country Style Baked Beans;;;;;Shurfine,  Western Family Foods  Inc.;shurfine,western-family-foods-inc;Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Canned legumes, Canned common beans;en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:canned-plant-based-foods,en:canned-legumes,en:canned-common-beans;Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans;;;;;;;;;;;;;;;United States;en:united-states;United States;Prepared navy beans, water, sugar, salt, maple syrup, food starch-modified, bacon, onion powder, dextrose, caramel coloring, spice, hydrolyzed corn protein, vegetable shortening, natural smoke flavor, natural and artificial flavorings.;;;;;;0.5 cup (128 g);128;;1;;en:e150a;E150a - Plain caramel;0;;;0;;;0;b;4;Cereals and potatoes;Legumes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:canned-common-beans;Canned common beans;;;;;;;;456;456;;0.39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;21.88;9.38;;;;;;;;;3.9;;;4.69;;;;0.8;0.32;;0.0000234;;;;;0;;;;;;;;;;;;;;0.031;;0.00112;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0015400855464;http://world-en.openfoodfacts.org/product/0015400855464/premium-homestyle-baked-beans-shurfine;usda-ndb-import;1489093992;2017-03-09T21:13:12Z;1587593373;2020-04-22T22:09:33Z;Premium Homestyle Baked Beans;;;;;Shurfine;shurfine;Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Canned legumes, Canned common beans;en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:canned-plant-based-foods,en:canned-legumes,en:canned-common-beans;Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans;;;;;;;;;;;;;;;United States;en:united-states;United States;Prepared navy beans, water, brown sugar, sugar, tomato paste, salt, food starch-modified, bacon, mustard, onion powder, spices, extractives of paprika, garlic powder, and natural flavors.;;;;;;0.5 cup (128 g);128;;0;;;;0;;;0;;;0;b;3;Cereals and potatoes;Legumes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:canned-common-beans;Canned common beans;;;;;;;;456;456;;0.39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;21.88;9.38;;;;;;;;;3.9;;;4.69;;;;0.8;0.32;;0.0000234;;;;;0;;;;;;;;;;;;;;0.031;;0.00112;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0015400855501;http://world-en.openfoodfacts.org/product/0015400855501/italian-style-crushed-tomatoes;org-database-usda;1587667467;2020-04-23T18:44:27Z;1587667468;2020-04-23T18:44:28Z;Italian style crushed tomatoes;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomatoes;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:tomatoes;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and their products,Tomatoes;;;;;;;;;;;;;;;United States;en:united-states;United States;Tomatoes, tomato puree, salt, oregano, dried onion, dried garlic, dried parsley, basil, citric acid, natural flavors.;;;;;;1/4 cup (61 g);61;;1;;en:e330;E330 - Citric acid;0;;;0;;;-6;a;4;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:tomatoes;Tomatoes;;;;;;;;138;138;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;6.56;3.28;;;;;;;;;1.6;;;1.64;;;;0.37;0.148;;0.0001476;;;;;0.0098;;;;;;;;;;;;;;0;;0.00118;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;
0015400855600;http://world-en.openfoodfacts.org/product/0015400855600/original-potato-chips-original;org-database-usda;1587668743;2020-04-23T19:05:43Z;1587668743;2020-04-23T19:05:43Z;Original potato chips, original;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Potatoes, vegetable oil (may contain one or more of the following: corn, soybean, sunflower), and salt.;;;en:soybeans;en:soybeans;Soybeans;1 ONZ (28 g);28;;0;;;;0;;;0;;;14;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:snacks;Snacks;;;;;;;;2243;2243;;35.71;5.36;;;;;;;;;;;;;;;8.93;21.43;;;;;;;;;;;;;;;;;0;0;53.57;0;;;;;;;;;3.6;;;7.14;;;;1.4275;0.571;;0;;;;;0.0321;;;;;;;;;;;;1.286;;0;;0.00129;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
0015400855617;http://world-en.openfoodfacts.org/product/0015400855617/original-potato-chips;org-database-usda;1587667554;2020-04-23T18:45:54Z;1587667554;2020-04-23T18:45:54Z;Original potato chips;;;;;;;Snacks;en:snacks;Snacks;;;;;;;;;;;;;;;United States;en:united-states;United States;Potatoes, vegetable oil (may contain one or more of the following: corn, soybean, sunflower), and salt.;;;en:soybeans;en:soybeans;Soybeans;1 ONZ (28 g);28;;0;;;;0;;;0;;;14;d;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;SHURFINE;en:snacks;Snacks;;;;;;;;2243;2243;;35.71;5.36;;;;;;;;;;;;;;;8.93;21.43;;;;;;;;;;;;;;;;;0;0;53.57;0;;;;;;;;;3.6;;;7.14;;;;1.4275;0.571;;0;;;;;0.0321;;;;;;;;;;;;1.286;;0;;0.00129;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;
