0021500121002;http://world-en.openfoodfacts.org/product/0021500121002/extra-rich-thick-spaghetti-sauce-spices-seasonings-mix-spaghetti-sauce-lawry-s;usda-ndb-import;1489067426;2017-03-09T13:50:26Z;1587658819;2020-04-23T16:20:19Z;Extra rich & thick spaghetti sauce spices & seasonings mix, spaghetti sauce;;;;;Lawry's,  Lawry's Foods Llc;lawry-s,lawry-s-foods-llc;Groceries, Sauces, Pasta sauces, Condiments;en:groceries,en:condiments,en:sauces,en:pasta-sauces;Groceries,Condiments,Sauces,Pasta sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Modified corn starch, sugar, salt, spices (including paprika, oregano, basil, parsley), onions, garlic, romano cheese (part-skim cow's milk, cheese cultures, salt, enzymes), yeast extract, natural flavors (including beef and pork), disodium inosinate and guanylate (flavor enhancers), potassium sorbate (to protect quality), and caramel color.;;;;;;1 Tbsp (10 g);10;;2;;en:e150c,en:e202;E150c - Ammonia caramel,E202 - Potassium sorbate;0;;;0;;;;;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:pasta-sauces;Pasta sauces;;;;;;;;1464;1464;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;70;20;;;;;;;;;;;;0;;;;15.75;6.3;;0.0003;;;;;;;;;;;;;;;;;;;;;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500202008;http://world-en.openfoodfacts.org/product/0021500202008/taco-spices-seasoning-mix-taco-lawry-s;usda-ndb-import;1489067371;2017-03-09T13:49:31Z;1590356752;2020-05-24T21:45:52Z;Taco spices & seasoning mix, taco;;;;;Lawry's,  Lawry's Foods Llc;lawry-s,lawry-s-foods-llc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;spices (including paprika, cumin, oregano, chili pepper), onion, salt, lactose (milk), sugar, garlic, enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), cocoa powder processed with alkali, and natural flavor,;;;;;;2 tsp (5 g);5;;0;;;;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1255;1255;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;20;;;;;;;;;;;;0;;;;17;6.8;;0.0012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500202053;http://world-en.openfoodfacts.org/product/0021500202053/chicken-taco-spices-seasonings-mix-chicken-taco-lawry-s;usda-ndb-import;1489067286;2017-03-09T13:48:06Z;1587581147;2020-04-22T18:45:47Z;Chicken taco spices & seasonings mix, chicken taco;;;;;Lawry's,  Lawry's Foods Llc;lawry-s,lawry-s-foods-llc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Spices (including paprika, cumin, red pepper), lactose (milk), corn maltodextrin, salt, onion, modified corn starch, dextrose, garlic, tomato, cocoa powder processed with alkali, and natural flavor.;;;;;;2 tsp (7 g);7;;0;;;;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1494;1494;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.43;28.57;;;;;;;;;;;;0;;;;16.0725;6.429;;0.0008571;;;;;;;;;;;;;;;;;;;;;0.01029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500202084;http://world-en.openfoodfacts.org/product/0021500202084/chicken-fajitas-spices-seasonings-mix-chicken-fajitas-lawry-s;usda-ndb-import;1489068695;2017-03-09T14:11:35Z;1587582175;2020-04-22T19:02:55Z;Chicken fajitas spices & seasonings mix, chicken fajitas;;;;;Lawry's;lawry-s;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Salt, corn maltodextrin, spices (paprika, black pepper, chile peppers, parsley, oregano, cumin), modified corn starch, sugar, red bell pepper, citric acid, caramel color, garlic, natural flavor, and soy lecithin.;;;;;;1 tsp (3.5 g);3.5;;3;;en:e150c,en:e322,en:e322i,en:e330;E150c - Ammonia caramel,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1197;1197;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.14;;;;;;;;;;;;;0;;;;22.8575;9.143;;0.0008571;;;;;0.0343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500203029;http://world-en.openfoodfacts.org/product/0021500203029/hot-taco-spices-seasonings-mix-hot-taco-lawry-s;usda-ndb-import;1489067381;2017-03-09T13:49:41Z;1587581209;2020-04-22T18:46:49Z;Hot taco spices & seasonings mix, hot taco;;;;;Lawry's,  Lawry's Foods Llc;lawry-s,lawry-s-foods-llc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Spices (including paprika, cumin, chili pepper), salt, onion, lactose (milk), sugar, enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), garlic, citric acid, tabasco brand dry seasoning (aged red pepper, vinegar, salt), red bell pepper, and cocoa powder processed with alkali.;;;;;;2 tsp (5 g);5;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1255;1255;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;20;;;;;;;;;20;;;0;;;;19;7.6;;0.0018;;;;;;;;;;;;;;;;;;;;;0.0144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500204002;http://world-en.openfoodfacts.org/product/0021500204002/lawry-s-chili-spices-seasonings;usda-ndb-import;1489067266;2017-03-09T13:47:46Z;1587581132;2020-04-22T18:45:32Z;Lawry's, chili spices & seasonings;;;;;Lawry's;lawry-s;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Spices (chili peppers, cumin, oregano, paprika), enriched wheat flour [flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], salt, onion, garlic powder, cocoa powder, citric acid.;;;;;;1 Tbsp (8 g);8;;1;;en:e330;E330 - Citric acid;0;;;0;;;;;3;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1305;1305;;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.5;;;;;;;;;;12.5;;;12.5;;;;13.125;5.25;;0.00075;;;;;;;;;;;;;;;;;;;;;0.0135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500206006;http://world-en.openfoodfacts.org/product/0021500206006/beef-stew-spices-seasonings-beef-stew-lawry-s;usda-ndb-import;1489067376;2017-03-09T13:49:36Z;1587581205;2020-04-22T18:46:45Z;Beef stew spices & seasonings, beef stew;;;;;Lawry's,  Lawry's Food's Llc;lawry-s,lawry-s-food-s-llc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Salt, onion, enriched wheat flour [flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], spices (including paprika), autolyzed yeast extract, xanthan gum (for consistency), caramel color, citric acid, silicon dioxide (prevents caking), natural flavor.;;;;;;1 tsp (4 g);4;;3;;en:e150c,en:e330,en:e415;E150c - Ammonia caramel,E330 - Citric acid,E415 - Xanthan gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1046;1046;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;0;;;;31.875;12.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500207003;http://world-en.openfoodfacts.org/product/0021500207003/sloppy-joes-spices-seasonings-mix-sloppy-joes-lawry-s;usda-ndb-import;1489067380;2017-03-09T13:49:40Z;1587581209;2020-04-22T18:46:49Z;Sloppy joes spices & seasonings mix, sloppy joes;;;;;Lawry's,  Lawry's Foods Llc;lawry-s,lawry-s-foods-llc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;Sugar, onion, salt, corn starch, brown sugar, paprika, corn maltodextrin, spices (including black pepper, chili pepper), natural flavor, and hydrolyzed soy protein.;;;;;;2 tsp (7 g);7;;0;;;;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;1197;1197;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.43;42.86;;;;;;;;;;;;0;;;;17.5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500209007;http://world-en.openfoodfacts.org/product/0021500209007/enchilada-sauce-spices-seasonings-mix-enchilada-sauce-lawry-s;usda-ndb-import;1489067340;2017-03-09T13:49:00Z;1587581181;2020-04-22T18:46:21Z;Enchilada sauce spices & seasonings mix, enchilada sauce;;;;;Lawry's;lawry-s;Groceries, Condiments, Sauces;en:groceries,en:condiments,en:sauces;Groceries,Condiments,Sauces;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), onion, spices (including paprika, chili pepper, red pepper), salt, modified corn starch, sugar, cocoa powder processed with alkali, garlic, citric acid, and caramel color.;;;;;;2 tsp (6 g);6;;2;;en:e150c,en:e330;E150c - Ammonia caramel,E330 - Citric acid;0;;;0;;;;;4;Fat and sauces;Dressings and sauces;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:sauces;Sauces;;;;;;;;1393;1393;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.67;16.67;;;;;;;;;;;;0;;;;11.25;4.5;;0.0005001;;;;;;;;;;;;;;;;;;;;;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0021500212861;http://world-en.openfoodfacts.org/product/0021500212861/italian-garlic-steak-marinade-mccormick-company-inc;usda-ndb-import;1489096473;2017-03-09T21:54:33Z;1587595117;2020-04-22T22:38:37Z;Italian Garlic Steak Marinade;;;;;Mccormick & Company  Inc.;mccormick-company-inc;Groceries, Condiments;en:groceries,en:condiments;Groceries,Condiments;;;;;;;;;;;;;;;United States;en:united-states;United States;"Water, high fructose corn syrup, distilled vinegar, salt, soy sauce (water, wheat, soybeans, salt), lemon juice; soybean oil, dried garlic, dried onion, modified food starch, extra virgin olive oil, spices (including rosemary, oregano, red chili - pepper), xanthan gum, citricacid, autolyzed yeast extract, sodium benzoate*, potassium sorbate*, garlic oil.";;;;;;1 Tbsp (15 ml);15;;3;;en:e202,en:e211,en:e415;E202 - Potassium sorbate,E211 - Sodium benzoate,E415 - Xanthan gum;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;McCormick & Company, Inc.;en:condiments;Condiments;;;;;;;;280;280;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.33;13.33;;;;;;;;;;;;0;;;;6.6675;2.667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
