0025317106009;http://world-en.openfoodfacts.org/product/0025317106009/hickory-smoked-uncured-reduced-sodium-sunday-bacon-hickory-smoked-applegate-organics;usda-ndb-import;1489078108;2017-03-09T16:48:28Z;1587589534;2020-04-22T21:05:34Z;Hickory smoked uncured reduced sodium sunday bacon, hickory smoked;;;;;Applegate Organics,  Applegate Farms  Llc;applegate-organics,applegate-farms-llc;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic pork**, water. contains less than 2% of the following: sea salt, organic cane sugar, celery powder.;;;;;;2 PAN FRIED SLICES (14 g);14;;0;;;;0;;;0;;;25;e;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;1795;1795;;32.14;10.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.107;0;0;;;;;;;;;0;;;35.71;;;;3.5725;1.429;;;;;;;;;;;;;;;;;;;0.564;;0.014;;0;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;
0025317108508;http://world-en.openfoodfacts.org/product/0025317108508/salametti-applegate-naturals;usda-ndb-import;1489059192;2017-03-09T11:33:12Z;1587576039;2020-04-22T17:20:39Z;Salametti;;;;;Applegate Naturals;applegate-naturals;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork*, sea salt, dextrose, contains less than 2% of the following: spices, swiss chard powder, lactic acid starter culture (not from milk), wine, garlic powder.;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;24;e;4;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;1494;1494;;25;10.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;28.57;;;;4.285;1.714;;0;;;;;0;;;;;;;;;;;;;;0;;0.00386;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0025317108751;http://world-en.openfoodfacts.org/product/0025317108751/uncured-pancetta-applegate-naturals;usda-ndb-import;1489059192;2017-03-09T11:33:12Z;1587576039;2020-04-22T17:20:39Z;Uncured Pancetta;;;;;Applegate Naturals;applegate-naturals;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork**, sea salt, swiss chard powder. contains less than 2% of the following: spices, cane sugar, garlic powder, lactic acid starter culture (not from milk).;;;;;;1 ONZ (28 g);28;;0;;;;0;;;0;;;24;e;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;1494;1494;;28.57;10.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;21.43;;;;4.91;1.964;;0;;;;;0;;;;;;;;;;;;;;0;;0.00257;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;
0025317109796;http://world-en.openfoodfacts.org/product/0025317109796/smoked-turkey-breast-smoked;org-database-usda;1587670858;2020-04-23T19:40:58Z;1587670858;2020-04-23T19:40:58Z;Smoked turkey breast, smoked;;;;;;;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Turkey breast**, water, contains less than 2% of the following: sea salt, potato starch, salt, chicken broth, rosemary extract.;;;;;;2 SLICES (55 g);55;;0;;;;0;;;0;;;1;b;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;381;381;;0.91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.045;1.82;0;;;;;;;;;0;;;20;;;;1.3175;0.527;;;;;;;;;;;;;;;;;;;0.664;;0.005;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0025317109864;http://world-en.openfoodfacts.org/product/0025317109864/oven-roasted-turkey-breast-oven-roasted;org-database-usda;1587670858;2020-04-23T19:40:58Z;1587670858;2020-04-23T19:40:58Z;Oven roasted turkey breast, oven roasted;;;;;;;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Turkey breast**, water. contains less than 2% of the following: sea salt, potato starch, salt, chicken broth, rosemary extract.;;;;;;2 SLICES (55 g);55;;0;;;;0;;;0;;;1;b;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;381;381;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.045;1.82;0;;;;;;;;;0;;;20;;;;1.1375;0.455;;;;;;;;;;;;;;;;;;;0.616;;0.005;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0025317111003;http://world-en.openfoodfacts.org/product/0025317111003/uncured-good-morning-bacon;org-database-usda;1587658434;2020-04-23T16:13:54Z;1587658434;2020-04-23T16:13:54Z;Uncured good morning bacon;;;;;;;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork**, water. contains less than 2% of the following: cane sugar, sea salt, celery powder.;;;;;;2 PAN FRIED SLICES (14 g);14;;0;;;;0;;;0;;;22;e;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;1795;1795;;28.57;7.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;42.86;;;;4.1075;1.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;
0025317117005;http://world-en.openfoodfacts.org/product/0025317117005/hickory-smoked-uncured-thick-cut-bacon-hickory-smoked-applegate-naturals;usda-ndb-import;1489133414;2017-03-10T08:10:14Z;1587596457;2020-04-22T23:00:57Z;Hickory smoked uncured thick cut bacon, hickory smoked;;;;;Applegate Naturals,  Applegate Farms  Llc;applegate-naturals,applegate-farms-llc;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Pork***, water. contains less than 2% of the following: sea salt, cane sugar, celery powder.;;;;;;1 PAN FRIED SLICE (12 g);12;;0;;;;0;;;0;;;25;e;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;2092;2092;;37.5;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.042;0;0;;;;;;;;;0;;;41.67;;;;2.0825;0.833;;0;;;;;0;;;;;;;;;;;;0.167;;0.008;;0;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;
0025317118002;http://world-en.openfoodfacts.org/product/0025317118002/hickory-smoked-no-sugar-uncured-bacon-hickory-smoked-applegate;openfoodfacts-contributors;1547724748;2019-01-17T11:32:28Z;1587658434;2020-04-23T16:13:54Z;Hickory smoked no sugar uncured bacon, hickory smoked;;8oz;;;applegate;applegate;Meats, Pork, Bacon, Prepared meats;en:meats,en:prepared-meats,en:pork,en:bacon;Meats,Prepared meats,Pork,Bacon;;;;;;;;;;;;;;;en:US;en:united-states;United States;Pork***, water, sea salt. contains less than 2% of the following: celery powder.;;;;;;2 PAN FRIED SLICES (14 g);14;;0;;;;0;;;0;;;26;e;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;Applegate Farms, LLC;en:bacon;Bacon;https://static.openfoodfacts.org/images/products/002/531/711/8002/front_en.4.400.jpg;https://static.openfoodfacts.org/images/products/002/531/711/8002/front_en.4.200.jpg;https://static.openfoodfacts.org/images/products/002/531/711/8002/ingredients_en.7.400.jpg;https://static.openfoodfacts.org/images/products/002/531/711/8002/ingredients_en.7.200.jpg;;;;2092;2092;;35.71;14.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;42.86;;;;5.1775;2.071;;;;;;;;;;;;;;;;;;;0.236;;0.007;;0;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;
0025317120005;http://world-en.openfoodfacts.org/product/0025317120005/uncured-turkey-bacon-applegate-naturals;usda-ndb-import;1489133414;2017-03-10T08:10:14Z;1587596457;2020-04-22T23:00:57Z;Uncured Turkey Bacon;;;;;Applegate Naturals,  Applegate Farms  Llc;applegate-naturals,applegate-farms-llc;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;;;;;;;;;;;United States;en:united-states;United States;Turkey**, water. contains less than 2% of the following: sea salt, celery powder, maple sugar, onion powder, spices.;;;;;;1 PAN FRIED SLICE (28 g);28;;0;;;;0;;;0;;;3;c;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;523;523;;5.36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.089;0;0;;;;;;;;;0;;;21.43;;;;1.785;0.714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;
0025317122009;http://world-en.openfoodfacts.org/product/0025317122009/hickory-smoked-uncured-turkey-bacon-hickory-smoked-applegate-organics;usda-ndb-import;1489052902;2017-03-09T09:48:22Z;1587572343;2020-04-22T16:19:03Z;Hickory smoked uncured turkey bacon, hickory smoked;;;;;Applegate Organics;applegate-organics;Meats, Prepared meats;en:meats,en:prepared-meats;Meats,Prepared meats;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Organic turkey**, water. contains less than 2% of the following: sea salt, celery powder, organic onion powder.;;;;;;1 PAN FRIED SLICE (15 g);15;;0;;;;0;;;0;;;4;c;3;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Applegate Farms, LLC;en:prepared-meats;Prepared meats;;;;;;;;837;837;;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.133;0;0;;;;;;;;;0;;;33.33;;;;1.785;0.714;;;;;;;;;;;;;;;;;;;0.267;;0;;0;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
