0017360103197;http://world-en.openfoodfacts.org/product/0017360103197/certified-organic-chia-seeds-sweet-heart;usda-ndb-import;1489064588;2017-03-09T13:03:08Z;1489064588;2017-03-09T13:03:08Z;Certified Organic Chia Seeds;;;;;Sweet Heart;sweet-heart;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic chia seeds;;;;;;12 g (1 Tbsp);12;;0;;;;0;;;0;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;2092;2092;;25;0;;;;;;;;;;;;;;;0;20.83;;;;;;;;;;;;;;;;;0;0;41.67;0;;;;;;;;;41.7;;;25;;;;0;0;;0;;;;;0;;;;;;;;;;;;0.5;;0.667;;0.009;0.333;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0017367901031;http://world-en.openfoodfacts.org/product/0017367901031/gold-potatoes-j-maheras-company-inc;usda-ndb-import;1489090356;2017-03-09T20:12:36Z;1587591341;2020-04-22T21:35:41Z;Gold Potatoes;;;;;J. Maheras Company Inc.;j-maheras-company-inc;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Organic gold potato.;;;;;;5.3 ONZ (148 g);148;;0;;;;0;;;0;;;-2;a;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;J. Maheras Company Inc.;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;310;310;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.57;0.68;;;;;;;;;1.4;;;2.03;;;;0;0;;0;;;;;0.0182;0;0.000023;0.001081;0.000135;;;;;;;;0.419;;0.014;0.041;0.00073;0.016;0.0002;0.000054;;;;;;;;;;;;;;;;;;-2;;;;;;;;
00173759;http://world-en.openfoodfacts.org/product/00173759/semi-skimmed-british-milk-sainsbury-s;tacinte;1409681700;2014-09-02T18:15:00Z;1561236064;2019-06-22T20:41:04Z;Semi skimmed British milk;Semi skimmed British milk;1 pint (568ml);Plastic,Bottle;plastic,bottle;Sainsbury's,by sainsbury's;sainsbury-s,by-sainsbury-s;Dairies, Milks, Semi-skimmed milks;en:dairies,en:milks,en:semi-skimmed-milks;Dairies,Milks,Semi-skimmed milks;United Kingdom;united-kingdom;;;;;;UK TC010 EC;uk-tc010-ec;;;;Liverpool,United Kingdom;Sainsbury's;United Kingdom;en:united-kingdom;United Kingdom;Pasteurised homogenised standardised semi skimmed milk;;;;;;200ml;200;;0;;;;0;;;0;;;0;b;;Milk and dairy products;Milk and yogurt;en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging code completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded;;en:semi-skimmed-milks;Semi-skimmed milks;https://static.openfoodfacts.org/images/products/00173759/front_en.8.400.jpg;https://static.openfoodfacts.org/images/products/00173759/front_en.8.200.jpg;https://static.openfoodfacts.org/images/products/00173759/ingredients_en.9.400.jpg;https://static.openfoodfacts.org/images/products/00173759/ingredients_en.9.200.jpg;https://static.openfoodfacts.org/images/products/00173759/nutrition_en.10.400.jpg;https://static.openfoodfacts.org/images/products/00173759/nutrition_en.10.200.jpg;202;;202;;1.75;1.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;4.6;;;;;;;;;0.25;;;3.5;;;;0.0999;0.04;;;;;;;;;;;;;;0.00000095;;;;;;;0.124;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
00173858;http://world-en.openfoodfacts.org/product/00173858/sainsbury-s;kyzh;1427042089;2015-03-22T16:34:49Z;1572636951;2019-11-01T19:35:51Z;;;;;;Sainsbury's;sainsbury-s;;;;;;;;;;;;;;;;;Sainsbury's;United Kingdom;en:united-kingdom;United Kingdom;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00173858/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/00173858/front_en.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0017397055636;http://world-en.openfoodfacts.org/product/0017397055636/white-chocolate-strawberry-hearts-strawberry-divine;usda-ndb-import;1489075214;2017-03-09T16:00:14Z;1489075214;2017-03-09T16:00:14Z;White Chocolate & Strawberry Hearts, Strawberry;;;;;Divine,  The Holmes Group Inc./White Mountain;divine,the-holmes-group-inc-white-mountain;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;White chocolate with strawberry crisp. ingredients: sugar, cocoa butter, skimmed milk powder, butterfat (milk), strawberry crisp 3% (maltodextrin, strawberries, sugar, modified starch, thickener: sodium alginate, natural strawberry flavour, acidifier: cit;;;;;;100 g (100 GRM);100;;2;;en:e14xx,en:e401;E14XX - Modified Starch,E401 - Sodium alginate;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;2234;2234;;29.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.9;;;;;;;;;;0.1;;;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0017400100179;http://world-en.openfoodfacts.org/product/0017400100179/enriched-precooked-white-rice;org-database-usda;1587658278;2020-04-23T16:11:18Z;1587658278;2020-04-23T16:11:18Z;Enriched precooked white rice;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices;;;;;;;;;;;;;;;United States;en:united-states;United States;Enriched precooked parboiled long grain rice [rice, niacin, iron (ferric orthophosphate), thiamin (thiamin mononitrate), folic acid].;;;;;;0.5 cup (59 g);59;;0;;;;0;;;0;;;-1;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Riviana Foods Inc.;en:rices;Rices;;;;;;;;1490;1490;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;83.05;0;;;;;;;;;1.7;;;6.78;;;;0;0;;0.0000507;;;;;0;0;;0.00339;;;;;;;;;0.068;;0;;0.00305;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0017400100391;http://world-en.openfoodfacts.org/product/0017400100391/boil-in-bag-basmati-white-rice-riviana-foods-inc;usda-ndb-import;1489065228;2017-03-09T13:13:48Z;1587579844;2020-04-22T18:24:04Z;Boil-in-bag basmati white rice;;;;;Riviana Foods Inc.;riviana-foods-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, White rices, Basmati rices, White Basmati rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:white-rices,en:basmati-rices,en:white-basmati-rices;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,White rices,Basmati rices,White Basmati rices;;;;;;;;;;;;;;;United States;en:united-states;United States;Basmati rice.;;;;;;1/4 cup (45 g);45;;0;;;;0;;;0;;;-1;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Riviana Foods Inc.;en:white-basmati-rices;White Basmati rices;;;;;;;;1490;1490;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;77.78;0;;;;;;;;;0;;;8.89;;;;0;0;;0;;;;;0;;;;;;;;;;;;;;0;;0.0008;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0017400100414;http://world-en.openfoodfacts.org/product/0017400100414/precooked-boil-in-bag-whole-grain-brown-rice;org-database-usda;1587658278;2020-04-23T16:11:18Z;1587658278;2020-04-23T16:11:18Z;Precooked boil-in-bag whole grain brown rice;;;;;;;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices;;;;;;;;;;;;;;;United States;en:united-states;United States;Precooked parboiled whole grain brown rice (long grain).;;;;;;1/2 cup (50 g);50;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Riviana Foods Inc.;en:rices;Rices;;;;;;;;1506;1506;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;78;0;;;;;;;;;4;;;8;;;;0;0;;0;;;;;0;0;;0.004;;;;;;;;;0.14;;0;;0.00072;0.12;0.0024;0.00032;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0017400100766;http://world-en.openfoodfacts.org/product/0017400100766/boil-in-bag-jasmine-fragrant-thai-rice-riviana-foods-inc;usda-ndb-import;1489065228;2017-03-09T13:13:48Z;1587579844;2020-04-22T18:24:04Z;Boil-in-bag jasmine fragrant thai rice;;;;;Riviana Foods Inc.;riviana-foods-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Jasmine rice;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:jasmine-rice;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Indica rices,Long grain rices,Jasmine rice;;;;;;;;;;;;;;;United States;en:united-states;United States;Jasmine long grain rice.;;;;;;1/4 cup (45 g);45;;0;;;;0;;;0;;;0;b;;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Riviana Foods Inc.;en:jasmine-rice;Jasmine rice;;;;;;;;1490;1490;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;80;0;;;;;;;;;0;;;6.67;;;;0;0;;0;;;;;0;;;;;;;;;;;;0.078;;0;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
0017400100773;http://world-en.openfoodfacts.org/product/0017400100773/boil-in-bag-precooked-white-rice-riviana-foods-inc;usda-ndb-import;1489065229;2017-03-09T13:13:49Z;1587579844;2020-04-22T18:24:04Z;Boil-in-bag precooked white rice;;;;;Riviana Foods Inc.;riviana-foods-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Meals, Rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:meals,en:rices;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Meals,Rices;;;;;;;;;;;;;;;United States;en:united-states;United States;Precooked parboiled long grain rice.;;;;;;1/2 cup (59 g);59;;0;;;;0;;;0;;;-1;a;;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Riviana Foods Inc.;en:rices;Rices;;;;;;;;1490;1490;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;83.05;0;;;;;;;;;1.7;;;6.78;;;;0;0;;0.0000507;;;;;0;0;;0.00339;;0.000059;;;;;;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0017400100780;http://world-en.openfoodfacts.org/product/0017400100780/precooked-boil-in-bag-whole-grain-brown-rice-riviana-foods-inc;usda-ndb-import;1489065228;2017-03-09T13:13:48Z;1587579844;2020-04-22T18:24:04Z;Precooked boil-in-bag whole grain brown rice;;;;;Riviana Foods Inc.;riviana-foods-inc;Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices;Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices;;;;;;;;;;;;;;;United States;en:united-states;United States;Precooked parboiled whole grain brown rice (long grain).;;;;;;1/2 cup (50 g);50;;0;;;;0;;;0;;;-4;a;1;Cereals and potatoes;Cereals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;Riviana Foods Inc.;en:rices;Rices;https://static.openfoodfacts.org/images/products/001/740/010/0780/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/001/740/010/0780/front_en.3.200.jpg;;;;;;1506;1506;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;78;0;;;;;;;;;4;;;8;;;;0;0;;0;;;;;0;0;;0.004;;;;;;;;;0.14;;0;;0.00072;0.12;0.0024;0.00032;;;;;;;;;;;;;;;;;;-4;;;;;;;;
